time,"P(Q)","P(A)","P(B)"
2.322450e-10,6.958583e+00,7.026678e+00,1.330987e+01
2.322600e-10,6.960911e+00,7.029432e+00,1.331262e+01
2.322750e-10,6.963413e+00,7.032400e+00,1.331559e+01
2.322900e-10,6.966083e+00,7.035572e+00,1.331876e+01
2.323050e-10,6.968913e+00,7.038941e+00,1.332213e+01
2.323200e-10,6.971895e+00,7.042497e+00,1.332568e+01
2.323350e-10,6.975024e+00,7.046232e+00,1.332942e+01
2.323500e-10,6.978290e+00,7.050135e+00,1.333332e+01
2.323650e-10,6.981685e+00,7.054196e+00,1.333738e+01
2.323800e-10,6.985201e+00,7.058405e+00,1.334159e+01
2.323950e-10,6.988829e+00,7.062749e+00,1.334594e+01
2.324100e-10,6.992559e+00,7.067219e+00,1.335041e+01
2.324250e-10,6.996383e+00,7.071803e+00,1.335499e+01
2.324400e-10,7.000291e+00,7.076488e+00,1.335968e+01
2.324550e-10,7.004273e+00,7.081263e+00,1.336445e+01
2.324700e-10,7.008319e+00,7.086116e+00,1.336930e+01
2.324850e-10,7.012420e+00,7.091034e+00,1.337422e+01
2.325000e-10,7.016564e+00,7.096005e+00,1.337919e+01
2.325150e-10,7.020742e+00,7.101016e+00,1.338420e+01
2.325300e-10,7.024944e+00,7.106055e+00,1.338924e+01
2.325450e-10,7.029160e+00,7.111109e+00,1.339430e+01
2.325600e-10,7.033378e+00,7.116165e+00,1.339935e+01
2.325750e-10,7.037590e+00,7.121212e+00,1.340440e+01
2.325900e-10,7.041784e+00,7.126236e+00,1.340942e+01
2.326050e-10,7.045951e+00,7.131226e+00,1.341441e+01
2.326200e-10,7.050080e+00,7.136169e+00,1.341936e+01
2.326350e-10,7.054163e+00,7.141053e+00,1.342424e+01
2.326500e-10,7.058188e+00,7.145866e+00,1.342905e+01
2.326650e-10,7.062147e+00,7.150597e+00,1.343378e+01
2.326800e-10,7.066031e+00,7.155234e+00,1.343842e+01
2.326950e-10,7.069829e+00,7.159767e+00,1.344295e+01
2.327100e-10,7.073534e+00,7.164184e+00,1.344737e+01
2.327250e-10,7.077137e+00,7.168476e+00,1.345166e+01
2.327400e-10,7.080629e+00,7.172632e+00,1.345582e+01
2.327550e-10,7.084002e+00,7.176642e+00,1.345983e+01
2.327700e-10,7.087249e+00,7.180498e+00,1.346368e+01
2.327850e-10,7.090362e+00,7.184190e+00,1.346738e+01
2.328000e-10,7.093335e+00,7.187709e+00,1.347090e+01
2.328150e-10,7.096160e+00,7.191049e+00,1.347424e+01
2.328300e-10,7.098831e+00,7.194201e+00,1.347739e+01
2.328450e-10,7.101343e+00,7.197159e+00,1.348035e+01
2.328600e-10,7.103690e+00,7.199915e+00,1.348310e+01
2.328750e-10,7.105867e+00,7.202464e+00,1.348565e+01
2.328900e-10,7.107868e+00,7.204801e+00,1.348799e+01
2.329050e-10,7.109690e+00,7.206919e+00,1.349011e+01
2.329200e-10,7.111330e+00,7.208816e+00,1.349200e+01
2.329350e-10,7.112783e+00,7.210486e+00,1.349367e+01
2.329500e-10,7.114046e+00,7.211927e+00,1.349511e+01
2.329650e-10,7.115118e+00,7.213135e+00,1.349632e+01
2.329800e-10,7.115996e+00,7.214109e+00,1.349730e+01
2.329950e-10,7.116678e+00,7.214846e+00,1.349803e+01
2.330100e-10,7.117164e+00,7.215346e+00,1.349853e+01
2.330250e-10,7.117452e+00,7.215608e+00,1.349879e+01
2.330400e-10,7.117543e+00,7.215631e+00,1.349882e+01
2.330550e-10,7.117436e+00,7.215417e+00,1.349860e+01
2.330700e-10,7.117132e+00,7.214966e+00,1.349815e+01
2.330850e-10,7.116633e+00,7.214280e+00,1.349747e+01
2.331000e-10,7.115940e+00,7.213362e+00,1.349655e+01
2.331150e-10,7.115055e+00,7.212213e+00,1.349540e+01
2.331300e-10,7.113981e+00,7.210837e+00,1.349402e+01
2.331450e-10,7.112720e+00,7.209238e+00,1.349243e+01
2.331600e-10,7.111275e+00,7.207420e+00,1.349061e+01
2.331750e-10,7.109651e+00,7.205388e+00,1.348858e+01
2.331900e-10,7.107851e+00,7.203148e+00,1.348633e+01
2.332050e-10,7.105881e+00,7.200704e+00,1.348389e+01
2.332200e-10,7.103745e+00,7.198063e+00,1.348125e+01
2.332350e-10,7.101447e+00,7.195232e+00,1.347842e+01
2.332500e-10,7.098995e+00,7.192218e+00,1.347541e+01
2.332650e-10,7.096394e+00,7.189028e+00,1.347222e+01
2.332800e-10,7.093650e+00,7.185671e+00,1.346886e+01
2.332950e-10,7.090771e+00,7.182155e+00,1.346534e+01
2.333100e-10,7.087762e+00,7.178488e+00,1.346168e+01
2.333250e-10,7.084632e+00,7.174679e+00,1.345787e+01
2.333400e-10,7.081388e+00,7.170739e+00,1.345393e+01
2.333550e-10,7.078038e+00,7.166676e+00,1.344986e+01
2.333700e-10,7.074590e+00,7.162501e+00,1.344569e+01
2.333850e-10,7.071052e+00,7.158224e+00,1.344141e+01
2.334000e-10,7.067433e+00,7.153855e+00,1.343704e+01
2.334150e-10,7.063742e+00,7.149406e+00,1.343259e+01
2.334300e-10,7.059987e+00,7.144886e+00,1.342807e+01
2.334450e-10,7.056178e+00,7.140308e+00,1.342350e+01
2.334600e-10,7.052324e+00,7.135682e+00,1.341887e+01
2.334750e-10,7.048434e+00,7.131021e+00,1.341421e+01
2.334900e-10,7.044517e+00,7.126334e+00,1.340952e+01
2.335050e-10,7.040584e+00,7.121634e+00,1.340482e+01
2.335200e-10,7.036643e+00,7.116932e+00,1.340012e+01
2.335350e-10,7.032704e+00,7.112240e+00,1.339543e+01
2.335500e-10,7.028776e+00,7.107570e+00,1.339076e+01
2.335650e-10,7.024869e+00,7.102932e+00,1.338612e+01
2.335800e-10,7.020993e+00,7.098338e+00,1.338153e+01
2.335950e-10,7.017156e+00,7.093800e+00,1.337699e+01
2.336100e-10,7.013369e+00,7.089328e+00,1.337252e+01
2.336250e-10,7.009639e+00,7.084934e+00,1.336812e+01
2.336400e-10,7.005977e+00,7.080628e+00,1.336382e+01
2.336550e-10,7.002390e+00,7.076421e+00,1.335961e+01
2.336700e-10,6.998888e+00,7.072322e+00,1.335551e+01
2.336850e-10,6.995479e+00,7.068343e+00,1.335153e+01
2.337000e-10,6.992171e+00,7.064492e+00,1.334768e+01
2.337150e-10,6.988972e+00,7.060779e+00,1.334397e+01
2.337300e-10,6.985889e+00,7.057213e+00,1.334040e+01
2.337450e-10,6.982930e+00,7.053803e+00,1.333699e+01
2.337600e-10,6.980103e+00,7.050557e+00,1.333374e+01
2.337750e-10,6.977412e+00,7.047482e+00,1.333067e+01
2.337900e-10,6.974866e+00,7.044586e+00,1.332777e+01
2.338050e-10,6.972470e+00,7.041876e+00,1.332506e+01
2.338200e-10,6.970229e+00,7.039359e+00,1.332255e+01
2.338350e-10,6.968149e+00,7.037039e+00,1.332023e+01
2.338500e-10,6.966234e+00,7.034923e+00,1.331811e+01
2.338650e-10,6.964489e+00,7.033016e+00,1.331620e+01
2.338800e-10,6.962918e+00,7.031321e+00,1.331451e+01
2.338950e-10,6.961524e+00,7.029843e+00,1.331303e+01
2.339100e-10,6.960310e+00,7.028584e+00,1.331177e+01
2.339250e-10,6.959279e+00,7.027548e+00,1.331073e+01
2.339400e-10,6.958433e+00,7.026736e+00,1.330992e+01
2.339550e-10,6.957773e+00,7.026150e+00,1.330934e+01
2.339700e-10,6.957302e+00,7.025791e+00,1.330898e+01
2.339850e-10,6.957018e+00,7.025659e+00,1.330885e+01
2.340000e-10,6.956923e+00,7.025754e+00,1.330894e+01
2.340150e-10,6.957016e+00,7.026075e+00,1.330926e+01
2.340300e-10,6.957297e+00,7.026621e+00,1.330981e+01
2.340450e-10,6.957764e+00,7.027389e+00,1.331058e+01
2.340600e-10,6.958416e+00,7.028378e+00,1.331156e+01
2.340750e-10,6.959250e+00,7.029583e+00,1.331277e+01
2.340900e-10,6.960264e+00,7.031002e+00,1.331419e+01
2.341050e-10,6.961455e+00,7.032630e+00,1.331582e+01
2.341200e-10,6.962819e+00,7.034462e+00,1.331765e+01
2.341350e-10,6.964353e+00,7.036494e+00,1.331968e+01
2.341500e-10,6.966051e+00,7.038719e+00,1.332191e+01
2.341650e-10,6.967911e+00,7.041132e+00,1.332432e+01
2.341800e-10,6.969925e+00,7.043725e+00,1.332691e+01
2.341950e-10,6.972089e+00,7.046492e+00,1.332968e+01
2.342100e-10,6.974397e+00,7.049425e+00,1.333261e+01
2.342250e-10,6.976843e+00,7.052516e+00,1.333570e+01
2.342400e-10,6.979421e+00,7.055756e+00,1.333894e+01
2.342550e-10,6.982122e+00,7.059138e+00,1.334233e+01
2.342700e-10,6.984941e+00,7.062653e+00,1.334584e+01
2.342850e-10,6.987870e+00,7.066290e+00,1.334948e+01
2.343000e-10,6.990901e+00,7.070041e+00,1.335323e+01
2.343150e-10,6.994027e+00,7.073895e+00,1.335708e+01
2.343300e-10,6.997239e+00,7.077843e+00,1.336103e+01
2.343450e-10,7.000529e+00,7.081875e+00,1.336506e+01
2.343600e-10,7.003890e+00,7.085979e+00,1.336917e+01
2.343750e-10,7.007311e+00,7.090147e+00,1.337333e+01
2.343900e-10,7.010785e+00,7.094366e+00,1.337755e+01
2.344050e-10,7.014303e+00,7.098626e+00,1.338181e+01
2.344200e-10,7.017857e+00,7.102917e+00,1.338610e+01
2.344350e-10,7.021436e+00,7.107227e+00,1.339041e+01
2.344500e-10,7.025033e+00,7.111546e+00,1.339473e+01
2.344650e-10,7.028638e+00,7.115863e+00,1.339905e+01
2.344800e-10,7.032244e+00,7.120167e+00,1.340335e+01
2.344950e-10,7.035839e+00,7.124448e+00,1.340764e+01
2.345100e-10,7.039417e+00,7.128695e+00,1.341188e+01
2.345250e-10,7.042969e+00,7.132898e+00,1.341609e+01
2.345400e-10,7.046485e+00,7.137047e+00,1.342023e+01
2.345550e-10,7.049958e+00,7.141130e+00,1.342432e+01
2.345700e-10,7.053379e+00,7.145140e+00,1.342833e+01
2.345850e-10,7.056740e+00,7.149065e+00,1.343225e+01
2.346000e-10,7.060033e+00,7.152896e+00,1.343608e+01
2.346150e-10,7.063250e+00,7.156625e+00,1.343981e+01
2.346300e-10,7.066384e+00,7.160243e+00,1.344343e+01
2.346450e-10,7.069428e+00,7.163741e+00,1.344693e+01
2.346600e-10,7.072375e+00,7.167111e+00,1.345030e+01
2.346750e-10,7.075217e+00,7.170345e+00,1.345353e+01
2.346900e-10,7.077948e+00,7.173435e+00,1.345662e+01
2.347050e-10,7.080563e+00,7.176375e+00,1.345956e+01
2.347200e-10,7.083055e+00,7.179158e+00,1.346235e+01
2.347350e-10,7.085419e+00,7.181778e+00,1.346496e+01
2.347500e-10,7.087649e+00,7.184228e+00,1.346742e+01
2.347650e-10,7.089741e+00,7.186504e+00,1.346969e+01
2.347800e-10,7.091690e+00,7.188600e+00,1.347179e+01
2.347950e-10,7.093491e+00,7.190511e+00,1.347370e+01
2.348100e-10,7.095142e+00,7.192235e+00,1.347542e+01
2.348250e-10,7.096639e+00,7.193767e+00,1.347695e+01
2.348400e-10,7.097978e+00,7.195103e+00,1.347829e+01
2.348550e-10,7.099157e+00,7.196242e+00,1.347943e+01
2.348700e-10,7.100174e+00,7.197181e+00,1.348037e+01
2.348850e-10,7.101027e+00,7.197919e+00,1.348111e+01
2.349000e-10,7.101714e+00,7.198453e+00,1.348164e+01
2.349150e-10,7.102234e+00,7.198784e+00,1.348197e+01
2.349300e-10,7.102586e+00,7.198912e+00,1.348210e+01
2.349450e-10,7.102771e+00,7.198836e+00,1.348202e+01
2.349600e-10,7.102788e+00,7.198557e+00,1.348174e+01
2.349750e-10,7.102638e+00,7.198076e+00,1.348126e+01
2.349900e-10,7.102321e+00,7.197395e+00,1.348058e+01
2.350050e-10,7.101839e+00,7.196517e+00,1.347970e+01
2.350200e-10,7.101193e+00,7.195443e+00,1.347863e+01
2.350350e-10,7.100386e+00,7.194178e+00,1.347736e+01
2.350500e-10,7.099420e+00,7.192723e+00,1.347591e+01
2.350650e-10,7.098298e+00,7.191085e+00,1.347427e+01
2.350800e-10,7.097023e+00,7.189265e+00,1.347245e+01
2.350950e-10,7.095597e+00,7.187271e+00,1.347046e+01
2.351100e-10,7.094026e+00,7.185106e+00,1.346829e+01
2.351250e-10,7.092314e+00,7.182776e+00,1.346596e+01
2.351400e-10,7.090464e+00,7.180288e+00,1.346347e+01
2.351550e-10,7.088482e+00,7.177648e+00,1.346083e+01
2.351700e-10,7.086372e+00,7.174862e+00,1.345805e+01
2.351850e-10,7.084141e+00,7.171937e+00,1.345512e+01
2.352000e-10,7.081794e+00,7.168882e+00,1.345207e+01
2.352150e-10,7.079336e+00,7.165703e+00,1.344889e+01
2.352300e-10,7.076775e+00,7.162409e+00,1.344560e+01
2.352450e-10,7.074116e+00,7.159008e+00,1.344219e+01
2.352600e-10,7.071367e+00,7.155508e+00,1.343869e+01
2.352750e-10,7.068534e+00,7.151918e+00,1.343510e+01
2.352900e-10,7.065624e+00,7.148247e+00,1.343143e+01
2.353050e-10,7.062645e+00,7.144505e+00,1.342769e+01
2.353200e-10,7.059604e+00,7.140700e+00,1.342389e+01
2.353350e-10,7.056509e+00,7.136843e+00,1.342003e+01
2.353500e-10,7.053367e+00,7.132942e+00,1.341613e+01
2.353650e-10,7.050186e+00,7.129007e+00,1.341219e+01
2.353800e-10,7.046975e+00,7.125048e+00,1.340824e+01
2.353950e-10,7.043740e+00,7.121076e+00,1.340426e+01
2.354100e-10,7.040491e+00,7.117099e+00,1.340029e+01
2.354250e-10,7.037234e+00,7.113128e+00,1.339631e+01
2.354400e-10,7.033979e+00,7.109172e+00,1.339236e+01
2.354550e-10,7.030733e+00,7.105241e+00,1.338843e+01
2.354700e-10,7.027505e+00,7.101345e+00,1.338453e+01
2.354850e-10,7.024301e+00,7.097494e+00,1.338068e+01
2.355000e-10,7.021131e+00,7.093697e+00,1.337688e+01
2.355150e-10,7.018002e+00,7.089963e+00,1.337315e+01
2.355300e-10,7.014921e+00,7.086302e+00,1.336949e+01
2.355450e-10,7.011896e+00,7.082723e+00,1.336591e+01
2.355600e-10,7.008935e+00,7.079234e+00,1.336242e+01
2.355750e-10,7.006045e+00,7.075844e+00,1.335903e+01
2.355900e-10,7.003233e+00,7.072562e+00,1.335575e+01
2.356050e-10,7.000505e+00,7.069394e+00,1.335258e+01
2.356200e-10,6.997869e+00,7.066350e+00,1.334954e+01
2.356350e-10,6.995330e+00,7.063436e+00,1.334662e+01
2.356500e-10,6.992895e+00,7.060660e+00,1.334385e+01
2.356650e-10,6.990570e+00,7.058027e+00,1.334121e+01
2.356800e-10,6.988359e+00,7.055546e+00,1.333873e+01
2.356950e-10,6.986270e+00,7.053220e+00,1.333641e+01
2.357100e-10,6.984305e+00,7.051057e+00,1.333424e+01
2.357250e-10,6.982471e+00,7.049061e+00,1.333225e+01
2.357400e-10,6.980771e+00,7.047236e+00,1.333042e+01
2.357550e-10,6.979209e+00,7.045588e+00,1.332877e+01
2.357700e-10,6.977789e+00,7.044119e+00,1.332731e+01
2.357850e-10,6.976514e+00,7.042833e+00,1.332602e+01
2.358000e-10,6.975387e+00,7.041733e+00,1.332492e+01
2.358150e-10,6.974409e+00,7.040822e+00,1.332401e+01
2.358300e-10,6.973584e+00,7.040100e+00,1.332329e+01
2.358450e-10,6.972913e+00,7.039570e+00,1.332276e+01
2.358600e-10,6.972397e+00,7.039232e+00,1.332242e+01
2.358750e-10,6.972037e+00,7.039087e+00,1.332227e+01
2.358900e-10,6.971834e+00,7.039134e+00,1.332232e+01
2.359050e-10,6.971787e+00,7.039374e+00,1.332256e+01
2.359200e-10,6.971896e+00,7.039804e+00,1.332299e+01
2.359350e-10,6.972160e+00,7.040424e+00,1.332361e+01
2.359500e-10,6.972579e+00,7.041231e+00,1.332442e+01
2.359650e-10,6.973150e+00,7.042222e+00,1.332541e+01
2.359800e-10,6.973873e+00,7.043396e+00,1.332658e+01
2.359950e-10,6.974743e+00,7.044747e+00,1.332793e+01
2.360100e-10,6.975760e+00,7.046273e+00,1.332946e+01
2.360250e-10,6.976920e+00,7.047969e+00,1.333116e+01
2.360400e-10,6.978219e+00,7.049829e+00,1.333302e+01
2.360550e-10,6.979653e+00,7.051850e+00,1.333504e+01
2.360700e-10,6.981220e+00,7.054026e+00,1.333721e+01
2.360850e-10,6.982913e+00,7.056349e+00,1.333954e+01
2.361000e-10,6.984729e+00,7.058815e+00,1.334200e+01
2.361150e-10,6.986663e+00,7.061417e+00,1.334460e+01
2.361300e-10,6.988709e+00,7.064147e+00,1.334733e+01
2.361450e-10,6.990862e+00,7.066998e+00,1.335018e+01
2.361600e-10,6.993116e+00,7.069963e+00,1.335315e+01
2.361750e-10,6.995465e+00,7.073034e+00,1.335622e+01
2.361900e-10,6.997903e+00,7.076203e+00,1.335939e+01
2.362050e-10,7.000423e+00,7.079461e+00,1.336265e+01
2.362200e-10,7.003018e+00,7.082800e+00,1.336599e+01
2.362350e-10,7.005683e+00,7.086212e+00,1.336940e+01
2.362500e-10,7.008410e+00,7.089687e+00,1.337287e+01
2.362650e-10,7.011192e+00,7.093217e+00,1.337640e+01
2.362800e-10,7.014021e+00,7.096792e+00,1.337998e+01
2.362950e-10,7.016891e+00,7.100404e+00,1.338359e+01
2.363100e-10,7.019795e+00,7.104043e+00,1.338723e+01
2.363250e-10,7.022724e+00,7.107700e+00,1.339089e+01
2.363400e-10,7.025672e+00,7.111367e+00,1.339455e+01
2.363550e-10,7.028631e+00,7.115033e+00,1.339822e+01
2.363700e-10,7.031594e+00,7.118689e+00,1.340188e+01
2.363850e-10,7.034553e+00,7.122327e+00,1.340551e+01
2.364000e-10,7.037500e+00,7.125938e+00,1.340912e+01
2.364150e-10,7.040430e+00,7.129511e+00,1.341270e+01
2.364300e-10,7.043334e+00,7.133040e+00,1.341623e+01
2.364450e-10,7.046205e+00,7.136515e+00,1.341970e+01
2.364600e-10,7.049037e+00,7.139928e+00,1.342311e+01
2.364750e-10,7.051822e+00,7.143269e+00,1.342646e+01
2.364900e-10,7.054554e+00,7.146533e+00,1.342972e+01
2.365050e-10,7.057227e+00,7.149709e+00,1.343290e+01
2.365200e-10,7.059833e+00,7.152792e+00,1.343598e+01
2.365350e-10,7.062367e+00,7.155773e+00,1.343896e+01
2.365500e-10,7.064822e+00,7.158646e+00,1.344183e+01
2.365650e-10,7.067193e+00,7.161404e+00,1.344459e+01
2.365800e-10,7.069475e+00,7.164040e+00,1.344723e+01
2.365950e-10,7.071662e+00,7.166548e+00,1.344973e+01
2.366100e-10,7.073749e+00,7.168922e+00,1.345211e+01
2.366250e-10,7.075731e+00,7.171158e+00,1.345434e+01
2.366400e-10,7.077603e+00,7.173249e+00,1.345644e+01
2.366550e-10,7.079363e+00,7.175192e+00,1.345838e+01
2.366700e-10,7.081004e+00,7.176981e+00,1.346017e+01
2.366850e-10,7.082525e+00,7.178614e+00,1.346180e+01
2.367000e-10,7.083921e+00,7.180085e+00,1.346327e+01
2.367150e-10,7.085190e+00,7.181393e+00,1.346458e+01
2.367300e-10,7.086329e+00,7.182534e+00,1.346572e+01
2.367450e-10,7.087335e+00,7.183506e+00,1.346669e+01
2.367600e-10,7.088207e+00,7.184308e+00,1.346749e+01
2.367750e-10,7.088942e+00,7.184936e+00,1.346812e+01
2.367900e-10,7.089540e+00,7.185392e+00,1.346858e+01
2.368050e-10,7.089999e+00,7.185673e+00,1.346886e+01
2.368200e-10,7.090318e+00,7.185780e+00,1.346897e+01
2.368350e-10,7.090498e+00,7.185712e+00,1.346890e+01
2.368500e-10,7.090537e+00,7.185471e+00,1.346866e+01
2.368650e-10,7.090438e+00,7.185056e+00,1.346824e+01
2.368800e-10,7.090199e+00,7.184471e+00,1.346766e+01
2.368950e-10,7.089822e+00,7.183716e+00,1.346690e+01
2.369100e-10,7.089308e+00,7.182794e+00,1.346598e+01
2.369250e-10,7.088659e+00,7.181707e+00,1.346489e+01
2.369400e-10,7.087877e+00,7.180458e+00,1.346364e+01
2.369550e-10,7.086964e+00,7.179051e+00,1.346224e+01
2.369700e-10,7.085923e+00,7.177489e+00,1.346068e+01
2.369850e-10,7.084756e+00,7.175777e+00,1.345896e+01
2.370000e-10,7.083466e+00,7.173918e+00,1.345711e+01
2.370150e-10,7.082058e+00,7.171919e+00,1.345511e+01
2.370300e-10,7.080534e+00,7.169783e+00,1.345297e+01
2.370450e-10,7.078899e+00,7.167517e+00,1.345070e+01
2.370600e-10,7.077157e+00,7.165126e+00,1.344831e+01
2.370750e-10,7.075312e+00,7.162616e+00,1.344580e+01
2.370900e-10,7.073370e+00,7.159994e+00,1.344318e+01
2.371050e-10,7.071335e+00,7.157266e+00,1.344045e+01
2.371200e-10,7.069212e+00,7.154439e+00,1.343763e+01
2.371350e-10,7.067007e+00,7.151521e+00,1.343471e+01
2.371500e-10,7.064726e+00,7.148518e+00,1.343170e+01
2.371650e-10,7.062374e+00,7.145437e+00,1.342862e+01
2.371800e-10,7.059956e+00,7.142288e+00,1.342547e+01
2.371950e-10,7.057481e+00,7.139077e+00,1.342226e+01
2.372100e-10,7.054952e+00,7.135813e+00,1.341900e+01
2.372250e-10,7.052378e+00,7.132503e+00,1.341569e+01
2.372400e-10,7.049764e+00,7.129156e+00,1.341234e+01
2.372550e-10,7.047117e+00,7.125781e+00,1.340897e+01
2.372700e-10,7.044443e+00,7.122385e+00,1.340557e+01
2.372850e-10,7.041750e+00,7.118977e+00,1.340216e+01
2.373000e-10,7.039044e+00,7.115566e+00,1.339875e+01
2.373150e-10,7.036331e+00,7.112159e+00,1.339535e+01
2.373300e-10,7.033619e+00,7.108766e+00,1.339195e+01
2.373450e-10,7.030914e+00,7.105395e+00,1.338858e+01
2.373600e-10,7.028223e+00,7.102054e+00,1.338524e+01
2.373750e-10,7.025553e+00,7.098751e+00,1.338194e+01
2.373900e-10,7.022911e+00,7.095495e+00,1.337868e+01
2.374050e-10,7.020302e+00,7.092294e+00,1.337548e+01
2.374200e-10,7.017734e+00,7.089155e+00,1.337234e+01
2.374350e-10,7.015212e+00,7.086086e+00,1.336927e+01
2.374500e-10,7.012744e+00,7.083095e+00,1.336628e+01
2.374650e-10,7.010334e+00,7.080188e+00,1.336337e+01
2.374800e-10,7.007990e+00,7.077374e+00,1.336056e+01
2.374950e-10,7.005716e+00,7.074659e+00,1.335785e+01
2.375100e-10,7.003519e+00,7.072050e+00,1.335524e+01
2.375250e-10,7.001403e+00,7.069553e+00,1.335274e+01
2.375400e-10,6.999374e+00,7.067173e+00,1.335036e+01
2.375550e-10,6.997437e+00,7.064918e+00,1.334810e+01
2.375700e-10,6.995597e+00,7.062792e+00,1.334598e+01
2.375850e-10,6.993858e+00,7.060800e+00,1.334399e+01
2.376000e-10,6.992224e+00,7.058947e+00,1.334213e+01
2.376150e-10,6.990698e+00,7.057237e+00,1.334042e+01
2.376300e-10,6.989286e+00,7.055675e+00,1.333886e+01
2.376450e-10,6.987989e+00,7.054264e+00,1.333745e+01
2.376600e-10,6.986812e+00,7.053008e+00,1.333619e+01
2.376750e-10,6.985756e+00,7.051908e+00,1.333509e+01
2.376900e-10,6.984824e+00,7.050968e+00,1.333415e+01
2.377050e-10,6.984018e+00,7.050190e+00,1.333338e+01
2.377200e-10,6.983340e+00,7.049574e+00,1.333276e+01
2.377350e-10,6.982792e+00,7.049124e+00,1.333231e+01
2.377500e-10,6.982374e+00,7.048838e+00,1.333202e+01
2.377650e-10,6.982086e+00,7.048718e+00,1.333190e+01
2.377800e-10,6.981931e+00,7.048763e+00,1.333195e+01
2.377950e-10,6.981907e+00,7.048973e+00,1.333216e+01
2.378100e-10,6.982014e+00,7.049347e+00,1.333253e+01
2.378250e-10,6.982252e+00,7.049884e+00,1.333307e+01
2.378400e-10,6.982619e+00,7.050582e+00,1.333377e+01
2.378550e-10,6.983115e+00,7.051438e+00,1.333462e+01
2.378700e-10,6.983738e+00,7.052451e+00,1.333564e+01
2.378850e-10,6.984486e+00,7.053617e+00,1.333680e+01
2.379000e-10,6.985357e+00,7.054933e+00,1.333812e+01
2.379150e-10,6.986347e+00,7.056395e+00,1.333958e+01
2.379300e-10,6.987455e+00,7.057999e+00,1.334119e+01
2.379450e-10,6.988678e+00,7.059741e+00,1.334293e+01
2.379600e-10,6.990011e+00,7.061615e+00,1.334480e+01
2.379750e-10,6.991451e+00,7.063618e+00,1.334680e+01
2.379900e-10,6.992994e+00,7.065743e+00,1.334893e+01
2.380050e-10,6.994637e+00,7.067985e+00,1.335117e+01
2.380200e-10,6.996373e+00,7.070338e+00,1.335352e+01
2.380350e-10,6.998200e+00,7.072795e+00,1.335598e+01
2.380500e-10,7.000112e+00,7.075351e+00,1.335854e+01
2.380650e-10,7.002104e+00,7.077998e+00,1.336118e+01
2.380800e-10,7.004170e+00,7.080729e+00,1.336392e+01
2.380950e-10,7.006306e+00,7.083538e+00,1.336672e+01
2.381100e-10,7.008505e+00,7.086417e+00,1.336960e+01
2.381250e-10,7.010763e+00,7.089359e+00,1.337255e+01
2.381400e-10,7.013072e+00,7.092356e+00,1.337554e+01
2.381550e-10,7.015428e+00,7.095401e+00,1.337859e+01
2.381700e-10,7.017824e+00,7.098485e+00,1.338167e+01
2.381850e-10,7.020253e+00,7.101601e+00,1.338479e+01
2.382000e-10,7.022711e+00,7.104742e+00,1.338793e+01
2.382150e-10,7.025190e+00,7.107899e+00,1.339108e+01
2.382300e-10,7.027685e+00,7.111063e+00,1.339425e+01
2.382450e-10,7.030189e+00,7.114229e+00,1.339741e+01
2.382600e-10,7.032695e+00,7.117386e+00,1.340057e+01
2.382750e-10,7.035198e+00,7.120529e+00,1.340372e+01
2.382900e-10,7.037691e+00,7.123648e+00,1.340683e+01
2.383050e-10,7.040169e+00,7.126736e+00,1.340992e+01
2.383200e-10,7.042624e+00,7.129786e+00,1.341297e+01
2.383350e-10,7.045052e+00,7.132791e+00,1.341598e+01
2.383500e-10,7.047446e+00,7.135742e+00,1.341893e+01
2.383650e-10,7.049799e+00,7.138633e+00,1.342182e+01
2.383800e-10,7.052108e+00,7.141456e+00,1.342464e+01
2.383950e-10,7.054365e+00,7.144206e+00,1.342739e+01
2.384100e-10,7.056566e+00,7.146875e+00,1.343006e+01
2.384250e-10,7.058706e+00,7.149457e+00,1.343264e+01
2.384400e-10,7.060778e+00,7.151947e+00,1.343513e+01
2.384550e-10,7.062779e+00,7.154337e+00,1.343752e+01
2.384700e-10,7.064704e+00,7.156623e+00,1.343981e+01
2.384850e-10,7.066547e+00,7.158799e+00,1.344199e+01
2.385000e-10,7.068306e+00,7.160860e+00,1.344405e+01
2.385150e-10,7.069975e+00,7.162802e+00,1.344599e+01
2.385300e-10,7.071551e+00,7.164620e+00,1.344781e+01
2.385450e-10,7.073030e+00,7.166309e+00,1.344950e+01
2.385600e-10,7.074410e+00,7.167867e+00,1.345105e+01
2.385750e-10,7.075686e+00,7.169290e+00,1.345248e+01
2.385900e-10,7.076857e+00,7.170574e+00,1.345376e+01
2.386050e-10,7.077918e+00,7.171716e+00,1.345490e+01
2.386200e-10,7.078869e+00,7.172716e+00,1.345590e+01
2.386350e-10,7.079708e+00,7.173569e+00,1.345676e+01
2.386500e-10,7.080431e+00,7.174275e+00,1.345746e+01
2.386650e-10,7.081039e+00,7.174832e+00,1.345802e+01
2.386800e-10,7.081529e+00,7.175240e+00,1.345843e+01
2.386950e-10,7.081902e+00,7.175497e+00,1.345868e+01
2.387100e-10,7.082156e+00,7.175604e+00,1.345879e+01
2.387250e-10,7.082290e+00,7.175560e+00,1.345875e+01
2.387400e-10,7.082306e+00,7.175366e+00,1.345855e+01
2.387550e-10,7.082203e+00,7.175023e+00,1.345821e+01
2.387700e-10,7.081981e+00,7.174531e+00,1.345772e+01
