time,"I(BD)","I(BS)","P(VLEAK)","P(OUT)","P(BD)","P(BS)"
2.459700e-10,8.069861e-06,-6.641467e-06,7.112280e+00,8.990893e-01,1.155842e-01,6.213191e+00
2.459800e-10,8.064734e-06,-6.637214e-06,7.112314e+00,8.990787e-01,1.155105e-01,6.213236e+00
2.459900e-10,8.059610e-06,-6.632964e-06,7.112349e+00,8.990680e-01,1.154367e-01,6.213281e+00
2.460000e-10,8.054489e-06,-6.628717e-06,7.112383e+00,8.990574e-01,1.153631e-01,6.213326e+00
2.460100e-10,8.049371e-06,-6.624472e-06,7.112417e+00,8.990468e-01,1.152894e-01,6.213370e+00
2.460200e-10,8.044257e-06,-6.620230e-06,7.112451e+00,8.990361e-01,1.152159e-01,6.213415e+00
2.460300e-10,8.039146e-06,-6.615991e-06,7.112485e+00,8.990255e-01,1.151423e-01,6.213460e+00
2.460400e-10,8.034038e-06,-6.611754e-06,7.112519e+00,8.990149e-01,1.150688e-01,6.213505e+00
2.460500e-10,8.028933e-06,-6.607520e-06,7.112554e+00,8.990043e-01,1.149954e-01,6.213549e+00
2.460600e-10,8.023831e-06,-6.603289e-06,7.112588e+00,8.989937e-01,1.149220e-01,6.213594e+00
2.460700e-10,8.018733e-06,-6.599060e-06,7.112622e+00,8.989831e-01,1.148487e-01,6.213639e+00
2.460800e-10,8.013638e-06,-6.594834e-06,7.112656e+00,8.989726e-01,1.147754e-01,6.213683e+00
2.460900e-10,8.008546e-06,-6.590610e-06,7.112690e+00,8.989620e-01,1.147021e-01,6.213728e+00
2.461000e-10,8.003457e-06,-6.586390e-06,7.112724e+00,8.989514e-01,1.146289e-01,6.213772e+00
2.461100e-10,7.998372e-06,-6.582172e-06,7.112758e+00,8.989409e-01,1.145558e-01,6.213817e+00
2.461200e-10,7.993290e-06,-6.577956e-06,7.112792e+00,8.989303e-01,1.144827e-01,6.213861e+00
2.461300e-10,7.988211e-06,-6.573743e-06,7.112826e+00,8.989197e-01,1.144096e-01,6.213906e+00
2.461400e-10,7.983135e-06,-6.569533e-06,7.112859e+00,8.989092e-01,1.143366e-01,6.213950e+00
2.461500e-10,7.978062e-06,-6.565326e-06,7.112893e+00,8.988987e-01,1.142636e-01,6.213995e+00
2.461600e-10,7.972992e-06,-6.561121e-06,7.112927e+00,8.988881e-01,1.141907e-01,6.214039e+00
2.461700e-10,7.967926e-06,-6.556919e-06,7.112961e+00,8.988776e-01,1.141178e-01,6.214083e+00
2.461800e-10,7.962863e-06,-6.552719e-06,7.112995e+00,8.988671e-01,1.140450e-01,6.214128e+00
2.461900e-10,7.957803e-06,-6.548522e-06,7.113029e+00,8.988566e-01,1.139722e-01,6.214172e+00
2.462000e-10,7.952746e-06,-6.544328e-06,7.113062e+00,8.988461e-01,1.138994e-01,6.214216e+00
2.462100e-10,7.947693e-06,-6.540136e-06,7.113096e+00,8.988356e-01,1.138268e-01,6.214261e+00
2.462200e-10,7.942642e-06,-6.535947e-06,7.113130e+00,8.988251e-01,1.137541e-01,6.214305e+00
2.462300e-10,7.937595e-06,-6.531761e-06,7.113164e+00,8.988146e-01,1.136815e-01,6.214349e+00
2.462400e-10,7.932551e-06,-6.527577e-06,7.113197e+00,8.988042e-01,1.136090e-01,6.214393e+00
2.462500e-10,7.927510e-06,-6.523396e-06,7.113231e+00,8.987937e-01,1.135364e-01,6.214437e+00
2.462600e-10,7.922473e-06,-6.519217e-06,7.113265e+00,8.987832e-01,1.134640e-01,6.214481e+00
2.462700e-10,7.917438e-06,-6.515041e-06,7.113298e+00,8.987728e-01,1.133916e-01,6.214525e+00
2.462800e-10,7.912407e-06,-6.510868e-06,7.113332e+00,8.987623e-01,1.133192e-01,6.214570e+00
2.462900e-10,7.907379e-06,-6.506697e-06,7.113365e+00,8.987519e-01,1.132469e-01,6.214614e+00
2.463000e-10,7.902354e-06,-6.502529e-06,7.113399e+00,8.987415e-01,1.131746e-01,6.214658e+00
2.463100e-10,7.897332e-06,-6.498364e-06,7.113433e+00,8.987310e-01,1.131024e-01,6.214701e+00
2.463200e-10,7.892313e-06,-6.494201e-06,7.113466e+00,8.987206e-01,1.130302e-01,6.214745e+00
2.463300e-10,7.887298e-06,-6.490041e-06,7.113500e+00,8.987102e-01,1.129581e-01,6.214789e+00
2.463400e-10,7.882285e-06,-6.485883e-06,7.113533e+00,8.986998e-01,1.128860e-01,6.214833e+00
2.463500e-10,7.877276e-06,-6.481728e-06,7.113566e+00,8.986894e-01,1.128139e-01,6.214877e+00
2.463600e-10,7.872270e-06,-6.477576e-06,7.113600e+00,8.986790e-01,1.127419e-01,6.214921e+00
2.463700e-10,7.867267e-06,-6.473426e-06,7.113633e+00,8.986686e-01,1.126700e-01,6.214965e+00
2.463800e-10,7.862267e-06,-6.469279e-06,7.113667e+00,8.986582e-01,1.125981e-01,6.215008e+00
2.463900e-10,7.857271e-06,-6.465134e-06,7.113700e+00,8.986478e-01,1.125262e-01,6.215052e+00
2.464000e-10,7.852277e-06,-6.460992e-06,7.113733e+00,8.986375e-01,1.124544e-01,6.215096e+00
2.464100e-10,7.847287e-06,-6.456853e-06,7.113767e+00,8.986271e-01,1.123826e-01,6.215140e+00
2.464200e-10,7.842300e-06,-6.452716e-06,7.113800e+00,8.986167e-01,1.123109e-01,6.215183e+00
2.464300e-10,7.837316e-06,-6.448582e-06,7.113833e+00,8.986064e-01,1.122392e-01,6.215227e+00
2.464400e-10,7.832335e-06,-6.444451e-06,7.113867e+00,8.985961e-01,1.121676e-01,6.215271e+00
2.464500e-10,7.827357e-06,-6.440322e-06,7.113900e+00,8.985857e-01,1.120960e-01,6.215314e+00
2.464600e-10,7.822383e-06,-6.436196e-06,7.113933e+00,8.985754e-01,1.120245e-01,6.215358e+00
2.464700e-10,7.817411e-06,-6.432072e-06,7.113966e+00,8.985651e-01,1.119530e-01,6.215401e+00
2.464800e-10,7.812443e-06,-6.427951e-06,7.113999e+00,8.985547e-01,1.118815e-01,6.215445e+00
2.464900e-10,7.807478e-06,-6.423832e-06,7.114033e+00,8.985444e-01,1.118101e-01,6.215488e+00
2.465000e-10,7.802516e-06,-6.419716e-06,7.114066e+00,8.985341e-01,1.117387e-01,6.215532e+00
2.465100e-10,7.797557e-06,-6.415603e-06,7.114099e+00,8.985238e-01,1.116674e-01,6.215575e+00
2.465200e-10,7.792601e-06,-6.411492e-06,7.114132e+00,8.985135e-01,1.115962e-01,6.215618e+00
2.465300e-10,7.787648e-06,-6.407384e-06,7.114165e+00,8.985033e-01,1.115249e-01,6.215662e+00
2.465400e-10,7.782699e-06,-6.403278e-06,7.114198e+00,8.984930e-01,1.114538e-01,6.215705e+00
2.465500e-10,7.777752e-06,-6.399175e-06,7.114231e+00,8.984827e-01,1.113826e-01,6.215748e+00
2.465600e-10,7.772809e-06,-6.395074e-06,7.114264e+00,8.984724e-01,1.113115e-01,6.215792e+00
2.465700e-10,7.767869e-06,-6.390977e-06,7.114297e+00,8.984622e-01,1.112405e-01,6.215835e+00
2.465800e-10,7.762931e-06,-6.386881e-06,7.114330e+00,8.984519e-01,1.111695e-01,6.215878e+00
2.465900e-10,7.757997e-06,-6.382789e-06,7.114363e+00,8.984417e-01,1.110986e-01,6.215921e+00
2.466000e-10,7.753066e-06,-6.378698e-06,7.114396e+00,8.984315e-01,1.110277e-01,6.215965e+00
2.466100e-10,7.748139e-06,-6.374611e-06,7.114429e+00,8.984212e-01,1.109568e-01,6.216008e+00
2.466200e-10,7.743214e-06,-6.370526e-06,7.114462e+00,8.984110e-01,1.108860e-01,6.216051e+00
2.466300e-10,7.738292e-06,-6.366443e-06,7.114495e+00,8.984008e-01,1.108152e-01,6.216094e+00
2.466400e-10,7.733374e-06,-6.362363e-06,7.114528e+00,8.983906e-01,1.107445e-01,6.216137e+00
2.466500e-10,7.728458e-06,-6.358286e-06,7.114560e+00,8.983804e-01,1.106738e-01,6.216180e+00
2.466600e-10,7.723546e-06,-6.354211e-06,7.114593e+00,8.983702e-01,1.106032e-01,6.216223e+00
2.466700e-10,7.718637e-06,-6.350139e-06,7.114626e+00,8.983600e-01,1.105326e-01,6.216266e+00
2.466800e-10,7.713731e-06,-6.346069e-06,7.114659e+00,8.983498e-01,1.104620e-01,6.216309e+00
2.466900e-10,7.708828e-06,-6.342002e-06,7.114691e+00,8.983396e-01,1.103915e-01,6.216352e+00
2.467000e-10,7.703928e-06,-6.337938e-06,7.114724e+00,8.983294e-01,1.103211e-01,6.216395e+00
2.467100e-10,7.699031e-06,-6.333876e-06,7.114757e+00,8.983193e-01,1.102507e-01,6.216438e+00
2.467200e-10,7.694137e-06,-6.329816e-06,7.114790e+00,8.983091e-01,1.101803e-01,6.216480e+00
2.467300e-10,7.689247e-06,-6.325759e-06,7.114822e+00,8.982989e-01,1.101100e-01,6.216523e+00
2.467400e-10,7.684359e-06,-6.321705e-06,7.114855e+00,8.982888e-01,1.100397e-01,6.216566e+00
2.467500e-10,7.679475e-06,-6.317653e-06,7.114887e+00,8.982786e-01,1.099695e-01,6.216609e+00
2.467600e-10,7.674593e-06,-6.313604e-06,7.114920e+00,8.982685e-01,1.098993e-01,6.216652e+00
2.467700e-10,7.669715e-06,-6.309557e-06,7.114953e+00,8.982584e-01,1.098292e-01,6.216694e+00
2.467800e-10,7.664840e-06,-6.305513e-06,7.114985e+00,8.982483e-01,1.097591e-01,6.216737e+00
2.467900e-10,7.659967e-06,-6.301472e-06,7.115018e+00,8.982381e-01,1.096890e-01,6.216780e+00
2.468000e-10,7.655098e-06,-6.297433e-06,7.115050e+00,8.982280e-01,1.096190e-01,6.216822e+00
2.468100e-10,7.650232e-06,-6.293396e-06,7.115083e+00,8.982179e-01,1.095491e-01,6.216865e+00
2.468200e-10,7.645369e-06,-6.289362e-06,7.115115e+00,8.982078e-01,1.094791e-01,6.216907e+00
2.468300e-10,7.640509e-06,-6.285331e-06,7.115148e+00,8.981977e-01,1.094093e-01,6.216950e+00
2.468400e-10,7.635652e-06,-6.281302e-06,7.115180e+00,8.981877e-01,1.093394e-01,6.216992e+00
2.468500e-10,7.630799e-06,-6.277275e-06,7.115213e+00,8.981776e-01,1.092697e-01,6.217035e+00
2.468600e-10,7.625948e-06,-6.273252e-06,7.115245e+00,8.981675e-01,1.091999e-01,6.217077e+00
2.468700e-10,7.621100e-06,-6.269230e-06,7.115277e+00,8.981574e-01,1.091302e-01,6.217120e+00
2.468800e-10,7.616255e-06,-6.265211e-06,7.115310e+00,8.981474e-01,1.090606e-01,6.217162e+00
2.468900e-10,7.611414e-06,-6.261195e-06,7.115342e+00,8.981373e-01,1.089910e-01,6.217205e+00
2.469000e-10,7.606575e-06,-6.257181e-06,7.115374e+00,8.981273e-01,1.089214e-01,6.217247e+00
2.469100e-10,7.601740e-06,-6.253170e-06,7.115407e+00,8.981172e-01,1.088519e-01,6.217289e+00
2.469200e-10,7.596907e-06,-6.249162e-06,7.115439e+00,8.981072e-01,1.087824e-01,6.217332e+00
2.469300e-10,7.592078e-06,-6.245155e-06,7.115471e+00,8.980972e-01,1.087130e-01,6.217374e+00
2.469400e-10,7.587252e-06,-6.241152e-06,7.115503e+00,8.980872e-01,1.086436e-01,6.217416e+00
2.469500e-10,7.582428e-06,-6.237151e-06,7.115536e+00,8.980771e-01,1.085743e-01,6.217458e+00
2.469600e-10,7.577608e-06,-6.233152e-06,7.115568e+00,8.980671e-01,1.085050e-01,6.217501e+00
2.469700e-10,7.572791e-06,-6.229156e-06,7.115600e+00,8.980571e-01,1.084357e-01,6.217543e+00
2.469800e-10,7.567977e-06,-6.225162e-06,7.115632e+00,8.980471e-01,1.083665e-01,6.217585e+00
2.469900e-10,7.563166e-06,-6.221171e-06,7.115664e+00,8.980372e-01,1.082974e-01,6.217627e+00
2.470000e-10,7.558357e-06,-6.217183e-06,7.115696e+00,8.980272e-01,1.082282e-01,6.217669e+00
2.470100e-10,7.553552e-06,-6.213197e-06,7.115728e+00,8.980172e-01,1.081592e-01,6.217711e+00
2.470200e-10,7.548750e-06,-6.209213e-06,7.115760e+00,8.980072e-01,1.080901e-01,6.217753e+00
2.470300e-10,7.543951e-06,-6.205232e-06,7.115793e+00,8.979973e-01,1.080211e-01,6.217795e+00
2.470400e-10,7.539155e-06,-6.201254e-06,7.115825e+00,8.979873e-01,1.079522e-01,6.217837e+00
2.470500e-10,7.534362e-06,-6.197278e-06,7.115857e+00,8.979774e-01,1.078833e-01,6.217879e+00
2.470600e-10,7.529572e-06,-6.193304e-06,7.115889e+00,8.979674e-01,1.078145e-01,6.217921e+00
2.470700e-10,7.524785e-06,-6.189333e-06,7.115921e+00,8.979575e-01,1.077456e-01,6.217963e+00
2.470800e-10,7.520002e-06,-6.185365e-06,7.115952e+00,8.979475e-01,1.076769e-01,6.218005e+00
2.470900e-10,7.515221e-06,-6.181399e-06,7.115984e+00,8.979376e-01,1.076082e-01,6.218047e+00
2.471000e-10,7.510443e-06,-6.177435e-06,7.116016e+00,8.979277e-01,1.075395e-01,6.218089e+00
2.471100e-10,7.505668e-06,-6.173474e-06,7.116048e+00,8.979178e-01,1.074708e-01,6.218130e+00
2.471200e-10,7.500896e-06,-6.169515e-06,7.116080e+00,8.979079e-01,1.074023e-01,6.218172e+00
2.471300e-10,7.496127e-06,-6.165559e-06,7.116112e+00,8.978980e-01,1.073337e-01,6.218214e+00
2.471400e-10,7.491361e-06,-6.161606e-06,7.116144e+00,8.978881e-01,1.072652e-01,6.218256e+00
2.471500e-10,7.486598e-06,-6.157655e-06,7.116176e+00,8.978782e-01,1.071967e-01,6.218297e+00
2.471600e-10,7.481839e-06,-6.153706e-06,7.116207e+00,8.978683e-01,1.071283e-01,6.218339e+00
2.471700e-10,7.477082e-06,-6.149760e-06,7.116239e+00,8.978584e-01,1.070600e-01,6.218381e+00
2.471800e-10,7.472328e-06,-6.145816e-06,7.116271e+00,8.978486e-01,1.069916e-01,6.218422e+00
2.471900e-10,7.467577e-06,-6.141875e-06,7.116303e+00,8.978387e-01,1.069233e-01,6.218464e+00
2.472000e-10,7.462829e-06,-6.137937e-06,7.116334e+00,8.978288e-01,1.068551e-01,6.218505e+00
2.472100e-10,7.458084e-06,-6.134001e-06,7.116366e+00,8.978190e-01,1.067869e-01,6.218547e+00
2.472200e-10,7.453343e-06,-6.130067e-06,7.116398e+00,8.978091e-01,1.067187e-01,6.218588e+00
2.472300e-10,7.448604e-06,-6.126136e-06,7.116429e+00,8.977993e-01,1.066506e-01,6.218630e+00
2.472400e-10,7.443868e-06,-6.122207e-06,7.116461e+00,8.977895e-01,1.065826e-01,6.218671e+00
2.472500e-10,7.439135e-06,-6.118281e-06,7.116492e+00,8.977796e-01,1.065145e-01,6.218713e+00
2.472600e-10,7.434405e-06,-6.114357e-06,7.116524e+00,8.977698e-01,1.064466e-01,6.218754e+00
2.472700e-10,7.429678e-06,-6.110435e-06,7.116556e+00,8.977600e-01,1.063786e-01,6.218796e+00
2.472800e-10,7.424954e-06,-6.106517e-06,7.116587e+00,8.977502e-01,1.063107e-01,6.218837e+00
2.472900e-10,7.420233e-06,-6.102600e-06,7.116619e+00,8.977404e-01,1.062429e-01,6.218878e+00
2.473000e-10,7.415515e-06,-6.098686e-06,7.116650e+00,8.977306e-01,1.061751e-01,6.218920e+00
2.473100e-10,7.410800e-06,-6.094775e-06,7.116682e+00,8.977208e-01,1.061073e-01,6.218961e+00
2.473200e-10,7.406088e-06,-6.090866e-06,7.116713e+00,8.977110e-01,1.060396e-01,6.219002e+00
2.473300e-10,7.401379e-06,-6.086959e-06,7.116745e+00,8.977013e-01,1.059719e-01,6.219043e+00
2.473400e-10,7.396673e-06,-6.083055e-06,7.116776e+00,8.976915e-01,1.059043e-01,6.219085e+00
2.473500e-10,7.391970e-06,-6.079153e-06,7.116807e+00,8.976817e-01,1.058367e-01,6.219126e+00
2.473600e-10,7.387270e-06,-6.075254e-06,7.116839e+00,8.976720e-01,1.057691e-01,6.219167e+00
2.473700e-10,7.382573e-06,-6.071358e-06,7.116870e+00,8.976622e-01,1.057016e-01,6.219208e+00
2.473800e-10,7.377878e-06,-6.067463e-06,7.116902e+00,8.976525e-01,1.056342e-01,6.219249e+00
2.473900e-10,7.373187e-06,-6.063571e-06,7.116933e+00,8.976427e-01,1.055668e-01,6.219290e+00
2.474000e-10,7.368499e-06,-6.059682e-06,7.116964e+00,8.976330e-01,1.054994e-01,6.219331e+00
2.474100e-10,7.363814e-06,-6.055795e-06,7.116995e+00,8.976233e-01,1.054320e-01,6.219372e+00
2.474200e-10,7.359131e-06,-6.051911e-06,7.117027e+00,8.976136e-01,1.053648e-01,6.219413e+00
2.474300e-10,7.354452e-06,-6.048029e-06,7.117058e+00,8.976038e-01,1.052975e-01,6.219454e+00
2.474400e-10,7.349775e-06,-6.044149e-06,7.117089e+00,8.975941e-01,1.052303e-01,6.219495e+00
2.474500e-10,7.345102e-06,-6.040272e-06,7.117120e+00,8.975844e-01,1.051631e-01,6.219536e+00
2.474600e-10,7.340431e-06,-6.036397e-06,7.117152e+00,8.975747e-01,1.050960e-01,6.219577e+00
2.474700e-10,7.335763e-06,-6.032525e-06,7.117183e+00,8.975650e-01,1.050290e-01,6.219618e+00
2.474800e-10,7.331099e-06,-6.028655e-06,7.117214e+00,8.975554e-01,1.049619e-01,6.219659e+00
2.474900e-10,7.326437e-06,-6.024788e-06,7.117245e+00,8.975457e-01,1.048949e-01,6.219699e+00
2.475000e-10,7.321778e-06,-6.020923e-06,7.117276e+00,8.975360e-01,1.048280e-01,6.219740e+00
2.475100e-10,7.317122e-06,-6.017060e-06,7.117307e+00,8.975263e-01,1.047611e-01,6.219781e+00
2.475200e-10,7.312469e-06,-6.013200e-06,7.117338e+00,8.975167e-01,1.046942e-01,6.219822e+00
2.475300e-10,7.307819e-06,-6.009342e-06,7.117369e+00,8.975070e-01,1.046274e-01,6.219862e+00
2.475400e-10,7.303172e-06,-6.005487e-06,7.117400e+00,8.974974e-01,1.045606e-01,6.219903e+00
2.475500e-10,7.298528e-06,-6.001634e-06,7.117431e+00,8.974877e-01,1.044939e-01,6.219944e+00
2.475600e-10,7.293887e-06,-5.997784e-06,7.117462e+00,8.974781e-01,1.044272e-01,6.219984e+00
2.475700e-10,7.289249e-06,-5.993936e-06,7.117493e+00,8.974685e-01,1.043605e-01,6.220025e+00
2.475800e-10,7.284613e-06,-5.990091e-06,7.117524e+00,8.974589e-01,1.042939e-01,6.220065e+00
2.475900e-10,7.279981e-06,-5.986247e-06,7.117555e+00,8.974492e-01,1.042274e-01,6.220106e+00
2.476000e-10,7.275351e-06,-5.982407e-06,7.117586e+00,8.974396e-01,1.041609e-01,6.220147e+00
2.476100e-10,7.270725e-06,-5.978569e-06,7.117617e+00,8.974300e-01,1.040944e-01,6.220187e+00
2.476200e-10,7.266101e-06,-5.974733e-06,7.117648e+00,8.974204e-01,1.040279e-01,6.220228e+00
2.476300e-10,7.261480e-06,-5.970899e-06,7.117679e+00,8.974108e-01,1.039615e-01,6.220268e+00
2.476400e-10,7.256863e-06,-5.967068e-06,7.117710e+00,8.974013e-01,1.038952e-01,6.220308e+00
2.476500e-10,7.252248e-06,-5.963240e-06,7.117740e+00,8.973917e-01,1.038289e-01,6.220349e+00
2.476600e-10,7.247636e-06,-5.959413e-06,7.117771e+00,8.973821e-01,1.037626e-01,6.220389e+00
2.476700e-10,7.243027e-06,-5.955590e-06,7.117802e+00,8.973725e-01,1.036964e-01,6.220430e+00
2.476800e-10,7.238421e-06,-5.951768e-06,7.117833e+00,8.973630e-01,1.036302e-01,6.220470e+00
2.476900e-10,7.233817e-06,-5.947949e-06,7.117864e+00,8.973534e-01,1.035641e-01,6.220510e+00
2.477000e-10,7.229217e-06,-5.944133e-06,7.117894e+00,8.973439e-01,1.034980e-01,6.220550e+00
2.477100e-10,7.224619e-06,-5.940319e-06,7.117925e+00,8.973343e-01,1.034319e-01,6.220591e+00
2.477200e-10,7.220025e-06,-5.936507e-06,7.117956e+00,8.973248e-01,1.033659e-01,6.220631e+00
2.477300e-10,7.215433e-06,-5.932697e-06,7.117986e+00,8.973152e-01,1.032999e-01,6.220671e+00
2.477400e-10,7.210844e-06,-5.928890e-06,7.118017e+00,8.973057e-01,1.032340e-01,6.220711e+00
2.477500e-10,7.206259e-06,-5.925086e-06,7.118048e+00,8.972962e-01,1.031681e-01,6.220751e+00
2.477600e-10,7.201676e-06,-5.921284e-06,7.118078e+00,8.972867e-01,1.031023e-01,6.220791e+00
2.477700e-10,7.197096e-06,-5.917484e-06,7.118109e+00,8.972772e-01,1.030365e-01,6.220832e+00
2.477800e-10,7.192518e-06,-5.913687e-06,7.118139e+00,8.972677e-01,1.029707e-01,6.220872e+00
2.477900e-10,7.187944e-06,-5.909892e-06,7.118170e+00,8.972582e-01,1.029050e-01,6.220912e+00
2.478000e-10,7.183373e-06,-5.906099e-06,7.118200e+00,8.972487e-01,1.028393e-01,6.220952e+00
2.478100e-10,7.178804e-06,-5.902309e-06,7.118231e+00,8.972392e-01,1.027737e-01,6.220992e+00
2.478200e-10,7.174238e-06,-5.898521e-06,7.118261e+00,8.972297e-01,1.027081e-01,6.221032e+00
2.478300e-10,7.169676e-06,-5.894736e-06,7.118292e+00,8.972203e-01,1.026425e-01,6.221072e+00
2.478400e-10,7.165116e-06,-5.890953e-06,7.118322e+00,8.972108e-01,1.025770e-01,6.221112e+00
2.478500e-10,7.160559e-06,-5.887172e-06,7.118353e+00,8.972013e-01,1.025115e-01,6.221151e+00
2.478600e-10,7.156005e-06,-5.883394e-06,7.118383e+00,8.971919e-01,1.024461e-01,6.221191e+00
2.478700e-10,7.151453e-06,-5.879618e-06,7.118414e+00,8.971824e-01,1.023807e-01,6.221231e+00
2.478800e-10,7.146905e-06,-5.875844e-06,7.118444e+00,8.971730e-01,1.023154e-01,6.221271e+00
2.478900e-10,7.142360e-06,-5.872073e-06,7.118474e+00,8.971636e-01,1.022501e-01,6.221311e+00
2.479000e-10,7.137817e-06,-5.868304e-06,7.118505e+00,8.971541e-01,1.021848e-01,6.221350e+00
2.479100e-10,7.133277e-06,-5.864538e-06,7.118535e+00,8.971447e-01,1.021196e-01,6.221390e+00
2.479200e-10,7.128740e-06,-5.860774e-06,7.118565e+00,8.971353e-01,1.020544e-01,6.221430e+00
2.479300e-10,7.124206e-06,-5.857012e-06,7.118595e+00,8.971259e-01,1.019893e-01,6.221470e+00
2.479400e-10,7.119675e-06,-5.853253e-06,7.118626e+00,8.971165e-01,1.019242e-01,6.221509e+00
2.479500e-10,7.115147e-06,-5.849496e-06,7.118656e+00,8.971071e-01,1.018591e-01,6.221549e+00
2.479600e-10,7.110621e-06,-5.845742e-06,7.118686e+00,8.970977e-01,1.017941e-01,6.221589e+00
2.479700e-10,7.106099e-06,-5.841989e-06,7.118716e+00,8.970883e-01,1.017292e-01,6.221628e+00
2.479800e-10,7.101579e-06,-5.838240e-06,7.118747e+00,8.970789e-01,1.016642e-01,6.221668e+00
2.479900e-10,7.097062e-06,-5.834492e-06,7.118777e+00,8.970695e-01,1.015994e-01,6.221707e+00
2.480000e-10,7.092548e-06,-5.830747e-06,7.118807e+00,8.970602e-01,1.015345e-01,6.221747e+00
2.480100e-10,7.088037e-06,-5.827004e-06,7.118837e+00,8.970508e-01,1.014697e-01,6.221786e+00
2.480200e-10,7.083529e-06,-5.823264e-06,7.118867e+00,8.970414e-01,1.014049e-01,6.221826e+00
2.480300e-10,7.079023e-06,-5.819526e-06,7.118897e+00,8.970321e-01,1.013402e-01,6.221865e+00
2.480400e-10,7.074520e-06,-5.815790e-06,7.118927e+00,8.970227e-01,1.012755e-01,6.221905e+00
2.480500e-10,7.070021e-06,-5.812057e-06,7.118957e+00,8.970134e-01,1.012109e-01,6.221944e+00
2.480600e-10,7.065524e-06,-5.808326e-06,7.118987e+00,8.970041e-01,1.011463e-01,6.221983e+00
2.480700e-10,7.061030e-06,-5.804597e-06,7.119017e+00,8.969947e-01,1.010818e-01,6.222023e+00
2.480800e-10,7.056538e-06,-5.800871e-06,7.119047e+00,8.969854e-01,1.010172e-01,6.222062e+00
2.480900e-10,7.052050e-06,-5.797147e-06,7.119077e+00,8.969761e-01,1.009528e-01,6.222101e+00
2.481000e-10,7.047564e-06,-5.793426e-06,7.119107e+00,8.969668e-01,1.008883e-01,6.222140e+00
2.481100e-10,7.043081e-06,-5.789707e-06,7.119137e+00,8.969575e-01,1.008239e-01,6.222180e+00
2.481200e-10,7.038601e-06,-5.785990e-06,7.119167e+00,8.969482e-01,1.007596e-01,6.222219e+00
2.481300e-10,7.034124e-06,-5.782275e-06,7.119197e+00,8.969389e-01,1.006953e-01,6.222258e+00
2.481400e-10,7.029650e-06,-5.778563e-06,7.119227e+00,8.969296e-01,1.006310e-01,6.222297e+00
2.481500e-10,7.025179e-06,-5.774853e-06,7.119257e+00,8.969203e-01,1.005668e-01,6.222336e+00
2.481600e-10,7.020710e-06,-5.771146e-06,7.119287e+00,8.969111e-01,1.005026e-01,6.222376e+00
2.481700e-10,7.016244e-06,-5.767441e-06,7.119316e+00,8.969018e-01,1.004385e-01,6.222415e+00
2.481800e-10,7.011781e-06,-5.763738e-06,7.119346e+00,8.968925e-01,1.003744e-01,6.222454e+00
2.481900e-10,7.007321e-06,-5.760037e-06,7.119376e+00,8.968833e-01,1.003103e-01,6.222493e+00
2.482000e-10,7.002864e-06,-5.756339e-06,7.119406e+00,8.968740e-01,1.002463e-01,6.222532e+00
2.482100e-10,6.998409e-06,-5.752643e-06,7.119435e+00,8.968648e-01,1.001823e-01,6.222571e+00
2.482200e-10,6.993957e-06,-5.748950e-06,7.119465e+00,8.968555e-01,1.001183e-01,6.222610e+00
2.482300e-10,6.989508e-06,-5.745259e-06,7.119495e+00,8.968463e-01,1.000544e-01,6.222649e+00
2.482400e-10,6.985062e-06,-5.741570e-06,7.119525e+00,8.968371e-01,9.999059e-02,6.222688e+00
2.482500e-10,6.980619e-06,-5.737883e-06,7.119554e+00,8.968278e-01,9.992677e-02,6.222726e+00
2.482600e-10,6.976178e-06,-5.734199e-06,7.119584e+00,8.968186e-01,9.986299e-02,6.222765e+00
2.482700e-10,6.971741e-06,-5.730517e-06,7.119614e+00,8.968094e-01,9.979926e-02,6.222804e+00
2.482800e-10,6.967306e-06,-5.726838e-06,7.119643e+00,8.968002e-01,9.973556e-02,6.222843e+00
2.482900e-10,6.962874e-06,-5.723160e-06,7.119673e+00,8.967910e-01,9.967190e-02,6.222882e+00
2.483000e-10,6.958444e-06,-5.719485e-06,7.119702e+00,8.967818e-01,9.960829e-02,6.222921e+00
2.483100e-10,6.954018e-06,-5.715813e-06,7.119732e+00,8.967726e-01,9.954471e-02,6.222959e+00
2.483200e-10,6.949594e-06,-5.712143e-06,7.119761e+00,8.967634e-01,9.948118e-02,6.222998e+00
2.483300e-10,6.945173e-06,-5.708475e-06,7.119791e+00,8.967543e-01,9.941769e-02,6.223037e+00
2.483400e-10,6.940755e-06,-5.704809e-06,7.119820e+00,8.967451e-01,9.935423e-02,6.223075e+00
2.483500e-10,6.936340e-06,-5.701146e-06,7.119850e+00,8.967359e-01,9.929082e-02,6.223114e+00
2.483600e-10,6.931927e-06,-5.697485e-06,7.119879e+00,8.967268e-01,9.922745e-02,6.223153e+00
2.483700e-10,6.927518e-06,-5.693826e-06,7.119909e+00,8.967176e-01,9.916412e-02,6.223191e+00
2.483800e-10,6.923111e-06,-5.690170e-06,7.119938e+00,8.967085e-01,9.910083e-02,6.223230e+00
2.483900e-10,6.918707e-06,-5.686515e-06,7.119968e+00,8.966993e-01,9.903758e-02,6.223268e+00
2.484000e-10,6.914305e-06,-5.682864e-06,7.119997e+00,8.966902e-01,9.897437e-02,6.223307e+00
