time,"P(SOUT)","P(A0)","P(B0)","P(CIN)","P(COUT)"
3.034000e-10,7.171071e-01,7.363817e+00,7.363646e+00,7.364010e+00,7.240462e+00
3.034500e-10,7.183538e-01,7.363825e+00,7.363557e+00,7.364006e+00,7.225422e+00
3.035000e-10,7.195022e-01,7.363828e+00,7.363471e+00,7.364003e+00,7.213637e+00
3.035500e-10,7.205268e-01,7.363827e+00,7.363391e+00,7.364001e+00,7.205037e+00
3.036000e-10,7.214056e-01,7.363822e+00,7.363317e+00,7.363998e+00,7.199486e+00
3.036500e-10,7.221216e-01,7.363813e+00,7.363251e+00,7.363997e+00,7.196793e+00
3.037000e-10,7.226626e-01,7.363801e+00,7.363195e+00,7.363996e+00,7.196716e+00
3.037500e-10,7.230218e-01,7.363785e+00,7.363148e+00,7.363995e+00,7.198969e+00
3.038000e-10,7.231978e-01,7.363766e+00,7.363113e+00,7.363995e+00,7.203233e+00
3.038500e-10,7.231946e-01,7.363745e+00,7.363089e+00,7.363996e+00,7.209161e+00
3.039000e-10,7.230213e-01,7.363721e+00,7.363077e+00,7.363997e+00,7.216395e+00
3.039500e-10,7.226921e-01,7.363696e+00,7.363077e+00,7.363999e+00,7.224567e+00
3.040000e-10,7.222253e-01,7.363670e+00,7.363090e+00,7.364001e+00,7.233315e+00
3.040500e-10,7.216429e-01,7.363644e+00,7.363114e+00,7.364003e+00,7.242285e+00
3.041000e-10,7.209703e-01,7.363617e+00,7.363149e+00,7.364006e+00,7.251147e+00
3.041500e-10,7.202348e-01,7.363590e+00,7.363195e+00,7.364010e+00,7.259594e+00
3.042000e-10,7.194652e-01,7.363565e+00,7.363250e+00,7.364013e+00,7.267351e+00
3.042500e-10,7.186910e-01,7.363540e+00,7.363314e+00,7.364017e+00,7.274182e+00
3.043000e-10,7.179413e-01,7.363518e+00,7.363386e+00,7.364021e+00,7.279887e+00
3.043500e-10,7.172438e-01,7.363498e+00,7.363464e+00,7.364025e+00,7.284308e+00
3.044000e-10,7.166246e-01,7.363481e+00,7.363546e+00,7.364029e+00,7.287329e+00
3.044500e-10,7.161067e-01,7.363466e+00,7.363631e+00,7.364033e+00,7.288875e+00
3.045000e-10,7.157100e-01,7.363455e+00,7.363719e+00,7.364037e+00,7.288909e+00
3.045500e-10,7.154502e-01,7.363447e+00,7.363806e+00,7.364040e+00,7.287430e+00
3.046000e-10,7.153389e-01,7.363442e+00,7.363892e+00,7.364044e+00,7.284470e+00
3.046500e-10,7.153829e-01,7.363441e+00,7.363974e+00,7.364047e+00,7.280090e+00
3.047000e-10,7.155845e-01,7.363444e+00,7.364053e+00,7.364050e+00,7.274376e+00
3.047500e-10,7.159411e-01,7.363451e+00,7.364125e+00,7.364052e+00,7.267432e+00
3.048000e-10,7.164455e-01,7.363461e+00,7.364191e+00,7.364054e+00,7.259381e+00
3.048500e-10,7.170862e-01,7.363474e+00,7.364249e+00,7.364055e+00,7.250353e+00
3.049000e-10,7.178478e-01,7.363491e+00,7.364298e+00,7.364056e+00,7.240490e+00
3.049500e-10,7.187116e-01,7.363511e+00,7.364338e+00,7.364057e+00,7.229934e+00
3.050000e-10,7.196560e-01,7.363533e+00,7.364367e+00,7.364057e+00,7.218828e+00
3.050500e-10,7.206573e-01,7.363558e+00,7.364386e+00,7.364057e+00,7.207315e+00
3.051000e-10,7.216905e-01,7.363584e+00,7.364394e+00,7.364056e+00,7.195533e+00
3.051500e-10,7.227299e-01,7.363613e+00,7.364392e+00,7.364054e+00,7.183612e+00
3.052000e-10,7.237500e-01,7.363642e+00,7.364380e+00,7.364053e+00,7.171677e+00
3.052500e-10,7.247262e-01,7.363672e+00,7.364357e+00,7.364051e+00,7.159847e+00
3.053000e-10,7.256353e-01,7.363703e+00,7.364326e+00,7.364048e+00,7.148230e+00
3.053500e-10,7.264568e-01,7.363733e+00,7.364286e+00,7.364046e+00,7.136928e+00
3.054000e-10,7.271726e-01,7.363763e+00,7.364239e+00,7.364043e+00,7.126039e+00
3.054500e-10,7.277682e-01,7.363793e+00,7.364185e+00,7.364040e+00,7.115649e+00
3.055000e-10,7.282328e-01,7.363821e+00,7.364127e+00,7.364036e+00,7.105845e+00
3.055500e-10,7.285594e-01,7.363847e+00,7.364064e+00,7.364033e+00,7.096705e+00
3.056000e-10,7.287454e-01,7.363872e+00,7.363999e+00,7.364030e+00,7.088309e+00
3.056500e-10,7.287921e-01,7.363895e+00,7.363933e+00,7.364026e+00,7.080733e+00
3.057000e-10,7.287051e-01,7.363915e+00,7.363867e+00,7.364023e+00,7.074055e+00
3.057500e-10,7.284938e-01,7.363933e+00,7.363803e+00,7.364020e+00,7.068354e+00
3.058000e-10,7.281711e-01,7.363949e+00,7.363741e+00,7.364017e+00,7.063713e+00
3.058500e-10,7.277529e-01,7.363962e+00,7.363684e+00,7.364015e+00,7.060220e+00
3.059000e-10,7.272579e-01,7.363973e+00,7.363632e+00,7.364012e+00,7.057967e+00
3.059500e-10,7.267068e-01,7.363981e+00,7.363586e+00,7.364010e+00,7.057054e+00
3.060000e-10,7.261216e-01,7.363986e+00,7.363548e+00,7.364009e+00,7.057586e+00
3.060500e-10,7.255250e-01,7.363989e+00,7.363518e+00,7.364007e+00,7.059673e+00
3.061000e-10,7.249399e-01,7.363990e+00,7.363497e+00,7.364006e+00,7.063434e+00
3.061500e-10,7.243885e-01,7.363990e+00,7.363485e+00,7.364006e+00,7.068987e+00
3.062000e-10,7.238917e-01,7.363987e+00,7.363482e+00,7.364006e+00,7.076456e+00
3.062500e-10,7.234686e-01,7.363984e+00,7.363490e+00,7.364006e+00,7.085961e+00
3.063000e-10,7.231356e-01,7.363979e+00,7.363506e+00,7.364006e+00,7.097621e+00
3.063500e-10,7.229066e-01,7.363974e+00,7.363533e+00,7.364007e+00,7.111544e+00
3.064000e-10,7.227921e-01,7.363968e+00,7.363568e+00,7.364009e+00,7.127830e+00
3.064500e-10,7.227991e-01,7.363963e+00,7.363612e+00,7.364010e+00,7.146561e+00
3.065000e-10,7.229308e-01,7.363958e+00,7.363664e+00,7.364012e+00,7.167797e+00
3.065500e-10,7.231869e-01,7.363953e+00,7.363723e+00,7.364014e+00,7.191575e+00
3.066000e-10,7.235632e-01,7.363950e+00,7.363788e+00,7.364016e+00,7.217898e+00
3.066500e-10,7.240521e-01,7.363949e+00,7.363859e+00,7.364019e+00,7.246739e+00
3.067000e-10,7.246428e-01,7.363949e+00,7.363934e+00,7.364021e+00,7.278029e+00
3.067500e-10,7.253216e-01,7.363951e+00,7.364011e+00,7.364024e+00,7.311662e+00
3.068000e-10,7.260724e-01,7.363956e+00,7.364091e+00,7.364027e+00,7.347491e+00
3.068500e-10,7.268770e-01,7.363963e+00,7.364172e+00,7.364029e+00,7.385329e+00
3.069000e-10,7.277159e-01,7.363972e+00,7.364252e+00,7.364032e+00,7.424952e+00
3.069500e-10,7.285689e-01,7.363985e+00,7.364331e+00,7.364034e+00,7.466100e+00
3.070000e-10,7.294156e-01,7.364001e+00,7.364407e+00,7.364036e+00,7.508489e+00
3.070500e-10,7.302358e-01,7.364020e+00,7.364480e+00,7.364039e+00,7.551808e+00
3.071000e-10,7.310105e-01,7.364042e+00,7.364548e+00,7.364040e+00,7.595732e+00
3.071500e-10,7.317222e-01,7.364067e+00,7.364612e+00,7.364042e+00,7.639927e+00
3.072000e-10,7.323551e-01,7.364095e+00,7.364670e+00,7.364044e+00,7.684055e+00
3.072500e-10,7.328964e-01,7.364126e+00,7.364722e+00,7.364045e+00,7.727779e+00
3.073000e-10,7.333355e-01,7.364161e+00,7.364767e+00,7.364046e+00,7.770771e+00
3.073500e-10,7.336653e-01,7.364197e+00,7.364805e+00,7.364046e+00,7.812715e+00
3.074000e-10,7.338817e-01,7.364237e+00,7.364837e+00,7.364046e+00,7.853306e+00
3.074500e-10,7.339839e-01,7.364279e+00,7.364862e+00,7.364046e+00,7.892256e+00
3.075000e-10,7.339744e-01,7.364323e+00,7.364880e+00,7.364046e+00,7.929295e+00
3.075500e-10,7.338590e-01,7.364369e+00,7.364893e+00,7.364045e+00,7.964166e+00
3.076000e-10,7.336464e-01,7.364416e+00,7.364899e+00,7.364044e+00,7.996630e+00
3.076500e-10,7.333478e-01,7.364465e+00,7.364901e+00,7.364043e+00,8.026460e+00
3.077000e-10,7.329769e-01,7.364516e+00,7.364899e+00,7.364042e+00,8.053443e+00
3.077500e-10,7.325492e-01,7.364567e+00,7.364893e+00,7.364040e+00,8.077379e+00
3.078000e-10,7.320818e-01,7.364620e+00,7.364884e+00,7.364039e+00,8.098076e+00
3.078500e-10,7.315925e-01,7.364673e+00,7.364875e+00,7.364037e+00,8.115355e+00
3.079000e-10,7.310995e-01,7.364727e+00,7.364864e+00,7.364035e+00,8.129048e+00
3.079500e-10,7.306210e-01,7.364780e+00,7.364854e+00,7.364033e+00,8.138996e+00
3.080000e-10,7.301745e-01,7.364835e+00,7.364846e+00,7.364031e+00,8.145055e+00
3.080500e-10,7.297762e-01,7.364889e+00,7.364841e+00,7.364029e+00,8.147094e+00
3.081000e-10,7.294408e-01,7.364943e+00,7.364838e+00,7.364027e+00,8.145002e+00
3.081500e-10,7.291809e-01,7.364997e+00,7.364841e+00,7.364025e+00,8.138686e+00
3.082000e-10,7.290069e-01,7.365052e+00,7.364849e+00,7.364023e+00,8.128082e+00
3.082500e-10,7.289265e-01,7.365106e+00,7.364863e+00,7.364022e+00,8.113152e+00
3.083000e-10,7.289444e-01,7.365160e+00,7.364884e+00,7.364020e+00,8.093895e+00
3.083500e-10,7.290628e-01,7.365215e+00,7.364912e+00,7.364019e+00,8.070353e+00
3.084000e-10,7.292805e-01,7.365270e+00,7.364949e+00,7.364018e+00,8.042614e+00
3.084500e-10,7.295940e-01,7.365325e+00,7.364993e+00,7.364017e+00,8.010822e+00
3.085000e-10,7.299965e-01,7.365381e+00,7.365046e+00,7.364016e+00,7.975183e+00
3.085500e-10,7.304793e-01,7.365437e+00,7.365108e+00,7.364016e+00,7.935972e+00
3.086000e-10,7.310312e-01,7.365495e+00,7.365178e+00,7.364016e+00,7.893539e+00
3.086500e-10,7.316391e-01,7.365553e+00,7.365257e+00,7.364016e+00,7.848313e+00
3.087000e-10,7.322888e-01,7.365613e+00,7.365344e+00,7.364016e+00,7.800803e+00
3.087500e-10,7.329648e-01,7.365674e+00,7.365438e+00,7.364016e+00,7.751596e+00
3.088000e-10,7.336513e-01,7.365737e+00,7.365540e+00,7.364017e+00,7.701350e+00
3.088500e-10,7.343321e-01,7.365802e+00,7.365648e+00,7.364018e+00,7.650785e+00
3.089000e-10,7.349918e-01,7.365869e+00,7.365762e+00,7.364019e+00,7.600667e+00
3.089500e-10,7.356156e-01,7.365938e+00,7.365881e+00,7.364020e+00,7.551784e+00
3.090000e-10,7.361899e-01,7.366009e+00,7.366004e+00,7.364021e+00,7.504927e+00
3.090500e-10,7.367028e-01,7.366082e+00,7.366131e+00,7.364022e+00,7.460861e+00
3.091000e-10,7.371442e-01,7.366158e+00,7.366260e+00,7.364024e+00,7.420301e+00
3.091500e-10,7.375063e-01,7.366236e+00,7.366390e+00,7.364025e+00,7.383884e+00
3.092000e-10,7.377837e-01,7.366317e+00,7.366521e+00,7.364027e+00,7.352149e+00
3.092500e-10,7.379732e-01,7.366400e+00,7.366652e+00,7.364028e+00,7.325518e+00
3.093000e-10,7.380745e-01,7.366485e+00,7.366781e+00,7.364030e+00,7.304281e+00
3.093500e-10,7.380895e-01,7.366573e+00,7.366908e+00,7.364031e+00,7.288586e+00
3.094000e-10,7.380227e-01,7.366662e+00,7.367032e+00,7.364032e+00,7.278441e+00
3.094500e-10,7.378807e-01,7.366754e+00,7.367152e+00,7.364034e+00,7.273711e+00
3.095000e-10,7.376722e-01,7.366847e+00,7.367268e+00,7.364035e+00,7.274130e+00
3.095500e-10,7.374076e-01,7.366941e+00,7.367379e+00,7.364036e+00,7.279308e+00
3.096000e-10,7.370987e-01,7.367036e+00,7.367484e+00,7.364036e+00,7.288755e+00
3.096500e-10,7.367583e-01,7.367132e+00,7.367584e+00,7.364037e+00,7.301893e+00
3.097000e-10,7.363999e-01,7.367228e+00,7.367678e+00,7.364038e+00,7.318080e+00
3.097500e-10,7.360374e-01,7.367324e+00,7.367766e+00,7.364038e+00,7.336631e+00
3.098000e-10,7.356844e-01,7.367420e+00,7.367847e+00,7.364038e+00,7.356843e+00
3.098500e-10,7.353538e-01,7.367515e+00,7.367922e+00,7.364038e+00,7.378008e+00
3.099000e-10,7.350581e-01,7.367609e+00,7.367991e+00,7.364038e+00,7.399438e+00
3.099500e-10,7.348080e-01,7.367701e+00,7.368055e+00,7.364038e+00,7.420474e+00
3.100000e-10,7.346132e-01,7.367791e+00,7.368112e+00,7.364037e+00,7.440503e+00
3.100500e-10,7.344812e-01,7.367879e+00,7.368164e+00,7.364036e+00,7.458963e+00
3.101000e-10,7.344179e-01,7.367964e+00,7.368212e+00,7.364036e+00,7.475351e+00
3.101500e-10,7.344268e-01,7.368047e+00,7.368255e+00,7.364035e+00,7.489227e+00
3.102000e-10,7.345095e-01,7.368126e+00,7.368294e+00,7.364034e+00,7.500219e+00
3.102500e-10,7.346653e-01,7.368201e+00,7.368330e+00,7.364033e+00,7.508021e+00
3.103000e-10,7.348914e-01,7.368273e+00,7.368364e+00,7.364032e+00,7.512398e+00
3.103500e-10,7.351830e-01,7.368341e+00,7.368395e+00,7.364031e+00,7.513186e+00
3.104000e-10,7.355336e-01,7.368404e+00,7.368425e+00,7.364030e+00,7.510293e+00
3.104500e-10,7.359351e-01,7.368464e+00,7.368453e+00,7.364029e+00,7.503704e+00
3.105000e-10,7.363779e-01,7.368519e+00,7.368482e+00,7.364028e+00,7.493479e+00
3.105500e-10,7.368516e-01,7.368571e+00,7.368510e+00,7.364027e+00,7.479754e+00
3.106000e-10,7.373450e-01,7.368618e+00,7.368540e+00,7.364026e+00,7.462748e+00
3.106500e-10,7.378464e-01,7.368661e+00,7.368570e+00,7.364025e+00,7.442754e+00
3.107000e-10,7.383443e-01,7.368700e+00,7.368602e+00,7.364024e+00,7.420139e+00
3.107500e-10,7.388274e-01,7.368735e+00,7.368635e+00,7.364023e+00,7.395341e+00
3.108000e-10,7.392850e-01,7.368767e+00,7.368671e+00,7.364023e+00,7.368857e+00
3.108500e-10,7.397073e-01,7.368796e+00,7.368709e+00,7.364022e+00,7.341233e+00
3.109000e-10,7.400858e-01,7.368822e+00,7.368750e+00,7.364022e+00,7.313048e+00
3.109500e-10,7.404134e-01,7.368846e+00,7.368793e+00,7.364022e+00,7.284900e+00
3.110000e-10,7.406844e-01,7.368867e+00,7.368839e+00,7.364022e+00,7.257380e+00
3.110500e-10,7.408952e-01,7.368887e+00,7.368888e+00,7.364022e+00,7.231059e+00
3.111000e-10,7.410436e-01,7.368906e+00,7.368939e+00,7.364022e+00,7.206466e+00
3.111500e-10,7.411294e-01,7.368924e+00,7.368993e+00,7.364022e+00,7.184066e+00
3.112000e-10,7.411544e-01,7.368942e+00,7.369049e+00,7.364022e+00,7.164249e+00
3.112500e-10,7.411218e-01,7.368960e+00,7.369107e+00,7.364023e+00,7.147315e+00
3.113000e-10,7.410366e-01,7.368978e+00,7.369168e+00,7.364023e+00,7.133464e+00
3.113500e-10,7.409051e-01,7.368998e+00,7.369230e+00,7.364024e+00,7.122790e+00
3.114000e-10,7.407349e-01,7.369019e+00,7.369294e+00,7.364025e+00,7.115282e+00
3.114500e-10,7.405347e-01,7.369042e+00,7.369359e+00,7.364026e+00,7.110826e+00
3.115000e-10,7.403136e-01,7.369068e+00,7.369426e+00,7.364026e+00,7.109208e+00
3.115500e-10,7.400813e-01,7.369096e+00,7.369493e+00,7.364027e+00,7.110130e+00
3.116000e-10,7.398477e-01,7.369127e+00,7.369562e+00,7.364028e+00,7.113217e+00
3.116500e-10,7.396223e-01,7.369162e+00,7.369631e+00,7.364029e+00,7.118035e+00
3.117000e-10,7.394145e-01,7.369200e+00,7.369700e+00,7.364030e+00,7.124105e+00
3.117500e-10,7.392327e-01,7.369243e+00,7.369770e+00,7.364030e+00,7.130923e+00
3.118000e-10,7.390845e-01,7.369289e+00,7.369840e+00,7.364031e+00,7.137975e+00
3.118500e-10,7.389763e-01,7.369339e+00,7.369911e+00,7.364032e+00,7.144754e+00
3.119000e-10,7.389133e-01,7.369394e+00,7.369982e+00,7.364033e+00,7.150774e+00
3.119500e-10,7.388991e-01,7.369453e+00,7.370053e+00,7.364033e+00,7.155587e+00
3.120000e-10,7.389360e-01,7.369517e+00,7.370125e+00,7.364033e+00,7.158790e+00
3.120500e-10,7.390245e-01,7.369585e+00,7.370198e+00,7.364034e+00,7.160035e+00
3.121000e-10,7.391636e-01,7.369657e+00,7.370271e+00,7.364034e+00,7.159041e+00
3.121500e-10,7.393509e-01,7.369733e+00,7.370346e+00,7.364034e+00,7.155592e+00
3.122000e-10,7.395826e-01,7.369813e+00,7.370422e+00,7.364034e+00,7.149545e+00
3.122500e-10,7.398535e-01,7.369897e+00,7.370499e+00,7.364034e+00,7.140834e+00
3.123000e-10,7.401575e-01,7.369984e+00,7.370579e+00,7.364034e+00,7.129465e+00
3.123500e-10,7.404875e-01,7.370075e+00,7.370661e+00,7.364034e+00,7.115522e+00
3.124000e-10,7.408358e-01,7.370169e+00,7.370746e+00,7.364034e+00,7.099163e+00
3.124500e-10,7.411941e-01,7.370266e+00,7.370834e+00,7.364033e+00,7.080619e+00
3.125000e-10,7.415542e-01,7.370365e+00,7.370925e+00,7.364033e+00,7.060188e+00
3.125500e-10,7.419078e-01,7.370467e+00,7.371021e+00,7.364032e+00,7.038234e+00
3.126000e-10,7.422469e-01,7.370572e+00,7.371120e+00,7.364032e+00,7.015176e+00
3.126500e-10,7.425641e-01,7.370678e+00,7.371225e+00,7.364031e+00,6.991478e+00
3.127000e-10,7.428529e-01,7.370786e+00,7.371334e+00,7.364031e+00,6.967642e+00
3.127500e-10,7.431075e-01,7.370896e+00,7.371449e+00,7.364030e+00,6.944190e+00
3.128000e-10,7.433233e-01,7.371007e+00,7.371571e+00,7.364029e+00,6.921652e+00
3.128500e-10,7.434969e-01,7.371119e+00,7.371698e+00,7.364029e+00,6.900549e+00
3.129000e-10,7.436262e-01,7.371234e+00,7.371832e+00,7.364028e+00,6.881375e+00
3.129500e-10,7.437106e-01,7.371349e+00,7.371973e+00,7.364027e+00,6.864583e+00
3.130000e-10,7.437505e-01,7.371466e+00,7.372121e+00,7.364027e+00,6.850570e+00
3.130500e-10,7.437479e-01,7.371585e+00,7.372277e+00,7.364026e+00,6.839662e+00
3.131000e-10,7.437059e-01,7.371705e+00,7.372441e+00,7.364026e+00,6.832105e+00
3.131500e-10,7.436287e-01,7.371827e+00,7.372613e+00,7.364025e+00,6.828055e+00
3.132000e-10,7.435216e-01,7.371951e+00,7.372793e+00,7.364025e+00,6.827573e+00
3.132500e-10,7.433905e-01,7.372079e+00,7.372982e+00,7.364024e+00,6.830623e+00
3.133000e-10,7.432422e-01,7.372209e+00,7.373180e+00,7.364024e+00,6.837072e+00
3.133500e-10,7.430836e-01,7.372342e+00,7.373388e+00,7.364024e+00,6.846692e+00
3.134000e-10,7.429221e-01,7.372480e+00,7.373605e+00,7.364024e+00,6.859170e+00
3.134500e-10,7.427647e-01,7.372622e+00,7.373831e+00,7.364024e+00,6.874114e+00
3.135000e-10,7.426186e-01,7.372770e+00,7.374068e+00,7.364024e+00,6.891063e+00
3.135500e-10,7.424902e-01,7.372923e+00,7.374316e+00,7.364024e+00,6.909507e+00
3.136000e-10,7.423854e-01,7.373083e+00,7.374574e+00,7.364024e+00,6.928895e+00
3.136500e-10,7.423094e-01,7.373251e+00,7.374844e+00,7.364024e+00,6.948658e+00
3.137000e-10,7.422663e-01,7.373427e+00,7.375125e+00,7.364025e+00,6.968221e+00
3.137500e-10,7.422593e-01,7.373612e+00,7.375419e+00,7.364025e+00,6.987023e+00
3.138000e-10,7.422903e-01,7.373807e+00,7.375725e+00,7.364025e+00,7.004534e+00
3.138500e-10,7.423602e-01,7.374013e+00,7.376044e+00,7.364026e+00,7.020266e+00
3.139000e-10,7.424685e-01,7.374231e+00,7.376378e+00,7.364026e+00,7.033789e+00
3.139500e-10,7.426138e-01,7.374462e+00,7.376725e+00,7.364027e+00,7.044738e+00
3.140000e-10,7.427935e-01,7.374707e+00,7.377088e+00,7.364027e+00,7.052827e+00
3.140500e-10,7.430039e-01,7.374966e+00,7.377467e+00,7.364028e+00,7.057847e+00
3.141000e-10,7.432406e-01,7.375241e+00,7.377862e+00,7.364028e+00,7.059675e+00
3.141500e-10,7.434984e-01,7.375533e+00,7.378275e+00,7.364029e+00,7.058276e+00
3.142000e-10,7.437713e-01,7.375842e+00,7.378706e+00,7.364029e+00,7.053697e+00
3.142500e-10,7.440533e-01,7.376170e+00,7.379157e+00,7.364030e+00,7.046071e+00
3.143000e-10,7.443379e-01,7.376517e+00,7.379627e+00,7.364030e+00,7.035608e+00
3.143500e-10,7.446187e-01,7.376884e+00,7.380120e+00,7.364031e+00,7.022595e+00
3.144000e-10,7.448894e-01,7.377272e+00,7.380634e+00,7.364031e+00,7.007386e+00
3.144500e-10,7.451442e-01,7.377682e+00,7.381172e+00,7.364032e+00,6.990393e+00
3.145000e-10,7.453778e-01,7.378114e+00,7.381735e+00,7.364032e+00,6.972079e+00
3.145500e-10,7.455855e-01,7.378570e+00,7.382324e+00,7.364032e+00,6.952946e+00
3.146000e-10,7.457633e-01,7.379050e+00,7.382940e+00,7.364032e+00,6.933520e+00
3.146500e-10,7.459083e-01,7.379555e+00,7.383584e+00,7.364032e+00,6.914342e+00
3.147000e-10,7.460187e-01,7.380085e+00,7.384258e+00,7.364032e+00,6.895948e+00
3.147500e-10,7.460934e-01,7.380642e+00,7.384963e+00,7.364033e+00,6.878857e+00
3.148000e-10,7.461325e-01,7.381225e+00,7.385700e+00,7.364032e+00,6.863559e+00
3.148500e-10,7.461373e-01,7.381836e+00,7.386471e+00,7.364032e+00,6.850496e+00
3.149000e-10,7.461098e-01,7.382475e+00,7.387277e+00,7.364032e+00,6.840052e+00
3.149500e-10,7.460531e-01,7.383144e+00,7.388119e+00,7.364032e+00,6.832540e+00
3.150000e-10,7.459710e-01,7.383842e+00,7.388998e+00,7.364032e+00,6.828198e+00
3.150500e-10,7.458682e-01,7.384570e+00,7.389916e+00,7.364032e+00,6.827174e+00
3.151000e-10,7.457496e-01,7.385330e+00,7.390875e+00,7.364031e+00,6.829529e+00
3.151500e-10,7.456209e-01,7.386122e+00,7.391874e+00,7.364031e+00,6.835232e+00
3.152000e-10,7.454877e-01,7.386947e+00,7.392915e+00,7.364031e+00,6.844162e+00
3.152500e-10,7.453557e-01,7.387805e+00,7.393999e+00,7.364030e+00,6.856110e+00
3.153000e-10,7.452307e-01,7.388698e+00,7.395128e+00,7.364030e+00,6.870787e+00
3.153500e-10,7.451180e-01,7.389626e+00,7.396302e+00,7.364029e+00,6.887831e+00
3.154000e-10,7.450225e-01,7.390591e+00,7.397521e+00,7.364029e+00,6.906817e+00
3.154500e-10,7.449487e-01,7.391592e+00,7.398787e+00,7.364029e+00,6.927274e+00
3.155000e-10,7.449002e-01,7.392632e+00,7.400101e+00,7.364028e+00,6.948691e+00
3.155500e-10,7.448800e-01,7.393710e+00,7.401463e+00,7.364028e+00,6.970537e+00
3.156000e-10,7.448900e-01,7.394828e+00,7.402873e+00,7.364028e+00,6.992275e+00
3.156500e-10,7.449314e-01,7.395986e+00,7.404333e+00,7.364027e+00,7.013374e+00
3.157000e-10,7.450044e-01,7.397186e+00,7.405842e+00,7.364027e+00,7.033326e+00
3.157500e-10,7.451082e-01,7.398429e+00,7.407400e+00,7.364027e+00,7.051658e+00
3.158000e-10,7.452412e-01,7.399715e+00,7.409009e+00,7.364026e+00,7.067942e+00
3.158500e-10,7.454010e-01,7.401045e+00,7.410668e+00,7.364026e+00,7.081805e+00
3.159000e-10,7.455842e-01,7.402420e+00,7.412377e+00,7.364026e+00,7.092938e+00
3.159500e-10,7.457872e-01,7.403840e+00,7.414137e+00,7.364026e+00,7.101102e+00
3.160000e-10,7.460054e-01,7.405308e+00,7.415946e+00,7.364026e+00,7.106128e+00
3.160500e-10,7.462340e-01,7.406823e+00,7.417805e+00,7.364026e+00,7.107926e+00
3.161000e-10,7.464681e-01,7.408385e+00,7.419713e+00,7.364025e+00,7.106482e+00
3.161500e-10,7.467025e-01,7.409996e+00,7.421671e+00,7.364026e+00,7.101857e+00
3.162000e-10,7.469321e-01,7.411657e+00,7.423677e+00,7.364026e+00,7.094188e+00
3.162500e-10,7.471520e-01,7.413366e+00,7.425731e+00,7.364026e+00,7.083682e+00
3.163000e-10,7.473576e-01,7.415126e+00,7.427833e+00,7.364026e+00,7.070615e+00
3.163500e-10,7.475449e-01,7.416935e+00,7.429983e+00,7.364026e+00,7.055321e+00
3.164000e-10,7.477103e-01,7.418794e+00,7.432179e+00,7.364026e+00,7.038188e+00
3.164500e-10,7.478510e-01,7.420704e+00,7.434421e+00,7.364026e+00,7.019649e+00
3.165000e-10,7.479648e-01,7.422664e+00,7.436709e+00,7.364027e+00,7.000171e+00
3.165500e-10,7.480504e-01,7.424673e+00,7.439042e+00,7.364027e+00,6.980243e+00
3.166000e-10,7.481073e-01,7.426733e+00,7.441420e+00,7.364027e+00,6.960364e+00
3.166500e-10,7.481359e-01,7.428842e+00,7.443843e+00,7.364027e+00,6.941031e+00
3.167000e-10,7.481371e-01,7.431001e+00,7.446310e+00,7.364028e+00,6.922724e+00
3.167500e-10,7.481129e-01,7.433208e+00,7.448822e+00,7.364028e+00,6.905894e+00
3.168000e-10,7.480659e-01,7.435464e+00,7.451379e+00,7.364028e+00,6.890951e+00
3.168500e-10,7.479992e-01,7.437769e+00,7.453982e+00,7.364029e+00,6.878251e+00
3.169000e-10,7.479165e-01,7.440121e+00,7.456630e+00,7.364029e+00,6.868088e+00
3.169500e-10,7.478218e-01,7.442521e+00,7.459326e+00,7.364029e+00,6.860687e+00
3.170000e-10,7.477196e-01,7.444968e+00,7.462070e+00,7.364030e+00,6.856195e+00
3.170500e-10,7.476143e-01,7.447463e+00,7.464864e+00,7.364030e+00,6.854684e+00
3.171000e-10,7.475104e-01,7.450005e+00,7.467711e+00,7.364030e+00,6.856141e+00
3.171500e-10,7.474124e-01,7.452595e+00,7.470612e+00,7.364030e+00,6.860477e+00
3.172000e-10,7.473242e-01,7.455233e+00,7.473571e+00,7.364030e+00,6.867527e+00
3.172500e-10,7.472499e-01,7.457920e+00,7.476590e+00,7.364031e+00,6.877056e+00
3.173000e-10,7.471927e-01,7.460656e+00,7.479674e+00,7.364031e+00,6.888769e+00
3.173500e-10,7.471553e-01,7.463444e+00,7.482827e+00,7.364031e+00,6.902317e+00
3.174000e-10,7.471400e-01,7.466284e+00,7.486054e+00,7.364031e+00,6.917308e+00
3.174500e-10,7.471483e-01,7.469180e+00,7.489359e+00,7.364031e+00,6.933323e+00
3.175000e-10,7.471809e-01,7.472132e+00,7.492749e+00,7.364031e+00,6.949924e+00
3.175500e-10,7.472379e-01,7.475145e+00,7.496229e+00,7.364031e+00,6.966667e+00
3.176000e-10,7.473187e-01,7.478221e+00,7.499807e+00,7.364031e+00,6.983118e+00
3.176500e-10,7.474219e-01,7.481364e+00,7.503489e+00,7.364031e+00,6.998858e+00
3.177000e-10,7.475457e-01,7.484579e+00,7.507282e+00,7.364031e+00,7.013502e+00
3.177500e-10,7.476875e-01,7.487871e+00,7.511194e+00,7.364031e+00,7.026701e+00
3.178000e-10,7.478443e-01,7.491244e+00,7.515234e+00,7.364031e+00,7.038152e+00
3.178500e-10,7.480127e-01,7.494705e+00,7.519408e+00,7.364031e+00,7.047607e+00
