time,"V(A)","V(B)","V(C)","V(D)"
4.797750e-10,8.495134e-09,1.190831e-08,1.030307e-06,5.926720e-05
4.798000e-10,8.562969e-09,1.217745e-08,9.964099e-07,5.923604e-05
4.798250e-10,8.601715e-09,1.240737e-08,9.589192e-07,5.920442e-05
4.798500e-10,8.611137e-09,1.259704e-08,9.179743e-07,5.917238e-05
4.798750e-10,8.591146e-09,1.274560e-08,8.737288e-07,5.914000e-05
4.799000e-10,8.541760e-09,1.285234e-08,8.263502e-07,5.910736e-05
4.799250e-10,8.463122e-09,1.291673e-08,7.760193e-07,5.907457e-05
4.799500e-10,8.355521e-09,1.293840e-08,7.229289e-07,5.904174e-05
4.799750e-10,8.219333e-09,1.291715e-08,6.672837e-07,5.900900e-05
4.800000e-10,8.055085e-09,1.285296e-08,6.092992e-07,5.897651e-05
4.800250e-10,7.863387e-09,1.274597e-08,5.492006e-07,5.894442e-05
4.800500e-10,7.645003e-09,1.259651e-08,4.872225e-07,5.891292e-05
4.800750e-10,7.400805e-09,1.240506e-08,4.236074e-07,5.888220e-05
4.801000e-10,7.131740e-09,1.217228e-08,3.586049e-07,5.885246e-05
4.801250e-10,6.838903e-09,1.189901e-08,2.924708e-07,5.882392e-05
4.801500e-10,6.523467e-09,1.158624e-08,2.254659e-07,5.879682e-05
4.801750e-10,6.186707e-09,1.123513e-08,1.578550e-07,5.877140e-05
4.802000e-10,5.829974e-09,1.084697e-08,8.990587e-08,5.874791e-05
4.802250e-10,5.454748e-09,1.042325e-08,2.188798e-08,5.872664e-05
4.802500e-10,5.062534e-09,9.965559e-09,-4.592839e-08,5.870784e-05
4.802750e-10,4.654937e-09,9.475657e-09,-1.132734e-07,5.869182e-05
4.803000e-10,4.233626e-09,8.955421e-09,-1.798787e-07,5.867887e-05
4.803250e-10,3.800330e-09,8.406858e-09,-2.454787e-07,5.866929e-05
4.803500e-10,3.356818e-09,7.832092e-09,-3.098114e-07,5.866340e-05
4.803750e-10,2.904914e-09,7.233355e-09,-3.726196e-07,5.866151e-05
4.804000e-10,2.446467e-09,6.612979e-09,-4.336521e-07,5.866395e-05
4.804250e-10,1.983357e-09,5.973386e-09,-4.926647e-07,5.867105e-05
4.804500e-10,1.517499e-09,5.317079e-09,-5.494210e-07,5.868314e-05
4.804750e-10,1.050798e-09,4.646633e-09,-6.036936e-07,5.870056e-05
4.805000e-10,5.851562e-10,3.964681e-09,-6.552649e-07,5.872364e-05
4.805250e-10,1.225193e-10,3.273908e-09,-7.039284e-07,5.875272e-05
4.805500e-10,-3.352537e-10,2.577036e-09,-7.494889e-07,5.878815e-05
4.805750e-10,-7.862556e-10,1.876816e-09,-7.917639e-07,5.883027e-05
4.806000e-10,-1.228647e-09,1.176016e-09,-8.305842e-07,5.887941e-05
4.806250e-10,-1.660618e-09,4.774099e-10,-8.657944e-07,5.893592e-05
4.806500e-10,-2.080399e-09,-2.162349e-10,-8.972539e-07,5.900012e-05
4.806750e-10,-2.486264e-09,-9.021665e-10,-9.248373e-07,5.907235e-05
4.807000e-10,-2.876569e-09,-1.577661e-09,-9.484348e-07,5.915294e-05
4.807250e-10,-3.249706e-09,-2.240033e-09,-9.679529e-07,5.924221e-05
4.807500e-10,-3.604176e-09,-2.886646e-09,-9.833148e-07,5.934048e-05
4.807750e-10,-3.938513e-09,-3.514925e-09,-9.944606e-07,5.944806e-05
4.808000e-10,-4.251357e-09,-4.122364e-09,-1.001348e-06,5.956526e-05
4.808250e-10,-4.541473e-09,-4.706538e-09,-1.003950e-06,5.969239e-05
4.808500e-10,-4.807645e-09,-5.265112e-09,-1.002261e-06,5.982973e-05
4.808750e-10,-5.048829e-09,-5.795853e-09,-9.962891e-07,5.997757e-05
4.809000e-10,-5.264027e-09,-6.296634e-09,-9.860622e-07,6.013619e-05
4.809250e-10,-5.452409e-09,-6.765446e-09,-9.716245e-07,6.030587e-05
4.809500e-10,-5.613206e-09,-7.200408e-09,-9.530379e-07,6.048687e-05
4.809750e-10,-5.745769e-09,-7.599771e-09,-9.303809e-07,6.067943e-05
4.810000e-10,-5.849599e-09,-7.961925e-09,-9.037490e-07,6.088382e-05
4.810250e-10,-5.924286e-09,-8.285411e-09,-8.732535e-07,6.110027e-05
4.810500e-10,-5.969542e-09,-8.568919e-09,-8.390216e-07,6.132901e-05
4.810750e-10,-5.985224e-09,-8.811300e-09,-8.011958e-07,6.157026e-05
4.811000e-10,-5.971266e-09,-9.011570e-09,-7.599331e-07,6.182425e-05
4.811250e-10,-5.927785e-09,-9.168911e-09,-7.154043e-07,6.209118e-05
4.811500e-10,-5.854953e-09,-9.282674e-09,-6.677937e-07,6.237125e-05
4.811750e-10,-5.753124e-09,-9.352390e-09,-6.172978e-07,6.266466e-05
4.812000e-10,-5.622718e-09,-9.377760e-09,-5.641249e-07,6.297160e-05
4.812250e-10,-5.464305e-09,-9.358667e-09,-5.084937e-07,6.329225e-05
4.812500e-10,-5.278574e-09,-9.295171e-09,-4.506331e-07,6.362679e-05
4.812750e-10,-5.066290e-09,-9.187509e-09,-3.907806e-07,6.397539e-05
4.813000e-10,-4.828361e-09,-9.036100e-09,-3.291816e-07,6.433821e-05
4.813250e-10,-4.565795e-09,-8.841535e-09,-2.660883e-07,6.471543e-05
4.813500e-10,-4.279684e-09,-8.604581e-09,-2.017586e-07,6.510721e-05
4.813750e-10,-3.971225e-09,-8.326176e-09,-1.364550e-07,6.551369e-05
4.814000e-10,-3.641712e-09,-8.007427e-09,-7.044375e-08,6.593505e-05
4.814250e-10,-3.292508e-09,-7.649603e-09,-3.993343e-09,6.637144e-05
4.814500e-10,-2.925091e-09,-7.254132e-09,6.262635e-08,6.682302e-05
4.814750e-10,-2.540971e-09,-6.822595e-09,1.291453e-07,6.728994e-05
4.815000e-10,-2.141739e-09,-6.356721e-09,1.952945e-07,6.777237e-05
4.815250e-10,-1.729069e-09,-5.858377e-09,2.608069e-07,6.827047e-05
4.815500e-10,-1.304658e-09,-5.329562e-09,3.254187e-07,6.878440e-05
4.815750e-10,-8.702770e-10,-4.772402e-09,3.888704e-07,6.931434e-05
4.816000e-10,-4.277137e-10,-4.189135e-09,4.509079e-07,6.986046e-05
4.816250e-10,2.120081e-11,-3.582109e-09,5.112836e-07,7.042295e-05
4.816500e-10,4.746148e-10,-2.953766e-09,5.697571e-07,7.100200e-05
4.816750e-10,9.306581e-10,-2.306636e-09,6.260965e-07,7.159782e-05
4.817000e-10,1.387436e-09,-1.643326e-09,6.800796e-07,7.221060e-05
4.817250e-10,1.843100e-09,-9.665082e-10,7.314940e-07,7.284058e-05
4.817500e-10,2.295746e-09,-2.789092e-10,7.801388e-07,7.348798e-05
4.817750e-10,2.743541e-09,4.167010e-10,8.258250e-07,7.415306e-05
4.818000e-10,3.184631e-09,1.117521e-09,8.683761e-07,7.483607e-05
4.818250e-10,3.617233e-09,1.820729e-09,9.076293e-07,7.553728e-05
4.818500e-10,4.039565e-09,2.523495e-09,9.434358e-07,7.625700e-05
4.818750e-10,4.449934e-09,3.222993e-09,9.756613e-07,7.699552e-05
4.819000e-10,4.846635e-09,3.916413e-09,1.004187e-06,7.775318e-05
4.819250e-10,5.228106e-09,4.600971e-09,1.028909e-06,7.853033e-05
4.819500e-10,5.592780e-09,5.273925e-09,1.049740e-06,7.932733e-05
4.819750e-10,5.939220e-09,5.932581e-09,1.066609e-06,8.014457e-05
4.820000e-10,6.266016e-09,6.574307e-09,1.079462e-06,8.098247e-05
4.820250e-10,6.571899e-09,7.196546e-09,1.088260e-06,8.184146e-05
4.820500e-10,6.855645e-09,7.796824e-09,1.092983e-06,8.272201e-05
4.820750e-10,7.116160e-09,8.372761e-09,1.093626e-06,8.362460e-05
4.821000e-10,7.352433e-09,8.922081e-09,1.090202e-06,8.454976e-05
4.821250e-10,7.563569e-09,9.442623e-09,1.082741e-06,8.549803e-05
4.821500e-10,7.748773e-09,9.932347e-09,1.071287e-06,8.646999e-05
4.821750e-10,7.907367e-09,1.038935e-08,1.055904e-06,8.746624e-05
4.822000e-10,8.038794e-09,1.081185e-08,1.036669e-06,8.848742e-05
4.822250e-10,8.142613e-09,1.119824e-08,1.013675e-06,8.953421e-05
4.822500e-10,8.218488e-09,1.154704e-08,9.870323e-07,9.060732e-05
4.822750e-10,8.266236e-09,1.185695e-08,9.568627e-07,9.170748e-05
4.823000e-10,8.285751e-09,1.212681e-08,9.233039e-07,9.283549e-05
4.823250e-10,8.277082e-09,1.235565e-08,8.865064e-07,9.399216e-05
4.823500e-10,8.240388e-09,1.254266e-08,8.466334e-07,9.517836e-05
4.823750e-10,8.175961e-09,1.268721e-08,8.038601e-07,9.639498e-05
4.824000e-10,8.084164e-09,1.278884e-08,7.583728e-07,9.764297e-05
4.824250e-10,7.965537e-09,1.284728e-08,7.103682e-07,9.892331e-05
4.824500e-10,7.820694e-09,1.286244e-08,6.600525e-07,1.002371e-04
4.824750e-10,7.650369e-09,1.283438e-08,6.076402e-07,1.015853e-04
4.825000e-10,7.455402e-09,1.276338e-08,5.533539e-07,1.029691e-04
4.825250e-10,7.236734e-09,1.264987e-08,4.974224e-07,1.043897e-04
4.825500e-10,6.995394e-09,1.249445e-08,4.400805e-07,1.058483e-04
4.825750e-10,6.732528e-09,1.229791e-08,3.815674e-07,1.073461e-04
4.826000e-10,6.449329e-09,1.206118e-08,3.221262e-07,1.088846e-04
4.826250e-10,6.147115e-09,1.178537e-08,2.620024e-07,1.104652e-04
4.826500e-10,5.827239e-09,1.147175e-08,2.014434e-07,1.120891e-04
4.826750e-10,5.491140e-09,1.112173e-08,1.406968e-07,1.137581e-04
4.827000e-10,5.140332e-09,1.073686e-08,8.000992e-08,1.154735e-04
4.827250e-10,4.776321e-09,1.031883e-08,1.962848e-08,1.172371e-04
4.827500e-10,4.400761e-09,9.869453e-09,-4.020430e-08,1.190505e-04
4.827750e-10,4.015248e-09,9.390677e-09,-9.924874e-08,1.209155e-04
4.828000e-10,3.621468e-09,8.884548e-09,-1.572697e-07,1.228339e-04
4.828250e-10,3.221113e-09,8.353218e-09,-2.140374e-07,1.248076e-04
4.828500e-10,2.815869e-09,7.798932e-09,-2.693287e-07,1.268385e-04
4.828750e-10,2.407487e-09,7.224016e-09,-3.229275e-07,1.289286e-04
4.829000e-10,1.997664e-09,6.630872e-09,-3.746259e-07,1.310800e-04
4.829250e-10,1.588107e-09,6.021961e-09,-4.242252e-07,1.332949e-04
4.829500e-10,1.180531e-09,5.399798e-09,-4.715361e-07,1.355755e-04
4.829750e-10,7.766150e-10,4.766940e-09,-5.163801e-07,1.379241e-04
4.830000e-10,3.779800e-10,4.125973e-09,-5.585898e-07,1.403430e-04
4.830250e-10,-1.372578e-11,3.479504e-09,-5.980094e-07,1.428346e-04
4.830500e-10,-3.969414e-10,2.830148e-09,-6.344957e-07,1.454015e-04
4.830750e-10,-7.701535e-10,2.180521e-09,-6.679184e-07,1.480463e-04
4.831000e-10,-1.131870e-09,1.533223e-09,-6.981606e-07,1.507714e-04
4.831250e-10,-1.480700e-09,8.908355e-10,-7.251189e-07,1.535798e-04
4.831500e-10,-1.815274e-09,2.559040e-10,-7.487045e-07,1.564740e-04
4.831750e-10,-2.134342e-09,-3.690673e-10,-7.688426e-07,1.594569e-04
4.832000e-10,-2.436671e-09,-9.816280e-10,-7.854733e-07,1.625313e-04
4.832250e-10,-2.721180e-09,-1.579390e-09,-7.985514e-07,1.657003e-04
4.832500e-10,-2.986789e-09,-2.160036e-09,-8.080466e-07,1.689666e-04
4.832750e-10,-3.232567e-09,-2.721331e-09,-8.139435e-07,1.723334e-04
4.833000e-10,-3.457660e-09,-3.261129e-09,-8.162417e-07,1.758035e-04
4.833250e-10,-3.661286e-09,-3.777378e-09,-8.149554e-07,1.793800e-04
4.833500e-10,-3.842772e-09,-4.268135e-09,-8.101136e-07,1.830659e-04
4.833750e-10,-4.001543e-09,-4.731568e-09,-8.017598e-07,1.868642e-04
4.834000e-10,-4.137128e-09,-5.165962e-09,-7.899513e-07,1.907779e-04
4.834250e-10,-4.249138e-09,-5.569729e-09,-7.747596e-07,1.948099e-04
4.834500e-10,-4.337298e-09,-5.941411e-09,-7.562693e-07,1.989631e-04
4.834750e-10,-4.401441e-09,-6.279686e-09,-7.345781e-07,2.032402e-04
4.835000e-10,-4.441459e-09,-6.583372e-09,-7.097962e-07,2.076438e-04
4.835250e-10,-4.457404e-09,-6.851433e-09,-6.820457e-07,2.121765e-04
4.835500e-10,-4.449382e-09,-7.082980e-09,-6.514598e-07,2.168406e-04
4.835750e-10,-4.417607e-09,-7.277272e-09,-6.181828e-07,2.216381e-04
4.836000e-10,-4.362403e-09,-7.433725e-09,-5.823685e-07,2.265710e-04
4.836250e-10,-4.284156e-09,-7.551908e-09,-5.441802e-07,2.316408e-04
4.836500e-10,-4.183391e-09,-7.631545e-09,-5.037899e-07,2.368486e-04
4.836750e-10,-4.060653e-09,-7.672516e-09,-4.613770e-07,2.421954e-04
4.837000e-10,-3.916652e-09,-7.674857e-09,-4.171280e-07,2.476815e-04
4.837250e-10,-3.752107e-09,-7.638759e-09,-3.712354e-07,2.533068e-04
4.837500e-10,-3.567863e-09,-7.564566e-09,-3.238970e-07,2.590704e-04
4.837750e-10,-3.364813e-09,-7.452773e-09,-2.753150e-07,2.649712e-04
4.838000e-10,-3.143944e-09,-7.304024e-09,-2.256948e-07,2.710069e-04
4.838250e-10,-2.906266e-09,-7.119109e-09,-1.752448e-07,2.771747e-04
4.838500e-10,-2.652907e-09,-6.898958e-09,-1.241747e-07,2.834710e-04
4.838750e-10,-2.384991e-09,-6.644640e-09,-7.269513e-08,2.898910e-04
4.839000e-10,-2.103742e-09,-6.357355e-09,-2.101671e-08,2.964289e-04
4.839250e-10,-1.810400e-09,-6.038431e-09,3.065101e-08,3.030781e-04
4.839500e-10,-1.506248e-09,-5.689315e-09,8.210036e-08,3.098304e-04
4.839750e-10,-1.192618e-09,-5.311572e-09,1.331263e-07,3.166766e-04
4.840000e-10,-8.708503e-10,-4.906870e-09,1.835275e-07,3.236059e-04
4.840250e-10,-5.423308e-10,-4.476981e-09,2.331068e-07,3.306065e-04
4.840500e-10,-2.084382e-10,-4.023769e-09,2.816722e-07,3.376646e-04
4.840750e-10,1.294165e-10,-3.549180e-09,3.290379e-07,3.447653e-04
4.841000e-10,4.698316e-10,-3.055240e-09,3.750244e-07,3.518919e-04
4.841250e-10,8.114018e-10,-2.544039e-09,4.194597e-07,3.590260e-04
4.841500e-10,1.152721e-09,-2.017729e-09,4.621798e-07,3.661479e-04
4.841750e-10,1.492402e-09,-1.478507e-09,5.030292e-07,3.732361e-04
4.842000e-10,1.829075e-09,-9.286148e-10,5.418616e-07,3.802675e-04
4.842250e-10,2.161395e-09,-3.703204e-10,5.785406e-07,3.872176e-04
4.842500e-10,2.488037e-09,1.940852e-10,6.129396e-07,3.940604e-04
4.842750e-10,2.807723e-09,7.623008e-10,6.449430e-07,4.007687e-04
4.843000e-10,3.119216e-09,1.332023e-09,6.744459e-07,4.073138e-04
4.843250e-10,3.421284e-09,1.900958e-09,7.013549e-07,4.136664e-04
4.843500e-10,3.712822e-09,2.466829e-09,7.255882e-07,4.197960e-04
4.843750e-10,3.992698e-09,3.027388e-09,7.470756e-07,4.256716e-04
4.844000e-10,4.259882e-09,3.580421e-09,7.657591e-07,4.312619e-04
4.844250e-10,4.513414e-09,4.123764e-09,7.815929e-07,4.365353e-04
4.844500e-10,4.752359e-09,4.655304e-09,7.945431e-07,4.414605e-04
4.844750e-10,4.975900e-09,5.172995e-09,8.045883e-07,4.460065e-04
4.845000e-10,5.183263e-09,5.674862e-09,8.117189e-07,4.501431e-04
4.845250e-10,5.373736e-09,6.159007e-09,8.159376e-07,4.538412e-04
4.845500e-10,5.546742e-09,6.623624e-09,8.172590e-07,4.570728e-04
4.845750e-10,5.701726e-09,7.066999e-09,8.157094e-07,4.598118e-04
4.846000e-10,5.838240e-09,7.487520e-09,8.113265e-07,4.620340e-04
4.846250e-10,5.955920e-09,7.883681e-09,8.041592e-07,4.637172e-04
4.846500e-10,6.054486e-09,8.254092e-09,7.942672e-07,4.648419e-04
4.846750e-10,6.133735e-09,8.597478e-09,7.817208e-07,4.653911e-04
4.847000e-10,6.193557e-09,8.912690e-09,7.666003e-07,4.653508e-04
4.847250e-10,6.233930e-09,9.198702e-09,7.489955e-07,4.647102e-04
4.847500e-10,6.254900e-09,9.454622e-09,7.290054e-07,4.634614e-04
4.847750e-10,6.256619e-09,9.679688e-09,7.067375e-07,4.616002e-04
4.848000e-10,6.239303e-09,9.873273e-09,6.823073e-07,4.591256e-04
4.848250e-10,6.203256e-09,1.003489e-08,6.558376e-07,4.560401e-04
4.848500e-10,6.148856e-09,1.016418e-08,6.274583e-07,4.523497e-04
4.848750e-10,6.076568e-09,1.026093e-08,5.973051e-07,4.480640e-04
4.849000e-10,5.986898e-09,1.032507e-08,5.655194e-07,4.431959e-04
4.849250e-10,5.880470e-09,1.035665e-08,5.322475e-07,4.377617e-04
4.849500e-10,5.757932e-09,1.035586e-08,4.976395e-07,4.317808e-04
4.849750e-10,5.620011e-09,1.032302e-08,4.618493e-07,4.252759e-04
4.850000e-10,5.467490e-09,1.025859e-08,4.250334e-07,4.182726e-04
4.850250e-10,5.301204e-09,1.016315e-08,3.873502e-07,4.107993e-04
4.850500e-10,5.122042e-09,1.003740e-08,3.489597e-07,4.028869e-04
4.850750e-10,4.930927e-09,9.882153e-09,3.100222e-07,3.945689e-04
4.851000e-10,4.728826e-09,9.698343e-09,2.706981e-07,3.858808e-04
4.851250e-10,4.516766e-09,9.487008e-09,2.311469e-07,3.768599e-04
4.851500e-10,4.295734e-09,9.249286e-09,1.915269e-07,3.675454e-04
4.851750e-10,4.066835e-09,8.986412e-09,1.519938e-07,3.579777e-04
4.852000e-10,3.831092e-09,8.699711e-09,1.127011e-07,3.481984e-04
4.852250e-10,3.589638e-09,8.390587e-09,7.379834e-08,3.382501e-04
4.852500e-10,3.343548e-09,8.060521e-09,3.543140e-08,3.281758e-04
4.852750e-10,3.093920e-09,7.711061e-09,-2.258591e-09,3.180189e-04
4.853000e-10,2.841847e-09,7.343816e-09,-3.913561e-08,3.078228e-04
4.853250e-10,2.588425e-09,6.960447e-09,-7.506934e-08,2.976308e-04
4.853500e-10,2.334730e-09,6.562658e-09,-1.099356e-07,2.874855e-04
4.853750e-10,2.081809e-09,6.152192e-09,-1.436170e-07,2.774289e-04
4.854000e-10,1.830717e-09,5.730821e-09,-1.760030e-07,2.675020e-04
4.854250e-10,1.582447e-09,5.300335e-09,-2.069906e-07,2.577445e-04
4.854500e-10,1.337982e-09,4.862539e-09,-2.364848e-07,2.481949e-04
4.854750e-10,1.098280e-09,4.419245e-09,-2.643984e-07,2.388898e-04
4.855000e-10,8.642219e-10,3.972258e-09,-2.906529e-07,2.298640e-04
4.855250e-10,6.366931e-10,3.523375e-09,-3.151783e-07,2.211504e-04
4.855500e-10,4.165015e-10,3.074375e-09,-3.379135e-07,2.127797e-04
4.855750e-10,2.044223e-10,2.627013e-09,-3.588064e-07,2.047804e-04
4.856000e-10,1.160281e-12,2.183009e-09,-3.778139e-07,1.971783e-04
4.856250e-10,-1.925903e-10,1.744046e-09,-3.949022e-07,1.899969e-04
4.856500e-10,-3.762619e-10,1.311760e-09,-4.100466e-07,1.832572e-04
4.856750e-10,-5.492635e-10,8.877362e-10,-4.232318e-07,1.769773e-04
4.857000e-10,-7.111269e-10,4.735007e-10,-4.344514e-07,1.711726e-04
4.857250e-10,-8.614110e-10,7.051641e-11,-4.437082e-07,1.658559e-04
4.857500e-10,-9.997535e-10,-3.198234e-10,-4.510139e-07,1.610372e-04
4.857750e-10,-1.125825e-09,-6.961992e-10,-4.563889e-07,1.567236e-04
4.858000e-10,-1.239410e-09,-1.057370e-09,-4.598622e-07,1.529194e-04
4.858250e-10,-1.340291e-09,-1.402179e-09,-4.614712e-07,1.496264e-04
4.858500e-10,-1.428366e-09,-1.729554e-09,-4.612612e-07,1.468435e-04
4.858750e-10,-1.503577e-09,-2.038515e-09,-4.592852e-07,1.445669e-04
4.859000e-10,-1.565901e-09,-2.328174e-09,-4.556038e-07,1.427904e-04
4.859250e-10,-1.615429e-09,-2.597741e-09,-4.502843e-07,1.415051e-04
4.859500e-10,-1.652250e-09,-2.846522e-09,-4.434011e-07,1.406995e-04
4.859750e-10,-1.676562e-09,-3.073923e-09,-4.350343e-07,1.403601e-04
4.860000e-10,-1.688580e-09,-3.279454e-09,-4.252701e-07,1.404708e-04
4.860250e-10,-1.688590e-09,-3.462723e-09,-4.142000e-07,1.410133e-04
4.860500e-10,-1.676946e-09,-3.623444e-09,-4.019202e-07,1.419676e-04
4.860750e-10,-1.654010e-09,-3.761433e-09,-3.885314e-07,1.433113e-04
4.861000e-10,-1.620219e-09,-3.876609e-09,-3.741381e-07,1.450205e-04
4.861250e-10,-1.576058e-09,-3.968991e-09,-3.588479e-07,1.470695e-04
4.861500e-10,-1.522044e-09,-4.038702e-09,-3.427716e-07,1.494312e-04
4.861750e-10,-1.458726e-09,-4.085961e-09,-3.260220e-07,1.520768e-04
4.862000e-10,-1.386701e-09,-4.111087e-09,-3.087136e-07,1.549768e-04
4.862250e-10,-1.306594e-09,-4.114492e-09,-2.909621e-07,1.581002e-04
4.862500e-10,-1.219061e-09,-4.096683e-09,-2.728841e-07,1.614155e-04
4.862750e-10,-1.124786e-09,-4.058253e-09,-2.545961e-07,1.648903e-04
4.863000e-10,-1.024473e-09,-3.999886e-09,-2.362141e-07,1.684918e-04
4.863250e-10,-9.188456e-10,-3.922343e-09,-2.178535e-07,1.721871e-04
4.863500e-10,-8.086486e-10,-3.826468e-09,-1.996279e-07,1.759430e-04
4.863750e-10,-6.946444e-10,-3.713176e-09,-1.816492e-07,1.797265e-04
4.864000e-10,-5.775875e-10,-3.583456e-09,-1.640269e-07,1.835050e-04
4.864250e-10,-4.582697e-10,-3.438359e-09,-1.468676e-07,1.872463e-04
4.864500e-10,-3.374460e-10,-3.278995e-09,-1.302746e-07,1.909191e-04
4.864750e-10,-2.159228e-10,-3.106531e-09,-1.143472e-07,1.944930e-04
4.865000e-10,-9.444236e-11,-2.922184e-09,-9.918105e-08,1.979385e-04
4.865250e-10,2.619657e-11,-2.727212e-09,-8.486684e-08,2.012278e-04
4.865500e-10,1.452566e-10,-2.522914e-09,-7.149059e-08,2.043341e-04
4.865750e-10,2.619698e-10,-2.310617e-09,-5.913304e-08,2.072326e-04
4.866000e-10,3.756193e-10,-2.091678e-09,-4.786944e-08,2.099001e-04
4.866250e-10,4.854962e-10,-1.867473e-09,-3.776923e-08,2.123152e-04
4.866500e-10,5.908795e-10,-1.639390e-09,-2.889583e-08,2.144587e-04
4.866750e-10,6.911412e-10,-1.408827e-09,-2.130639e-08,2.163135e-04
4.867000e-10,7.856072e-10,-1.177181e-09,-1.505161e-08,2.178645e-04
4.867250e-10,8.736749e-10,-9.458484e-10,-1.017559e-08,2.190991e-04
4.867500e-10,9.547672e-10,-7.162108e-10,-6.715714e-09,2.200067e-04
4.867750e-10,1.028332e-09,-4.896349e-10,-4.702525e-09,2.205794e-04
4.868000e-10,1.093869e-09,-2.674649e-10,-4.159683e-09,2.208114e-04
4.868250e-10,1.150883e-09,-5.101657e-11,-5.103916e-09,2.206993e-04
4.868500e-10,1.198958e-09,1.584288e-10,-7.545023e-09,2.202420e-04
4.868750e-10,1.237698e-09,3.596286e-10,-1.148590e-08,2.194408e-04
4.869000e-10,1.266749e-09,5.513854e-10,-1.692258e-08,2.182991e-04
4.869250e-10,1.285807e-09,7.325510e-10,-2.384434e-08,2.168226e-04
4.869500e-10,1.294608e-09,9.020317e-10,-3.223378e-08,2.150191e-04
4.869750e-10,1.292937e-09,1.058793e-09,-4.206700e-08,2.128983e-04
4.870000e-10,1.280632e-09,1.201862e-09,-5.331372e-08,2.104719e-04
4.870250e-10,1.257566e-09,1.330335e-09,-6.593751e-08,2.077536e-04
4.870500e-10,1.223654e-09,1.443376e-09,-7.989596e-08,2.047585e-04
4.870750e-10,1.178880e-09,1.540224e-09,-9.514097e-08,2.015035e-04
4.871000e-10,1.123258e-09,1.620195e-09,-1.116189e-07,1.980068e-04
4.871250e-10,1.056852e-09,1.682683e-09,-1.292710e-07,1.942880e-04
4.871500e-10,9.797791e-10,1.727163e-09,-1.480336e-07,1.903679e-04
4.871750e-10,8.921807e-10,1.753193e-09,-1.678385e-07,1.862683e-04
4.872000e-10,7.942766e-10,1.760414e-09,-1.886129e-07,1.820118e-04
4.872250e-10,6.862863e-10,1.748554e-09,-2.102806e-07,1.776218e-04
4.872500e-10,5.685142e-10,1.717425e-09,-2.327614e-07,1.731222e-04
4.872750e-10,4.412826e-10,1.666924e-09,-2.559720e-07,1.685375e-04
4.873000e-10,3.049266e-10,1.597036e-09,-2.798264e-07,1.638922e-04
4.873250e-10,1.598830e-10,1.507827e-09,-3.042359e-07,1.592110e-04
4.873500e-10,6.549885e-12,1.399451e-09,-3.291097e-07,1.545187e-04
4.873750e-10,-1.545767e-10,1.272142e-09,-3.543556e-07,1.498396e-04
4.874000e-10,-3.230314e-10,1.126215e-09,-3.798797e-07,1.451979e-04
4.874250e-10,-4.982708e-10,9.620630e-10,-4.055872e-07,1.406171e-04
4.874500e-10,-6.797680e-10,7.801572e-10,-4.313829e-07,1.361202e-04
4.874750e-10,-8.669449e-10,5.810412e-10,-4.571714e-07,1.317294e-04
4.875000e-10,-1.059211e-09,3.653294e-10,-4.828572e-07,1.274659e-04
4.875250e-10,-1.255970e-09,1.337038e-10,-5.083456e-07,1.233499e-04
4.875500e-10,-1.456604e-09,-1.130896e-10,-5.335427e-07,1.194006e-04
4.875750e-10,-1.660470e-09,-3.742450e-10,-5.583559e-07,1.156357e-04
4.876000e-10,-1.866957e-09,-6.488998e-10,-5.826943e-07,1.120717e-04
4.876250e-10,-2.075402e-09,-9.361396e-10,-6.064686e-07,1.087237e-04
4.876500e-10,-2.285155e-09,-1.235002e-09,-6.295920e-07,1.056051e-04
4.876750e-10,-2.495588e-09,-1.544481e-09,-6.519801e-07,1.027280e-04
4.877000e-10,-2.706054e-09,-1.863533e-09,-6.735515e-07,1.001027e-04
4.877250e-10,-2.915900e-09,-2.191077e-09,-6.942276e-07,9.773773e-05
4.877500e-10,-3.124514e-09,-2.526007e-09,-7.139335e-07,9.564005e-05
4.877750e-10,-3.331269e-09,-2.867187e-09,-7.325975e-07,9.381483e-05
4.878000e-10,-3.535551e-09,-3.213466e-09,-7.501521e-07,9.226549e-05
4.878250e-10,-3.736777e-09,-3.563675e-09,-7.665335e-07,9.099370e-05
4.878500e-10,-3.934364e-09,-3.916634e-09,-7.816822e-07,8.999940e-05
4.878750e-10,-4.127764e-09,-4.271159e-09,-7.955432e-07,8.928077e-05
4.879000e-10,-4.316429e-09,-4.626064e-09,-8.080658e-07,8.883436e-05
4.879250e-10,-4.499853e-09,-4.980167e-09,-8.192040e-07,8.865503e-05
4.879500e-10,-4.677534e-09,-5.332293e-09,-8.289166e-07,8.873608e-05
4.879750e-10,-4.849022e-09,-5.681280e-09,-8.371672e-07,8.906925e-05
4.880000e-10,-5.013862e-09,-6.025982e-09,-8.439242e-07,8.964486e-05
4.880250e-10,-5.171654e-09,-6.365275e-09,-8.491612e-07,9.045180e-05
4.880500e-10,-5.322007e-09,-6.698059e-09,-8.528566e-07,9.147772e-05
4.880750e-10,-5.464563e-09,-7.023261e-09,-8.549937e-07,9.270905e-05
4.881000e-10,-5.599011e-09,-7.339842e-09,-8.555612e-07,9.413113e-05
4.881250e-10,-5.725037e-09,-7.646796e-09,-8.545523e-07,9.572831e-05
4.881500e-10,-5.842391e-09,-7.943160e-09,-8.519654e-07,9.748408e-05
