time,"P(A)","P(B)","P(C)","P(Q)"
3.590500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.590750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.591000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.591250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.591500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.591750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.592000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.592250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.592500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.592750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.593000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.593250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.593500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.593750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.594000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.594250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.594500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.594750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.595000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.595250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.595500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.595750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.596000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.596250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.596500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.596750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.597000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.597250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.597500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.597750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.598000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.598250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.598500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.598750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.599000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.599250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.599500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.599750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.600000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.600250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.600500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.600750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.601000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.601250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.601500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.601750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.602000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.602250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.602500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.602750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.603000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.603250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.603500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.603750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.604000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.604250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.604500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.604750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.605000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.605250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.605500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.605750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.606000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.606250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.606500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.606750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.607000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.607250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.607500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.607750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.608000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.608250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.608500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.608750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.609000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.609250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.609500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.609750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.610000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.610250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.610500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.610750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.611000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.611250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.611500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.611750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.612000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.612250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.612500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.612750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.613000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.613250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.613500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.613750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.614000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.614250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.614500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.614750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.615000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.615250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.615500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.615750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.616000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.616250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.616500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.616750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.617000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.617250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.617500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.617750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.618000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.618250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.618500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.618750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.619000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.619250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.619500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.619750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.620000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.620250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.620500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.620750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.621000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.621250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.621500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.621750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.622000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.622250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.622500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.622750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.623000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.623250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.623500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.623750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.624000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.624250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.624500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.624750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.625000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.625250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.625500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.625750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.626000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.626250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.626500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.626750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.627000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.627250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.627500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.627750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.628000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.628250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.628500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.628750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.629000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.629250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.629500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.629750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.630000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.630250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.630500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.630750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.631000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.631250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.631500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.631750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.632000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.632250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.632500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.632750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.633000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.633250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.633500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.633750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.634000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.634250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.634500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.634750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.635000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.635250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.635500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.635750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.636000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.636250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.636500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.636750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.637000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.637250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.637500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.637750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.638000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.638250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.638500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.638750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.639000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.639250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.639500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.639750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.640000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.640250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.640500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.640750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.641000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.641250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.641500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.641750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.642000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.642250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.642500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.642750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.643000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.643250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.643500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.643750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.644000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.644250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.644500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.644750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.645000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.645250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.645500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.645750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.646000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.646250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.646500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.646750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.647000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.647250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.647500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.647750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.648000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.648250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.648500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.648750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.649000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.649250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.649500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.649750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.650000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.650250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.650500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.650750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.651000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.651250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.651500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.651750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.652000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.652250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.652500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.652750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.653000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.653250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.653500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.653750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.654000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.654250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.654500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.654750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.655000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.655250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.655500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.655750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.656000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.656250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.656500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.656750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.657000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.657250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.657500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.657750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.658000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.658250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.658500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.658750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.659000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.659250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.659500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.659750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.660000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.660250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.660500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.660750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.661000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.661250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.661500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.661750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.662000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.662250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.662500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.662750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.663000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.663250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.663500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.663750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.664000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.664250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.664500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.664750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.665000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.665250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.665500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.665750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.666000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.666250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.666500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.666750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.667000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.667250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.667500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.667750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.668000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.668250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.668500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.668750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.669000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.669250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.669500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.669750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.670000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.670250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.670500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.670750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.671000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.671250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.671500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.671750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.672000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.672250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.672500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.672750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.673000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.673250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.673500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.673750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.674000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.674250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.674500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.674750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.675000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.675250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.675500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.675750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.676000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.676250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.676500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.676750e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.677000e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.677250e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
3.677500e-10,7.311640e+00,7.595132e+00,7.595132e+00,1.071456e+00
