time,"P(A)","P(B)","P(CLK)","P(ROUT)"
2.299500e-10,1.402048e+01,1.385347e+01,1.838426e+01,5.870804e+00
2.299750e-10,1.400667e+01,1.385652e+01,1.838236e+01,5.889625e+00
2.300000e-10,1.399304e+01,1.385967e+01,1.838191e+01,5.908639e+00
2.300250e-10,1.397960e+01,1.386289e+01,1.838283e+01,5.927819e+00
2.300500e-10,1.396639e+01,1.386619e+01,1.838500e+01,5.947139e+00
2.300750e-10,1.395342e+01,1.386954e+01,1.838833e+01,5.966570e+00
2.301000e-10,1.394073e+01,1.387295e+01,1.839270e+01,5.986083e+00
2.301250e-10,1.392833e+01,1.387639e+01,1.839797e+01,6.005647e+00
2.301500e-10,1.391627e+01,1.387986e+01,1.840400e+01,6.025232e+00
2.301750e-10,1.390457e+01,1.388334e+01,1.841067e+01,6.044806e+00
2.302000e-10,1.389329e+01,1.388683e+01,1.841781e+01,6.064336e+00
2.302250e-10,1.388248e+01,1.389030e+01,1.842529e+01,6.083791e+00
2.302500e-10,1.387217e+01,1.389376e+01,1.843297e+01,6.103139e+00
2.302750e-10,1.386244e+01,1.389719e+01,1.844069e+01,6.122348e+00
2.303000e-10,1.385335e+01,1.390058e+01,1.844833e+01,6.141386e+00
2.303250e-10,1.384495e+01,1.390391e+01,1.845574e+01,6.160223e+00
2.303500e-10,1.383733e+01,1.390719e+01,1.846280e+01,6.178828e+00
2.303750e-10,1.383055e+01,1.391039e+01,1.846940e+01,6.197173e+00
2.304000e-10,1.382470e+01,1.391351e+01,1.847543e+01,6.215229e+00
2.304250e-10,1.381984e+01,1.391654e+01,1.848080e+01,6.232969e+00
2.304500e-10,1.381606e+01,1.391947e+01,1.848541e+01,6.250367e+00
2.304750e-10,1.381343e+01,1.392229e+01,1.848921e+01,6.267399e+00
2.305000e-10,1.381203e+01,1.392500e+01,1.849214e+01,6.284043e+00
2.305250e-10,1.381192e+01,1.392758e+01,1.849416e+01,6.300277e+00
2.305500e-10,1.381318e+01,1.393003e+01,1.849525e+01,6.316082e+00
2.305750e-10,1.381585e+01,1.393235e+01,1.849539e+01,6.331440e+00
2.306000e-10,1.382000e+01,1.393453e+01,1.849460e+01,6.346337e+00
2.306250e-10,1.382566e+01,1.393655e+01,1.849288e+01,6.360757e+00
2.306500e-10,1.383286e+01,1.393843e+01,1.849029e+01,6.374691e+00
2.306750e-10,1.384163e+01,1.394015e+01,1.848686e+01,6.388128e+00
2.307000e-10,1.385196e+01,1.394171e+01,1.848267e+01,6.401061e+00
2.307250e-10,1.386386e+01,1.394311e+01,1.847779e+01,6.413486e+00
2.307500e-10,1.387729e+01,1.394434e+01,1.847231e+01,6.425399e+00
2.307750e-10,1.389222e+01,1.394541e+01,1.846632e+01,6.436800e+00
2.308000e-10,1.390861e+01,1.394632e+01,1.845994e+01,6.447692e+00
2.308250e-10,1.392637e+01,1.394705e+01,1.845327e+01,6.458077e+00
2.308500e-10,1.394543e+01,1.394762e+01,1.844645e+01,6.467961e+00
2.308750e-10,1.396568e+01,1.394803e+01,1.843961e+01,6.477354e+00
2.309000e-10,1.398702e+01,1.394827e+01,1.843287e+01,6.486266e+00
2.309250e-10,1.400932e+01,1.394835e+01,1.842636e+01,6.494708e+00
2.309500e-10,1.403244e+01,1.394828e+01,1.842023e+01,6.502696e+00
2.309750e-10,1.405622e+01,1.394804e+01,1.841460e+01,6.510245e+00
2.310000e-10,1.408051e+01,1.394766e+01,1.840961e+01,6.517375e+00
2.310250e-10,1.410512e+01,1.394713e+01,1.840538e+01,6.524103e+00
2.310500e-10,1.412990e+01,1.394646e+01,1.840204e+01,6.530453e+00
2.310750e-10,1.415465e+01,1.394565e+01,1.839969e+01,6.536446e+00
2.311000e-10,1.417919e+01,1.394471e+01,1.839845e+01,6.542106e+00
2.311250e-10,1.420333e+01,1.394365e+01,1.839841e+01,6.547459e+00
2.311500e-10,1.422688e+01,1.394247e+01,1.839965e+01,6.552531e+00
2.311750e-10,1.424967e+01,1.394118e+01,1.840225e+01,6.557349e+00
2.312000e-10,1.427151e+01,1.393979e+01,1.840627e+01,6.561941e+00
2.312250e-10,1.429224e+01,1.393831e+01,1.841175e+01,6.566335e+00
2.312500e-10,1.431169e+01,1.393674e+01,1.841874e+01,6.570559e+00
2.312750e-10,1.432971e+01,1.393509e+01,1.842725e+01,6.574642e+00
2.313000e-10,1.434617e+01,1.393337e+01,1.843727e+01,6.578614e+00
2.313250e-10,1.436094e+01,1.393159e+01,1.844881e+01,6.582502e+00
2.313500e-10,1.437392e+01,1.392977e+01,1.846184e+01,6.586336e+00
2.313750e-10,1.438501e+01,1.392790e+01,1.847631e+01,6.590142e+00
2.314000e-10,1.439415e+01,1.392599e+01,1.849217e+01,6.593950e+00
2.314250e-10,1.440128e+01,1.392407e+01,1.850935e+01,6.597784e+00
2.314500e-10,1.440636e+01,1.392213e+01,1.852777e+01,6.601670e+00
2.314750e-10,1.440939e+01,1.392019e+01,1.854732e+01,6.605634e+00
2.315000e-10,1.441038e+01,1.391825e+01,1.856791e+01,6.609698e+00
2.315250e-10,1.440936e+01,1.391633e+01,1.858941e+01,6.613885e+00
2.315500e-10,1.440637e+01,1.391444e+01,1.861169e+01,6.618215e+00
2.315750e-10,1.440149e+01,1.391257e+01,1.863462e+01,6.622706e+00
2.316000e-10,1.439480e+01,1.391075e+01,1.865805e+01,6.627378e+00
2.316250e-10,1.438641e+01,1.390897e+01,1.868182e+01,6.632245e+00
2.316500e-10,1.437645e+01,1.390726e+01,1.870578e+01,6.637321e+00
2.316750e-10,1.436506e+01,1.390561e+01,1.872978e+01,6.642618e+00
2.317000e-10,1.435238e+01,1.390403e+01,1.875365e+01,6.648147e+00
2.317250e-10,1.433859e+01,1.390254e+01,1.877723e+01,6.653916e+00
2.317500e-10,1.432386e+01,1.390113e+01,1.880037e+01,6.659930e+00
2.317750e-10,1.430837e+01,1.389982e+01,1.882291e+01,6.666196e+00
2.318000e-10,1.429230e+01,1.389861e+01,1.884469e+01,6.672714e+00
2.318250e-10,1.427586e+01,1.389750e+01,1.886557e+01,6.679485e+00
2.318500e-10,1.425924e+01,1.389651e+01,1.888541e+01,6.686508e+00
2.318750e-10,1.424261e+01,1.389563e+01,1.890409e+01,6.693779e+00
2.319000e-10,1.422618e+01,1.389487e+01,1.892147e+01,6.701294e+00
2.319250e-10,1.421012e+01,1.389423e+01,1.893745e+01,6.709045e+00
2.319500e-10,1.419459e+01,1.389372e+01,1.895192e+01,6.717024e+00
2.319750e-10,1.417977e+01,1.389333e+01,1.896480e+01,6.725221e+00
2.320000e-10,1.416580e+01,1.389308e+01,1.897600e+01,6.733622e+00
2.320250e-10,1.415282e+01,1.389296e+01,1.898546e+01,6.742217e+00
2.320500e-10,1.414094e+01,1.389297e+01,1.899312e+01,6.750989e+00
2.320750e-10,1.413027e+01,1.389311e+01,1.899896e+01,6.759923e+00
2.321000e-10,1.412089e+01,1.389338e+01,1.900293e+01,6.769002e+00
2.321250e-10,1.411287e+01,1.389379e+01,1.900502e+01,6.778208e+00
2.321500e-10,1.410625e+01,1.389433e+01,1.900524e+01,6.787523e+00
2.321750e-10,1.410108e+01,1.389499e+01,1.900360e+01,6.796926e+00
2.322000e-10,1.409736e+01,1.389578e+01,1.900012e+01,6.806397e+00
2.322250e-10,1.409508e+01,1.389669e+01,1.899484e+01,6.815916e+00
2.322500e-10,1.409423e+01,1.389771e+01,1.898782e+01,6.825461e+00
2.322750e-10,1.409476e+01,1.389886e+01,1.897912e+01,6.835011e+00
2.323000e-10,1.409663e+01,1.390011e+01,1.896882e+01,6.844544e+00
2.323250e-10,1.409976e+01,1.390147e+01,1.895701e+01,6.854038e+00
2.323500e-10,1.410409e+01,1.390293e+01,1.894379e+01,6.863471e+00
2.323750e-10,1.410952e+01,1.390448e+01,1.892926e+01,6.872822e+00
2.324000e-10,1.411595e+01,1.390612e+01,1.891355e+01,6.882069e+00
2.324250e-10,1.412329e+01,1.390785e+01,1.889678e+01,6.891191e+00
2.324500e-10,1.413142e+01,1.390965e+01,1.887910e+01,6.900168e+00
2.324750e-10,1.414024e+01,1.391152e+01,1.886063e+01,6.908980e+00
2.325000e-10,1.414963e+01,1.391345e+01,1.884153e+01,6.917606e+00
2.325250e-10,1.415947e+01,1.391543e+01,1.882194e+01,6.926030e+00
2.325500e-10,1.416967e+01,1.391747e+01,1.880202e+01,6.934232e+00
2.325750e-10,1.418010e+01,1.391954e+01,1.878193e+01,6.942195e+00
2.326000e-10,1.419067e+01,1.392165e+01,1.876181e+01,6.949905e+00
2.326250e-10,1.420127e+01,1.392378e+01,1.874181e+01,6.957345e+00
2.326500e-10,1.421182e+01,1.392593e+01,1.872209e+01,6.964502e+00
2.326750e-10,1.422222e+01,1.392809e+01,1.870278e+01,6.971364e+00
2.327000e-10,1.423240e+01,1.393025e+01,1.868403e+01,6.977919e+00
2.327250e-10,1.424229e+01,1.393241e+01,1.866596e+01,6.984157e+00
2.327500e-10,1.425181e+01,1.393455e+01,1.864870e+01,6.990070e+00
2.327750e-10,1.426092e+01,1.393667e+01,1.863236e+01,6.995649e+00
2.328000e-10,1.426957e+01,1.393877e+01,1.861703e+01,7.000890e+00
2.328250e-10,1.427772e+01,1.394083e+01,1.860282e+01,7.005788e+00
2.328500e-10,1.428532e+01,1.394285e+01,1.858979e+01,7.010340e+00
2.328750e-10,1.429237e+01,1.394482e+01,1.857802e+01,7.014544e+00
2.329000e-10,1.429883e+01,1.394673e+01,1.856756e+01,7.018401e+00
2.329250e-10,1.430469e+01,1.394859e+01,1.855844e+01,7.021912e+00
2.329500e-10,1.430995e+01,1.395037e+01,1.855071e+01,7.025081e+00
2.329750e-10,1.431458e+01,1.395209e+01,1.854436e+01,7.027912e+00
2.330000e-10,1.431860e+01,1.395373e+01,1.853940e+01,7.030412e+00
2.330250e-10,1.432200e+01,1.395528e+01,1.853582e+01,7.032588e+00
2.330500e-10,1.432478e+01,1.395675e+01,1.853360e+01,7.034449e+00
2.330750e-10,1.432694e+01,1.395812e+01,1.853269e+01,7.036006e+00
2.331000e-10,1.432849e+01,1.395941e+01,1.853305e+01,7.037271e+00
2.331250e-10,1.432943e+01,1.396059e+01,1.853462e+01,7.038257e+00
2.331500e-10,1.432976e+01,1.396167e+01,1.853733e+01,7.038979e+00
2.331750e-10,1.432949e+01,1.396264e+01,1.854110e+01,7.039451e+00
2.332000e-10,1.432861e+01,1.396351e+01,1.854586e+01,7.039692e+00
2.332250e-10,1.432712e+01,1.396428e+01,1.855150e+01,7.039718e+00
2.332500e-10,1.432503e+01,1.396493e+01,1.855792e+01,7.039548e+00
2.332750e-10,1.432233e+01,1.396547e+01,1.856503e+01,7.039202e+00
2.333000e-10,1.431901e+01,1.396590e+01,1.857271e+01,7.038699e+00
2.333250e-10,1.431508e+01,1.396622e+01,1.858086e+01,7.038062e+00
2.333500e-10,1.431052e+01,1.396642e+01,1.858936e+01,7.037310e+00
2.333750e-10,1.430533e+01,1.396652e+01,1.859811e+01,7.036465e+00
2.334000e-10,1.429951e+01,1.396651e+01,1.860699e+01,7.035551e+00
2.334250e-10,1.429305e+01,1.396639e+01,1.861591e+01,7.034587e+00
2.334500e-10,1.428595e+01,1.396616e+01,1.862475e+01,7.033598e+00
2.334750e-10,1.427822e+01,1.396583e+01,1.863342e+01,7.032605e+00
2.335000e-10,1.426986e+01,1.396540e+01,1.864183e+01,7.031630e+00
2.335250e-10,1.426088e+01,1.396487e+01,1.864989e+01,7.030694e+00
2.335500e-10,1.425128e+01,1.396424e+01,1.865752e+01,7.029818e+00
2.335750e-10,1.424110e+01,1.396352e+01,1.866466e+01,7.029025e+00
2.336000e-10,1.423035e+01,1.396272e+01,1.867124e+01,7.028332e+00
2.336250e-10,1.421906e+01,1.396183e+01,1.867722e+01,7.027760e+00
2.336500e-10,1.420727e+01,1.396086e+01,1.868254e+01,7.027327e+00
2.336750e-10,1.419504e+01,1.395982e+01,1.868720e+01,7.027051e+00
2.337000e-10,1.418240e+01,1.395871e+01,1.869115e+01,7.026948e+00
2.337250e-10,1.416942e+01,1.395754e+01,1.869440e+01,7.027033e+00
2.337500e-10,1.415616e+01,1.395630e+01,1.869694e+01,7.027321e+00
2.337750e-10,1.414271e+01,1.395502e+01,1.869879e+01,7.027825e+00
2.338000e-10,1.412915e+01,1.395368e+01,1.869997e+01,7.028555e+00
2.338250e-10,1.411556e+01,1.395231e+01,1.870051e+01,7.029523e+00
2.338500e-10,1.410204e+01,1.395090e+01,1.870045e+01,7.030737e+00
2.338750e-10,1.408869e+01,1.394945e+01,1.869984e+01,7.032204e+00
2.339000e-10,1.407562e+01,1.394799e+01,1.869874e+01,7.033931e+00
2.339250e-10,1.406293e+01,1.394651e+01,1.869722e+01,7.035921e+00
2.339500e-10,1.405075e+01,1.394502e+01,1.869534e+01,7.038178e+00
2.339750e-10,1.403918e+01,1.394352e+01,1.869318e+01,7.040703e+00
2.340000e-10,1.402833e+01,1.394202e+01,1.869082e+01,7.043496e+00
2.340250e-10,1.401833e+01,1.394053e+01,1.868836e+01,7.046555e+00
2.340500e-10,1.400928e+01,1.393905e+01,1.868587e+01,7.049878e+00
2.340750e-10,1.400129e+01,1.393759e+01,1.868345e+01,7.053459e+00
2.341000e-10,1.399445e+01,1.393616e+01,1.868119e+01,7.057293e+00
2.341250e-10,1.398887e+01,1.393475e+01,1.867918e+01,7.061372e+00
2.341500e-10,1.398463e+01,1.393339e+01,1.867751e+01,7.065689e+00
2.341750e-10,1.398180e+01,1.393206e+01,1.867626e+01,7.070233e+00
2.342000e-10,1.398045e+01,1.393077e+01,1.867552e+01,7.074994e+00
2.342250e-10,1.398064e+01,1.392954e+01,1.867536e+01,7.079959e+00
2.342500e-10,1.398240e+01,1.392837e+01,1.867586e+01,7.085116e+00
2.342750e-10,1.398576e+01,1.392725e+01,1.867709e+01,7.090450e+00
2.343000e-10,1.399073e+01,1.392619e+01,1.867910e+01,7.095946e+00
2.343250e-10,1.399731e+01,1.392521e+01,1.868194e+01,7.101590e+00
2.343500e-10,1.400548e+01,1.392429e+01,1.868567e+01,7.107364e+00
2.343750e-10,1.401519e+01,1.392345e+01,1.869031e+01,7.113252e+00
2.344000e-10,1.402641e+01,1.392269e+01,1.869590e+01,7.119236e+00
2.344250e-10,1.403906e+01,1.392200e+01,1.870244e+01,7.125298e+00
2.344500e-10,1.405306e+01,1.392140e+01,1.870995e+01,7.131420e+00
2.344750e-10,1.406832e+01,1.392088e+01,1.871842e+01,7.137584e+00
2.345000e-10,1.408472e+01,1.392044e+01,1.872784e+01,7.143770e+00
2.345250e-10,1.410215e+01,1.392009e+01,1.873818e+01,7.149960e+00
2.345500e-10,1.412047e+01,1.391983e+01,1.874942e+01,7.156134e+00
2.345750e-10,1.413955e+01,1.391966e+01,1.876152e+01,7.162275e+00
2.346000e-10,1.415921e+01,1.391957e+01,1.877441e+01,7.168363e+00
2.346250e-10,1.417932e+01,1.391957e+01,1.878805e+01,7.174381e+00
2.346500e-10,1.419971e+01,1.391966e+01,1.880237e+01,7.180309e+00
2.346750e-10,1.422021e+01,1.391984e+01,1.881729e+01,7.186130e+00
2.347000e-10,1.424066e+01,1.392010e+01,1.883274e+01,7.191827e+00
2.347250e-10,1.426089e+01,1.392045e+01,1.884862e+01,7.197384e+00
2.347500e-10,1.428073e+01,1.392087e+01,1.886485e+01,7.202783e+00
2.347750e-10,1.430003e+01,1.392138e+01,1.888134e+01,7.208010e+00
2.348000e-10,1.431863e+01,1.392196e+01,1.889798e+01,7.213050e+00
2.348250e-10,1.433639e+01,1.392262e+01,1.891467e+01,7.217888e+00
2.348500e-10,1.435316e+01,1.392335e+01,1.893132e+01,7.222512e+00
2.348750e-10,1.436882e+01,1.392415e+01,1.894781e+01,7.226909e+00
2.349000e-10,1.438326e+01,1.392502e+01,1.896406e+01,7.231068e+00
2.349250e-10,1.439637e+01,1.392595e+01,1.897995e+01,7.234978e+00
2.349500e-10,1.440806e+01,1.392693e+01,1.899539e+01,7.238630e+00
2.349750e-10,1.441826e+01,1.392797e+01,1.901029e+01,7.242016e+00
2.350000e-10,1.442691e+01,1.392906e+01,1.902455e+01,7.245129e+00
2.350250e-10,1.443396e+01,1.393020e+01,1.903809e+01,7.247962e+00
2.350500e-10,1.443940e+01,1.393137e+01,1.905082e+01,7.250511e+00
2.350750e-10,1.444320e+01,1.393259e+01,1.906267e+01,7.252771e+00
2.351000e-10,1.444536e+01,1.393383e+01,1.907356e+01,7.254741e+00
2.351250e-10,1.444592e+01,1.393511e+01,1.908343e+01,7.256419e+00
2.351500e-10,1.444491e+01,1.393641e+01,1.909222e+01,7.257805e+00
2.351750e-10,1.444237e+01,1.393772e+01,1.909988e+01,7.258899e+00
2.352000e-10,1.443837e+01,1.393905e+01,1.910637e+01,7.259705e+00
2.352250e-10,1.443298e+01,1.394039e+01,1.911165e+01,7.260225e+00
2.352500e-10,1.442629e+01,1.394173e+01,1.911569e+01,7.260465e+00
2.352750e-10,1.441841e+01,1.394307e+01,1.911847e+01,7.260431e+00
2.353000e-10,1.440942e+01,1.394440e+01,1.911997e+01,7.260129e+00
2.353250e-10,1.439946e+01,1.394573e+01,1.912020e+01,7.259568e+00
2.353500e-10,1.438864e+01,1.394703e+01,1.911914e+01,7.258757e+00
2.353750e-10,1.437708e+01,1.394833e+01,1.911681e+01,7.257706e+00
2.354000e-10,1.436491e+01,1.394959e+01,1.911322e+01,7.256427e+00
2.354250e-10,1.435226e+01,1.395083e+01,1.910839e+01,7.254933e+00
2.354500e-10,1.433925e+01,1.395204e+01,1.910235e+01,7.253236e+00
2.354750e-10,1.432601e+01,1.395321e+01,1.909514e+01,7.251350e+00
2.355000e-10,1.431266e+01,1.395435e+01,1.908679e+01,7.249291e+00
2.355250e-10,1.429932e+01,1.395544e+01,1.907736e+01,7.247074e+00
2.355500e-10,1.428610e+01,1.395648e+01,1.906688e+01,7.244716e+00
2.355750e-10,1.427309e+01,1.395748e+01,1.905541e+01,7.242232e+00
2.356000e-10,1.426040e+01,1.395843e+01,1.904303e+01,7.239641e+00
2.356250e-10,1.424809e+01,1.395932e+01,1.902978e+01,7.236959e+00
2.356500e-10,1.423626e+01,1.396015e+01,1.901573e+01,7.234206e+00
2.356750e-10,1.422495e+01,1.396092e+01,1.900096e+01,7.231398e+00
2.357000e-10,1.421421e+01,1.396164e+01,1.898553e+01,7.228555e+00
2.357250e-10,1.420410e+01,1.396229e+01,1.896953e+01,7.225695e+00
2.357500e-10,1.419463e+01,1.396288e+01,1.895303e+01,7.222836e+00
2.357750e-10,1.418581e+01,1.396340e+01,1.893610e+01,7.219995e+00
2.358000e-10,1.417766e+01,1.396385e+01,1.891882e+01,7.217192e+00
2.358250e-10,1.417018e+01,1.396424e+01,1.890127e+01,7.214443e+00
2.358500e-10,1.416334e+01,1.396456e+01,1.888354e+01,7.211767e+00
2.358750e-10,1.415712e+01,1.396482e+01,1.886570e+01,7.209178e+00
2.359000e-10,1.415149e+01,1.396500e+01,1.884782e+01,7.206695e+00
2.359250e-10,1.414642e+01,1.396512e+01,1.882998e+01,7.204332e+00
2.359500e-10,1.414186e+01,1.396517e+01,1.881226e+01,7.202103e+00
2.359750e-10,1.413777e+01,1.396515e+01,1.879472e+01,7.200024e+00
2.360000e-10,1.413409e+01,1.396507e+01,1.877745e+01,7.198107e+00
2.360250e-10,1.413077e+01,1.396493e+01,1.876051e+01,7.196364e+00
2.360500e-10,1.412777e+01,1.396472e+01,1.874396e+01,7.194808e+00
2.360750e-10,1.412502e+01,1.396445e+01,1.872787e+01,7.193447e+00
2.361000e-10,1.412248e+01,1.396412e+01,1.871229e+01,7.192291e+00
2.361250e-10,1.412010e+01,1.396373e+01,1.869730e+01,7.191349e+00
2.361500e-10,1.411784e+01,1.396329e+01,1.868293e+01,7.190628e+00
2.361750e-10,1.411566e+01,1.396280e+01,1.866925e+01,7.190133e+00
2.362000e-10,1.411352e+01,1.396225e+01,1.865630e+01,7.189869e+00
2.362250e-10,1.411139e+01,1.396166e+01,1.864412e+01,7.189840e+00
2.362500e-10,1.410926e+01,1.396102e+01,1.863277e+01,7.190048e+00
2.362750e-10,1.410711e+01,1.396034e+01,1.862228e+01,7.190495e+00
2.363000e-10,1.410493e+01,1.395962e+01,1.861269e+01,7.191180e+00
2.363250e-10,1.410272e+01,1.395886e+01,1.860404e+01,7.192102e+00
2.363500e-10,1.410049e+01,1.395807e+01,1.859635e+01,7.193260e+00
2.363750e-10,1.409824e+01,1.395725e+01,1.858965e+01,7.194650e+00
2.364000e-10,1.409600e+01,1.395641e+01,1.858398e+01,7.196267e+00
2.364250e-10,1.409379e+01,1.395554e+01,1.857935e+01,7.198106e+00
2.364500e-10,1.409164e+01,1.395465e+01,1.857580e+01,7.200161e+00
2.364750e-10,1.408958e+01,1.395375e+01,1.857333e+01,7.202424e+00
2.365000e-10,1.408765e+01,1.395283e+01,1.857196e+01,7.204886e+00
2.365250e-10,1.408590e+01,1.395190e+01,1.857171e+01,7.207540e+00
2.365500e-10,1.408437e+01,1.395097e+01,1.857260e+01,7.210374e+00
2.365750e-10,1.408309e+01,1.395004e+01,1.857462e+01,7.213379e+00
2.366000e-10,1.408212e+01,1.394910e+01,1.857778e+01,7.216542e+00
2.366250e-10,1.408149e+01,1.394818e+01,1.858210e+01,7.219851e+00
2.366500e-10,1.408126e+01,1.394726e+01,1.858756e+01,7.223294e+00
2.366750e-10,1.408146e+01,1.394635e+01,1.859418e+01,7.226858e+00
2.367000e-10,1.408212e+01,1.394545e+01,1.860193e+01,7.230529e+00
2.367250e-10,1.408328e+01,1.394458e+01,1.861082e+01,7.234293e+00
2.367500e-10,1.408498e+01,1.394372e+01,1.862082e+01,7.238136e+00
2.367750e-10,1.408722e+01,1.394289e+01,1.863193e+01,7.242044e+00
2.368000e-10,1.409004e+01,1.394208e+01,1.864413e+01,7.246001e+00
2.368250e-10,1.409343e+01,1.394130e+01,1.865739e+01,7.249993e+00
2.368500e-10,1.409742e+01,1.394055e+01,1.867168e+01,7.254005e+00
2.368750e-10,1.410198e+01,1.393984e+01,1.868697e+01,7.258023e+00
2.369000e-10,1.410713e+01,1.393916e+01,1.870324e+01,7.262030e+00
2.369250e-10,1.411284e+01,1.393852e+01,1.872043e+01,7.266014e+00
2.369500e-10,1.411909e+01,1.393792e+01,1.873850e+01,7.269959e+00
2.369750e-10,1.412586e+01,1.393736e+01,1.875741e+01,7.273852e+00
2.370000e-10,1.413310e+01,1.393684e+01,1.877710e+01,7.277677e+00
2.370250e-10,1.414080e+01,1.393637e+01,1.879752e+01,7.281423e+00
2.370500e-10,1.414889e+01,1.393594e+01,1.881860e+01,7.285076e+00
2.370750e-10,1.415733e+01,1.393556e+01,1.884028e+01,7.288623e+00
2.371000e-10,1.416608e+01,1.393523e+01,1.886250e+01,7.292053e+00
2.371250e-10,1.417507e+01,1.393494e+01,1.888518e+01,7.295353e+00
2.371500e-10,1.418426e+01,1.393471e+01,1.890825e+01,7.298513e+00
2.371750e-10,1.419357e+01,1.393452e+01,1.893162e+01,7.301523e+00
2.372000e-10,1.420296e+01,1.393438e+01,1.895523e+01,7.304374e+00
2.372250e-10,1.421237e+01,1.393429e+01,1.897898e+01,7.307055e+00
2.372500e-10,1.422173e+01,1.393425e+01,1.900278e+01,7.309561e+00
2.372750e-10,1.423099e+01,1.393426e+01,1.902657e+01,7.311882e+00
2.373000e-10,1.424010e+01,1.393432e+01,1.905023e+01,7.314013e+00
2.373250e-10,1.424900e+01,1.393442e+01,1.907370e+01,7.315948e+00
2.373500e-10,1.425764e+01,1.393457e+01,1.909687e+01,7.317683e+00
2.373750e-10,1.426599e+01,1.393476e+01,1.911966e+01,7.319214e+00
2.374000e-10,1.427399e+01,1.393500e+01,1.914198e+01,7.320537e+00
2.374250e-10,1.428162e+01,1.393528e+01,1.916375e+01,7.321651e+00
2.374500e-10,1.428883e+01,1.393561e+01,1.918487e+01,7.322554e+00
2.374750e-10,1.429561e+01,1.393597e+01,1.920526e+01,7.323247e+00
2.375000e-10,1.430193e+01,1.393637e+01,1.922484e+01,7.323729e+00
2.375250e-10,1.430777e+01,1.393681e+01,1.924353e+01,7.324004e+00
2.375500e-10,1.431313e+01,1.393729e+01,1.926126e+01,7.324072e+00
2.375750e-10,1.431798e+01,1.393779e+01,1.927794e+01,7.323938e+00
2.376000e-10,1.432233e+01,1.393833e+01,1.929350e+01,7.323605e+00
2.376250e-10,1.432618e+01,1.393890e+01,1.930789e+01,7.323079e+00
2.376500e-10,1.432953e+01,1.393949e+01,1.932104e+01,7.322366e+00
2.376750e-10,1.433238e+01,1.394011e+01,1.933289e+01,7.321473e+00
2.377000e-10,1.433474e+01,1.394075e+01,1.934339e+01,7.320406e+00
2.377250e-10,1.433663e+01,1.394140e+01,1.935249e+01,7.319174e+00
2.377500e-10,1.433804e+01,1.394208e+01,1.936015e+01,7.317786e+00
2.377750e-10,1.433899e+01,1.394277e+01,1.936634e+01,7.316251e+00
2.378000e-10,1.433949e+01,1.394348e+01,1.937102e+01,7.314580e+00
2.378250e-10,1.433956e+01,1.394419e+01,1.937417e+01,7.312783e+00
2.378500e-10,1.433919e+01,1.394492e+01,1.937578e+01,7.310872e+00
2.378750e-10,1.433840e+01,1.394565e+01,1.937584e+01,7.308857e+00
2.379000e-10,1.433719e+01,1.394638e+01,1.937434e+01,7.306751e+00
2.379250e-10,1.433557e+01,1.394711e+01,1.937129e+01,7.304566e+00
2.379500e-10,1.433353e+01,1.394785e+01,1.936671e+01,7.302315e+00
2.379750e-10,1.433108e+01,1.394857e+01,1.936061e+01,7.300010e+00
2.380000e-10,1.432820e+01,1.394930e+01,1.935301e+01,7.297665e+00
2.380250e-10,1.432490e+01,1.395001e+01,1.934397e+01,7.295292e+00
2.380500e-10,1.432116e+01,1.395072e+01,1.933351e+01,7.292904e+00
2.380750e-10,1.431696e+01,1.395141e+01,1.932170e+01,7.290515e+00
2.381000e-10,1.431231e+01,1.395209e+01,1.930859e+01,7.288137e+00
2.381250e-10,1.430717e+01,1.395276e+01,1.929424e+01,7.285782e+00
2.381500e-10,1.430154e+01,1.395340e+01,1.927873e+01,7.283465e+00
2.381750e-10,1.429540e+01,1.395403e+01,1.926215e+01,7.281195e+00
2.382000e-10,1.428873e+01,1.395464e+01,1.924457e+01,7.278986e+00
2.382250e-10,1.428151e+01,1.395522e+01,1.922610e+01,7.276849e+00
2.382500e-10,1.427374e+01,1.395579e+01,1.920683e+01,7.274794e+00
2.382750e-10,1.426540e+01,1.395632e+01,1.918687e+01,7.272833e+00
2.383000e-10,1.425648e+01,1.395683e+01,1.916633e+01,7.270975e+00
2.383250e-10,1.424699e+01,1.395731e+01,1.914531e+01,7.269229e+00
2.383500e-10,1.423691e+01,1.395777e+01,1.912395e+01,7.267604e+00
2.383750e-10,1.422627e+01,1.395819e+01,1.910234e+01,7.266109e+00
2.384000e-10,1.421506e+01,1.395859e+01,1.908063e+01,7.264750e+00
2.384250e-10,1.420332e+01,1.395895e+01,1.905892e+01,7.263534e+00
2.384500e-10,1.419107e+01,1.395928e+01,1.903734e+01,7.262466e+00
2.384750e-10,1.417835e+01,1.395958e+01,1.901601e+01,7.261552e+00
2.385000e-10,1.416520e+01,1.395985e+01,1.899504e+01,7.260797e+00
2.385250e-10,1.415166e+01,1.396009e+01,1.897455e+01,7.260203e+00
2.385500e-10,1.413781e+01,1.396029e+01,1.895465e+01,7.259772e+00
2.385750e-10,1.412372e+01,1.396046e+01,1.893545e+01,7.259508e+00
2.386000e-10,1.410945e+01,1.396060e+01,1.891705e+01,7.259410e+00
2.386250e-10,1.409509e+01,1.396071e+01,1.889953e+01,7.259479e+00
2.386500e-10,1.408074e+01,1.396078e+01,1.888300e+01,7.259715e+00
