time,"P(R1|XSINKOUTQ)"
8.108000e-11,9.474933e-01
8.109000e-11,9.474933e-01
8.110000e-11,9.474934e-01
8.111000e-11,9.474935e-01
8.112000e-11,9.474936e-01
8.113000e-11,9.474937e-01
8.114000e-11,9.474937e-01
8.115000e-11,9.474938e-01
8.116000e-11,9.474939e-01
8.117000e-11,9.474940e-01
8.118000e-11,9.474940e-01
8.119000e-11,9.474941e-01
8.120000e-11,9.474942e-01
8.121000e-11,9.474943e-01
8.122000e-11,9.474943e-01
8.123000e-11,9.474944e-01
8.124000e-11,9.474945e-01
8.125000e-11,9.474946e-01
8.126000e-11,9.474946e-01
8.127000e-11,9.474947e-01
8.128000e-11,9.474948e-01
8.129000e-11,9.474949e-01
8.130000e-11,9.474949e-01
8.131000e-11,9.474950e-01
8.132000e-11,9.474951e-01
8.133000e-11,9.474952e-01
8.134000e-11,9.474953e-01
8.135000e-11,9.474953e-01
8.136000e-11,9.474954e-01
8.137000e-11,9.474955e-01
8.138000e-11,9.474956e-01
8.139000e-11,9.474956e-01
8.140000e-11,9.474957e-01
8.141000e-11,9.474958e-01
8.142000e-11,9.474959e-01
8.143000e-11,9.474959e-01
8.144000e-11,9.474960e-01
8.145000e-11,9.474961e-01
8.146000e-11,9.474962e-01
8.147000e-11,9.474962e-01
8.148000e-11,9.474963e-01
8.149000e-11,9.474964e-01
8.150000e-11,9.474965e-01
8.151000e-11,9.474965e-01
8.152000e-11,9.474966e-01
8.153000e-11,9.474967e-01
8.154000e-11,9.474968e-01
8.155000e-11,9.474968e-01
8.156000e-11,9.474969e-01
8.157000e-11,9.474970e-01
8.158000e-11,9.474971e-01
8.159000e-11,9.474971e-01
8.160000e-11,9.474972e-01
8.161000e-11,9.474973e-01
8.162000e-11,9.474974e-01
8.163000e-11,9.474974e-01
8.164000e-11,9.474975e-01
8.165000e-11,9.474976e-01
8.166000e-11,9.474977e-01
8.167000e-11,9.474977e-01
8.168000e-11,9.474978e-01
8.169000e-11,9.474979e-01
8.170000e-11,9.474979e-01
8.171000e-11,9.474980e-01
8.172000e-11,9.474981e-01
8.173000e-11,9.474982e-01
8.174000e-11,9.474982e-01
8.175000e-11,9.474983e-01
8.176000e-11,9.474984e-01
8.177000e-11,9.474985e-01
8.178000e-11,9.474985e-01
8.179000e-11,9.474986e-01
8.180000e-11,9.474987e-01
8.181000e-11,9.474988e-01
8.182000e-11,9.474988e-01
8.183000e-11,9.474989e-01
8.184000e-11,9.474990e-01
8.185000e-11,9.474991e-01
8.186000e-11,9.474991e-01
8.187000e-11,9.474992e-01
8.188000e-11,9.474993e-01
8.189000e-11,9.474994e-01
8.190000e-11,9.474994e-01
8.191000e-11,9.474995e-01
8.192000e-11,9.474996e-01
8.193000e-11,9.474996e-01
8.194000e-11,9.474997e-01
8.195000e-11,9.474998e-01
8.196000e-11,9.474999e-01
8.197000e-11,9.474999e-01
8.198000e-11,9.475000e-01
8.199000e-11,9.475001e-01
8.200000e-11,9.475002e-01
8.201000e-11,9.475002e-01
8.202000e-11,9.475003e-01
8.203000e-11,9.475004e-01
8.204000e-11,9.475005e-01
8.205000e-11,9.475005e-01
8.206000e-11,9.475006e-01
8.207000e-11,9.475007e-01
8.208000e-11,9.475007e-01
8.209000e-11,9.475008e-01
8.210000e-11,9.475009e-01
8.211000e-11,9.475010e-01
8.212000e-11,9.475010e-01
8.213000e-11,9.475011e-01
8.214000e-11,9.475012e-01
8.215000e-11,9.475013e-01
8.216000e-11,9.475013e-01
8.217000e-11,9.475014e-01
8.218000e-11,9.475015e-01
8.219000e-11,9.475015e-01
8.220000e-11,9.475016e-01
8.221000e-11,9.475017e-01
8.222000e-11,9.475018e-01
8.223000e-11,9.475018e-01
8.224000e-11,9.475019e-01
8.225000e-11,9.475020e-01
8.226000e-11,9.475021e-01
8.227000e-11,9.475021e-01
8.228000e-11,9.475022e-01
8.229000e-11,9.475023e-01
8.230000e-11,9.475023e-01
8.231000e-11,9.475024e-01
8.232000e-11,9.475025e-01
8.233000e-11,9.475026e-01
8.234000e-11,9.475026e-01
8.235000e-11,9.475027e-01
8.236000e-11,9.475028e-01
8.237000e-11,9.475028e-01
8.238000e-11,9.475029e-01
8.239000e-11,9.475030e-01
8.240000e-11,9.475031e-01
8.241000e-11,9.475031e-01
8.242000e-11,9.475032e-01
8.243000e-11,9.475033e-01
8.244000e-11,9.475033e-01
8.245000e-11,9.475034e-01
8.246000e-11,9.475035e-01
8.247000e-11,9.475036e-01
8.248000e-11,9.475036e-01
8.249000e-11,9.475037e-01
8.250000e-11,9.475038e-01
8.251000e-11,9.475038e-01
8.252000e-11,9.475039e-01
8.253000e-11,9.475040e-01
8.254000e-11,9.475041e-01
8.255000e-11,9.475041e-01
8.256000e-11,9.475042e-01
8.257000e-11,9.475043e-01
8.258000e-11,9.475043e-01
8.259000e-11,9.475044e-01
8.260000e-11,9.475045e-01
8.261000e-11,9.475046e-01
8.262000e-11,9.475046e-01
8.263000e-11,9.475047e-01
8.264000e-11,9.475048e-01
8.265000e-11,9.475048e-01
8.266000e-11,9.475049e-01
8.267000e-11,9.475050e-01
8.268000e-11,9.475051e-01
8.269000e-11,9.475051e-01
8.270000e-11,9.475052e-01
8.271000e-11,9.475053e-01
8.272000e-11,9.475053e-01
8.273000e-11,9.475054e-01
8.274000e-11,9.475055e-01
8.275000e-11,9.475055e-01
8.276000e-11,9.475056e-01
8.277000e-11,9.475057e-01
8.278000e-11,9.475058e-01
8.279000e-11,9.475058e-01
8.280000e-11,9.475059e-01
8.281000e-11,9.475060e-01
8.282000e-11,9.475060e-01
8.283000e-11,9.475061e-01
8.284000e-11,9.475062e-01
8.285000e-11,9.475062e-01
8.286000e-11,9.475063e-01
8.287000e-11,9.475064e-01
8.288000e-11,9.475065e-01
8.289000e-11,9.475065e-01
8.290000e-11,9.475066e-01
8.291000e-11,9.475067e-01
8.292000e-11,9.475067e-01
8.293000e-11,9.475068e-01
8.294000e-11,9.475069e-01
8.295000e-11,9.475069e-01
8.296000e-11,9.475070e-01
8.297000e-11,9.475071e-01
8.298000e-11,9.475072e-01
8.299000e-11,9.475072e-01
8.300000e-11,9.475073e-01
8.301000e-11,9.475074e-01
8.302000e-11,9.475074e-01
8.303000e-11,9.475075e-01
8.304000e-11,9.475076e-01
8.305000e-11,9.475076e-01
8.306000e-11,9.475077e-01
8.307000e-11,9.475078e-01
8.308000e-11,9.475079e-01
8.309000e-11,9.475079e-01
8.310000e-11,9.475080e-01
8.311000e-11,9.475081e-01
8.312000e-11,9.475081e-01
8.313000e-11,9.475082e-01
8.314000e-11,9.475083e-01
8.315000e-11,9.475083e-01
8.316000e-11,9.475084e-01
8.317000e-11,9.475085e-01
8.318000e-11,9.475085e-01
8.319000e-11,9.475086e-01
8.320000e-11,9.475087e-01
8.321000e-11,9.475087e-01
8.322000e-11,9.475088e-01
8.323000e-11,9.475089e-01
8.324000e-11,9.475090e-01
8.325000e-11,9.475090e-01
8.326000e-11,9.475091e-01
8.327000e-11,9.475092e-01
8.328000e-11,9.475092e-01
8.329000e-11,9.475093e-01
8.330000e-11,9.475094e-01
8.331000e-11,9.475094e-01
8.332000e-11,9.475095e-01
8.333000e-11,9.475096e-01
8.334000e-11,9.475096e-01
8.335000e-11,9.475097e-01
8.336000e-11,9.475098e-01
8.337000e-11,9.475098e-01
8.338000e-11,9.475099e-01
8.339000e-11,9.475100e-01
8.340000e-11,9.475100e-01
8.341000e-11,9.475101e-01
8.342000e-11,9.475102e-01
8.343000e-11,9.475103e-01
8.344000e-11,9.475103e-01
8.345000e-11,9.475104e-01
8.346000e-11,9.475105e-01
8.347000e-11,9.475105e-01
8.348000e-11,9.475106e-01
8.349000e-11,9.475107e-01
8.350000e-11,9.475107e-01
8.351000e-11,9.475108e-01
8.352000e-11,9.475109e-01
8.353000e-11,9.475109e-01
8.354000e-11,9.475110e-01
8.355000e-11,9.475111e-01
8.356000e-11,9.475111e-01
8.357000e-11,9.475112e-01
8.358000e-11,9.475113e-01
8.359000e-11,9.475113e-01
8.360000e-11,9.475114e-01
8.361000e-11,9.475115e-01
8.362000e-11,9.475115e-01
8.363000e-11,9.475116e-01
8.364000e-11,9.475117e-01
8.365000e-11,9.475117e-01
8.366000e-11,9.475118e-01
8.367000e-11,9.475119e-01
8.368000e-11,9.475119e-01
8.369000e-11,9.475120e-01
8.370000e-11,9.475121e-01
8.371000e-11,9.475121e-01
8.372000e-11,9.475122e-01
8.373000e-11,9.475123e-01
8.374000e-11,9.475123e-01
8.375000e-11,9.475124e-01
8.376000e-11,9.475125e-01
8.377000e-11,9.475125e-01
8.378000e-11,9.475126e-01
8.379000e-11,9.475127e-01
8.380000e-11,9.475127e-01
8.381000e-11,9.475128e-01
8.382000e-11,9.475129e-01
8.383000e-11,9.475129e-01
8.384000e-11,9.475130e-01
8.385000e-11,9.475131e-01
8.386000e-11,9.475131e-01
8.387000e-11,9.475132e-01
8.388000e-11,9.475133e-01
8.389000e-11,9.475133e-01
8.390000e-11,9.475134e-01
8.391000e-11,9.475135e-01
8.392000e-11,9.475135e-01
8.393000e-11,9.475136e-01
8.394000e-11,9.475137e-01
8.395000e-11,9.475137e-01
8.396000e-11,9.475138e-01
8.397000e-11,9.475139e-01
8.398000e-11,9.475139e-01
8.399000e-11,9.475140e-01
8.400000e-11,9.475141e-01
8.401000e-11,9.475141e-01
8.402000e-11,9.475142e-01
8.403000e-11,9.475143e-01
8.404000e-11,9.475143e-01
8.405000e-11,9.475144e-01
8.406000e-11,9.475145e-01
8.407000e-11,9.475145e-01
8.408000e-11,9.475146e-01
8.409000e-11,9.475147e-01
8.410000e-11,9.475147e-01
8.411000e-11,9.475148e-01
8.412000e-11,9.475149e-01
8.413000e-11,9.475149e-01
8.414000e-11,9.475150e-01
8.415000e-11,9.475151e-01
8.416000e-11,9.475151e-01
8.417000e-11,9.475152e-01
8.418000e-11,9.475153e-01
8.419000e-11,9.475153e-01
8.420000e-11,9.475154e-01
8.421000e-11,9.475155e-01
8.422000e-11,9.475155e-01
8.423000e-11,9.475156e-01
8.424000e-11,9.475157e-01
8.425000e-11,9.475157e-01
8.426000e-11,9.475158e-01
8.427000e-11,9.475158e-01
8.428000e-11,9.475159e-01
8.429000e-11,9.475160e-01
8.430000e-11,9.475160e-01
8.431000e-11,9.475161e-01
8.432000e-11,9.475162e-01
8.433000e-11,9.475162e-01
8.434000e-11,9.475163e-01
8.435000e-11,9.475164e-01
8.436000e-11,9.475164e-01
8.437000e-11,9.475165e-01
8.438000e-11,9.475166e-01
8.439000e-11,9.475166e-01
8.440000e-11,9.475167e-01
8.441000e-11,9.475168e-01
8.442000e-11,9.475168e-01
8.443000e-11,9.475169e-01
8.444000e-11,9.475170e-01
8.445000e-11,9.475170e-01
8.446000e-11,9.475171e-01
8.447000e-11,9.475171e-01
8.448000e-11,9.475172e-01
8.449000e-11,9.475173e-01
8.450000e-11,9.475173e-01
8.451000e-11,9.475174e-01
8.452000e-11,9.475175e-01
8.453000e-11,9.475175e-01
8.454000e-11,9.475176e-01
8.455000e-11,9.475177e-01
8.456000e-11,9.475177e-01
8.457000e-11,9.475178e-01
8.458000e-11,9.475179e-01
8.459000e-11,9.475179e-01
8.460000e-11,9.475180e-01
8.461000e-11,9.475180e-01
8.462000e-11,9.475181e-01
8.463000e-11,9.475182e-01
8.464000e-11,9.475182e-01
8.465000e-11,9.475183e-01
8.466000e-11,9.475184e-01
8.467000e-11,9.475184e-01
8.468000e-11,9.475185e-01
8.469000e-11,9.475186e-01
8.470000e-11,9.475186e-01
8.471000e-11,9.475187e-01
8.472000e-11,9.475188e-01
8.473000e-11,9.475188e-01
8.474000e-11,9.475189e-01
8.475000e-11,9.475189e-01
8.476000e-11,9.475190e-01
8.477000e-11,9.475191e-01
8.478000e-11,9.475191e-01
8.479000e-11,9.475192e-01
8.480000e-11,9.475193e-01
8.481000e-11,9.475193e-01
8.482000e-11,9.475194e-01
8.483000e-11,9.475194e-01
8.484000e-11,9.475195e-01
8.485000e-11,9.475196e-01
8.486000e-11,9.475196e-01
8.487000e-11,9.475197e-01
8.488000e-11,9.475198e-01
8.489000e-11,9.475198e-01
8.490000e-11,9.475199e-01
8.491000e-11,9.475200e-01
8.492000e-11,9.475200e-01
8.493000e-11,9.475201e-01
8.494000e-11,9.475201e-01
8.495000e-11,9.475202e-01
8.496000e-11,9.475203e-01
8.497000e-11,9.475203e-01
8.498000e-11,9.475204e-01
8.499000e-11,9.475205e-01
8.500000e-11,9.475205e-01
8.501000e-11,9.475206e-01
8.502000e-11,9.475206e-01
8.503000e-11,9.475207e-01
8.504000e-11,9.475208e-01
8.505000e-11,9.475208e-01
8.506000e-11,9.475209e-01
8.507000e-11,9.475210e-01
8.508000e-11,9.475210e-01
8.509000e-11,9.475211e-01
8.510000e-11,9.475211e-01
8.511000e-11,9.475212e-01
8.512000e-11,9.475213e-01
8.513000e-11,9.475213e-01
8.514000e-11,9.475214e-01
8.515000e-11,9.475215e-01
8.516000e-11,9.475215e-01
8.517000e-11,9.475216e-01
8.518000e-11,9.475216e-01
8.519000e-11,9.475217e-01
8.520000e-11,9.475218e-01
8.521000e-11,9.475218e-01
8.522000e-11,9.475219e-01
8.523000e-11,9.475220e-01
8.524000e-11,9.475220e-01
8.525000e-11,9.475221e-01
8.526000e-11,9.475221e-01
8.527000e-11,9.475222e-01
8.528000e-11,9.475223e-01
8.529000e-11,9.475223e-01
8.530000e-11,9.475224e-01
8.531000e-11,9.475225e-01
8.532000e-11,9.475225e-01
8.533000e-11,9.475226e-01
8.534000e-11,9.475226e-01
8.535000e-11,9.475227e-01
8.536000e-11,9.475228e-01
8.537000e-11,9.475228e-01
8.538000e-11,9.475229e-01
8.539000e-11,9.475229e-01
8.540000e-11,9.475230e-01
8.541000e-11,9.475231e-01
8.542000e-11,9.475231e-01
8.543000e-11,9.475232e-01
8.544000e-11,9.475233e-01
8.545000e-11,9.475233e-01
8.546000e-11,9.475234e-01
8.547000e-11,9.475234e-01
8.548000e-11,9.475235e-01
8.549000e-11,9.475236e-01
8.550000e-11,9.475236e-01
8.551000e-11,9.475237e-01
8.552000e-11,9.475237e-01
8.553000e-11,9.475238e-01
8.554000e-11,9.475239e-01
8.555000e-11,9.475239e-01
8.556000e-11,9.475240e-01
8.557000e-11,9.475241e-01
8.558000e-11,9.475241e-01
8.559000e-11,9.475242e-01
8.560000e-11,9.475242e-01
8.561000e-11,9.475243e-01
8.562000e-11,9.475244e-01
8.563000e-11,9.475244e-01
8.564000e-11,9.475245e-01
8.565000e-11,9.475245e-01
8.566000e-11,9.475246e-01
8.567000e-11,9.475247e-01
8.568000e-11,9.475247e-01
8.569000e-11,9.475248e-01
8.570000e-11,9.475248e-01
8.571000e-11,9.475249e-01
8.572000e-11,9.475250e-01
8.573000e-11,9.475250e-01
8.574000e-11,9.475251e-01
8.575000e-11,9.475251e-01
8.576000e-11,9.475252e-01
8.577000e-11,9.475253e-01
8.578000e-11,9.475253e-01
8.579000e-11,9.475254e-01
8.580000e-11,9.475254e-01
8.581000e-11,9.475255e-01
8.582000e-11,9.475256e-01
8.583000e-11,9.475256e-01
8.584000e-11,9.475257e-01
8.585000e-11,9.475258e-01
8.586000e-11,9.475258e-01
8.587000e-11,9.475259e-01
8.588000e-11,9.475259e-01
8.589000e-11,9.475260e-01
8.590000e-11,9.475261e-01
8.591000e-11,9.475261e-01
8.592000e-11,9.475262e-01
8.593000e-11,9.475262e-01
8.594000e-11,9.475263e-01
8.595000e-11,9.475264e-01
8.596000e-11,9.475264e-01
8.597000e-11,9.475265e-01
8.598000e-11,9.475265e-01
8.599000e-11,9.475266e-01
8.600000e-11,9.475267e-01
8.601000e-11,9.475267e-01
8.602000e-11,9.475268e-01
8.603000e-11,9.475268e-01
8.604000e-11,9.475269e-01
8.605000e-11,9.475269e-01
8.606000e-11,9.475270e-01
8.607000e-11,9.475271e-01
8.608000e-11,9.475271e-01
8.609000e-11,9.475272e-01
8.610000e-11,9.475272e-01
8.611000e-11,9.475273e-01
8.612000e-11,9.475274e-01
8.613000e-11,9.475274e-01
8.614000e-11,9.475275e-01
8.615000e-11,9.475275e-01
8.616000e-11,9.475276e-01
8.617000e-11,9.475277e-01
8.618000e-11,9.475277e-01
8.619000e-11,9.475278e-01
8.620000e-11,9.475278e-01
8.621000e-11,9.475279e-01
8.622000e-11,9.475280e-01
8.623000e-11,9.475280e-01
8.624000e-11,9.475281e-01
8.625000e-11,9.475281e-01
8.626000e-11,9.475282e-01
8.627000e-11,9.475283e-01
8.628000e-11,9.475283e-01
8.629000e-11,9.475284e-01
8.630000e-11,9.475284e-01
8.631000e-11,9.475285e-01
8.632000e-11,9.475285e-01
8.633000e-11,9.475286e-01
8.634000e-11,9.475287e-01
8.635000e-11,9.475287e-01
8.636000e-11,9.475288e-01
8.637000e-11,9.475288e-01
8.638000e-11,9.475289e-01
8.639000e-11,9.475290e-01
8.640000e-11,9.475290e-01
8.641000e-11,9.475291e-01
8.642000e-11,9.475291e-01
8.643000e-11,9.475292e-01
8.644000e-11,9.475292e-01
8.645000e-11,9.475293e-01
8.646000e-11,9.475294e-01
8.647000e-11,9.475294e-01
8.648000e-11,9.475295e-01
8.649000e-11,9.475295e-01
8.650000e-11,9.475296e-01
8.651000e-11,9.475297e-01
8.652000e-11,9.475297e-01
8.653000e-11,9.475298e-01
8.654000e-11,9.475298e-01
8.655000e-11,9.475299e-01
8.656000e-11,9.475299e-01
8.657000e-11,9.475300e-01
8.658000e-11,9.475301e-01
8.659000e-11,9.475301e-01
8.660000e-11,9.475302e-01
8.661000e-11,9.475302e-01
8.662000e-11,9.475303e-01
8.663000e-11,9.475304e-01
8.664000e-11,9.475304e-01
8.665000e-11,9.475305e-01
8.666000e-11,9.475305e-01
8.667000e-11,9.475306e-01
8.668000e-11,9.475306e-01
8.669000e-11,9.475307e-01
8.670000e-11,9.475308e-01
8.671000e-11,9.475308e-01
8.672000e-11,9.475309e-01
8.673000e-11,9.475309e-01
8.674000e-11,9.475310e-01
8.675000e-11,9.475310e-01
8.676000e-11,9.475311e-01
8.677000e-11,9.475312e-01
8.678000e-11,9.475312e-01
8.679000e-11,9.475313e-01
8.680000e-11,9.475313e-01
8.681000e-11,9.475314e-01
8.682000e-11,9.475314e-01
8.683000e-11,9.475315e-01
8.684000e-11,9.475316e-01
8.685000e-11,9.475316e-01
8.686000e-11,9.475317e-01
8.687000e-11,9.475317e-01
8.688000e-11,9.475318e-01
8.689000e-11,9.475318e-01
8.690000e-11,9.475319e-01
8.691000e-11,9.475320e-01
8.692000e-11,9.475320e-01
8.693000e-11,9.475321e-01
8.694000e-11,9.475321e-01
8.695000e-11,9.475322e-01
8.696000e-11,9.475322e-01
8.697000e-11,9.475323e-01
8.698000e-11,9.475324e-01
8.699000e-11,9.475324e-01
8.700000e-11,9.475325e-01
8.701000e-11,9.475325e-01
8.702000e-11,9.475326e-01
8.703000e-11,9.475326e-01
8.704000e-11,9.475327e-01
8.705000e-11,9.475328e-01
8.706000e-11,9.475328e-01
8.707000e-11,9.475329e-01
8.708000e-11,9.475329e-01
8.709000e-11,9.475330e-01
8.710000e-11,9.475330e-01
8.711000e-11,9.475331e-01
8.712000e-11,9.475332e-01
8.713000e-11,9.475332e-01
8.714000e-11,9.475333e-01
8.715000e-11,9.475333e-01
8.716000e-11,9.475334e-01
8.717000e-11,9.475334e-01
8.718000e-11,9.475335e-01
8.719000e-11,9.475335e-01
8.720000e-11,9.475336e-01
8.721000e-11,9.475337e-01
8.722000e-11,9.475337e-01
8.723000e-11,9.475338e-01
8.724000e-11,9.475338e-01
8.725000e-11,9.475339e-01
8.726000e-11,9.475339e-01
8.727000e-11,9.475340e-01
8.728000e-11,9.475341e-01
8.729000e-11,9.475341e-01
8.730000e-11,9.475342e-01
8.731000e-11,9.475342e-01
8.732000e-11,9.475343e-01
8.733000e-11,9.475343e-01
8.734000e-11,9.475344e-01
8.735000e-11,9.475344e-01
8.736000e-11,9.475345e-01
8.737000e-11,9.475346e-01
8.738000e-11,9.475346e-01
8.739000e-11,9.475347e-01
8.740000e-11,9.475347e-01
8.741000e-11,9.475348e-01
8.742000e-11,9.475348e-01
8.743000e-11,9.475349e-01
8.744000e-11,9.475349e-01
8.745000e-11,9.475350e-01
8.746000e-11,9.475351e-01
8.747000e-11,9.475351e-01
8.748000e-11,9.475352e-01
8.749000e-11,9.475352e-01
8.750000e-11,9.475353e-01
8.751000e-11,9.475353e-01
8.752000e-11,9.475354e-01
8.753000e-11,9.475354e-01
8.754000e-11,9.475355e-01
8.755000e-11,9.475356e-01
8.756000e-11,9.475356e-01
8.757000e-11,9.475357e-01
8.758000e-11,9.475357e-01
8.759000e-11,9.475358e-01
8.760000e-11,9.475358e-01
8.761000e-11,9.475359e-01
8.762000e-11,9.475359e-01
8.763000e-11,9.475360e-01
8.764000e-11,9.475361e-01
8.765000e-11,9.475361e-01
8.766000e-11,9.475362e-01
8.767000e-11,9.475362e-01
8.768000e-11,9.475363e-01
8.769000e-11,9.475363e-01
8.770000e-11,9.475364e-01
8.771000e-11,9.475364e-01
8.772000e-11,9.475365e-01
8.773000e-11,9.475365e-01
8.774000e-11,9.475366e-01
8.775000e-11,9.475367e-01
8.776000e-11,9.475367e-01
8.777000e-11,9.475368e-01
8.778000e-11,9.475368e-01
8.779000e-11,9.475369e-01
8.780000e-11,9.475369e-01
8.781000e-11,9.475370e-01
8.782000e-11,9.475370e-01
8.783000e-11,9.475371e-01
8.784000e-11,9.475371e-01
8.785000e-11,9.475372e-01
8.786000e-11,9.475373e-01
8.787000e-11,9.475373e-01
8.788000e-11,9.475374e-01
8.789000e-11,9.475374e-01
8.790000e-11,9.475375e-01
8.791000e-11,9.475375e-01
8.792000e-11,9.475376e-01
8.793000e-11,9.475376e-01
8.794000e-11,9.475377e-01
8.795000e-11,9.475377e-01
8.796000e-11,9.475378e-01
8.797000e-11,9.475379e-01
8.798000e-11,9.475379e-01
8.799000e-11,9.475380e-01
8.800000e-11,9.475380e-01
8.801000e-11,9.475381e-01
8.802000e-11,9.475381e-01
8.803000e-11,9.475382e-01
8.804000e-11,9.475382e-01
8.805000e-11,9.475383e-01
8.806000e-11,9.475383e-01
8.807000e-11,9.475384e-01
8.808000e-11,9.475384e-01
8.809000e-11,9.475385e-01
8.810000e-11,9.475386e-01
8.811000e-11,9.475386e-01
8.812000e-11,9.475387e-01
8.813000e-11,9.475387e-01
8.814000e-11,9.475388e-01
8.815000e-11,9.475388e-01
8.816000e-11,9.475389e-01
8.817000e-11,9.475389e-01
8.818000e-11,9.475390e-01
8.819000e-11,9.475390e-01
8.820000e-11,9.475391e-01
8.821000e-11,9.475391e-01
8.822000e-11,9.475392e-01
8.823000e-11,9.475392e-01
8.824000e-11,9.475393e-01
8.825000e-11,9.475394e-01
8.826000e-11,9.475394e-01
8.827000e-11,9.475395e-01
8.828000e-11,9.475395e-01
8.829000e-11,9.475396e-01
8.830000e-11,9.475396e-01
8.831000e-11,9.475397e-01
8.832000e-11,9.475397e-01
8.833000e-11,9.475398e-01
8.834000e-11,9.475398e-01
8.835000e-11,9.475399e-01
8.836000e-11,9.475399e-01
8.837000e-11,9.475400e-01
8.838000e-11,9.475400e-01
8.839000e-11,9.475401e-01
8.840000e-11,9.475401e-01
8.841000e-11,9.475402e-01
8.842000e-11,9.475403e-01
8.843000e-11,9.475403e-01
8.844000e-11,9.475404e-01
8.845000e-11,9.475404e-01
8.846000e-11,9.475405e-01
8.847000e-11,9.475405e-01
8.848000e-11,9.475406e-01
8.849000e-11,9.475406e-01
8.850000e-11,9.475407e-01
8.851000e-11,9.475407e-01
8.852000e-11,9.475408e-01
8.853000e-11,9.475408e-01
8.854000e-11,9.475409e-01
8.855000e-11,9.475409e-01
8.856000e-11,9.475410e-01
8.857000e-11,9.475410e-01
8.858000e-11,9.475411e-01
8.859000e-11,9.475411e-01
8.860000e-11,9.475412e-01
8.861000e-11,9.475413e-01
8.862000e-11,9.475413e-01
8.863000e-11,9.475414e-01
8.864000e-11,9.475414e-01
8.865000e-11,9.475415e-01
8.866000e-11,9.475415e-01
8.867000e-11,9.475416e-01
8.868000e-11,9.475416e-01
8.869000e-11,9.475417e-01
8.870000e-11,9.475417e-01
8.871000e-11,9.475418e-01
8.872000e-11,9.475418e-01
8.873000e-11,9.475419e-01
8.874000e-11,9.475419e-01
8.875000e-11,9.475420e-01
8.876000e-11,9.475420e-01
8.877000e-11,9.475421e-01
8.878000e-11,9.475421e-01
8.879000e-11,9.475422e-01
8.880000e-11,9.475422e-01
8.881000e-11,9.475423e-01
8.882000e-11,9.475423e-01
8.883000e-11,9.475424e-01
8.884000e-11,9.475425e-01
8.885000e-11,9.475425e-01
8.886000e-11,9.475426e-01
8.887000e-11,9.475426e-01
8.888000e-11,9.475427e-01
8.889000e-11,9.475427e-01
8.890000e-11,9.475428e-01
8.891000e-11,9.475428e-01
8.892000e-11,9.475429e-01
8.893000e-11,9.475429e-01
8.894000e-11,9.475430e-01
8.895000e-11,9.475430e-01
8.896000e-11,9.475431e-01
8.897000e-11,9.475431e-01
8.898000e-11,9.475432e-01
8.899000e-11,9.475432e-01
8.900000e-11,9.475433e-01
8.901000e-11,9.475433e-01
8.902000e-11,9.475434e-01
8.903000e-11,9.475434e-01
8.904000e-11,9.475435e-01
8.905000e-11,9.475435e-01
8.906000e-11,9.475436e-01
8.907000e-11,9.475436e-01
8.908000e-11,9.475437e-01
8.909000e-11,9.475437e-01
8.910000e-11,9.475438e-01
8.911000e-11,9.475438e-01
8.912000e-11,9.475439e-01
8.913000e-11,9.475439e-01
8.914000e-11,9.475440e-01
8.915000e-11,9.475440e-01
8.916000e-11,9.475441e-01
8.917000e-11,9.475441e-01
8.918000e-11,9.475442e-01
8.919000e-11,9.475442e-01
8.920000e-11,9.475443e-01
8.921000e-11,9.475443e-01
8.922000e-11,9.475444e-01
8.923000e-11,9.475444e-01
8.924000e-11,9.475445e-01
8.925000e-11,9.475445e-01
8.926000e-11,9.475446e-01
8.927000e-11,9.475447e-01
8.928000e-11,9.475447e-01
8.929000e-11,9.475448e-01
8.930000e-11,9.475448e-01
8.931000e-11,9.475449e-01
8.932000e-11,9.475449e-01
8.933000e-11,9.475450e-01
8.934000e-11,9.475450e-01
8.935000e-11,9.475451e-01
8.936000e-11,9.475451e-01
8.937000e-11,9.475452e-01
8.938000e-11,9.475452e-01
8.939000e-11,9.475453e-01
8.940000e-11,9.475453e-01
8.941000e-11,9.475454e-01
8.942000e-11,9.475454e-01
8.943000e-11,9.475455e-01
8.944000e-11,9.475455e-01
8.945000e-11,9.475456e-01
8.946000e-11,9.475456e-01
8.947000e-11,9.475457e-01
8.948000e-11,9.475457e-01
8.949000e-11,9.475458e-01
8.950000e-11,9.475458e-01
8.951000e-11,9.475459e-01
8.952000e-11,9.475459e-01
8.953000e-11,9.475460e-01
8.954000e-11,9.475460e-01
8.955000e-11,9.475461e-01
8.956000e-11,9.475461e-01
8.957000e-11,9.475462e-01
8.958000e-11,9.475462e-01
8.959000e-11,9.475463e-01
8.960000e-11,9.475463e-01
8.961000e-11,9.475464e-01
8.962000e-11,9.475464e-01
8.963000e-11,9.475465e-01
8.964000e-11,9.475465e-01
8.965000e-11,9.475466e-01
8.966000e-11,9.475466e-01
8.967000e-11,9.475467e-01
8.968000e-11,9.475467e-01
8.969000e-11,9.475468e-01
8.970000e-11,9.475468e-01
8.971000e-11,9.475469e-01
8.972000e-11,9.475469e-01
8.973000e-11,9.475470e-01
8.974000e-11,9.475470e-01
8.975000e-11,9.475471e-01
8.976000e-11,9.475471e-01
8.977000e-11,9.475471e-01
8.978000e-11,9.475472e-01
8.979000e-11,9.475472e-01
8.980000e-11,9.475473e-01
