time,"P(A)","P(B)","P(Q)"
3.643500e-10,2.028560e+01,7.736297e+00,2.002474e+01
3.643650e-10,2.028617e+01,7.735734e+00,2.002475e+01
3.643800e-10,2.028677e+01,7.735150e+00,2.002475e+01
3.643950e-10,2.028737e+01,7.734546e+00,2.002476e+01
3.644100e-10,2.028800e+01,7.733923e+00,2.002478e+01
3.644250e-10,2.028863e+01,7.733281e+00,2.002479e+01
3.644400e-10,2.028928e+01,7.732623e+00,2.002480e+01
3.644550e-10,2.028994e+01,7.731948e+00,2.002482e+01
3.644700e-10,2.029061e+01,7.731260e+00,2.002483e+01
3.644850e-10,2.029130e+01,7.730558e+00,2.002485e+01
3.645000e-10,2.029199e+01,7.729844e+00,2.002487e+01
3.645150e-10,2.029268e+01,7.729120e+00,2.002489e+01
3.645300e-10,2.029339e+01,7.728387e+00,2.002490e+01
3.645450e-10,2.029410e+01,7.727646e+00,2.002492e+01
3.645600e-10,2.029481e+01,7.726898e+00,2.002494e+01
3.645750e-10,2.029553e+01,7.726146e+00,2.002496e+01
3.645900e-10,2.029625e+01,7.725391e+00,2.002498e+01
3.646050e-10,2.029698e+01,7.724634e+00,2.002500e+01
3.646200e-10,2.029770e+01,7.723876e+00,2.002502e+01
3.646350e-10,2.029842e+01,7.723119e+00,2.002504e+01
3.646500e-10,2.029913e+01,7.722365e+00,2.002505e+01
3.646650e-10,2.029985e+01,7.721615e+00,2.002507e+01
3.646800e-10,2.030056e+01,7.720871e+00,2.002509e+01
3.646950e-10,2.030126e+01,7.720134e+00,2.002511e+01
3.647100e-10,2.030196e+01,7.719405e+00,2.002512e+01
3.647250e-10,2.030265e+01,7.718686e+00,2.002514e+01
3.647400e-10,2.030332e+01,7.717978e+00,2.002515e+01
3.647550e-10,2.030399e+01,7.717283e+00,2.002517e+01
3.647700e-10,2.030465e+01,7.716602e+00,2.002518e+01
3.647850e-10,2.030529e+01,7.715937e+00,2.002520e+01
3.648000e-10,2.030593e+01,7.715288e+00,2.002521e+01
3.648150e-10,2.030654e+01,7.714658e+00,2.002522e+01
3.648300e-10,2.030714e+01,7.714047e+00,2.002524e+01
3.648450e-10,2.030772e+01,7.713456e+00,2.002525e+01
3.648600e-10,2.030829e+01,7.712887e+00,2.002526e+01
3.648750e-10,2.030884e+01,7.712341e+00,2.002528e+01
3.648900e-10,2.030936e+01,7.711819e+00,2.002529e+01
3.649050e-10,2.030987e+01,7.711322e+00,2.002531e+01
3.649200e-10,2.031035e+01,7.710851e+00,2.002532e+01
3.649350e-10,2.031082e+01,7.710407e+00,2.002534e+01
3.649500e-10,2.031125e+01,7.709990e+00,2.002535e+01
3.649650e-10,2.031167e+01,7.709602e+00,2.002537e+01
3.649800e-10,2.031206e+01,7.709244e+00,2.002539e+01
3.649950e-10,2.031242e+01,7.708915e+00,2.002541e+01
3.650100e-10,2.031276e+01,7.708618e+00,2.002543e+01
3.650250e-10,2.031307e+01,7.708352e+00,2.002545e+01
3.650400e-10,2.031335e+01,7.708117e+00,2.002548e+01
3.650550e-10,2.031361e+01,7.707915e+00,2.002550e+01
3.650700e-10,2.031383e+01,7.707746e+00,2.002553e+01
3.650850e-10,2.031403e+01,7.707610e+00,2.002556e+01
3.651000e-10,2.031420e+01,7.707508e+00,2.002559e+01
3.651150e-10,2.031434e+01,7.707439e+00,2.002562e+01
3.651300e-10,2.031444e+01,7.707404e+00,2.002566e+01
3.651450e-10,2.031452e+01,7.707403e+00,2.002570e+01
3.651600e-10,2.031457e+01,7.707436e+00,2.002574e+01
3.651750e-10,2.031458e+01,7.707503e+00,2.002578e+01
3.651900e-10,2.031457e+01,7.707605e+00,2.002582e+01
3.652050e-10,2.031452e+01,7.707740e+00,2.002587e+01
3.652200e-10,2.031445e+01,7.707908e+00,2.002591e+01
3.652350e-10,2.031434e+01,7.708110e+00,2.002596e+01
3.652500e-10,2.031420e+01,7.708345e+00,2.002601e+01
3.652650e-10,2.031403e+01,7.708613e+00,2.002607e+01
3.652800e-10,2.031384e+01,7.708913e+00,2.002612e+01
3.652950e-10,2.031361e+01,7.709245e+00,2.002617e+01
3.653100e-10,2.031335e+01,7.709608e+00,2.002623e+01
3.653250e-10,2.031306e+01,7.710002e+00,2.002629e+01
3.653400e-10,2.031274e+01,7.710425e+00,2.002635e+01
3.653550e-10,2.031240e+01,7.710878e+00,2.002641e+01
3.653700e-10,2.031202e+01,7.711360e+00,2.002646e+01
3.653850e-10,2.031162e+01,7.711869e+00,2.002652e+01
3.654000e-10,2.031119e+01,7.712405e+00,2.002658e+01
3.654150e-10,2.031074e+01,7.712967e+00,2.002664e+01
3.654300e-10,2.031026e+01,7.713554e+00,2.002670e+01
3.654450e-10,2.030976e+01,7.714165e+00,2.002676e+01
3.654600e-10,2.030923e+01,7.714799e+00,2.002682e+01
3.654750e-10,2.030868e+01,7.715455e+00,2.002688e+01
3.654900e-10,2.030811e+01,7.716131e+00,2.002693e+01
3.655050e-10,2.030752e+01,7.716828e+00,2.002699e+01
3.655200e-10,2.030690e+01,7.717542e+00,2.002704e+01
3.655350e-10,2.030627e+01,7.718274e+00,2.002709e+01
3.655500e-10,2.030562e+01,7.719022e+00,2.002714e+01
3.655650e-10,2.030495e+01,7.719785e+00,2.002719e+01
3.655800e-10,2.030427e+01,7.720561e+00,2.002724e+01
3.655950e-10,2.030357e+01,7.721349e+00,2.002728e+01
3.656100e-10,2.030286e+01,7.722148e+00,2.002732e+01
3.656250e-10,2.030214e+01,7.722956e+00,2.002736e+01
3.656400e-10,2.030140e+01,7.723773e+00,2.002740e+01
3.656550e-10,2.030066e+01,7.724596e+00,2.002743e+01
3.656700e-10,2.029990e+01,7.725424e+00,2.002746e+01
3.656850e-10,2.029914e+01,7.726256e+00,2.002749e+01
3.657000e-10,2.029837e+01,7.727091e+00,2.002752e+01
3.657150e-10,2.029760e+01,7.727926e+00,2.002754e+01
3.657300e-10,2.029682e+01,7.728761e+00,2.002756e+01
3.657450e-10,2.029604e+01,7.729595e+00,2.002758e+01
3.657600e-10,2.029526e+01,7.730425e+00,2.002760e+01
3.657750e-10,2.029448e+01,7.731251e+00,2.002761e+01
3.657900e-10,2.029370e+01,7.732071e+00,2.002762e+01
3.658050e-10,2.029293e+01,7.732884e+00,2.002763e+01
3.658200e-10,2.029216e+01,7.733688e+00,2.002764e+01
3.658350e-10,2.029139e+01,7.734482e+00,2.002764e+01
3.658500e-10,2.029063e+01,7.735265e+00,2.002764e+01
3.658650e-10,2.028987e+01,7.736035e+00,2.002764e+01
3.658800e-10,2.028913e+01,7.736791e+00,2.002764e+01
3.658950e-10,2.028839e+01,7.737533e+00,2.002764e+01
3.659100e-10,2.028767e+01,7.738258e+00,2.002764e+01
3.659250e-10,2.028696e+01,7.738966e+00,2.002763e+01
3.659400e-10,2.028626e+01,7.739655e+00,2.002762e+01
3.659550e-10,2.028558e+01,7.740325e+00,2.002762e+01
3.659700e-10,2.028491e+01,7.740974e+00,2.002761e+01
3.659850e-10,2.028426e+01,7.741601e+00,2.002760e+01
3.660000e-10,2.028363e+01,7.742206e+00,2.002759e+01
3.660150e-10,2.028302e+01,7.742787e+00,2.002758e+01
3.660300e-10,2.028242e+01,7.743344e+00,2.002757e+01
3.660450e-10,2.028185e+01,7.743875e+00,2.002755e+01
3.660600e-10,2.028130e+01,7.744381e+00,2.002754e+01
3.660750e-10,2.028077e+01,7.744859e+00,2.002753e+01
3.660900e-10,2.028027e+01,7.745310e+00,2.002752e+01
3.661050e-10,2.027979e+01,7.745733e+00,2.002751e+01
3.661200e-10,2.027933e+01,7.746128e+00,2.002750e+01
3.661350e-10,2.027891e+01,7.746493e+00,2.002749e+01
3.661500e-10,2.027850e+01,7.746828e+00,2.002747e+01
3.661650e-10,2.027813e+01,7.747134e+00,2.002746e+01
3.661800e-10,2.027778e+01,7.747409e+00,2.002745e+01
3.661950e-10,2.027746e+01,7.747653e+00,2.002744e+01
3.662100e-10,2.027717e+01,7.747867e+00,2.002743e+01
3.662250e-10,2.027691e+01,7.748049e+00,2.002742e+01
3.662400e-10,2.027667e+01,7.748200e+00,2.002741e+01
3.662550e-10,2.027647e+01,7.748320e+00,2.002740e+01
3.662700e-10,2.027630e+01,7.748409e+00,2.002739e+01
3.662850e-10,2.027616e+01,7.748466e+00,2.002738e+01
3.663000e-10,2.027604e+01,7.748492e+00,2.002737e+01
3.663150e-10,2.027596e+01,7.748487e+00,2.002736e+01
3.663300e-10,2.027591e+01,7.748451e+00,2.002735e+01
3.663450e-10,2.027589e+01,7.748385e+00,2.002734e+01
3.663600e-10,2.027590e+01,7.748288e+00,2.002733e+01
3.663750e-10,2.027594e+01,7.748162e+00,2.002731e+01
3.663900e-10,2.027601e+01,7.748005e+00,2.002730e+01
3.664050e-10,2.027611e+01,7.747820e+00,2.002729e+01
3.664200e-10,2.027624e+01,7.747606e+00,2.002727e+01
3.664350e-10,2.027640e+01,7.747364e+00,2.002726e+01
3.664500e-10,2.027659e+01,7.747094e+00,2.002724e+01
3.664650e-10,2.027680e+01,7.746798e+00,2.002722e+01
3.664800e-10,2.027705e+01,7.746475e+00,2.002720e+01
3.664950e-10,2.027732e+01,7.746126e+00,2.002718e+01
3.665100e-10,2.027762e+01,7.745753e+00,2.002716e+01
3.665250e-10,2.027794e+01,7.745356e+00,2.002714e+01
3.665400e-10,2.027829e+01,7.744935e+00,2.002711e+01
3.665550e-10,2.027867e+01,7.744492e+00,2.002709e+01
3.665700e-10,2.027907e+01,7.744027e+00,2.002706e+01
3.665850e-10,2.027949e+01,7.743542e+00,2.002703e+01
3.666000e-10,2.027993e+01,7.743037e+00,2.002700e+01
3.666150e-10,2.028040e+01,7.742513e+00,2.002697e+01
3.666300e-10,2.028088e+01,7.741971e+00,2.002694e+01
3.666450e-10,2.028139e+01,7.741412e+00,2.002690e+01
3.666600e-10,2.028191e+01,7.740838e+00,2.002687e+01
3.666750e-10,2.028245e+01,7.740248e+00,2.002683e+01
3.666900e-10,2.028301e+01,7.739645e+00,2.002679e+01
3.667050e-10,2.028358e+01,7.739029e+00,2.002675e+01
3.667200e-10,2.028416e+01,7.738401e+00,2.002671e+01
3.667350e-10,2.028476e+01,7.737763e+00,2.002667e+01
3.667500e-10,2.028537e+01,7.737116e+00,2.002663e+01
3.667650e-10,2.028599e+01,7.736460e+00,2.002659e+01
3.667800e-10,2.028662e+01,7.735796e+00,2.002655e+01
3.667950e-10,2.028725e+01,7.735127e+00,2.002651e+01
3.668100e-10,2.028790e+01,7.734452e+00,2.002646e+01
3.668250e-10,2.028854e+01,7.733774e+00,2.002642e+01
3.668400e-10,2.028920e+01,7.733092e+00,2.002638e+01
3.668550e-10,2.028985e+01,7.732409e+00,2.002633e+01
3.668700e-10,2.029051e+01,7.731726e+00,2.002629e+01
3.668850e-10,2.029116e+01,7.731043e+00,2.002625e+01
3.669000e-10,2.029182e+01,7.730361e+00,2.002621e+01
3.669150e-10,2.029247e+01,7.729682e+00,2.002617e+01
3.669300e-10,2.029312e+01,7.729007e+00,2.002613e+01
3.669450e-10,2.029377e+01,7.728337e+00,2.002609e+01
3.669600e-10,2.029441e+01,7.727673e+00,2.002605e+01
3.669750e-10,2.029504e+01,7.727015e+00,2.002601e+01
3.669900e-10,2.029567e+01,7.726366e+00,2.002597e+01
3.670050e-10,2.029629e+01,7.725725e+00,2.002594e+01
3.670200e-10,2.029689e+01,7.725095e+00,2.002590e+01
3.670350e-10,2.029749e+01,7.724475e+00,2.002587e+01
3.670500e-10,2.029807e+01,7.723867e+00,2.002584e+01
3.670650e-10,2.029864e+01,7.723272e+00,2.002581e+01
3.670800e-10,2.029919e+01,7.722691e+00,2.002578e+01
3.670950e-10,2.029974e+01,7.722124e+00,2.002575e+01
3.671100e-10,2.030026e+01,7.721573e+00,2.002573e+01
3.671250e-10,2.030077e+01,7.721038e+00,2.002570e+01
3.671400e-10,2.030126e+01,7.720520e+00,2.002568e+01
3.671550e-10,2.030173e+01,7.720020e+00,2.002566e+01
3.671700e-10,2.030218e+01,7.719538e+00,2.002563e+01
3.671850e-10,2.030262e+01,7.719075e+00,2.002561e+01
3.672000e-10,2.030303e+01,7.718632e+00,2.002559e+01
3.672150e-10,2.030342e+01,7.718210e+00,2.002558e+01
3.672300e-10,2.030380e+01,7.717808e+00,2.002556e+01
3.672450e-10,2.030414e+01,7.717428e+00,2.002554e+01
3.672600e-10,2.030447e+01,7.717070e+00,2.002552e+01
3.672750e-10,2.030478e+01,7.716734e+00,2.002551e+01
3.672900e-10,2.030506e+01,7.716421e+00,2.002549e+01
3.673050e-10,2.030532e+01,7.716132e+00,2.002548e+01
3.673200e-10,2.030555e+01,7.715865e+00,2.002546e+01
3.673350e-10,2.030576e+01,7.715623e+00,2.002545e+01
3.673500e-10,2.030595e+01,7.715405e+00,2.002543e+01
3.673650e-10,2.030612e+01,7.715210e+00,2.002542e+01
3.673800e-10,2.030626e+01,7.715040e+00,2.002540e+01
3.673950e-10,2.030637e+01,7.714895e+00,2.002539e+01
3.674100e-10,2.030647e+01,7.714773e+00,2.002537e+01
3.674250e-10,2.030654e+01,7.714677e+00,2.002536e+01
3.674400e-10,2.030658e+01,7.714604e+00,2.002534e+01
3.674550e-10,2.030661e+01,7.714556e+00,2.002533e+01
3.674700e-10,2.030660e+01,7.714532e+00,2.002531e+01
3.674850e-10,2.030658e+01,7.714532e+00,2.002529e+01
3.675000e-10,2.030654e+01,7.714555e+00,2.002528e+01
3.675150e-10,2.030647e+01,7.714602e+00,2.002526e+01
3.675300e-10,2.030638e+01,7.714672e+00,2.002524e+01
3.675450e-10,2.030627e+01,7.714765e+00,2.002522e+01
3.675600e-10,2.030614e+01,7.714880e+00,2.002520e+01
3.675750e-10,2.030598e+01,7.715016e+00,2.002518e+01
3.675900e-10,2.030581e+01,7.715174e+00,2.002516e+01
3.676050e-10,2.030562e+01,7.715353e+00,2.002514e+01
3.676200e-10,2.030541e+01,7.715552e+00,2.002512e+01
3.676350e-10,2.030518e+01,7.715771e+00,2.002511e+01
3.676500e-10,2.030494e+01,7.716009e+00,2.002509e+01
3.676650e-10,2.030468e+01,7.716265e+00,2.002507e+01
3.676800e-10,2.030440e+01,7.716538e+00,2.002505e+01
3.676950e-10,2.030411e+01,7.716828e+00,2.002503e+01
3.677100e-10,2.030380e+01,7.717135e+00,2.002501e+01
3.677250e-10,2.030348e+01,7.717456e+00,2.002499e+01
3.677400e-10,2.030315e+01,7.717792e+00,2.002498e+01
3.677550e-10,2.030280e+01,7.718142e+00,2.002496e+01
3.677700e-10,2.030244e+01,7.718504e+00,2.002495e+01
3.677850e-10,2.030208e+01,7.718878e+00,2.002493e+01
3.678000e-10,2.030170e+01,7.719263e+00,2.002492e+01
3.678150e-10,2.030132e+01,7.719658e+00,2.002491e+01
3.678300e-10,2.030092e+01,7.720062e+00,2.002490e+01
3.678450e-10,2.030052e+01,7.720474e+00,2.002489e+01
3.678600e-10,2.030012e+01,7.720893e+00,2.002489e+01
3.678750e-10,2.029971e+01,7.721319e+00,2.002488e+01
3.678900e-10,2.029930e+01,7.721749e+00,2.002488e+01
3.679050e-10,2.029888e+01,7.722185e+00,2.002488e+01
3.679200e-10,2.029846e+01,7.722623e+00,2.002488e+01
3.679350e-10,2.029804e+01,7.723064e+00,2.002489e+01
3.679500e-10,2.029762e+01,7.723506e+00,2.002489e+01
3.679650e-10,2.029720e+01,7.723949e+00,2.002490e+01
3.679800e-10,2.029678e+01,7.724391e+00,2.002491e+01
3.679950e-10,2.029637e+01,7.724832e+00,2.002492e+01
3.680100e-10,2.029595e+01,7.725270e+00,2.002494e+01
3.680250e-10,2.029555e+01,7.725706e+00,2.002495e+01
3.680400e-10,2.029514e+01,7.726137e+00,2.002497e+01
3.680550e-10,2.029475e+01,7.726564e+00,2.002499e+01
3.680700e-10,2.029436e+01,7.726984e+00,2.002501e+01
3.680850e-10,2.029397e+01,7.727398e+00,2.002503e+01
3.681000e-10,2.029360e+01,7.727805e+00,2.002506e+01
3.681150e-10,2.029323e+01,7.728204e+00,2.002508e+01
3.681300e-10,2.029288e+01,7.728593e+00,2.002511e+01
3.681450e-10,2.029253e+01,7.728973e+00,2.002514e+01
3.681600e-10,2.029220e+01,7.729343e+00,2.002517e+01
3.681750e-10,2.029187e+01,7.729701e+00,2.002520e+01
3.681900e-10,2.029156e+01,7.730048e+00,2.002523e+01
3.682050e-10,2.029127e+01,7.730382e+00,2.002527e+01
3.682200e-10,2.029098e+01,7.730704e+00,2.002530e+01
3.682350e-10,2.029071e+01,7.731012e+00,2.002533e+01
3.682500e-10,2.029046e+01,7.731307e+00,2.002537e+01
3.682650e-10,2.029022e+01,7.731587e+00,2.002540e+01
3.682800e-10,2.029000e+01,7.731852e+00,2.002544e+01
3.682950e-10,2.028979e+01,7.732101e+00,2.002547e+01
3.683100e-10,2.028960e+01,7.732336e+00,2.002551e+01
3.683250e-10,2.028942e+01,7.732554e+00,2.002554e+01
3.683400e-10,2.028927e+01,7.732756e+00,2.002557e+01
3.683550e-10,2.028913e+01,7.732941e+00,2.002561e+01
3.683700e-10,2.028900e+01,7.733109e+00,2.002564e+01
3.683850e-10,2.028890e+01,7.733261e+00,2.002567e+01
3.684000e-10,2.028881e+01,7.733396e+00,2.002570e+01
3.684150e-10,2.028874e+01,7.733513e+00,2.002573e+01
3.684300e-10,2.028869e+01,7.733613e+00,2.002576e+01
3.684450e-10,2.028865e+01,7.733696e+00,2.002579e+01
3.684600e-10,2.028864e+01,7.733761e+00,2.002582e+01
3.684750e-10,2.028864e+01,7.733809e+00,2.002585e+01
3.684900e-10,2.028865e+01,7.733840e+00,2.002587e+01
3.685050e-10,2.028869e+01,7.733854e+00,2.002590e+01
3.685200e-10,2.028874e+01,7.733851e+00,2.002592e+01
3.685350e-10,2.028881e+01,7.733831e+00,2.002595e+01
3.685500e-10,2.028890e+01,7.733795e+00,2.002597e+01
3.685650e-10,2.028900e+01,7.733742e+00,2.002599e+01
3.685800e-10,2.028911e+01,7.733673e+00,2.002601e+01
3.685950e-10,2.028925e+01,7.733589e+00,2.002603e+01
3.686100e-10,2.028939e+01,7.733489e+00,2.002605e+01
3.686250e-10,2.028956e+01,7.733375e+00,2.002607e+01
3.686400e-10,2.028973e+01,7.733245e+00,2.002609e+01
3.686550e-10,2.028992e+01,7.733102e+00,2.002610e+01
3.686700e-10,2.029012e+01,7.732945e+00,2.002612e+01
3.686850e-10,2.029034e+01,7.732775e+00,2.002614e+01
3.687000e-10,2.029057e+01,7.732593e+00,2.002616e+01
3.687150e-10,2.029080e+01,7.732398e+00,2.002617e+01
3.687300e-10,2.029105e+01,7.732193e+00,2.002619e+01
3.687450e-10,2.029131e+01,7.731976e+00,2.002621e+01
3.687600e-10,2.029157e+01,7.731749e+00,2.002622e+01
3.687750e-10,2.029185e+01,7.731513e+00,2.002624e+01
3.687900e-10,2.029213e+01,7.731268e+00,2.002626e+01
3.688050e-10,2.029242e+01,7.731014e+00,2.002627e+01
3.688200e-10,2.029271e+01,7.730754e+00,2.002629e+01
3.688350e-10,2.029301e+01,7.730486e+00,2.002631e+01
3.688500e-10,2.029332e+01,7.730213e+00,2.002633e+01
3.688650e-10,2.029363e+01,7.729935e+00,2.002635e+01
3.688800e-10,2.029394e+01,7.729652e+00,2.002637e+01
3.688950e-10,2.029425e+01,7.729365e+00,2.002639e+01
3.689100e-10,2.029457e+01,7.729076e+00,2.002641e+01
3.689250e-10,2.029488e+01,7.728785e+00,2.002643e+01
3.689400e-10,2.029520e+01,7.728492e+00,2.002645e+01
3.689550e-10,2.029551e+01,7.728199e+00,2.002648e+01
3.689700e-10,2.029582e+01,7.727907e+00,2.002650e+01
3.689850e-10,2.029613e+01,7.727616e+00,2.002652e+01
3.690000e-10,2.029644e+01,7.727326e+00,2.002655e+01
3.690150e-10,2.029674e+01,7.727040e+00,2.002657e+01
3.690300e-10,2.029704e+01,7.726757e+00,2.002659e+01
3.690450e-10,2.029733e+01,7.726478e+00,2.002662e+01
3.690600e-10,2.029761e+01,7.726205e+00,2.002664e+01
3.690750e-10,2.029789e+01,7.725937e+00,2.002667e+01
3.690900e-10,2.029816e+01,7.725676e+00,2.002669e+01
3.691050e-10,2.029842e+01,7.725423e+00,2.002672e+01
3.691200e-10,2.029867e+01,7.725177e+00,2.002674e+01
3.691350e-10,2.029891e+01,7.724941e+00,2.002676e+01
3.691500e-10,2.029915e+01,7.724714e+00,2.002678e+01
3.691650e-10,2.029937e+01,7.724497e+00,2.002681e+01
3.691800e-10,2.029958e+01,7.724290e+00,2.002683e+01
3.691950e-10,2.029977e+01,7.724095e+00,2.002685e+01
3.692100e-10,2.029996e+01,7.723912e+00,2.002687e+01
3.692250e-10,2.030013e+01,7.723742e+00,2.002688e+01
3.692400e-10,2.030029e+01,7.723584e+00,2.002690e+01
3.692550e-10,2.030043e+01,7.723440e+00,2.002692e+01
3.692700e-10,2.030056e+01,7.723309e+00,2.002693e+01
3.692850e-10,2.030068e+01,7.723193e+00,2.002694e+01
3.693000e-10,2.030078e+01,7.723092e+00,2.002696e+01
3.693150e-10,2.030086e+01,7.723006e+00,2.002697e+01
3.693300e-10,2.030093e+01,7.722935e+00,2.002697e+01
3.693450e-10,2.030098e+01,7.722880e+00,2.002698e+01
3.693600e-10,2.030102e+01,7.722841e+00,2.002699e+01
3.693750e-10,2.030104e+01,7.722818e+00,2.002699e+01
3.693900e-10,2.030104e+01,7.722811e+00,2.002699e+01
3.694050e-10,2.030103e+01,7.722820e+00,2.002699e+01
3.694200e-10,2.030100e+01,7.722846e+00,2.002699e+01
3.694350e-10,2.030095e+01,7.722888e+00,2.002699e+01
3.694500e-10,2.030089e+01,7.722947e+00,2.002698e+01
3.694650e-10,2.030081e+01,7.723023e+00,2.002698e+01
3.694800e-10,2.030071e+01,7.723114e+00,2.002697e+01
3.694950e-10,2.030060e+01,7.723222e+00,2.002696e+01
3.695100e-10,2.030047e+01,7.723346e+00,2.002695e+01
3.695250e-10,2.030032e+01,7.723487e+00,2.002694e+01
3.695400e-10,2.030016e+01,7.723642e+00,2.002693e+01
3.695550e-10,2.029998e+01,7.723813e+00,2.002691e+01
3.695700e-10,2.029978e+01,7.724000e+00,2.002690e+01
3.695850e-10,2.029957e+01,7.724201e+00,2.002688e+01
3.696000e-10,2.029935e+01,7.724416e+00,2.002687e+01
3.696150e-10,2.029911e+01,7.724645e+00,2.002685e+01
3.696300e-10,2.029886e+01,7.724888e+00,2.002684e+01
3.696450e-10,2.029859e+01,7.725144e+00,2.002682e+01
3.696600e-10,2.029831e+01,7.725413e+00,2.002680e+01
3.696750e-10,2.029801e+01,7.725693e+00,2.002678e+01
3.696900e-10,2.029771e+01,7.725985e+00,2.002677e+01
3.697050e-10,2.029739e+01,7.726288e+00,2.002675e+01
3.697200e-10,2.029706e+01,7.726601e+00,2.002673e+01
3.697350e-10,2.029672e+01,7.726924e+00,2.002671e+01
3.697500e-10,2.029637e+01,7.727256e+00,2.002670e+01
3.697650e-10,2.029601e+01,7.727595e+00,2.002668e+01
3.697800e-10,2.029564e+01,7.727943e+00,2.002666e+01
3.697950e-10,2.029526e+01,7.728297e+00,2.002665e+01
3.698100e-10,2.029488e+01,7.728658e+00,2.002663e+01
3.698250e-10,2.029449e+01,7.729024e+00,2.002661e+01
3.698400e-10,2.029409e+01,7.729394e+00,2.002660e+01
3.698550e-10,2.029369e+01,7.729768e+00,2.002659e+01
3.698700e-10,2.029329e+01,7.730145e+00,2.002657e+01
3.698850e-10,2.029288e+01,7.730525e+00,2.002656e+01
3.699000e-10,2.029246e+01,7.730906e+00,2.002655e+01
3.699150e-10,2.029205e+01,7.731288e+00,2.002653e+01
3.699300e-10,2.029164e+01,7.731669e+00,2.002652e+01
3.699450e-10,2.029122e+01,7.732050e+00,2.002651e+01
3.699600e-10,2.029081e+01,7.732428e+00,2.002650e+01
3.699750e-10,2.029039e+01,7.732804e+00,2.002649e+01
3.699900e-10,2.028998e+01,7.733177e+00,2.002648e+01
3.700050e-10,2.028958e+01,7.733545e+00,2.002647e+01
3.700200e-10,2.028918e+01,7.733909e+00,2.002646e+01
3.700350e-10,2.028878e+01,7.734266e+00,2.002645e+01
3.700500e-10,2.028839e+01,7.734617e+00,2.002644e+01
3.700650e-10,2.028800e+01,7.734961e+00,2.002643e+01
3.700800e-10,2.028762e+01,7.735296e+00,2.002641e+01
3.700950e-10,2.028725e+01,7.735623e+00,2.002640e+01
3.701100e-10,2.028689e+01,7.735940e+00,2.002639e+01
3.701250e-10,2.028654e+01,7.736246e+00,2.002638e+01
3.701400e-10,2.028620e+01,7.736542e+00,2.002637e+01
3.701550e-10,2.028588e+01,7.736825e+00,2.002635e+01
3.701700e-10,2.028556e+01,7.737096e+00,2.002634e+01
3.701850e-10,2.028526e+01,7.737355e+00,2.002632e+01
3.702000e-10,2.028497e+01,7.737599e+00,2.002631e+01
3.702150e-10,2.028469e+01,7.737829e+00,2.002629e+01
3.702300e-10,2.028443e+01,7.738044e+00,2.002627e+01
3.702450e-10,2.028419e+01,7.738244e+00,2.002625e+01
3.702600e-10,2.028396e+01,7.738428e+00,2.002623e+01
3.702750e-10,2.028375e+01,7.738596e+00,2.002621e+01
3.702900e-10,2.028355e+01,7.738746e+00,2.002619e+01
3.703050e-10,2.028338e+01,7.738879e+00,2.002617e+01
3.703200e-10,2.028322e+01,7.738994e+00,2.002614e+01
3.703350e-10,2.028308e+01,7.739092e+00,2.002612e+01
3.703500e-10,2.028295e+01,7.739170e+00,2.002609e+01
3.703650e-10,2.028285e+01,7.739230e+00,2.002607e+01
3.703800e-10,2.028277e+01,7.739271e+00,2.002604e+01
3.703950e-10,2.028270e+01,7.739292e+00,2.002601e+01
3.704100e-10,2.028266e+01,7.739294e+00,2.002598e+01
3.704250e-10,2.028264e+01,7.739276e+00,2.002595e+01
3.704400e-10,2.028263e+01,7.739239e+00,2.002592e+01
3.704550e-10,2.028265e+01,7.739181e+00,2.002589e+01
3.704700e-10,2.028269e+01,7.739103e+00,2.002586e+01
3.704850e-10,2.028275e+01,7.739005e+00,2.002582e+01
3.705000e-10,2.028283e+01,7.738888e+00,2.002579e+01
3.705150e-10,2.028293e+01,7.738750e+00,2.002576e+01
3.705300e-10,2.028305e+01,7.738592e+00,2.002573e+01
3.705450e-10,2.028319e+01,7.738414e+00,2.002569e+01
3.705600e-10,2.028335e+01,7.738217e+00,2.002566e+01
3.705750e-10,2.028353e+01,7.738001e+00,2.002563e+01
3.705900e-10,2.028373e+01,7.737765e+00,2.002560e+01
3.706050e-10,2.028395e+01,7.737510e+00,2.002557e+01
3.706200e-10,2.028419e+01,7.737237e+00,2.002554e+01
3.706350e-10,2.028445e+01,7.736945e+00,2.002551e+01
3.706500e-10,2.028473e+01,7.736636e+00,2.002548e+01
3.706650e-10,2.028503e+01,7.736310e+00,2.002546e+01
3.706800e-10,2.028534e+01,7.735966e+00,2.002543e+01
3.706950e-10,2.028567e+01,7.735606e+00,2.002540e+01
3.707100e-10,2.028602e+01,7.735230e+00,2.002538e+01
3.707250e-10,2.028638e+01,7.734839e+00,2.002536e+01
3.707400e-10,2.028676e+01,7.734433e+00,2.002534e+01
3.707550e-10,2.028715e+01,7.734013e+00,2.002532e+01
3.707700e-10,2.028756e+01,7.733580e+00,2.002530e+01
3.707850e-10,2.028798e+01,7.733134e+00,2.002528e+01
3.708000e-10,2.028842e+01,7.732676e+00,2.002527e+01
3.708150e-10,2.028886e+01,7.732206e+00,2.002525e+01
3.708300e-10,2.028932e+01,7.731727e+00,2.002524e+01
3.708450e-10,2.028979e+01,7.731237e+00,2.002523e+01
3.708600e-10,2.029027e+01,7.730739e+00,2.002522e+01
3.708750e-10,2.029076e+01,7.730233e+00,2.002521e+01
