time,"P(LIN)","P(RL)","P(BD)","P(BH)","P(2)","I(BH)"
2.106800e-10,5.283933e-01,5.938704e+00,5.182095e-01,6.456914e+00,6.456914e+00,1.728558e-05
2.106900e-10,5.283927e-01,5.938706e+00,5.182088e-01,6.456915e+00,6.456915e+00,1.728566e-05
2.107000e-10,5.283920e-01,5.938708e+00,5.182081e-01,6.456916e+00,6.456916e+00,1.728575e-05
2.107100e-10,5.283914e-01,5.938709e+00,5.182074e-01,6.456917e+00,6.456917e+00,1.728583e-05
2.107200e-10,5.283907e-01,5.938711e+00,5.182067e-01,6.456917e+00,6.456917e+00,1.728592e-05
2.107300e-10,5.283901e-01,5.938712e+00,5.182059e-01,6.456918e+00,6.456918e+00,1.728600e-05
2.107400e-10,5.283895e-01,5.938714e+00,5.182052e-01,6.456919e+00,6.456919e+00,1.728609e-05
2.107500e-10,5.283888e-01,5.938715e+00,5.182045e-01,6.456920e+00,6.456920e+00,1.728617e-05
2.107600e-10,5.283882e-01,5.938717e+00,5.182038e-01,6.456921e+00,6.456921e+00,1.728626e-05
2.107700e-10,5.283876e-01,5.938719e+00,5.182031e-01,6.456922e+00,6.456922e+00,1.728634e-05
2.107800e-10,5.283869e-01,5.938720e+00,5.182024e-01,6.456923e+00,6.456923e+00,1.728642e-05
2.107900e-10,5.283863e-01,5.938722e+00,5.182017e-01,6.456923e+00,6.456923e+00,1.728651e-05
2.108000e-10,5.283857e-01,5.938723e+00,5.182009e-01,6.456924e+00,6.456924e+00,1.728659e-05
2.108100e-10,5.283850e-01,5.938725e+00,5.182002e-01,6.456925e+00,6.456925e+00,1.728668e-05
2.108200e-10,5.283844e-01,5.938726e+00,5.181995e-01,6.456926e+00,6.456926e+00,1.728676e-05
2.108300e-10,5.283838e-01,5.938728e+00,5.181988e-01,6.456927e+00,6.456927e+00,1.728684e-05
2.108400e-10,5.283831e-01,5.938730e+00,5.181981e-01,6.456928e+00,6.456928e+00,1.728693e-05
2.108500e-10,5.283825e-01,5.938731e+00,5.181974e-01,6.456928e+00,6.456928e+00,1.728701e-05
2.108600e-10,5.283819e-01,5.938733e+00,5.181967e-01,6.456929e+00,6.456929e+00,1.728709e-05
2.108700e-10,5.283813e-01,5.938734e+00,5.181960e-01,6.456930e+00,6.456930e+00,1.728718e-05
2.108800e-10,5.283806e-01,5.938736e+00,5.181953e-01,6.456931e+00,6.456931e+00,1.728726e-05
2.108900e-10,5.283800e-01,5.938737e+00,5.181946e-01,6.456932e+00,6.456932e+00,1.728734e-05
2.109000e-10,5.283794e-01,5.938739e+00,5.181939e-01,6.456933e+00,6.456933e+00,1.728743e-05
2.109100e-10,5.283788e-01,5.938740e+00,5.181932e-01,6.456934e+00,6.456934e+00,1.728751e-05
2.109200e-10,5.283781e-01,5.938742e+00,5.181925e-01,6.456934e+00,6.456934e+00,1.728759e-05
2.109300e-10,5.283775e-01,5.938743e+00,5.181918e-01,6.456935e+00,6.456935e+00,1.728768e-05
2.109400e-10,5.283769e-01,5.938745e+00,5.181911e-01,6.456936e+00,6.456936e+00,1.728776e-05
2.109500e-10,5.283763e-01,5.938747e+00,5.181904e-01,6.456937e+00,6.456937e+00,1.728784e-05
2.109600e-10,5.283756e-01,5.938748e+00,5.181897e-01,6.456938e+00,6.456938e+00,1.728792e-05
2.109700e-10,5.283750e-01,5.938750e+00,5.181890e-01,6.456939e+00,6.456939e+00,1.728801e-05
2.109800e-10,5.283744e-01,5.938751e+00,5.181883e-01,6.456939e+00,6.456939e+00,1.728809e-05
2.109900e-10,5.283738e-01,5.938753e+00,5.181876e-01,6.456940e+00,6.456940e+00,1.728817e-05
2.110000e-10,5.283732e-01,5.938754e+00,5.181869e-01,6.456941e+00,6.456941e+00,1.728825e-05
2.110100e-10,5.283725e-01,5.938756e+00,5.181862e-01,6.456942e+00,6.456942e+00,1.728834e-05
2.110200e-10,5.283719e-01,5.938757e+00,5.181855e-01,6.456943e+00,6.456943e+00,1.728842e-05
2.110300e-10,5.283713e-01,5.938759e+00,5.181848e-01,6.456944e+00,6.456944e+00,1.728850e-05
2.110400e-10,5.283707e-01,5.938760e+00,5.181841e-01,6.456944e+00,6.456944e+00,1.728858e-05
2.110500e-10,5.283701e-01,5.938762e+00,5.181834e-01,6.456945e+00,6.456945e+00,1.728866e-05
2.110600e-10,5.283694e-01,5.938763e+00,5.181827e-01,6.456946e+00,6.456946e+00,1.728875e-05
2.110700e-10,5.283688e-01,5.938765e+00,5.181820e-01,6.456947e+00,6.456947e+00,1.728883e-05
2.110800e-10,5.283682e-01,5.938766e+00,5.181813e-01,6.456948e+00,6.456948e+00,1.728891e-05
2.110900e-10,5.283676e-01,5.938768e+00,5.181806e-01,6.456949e+00,6.456949e+00,1.728899e-05
2.111000e-10,5.283670e-01,5.938769e+00,5.181799e-01,6.456949e+00,6.456949e+00,1.728907e-05
2.111100e-10,5.283664e-01,5.938771e+00,5.181792e-01,6.456950e+00,6.456950e+00,1.728915e-05
2.111200e-10,5.283658e-01,5.938772e+00,5.181786e-01,6.456951e+00,6.456951e+00,1.728924e-05
2.111300e-10,5.283652e-01,5.938774e+00,5.181779e-01,6.456952e+00,6.456952e+00,1.728932e-05
2.111400e-10,5.283645e-01,5.938776e+00,5.181772e-01,6.456953e+00,6.456953e+00,1.728940e-05
2.111500e-10,5.283639e-01,5.938777e+00,5.181765e-01,6.456954e+00,6.456954e+00,1.728948e-05
2.111600e-10,5.283633e-01,5.938779e+00,5.181758e-01,6.456954e+00,6.456954e+00,1.728956e-05
2.111700e-10,5.283627e-01,5.938780e+00,5.181751e-01,6.456955e+00,6.456955e+00,1.728964e-05
2.111800e-10,5.283621e-01,5.938782e+00,5.181744e-01,6.456956e+00,6.456956e+00,1.728972e-05
2.111900e-10,5.283615e-01,5.938783e+00,5.181738e-01,6.456957e+00,6.456957e+00,1.728980e-05
2.112000e-10,5.283609e-01,5.938785e+00,5.181731e-01,6.456958e+00,6.456958e+00,1.728988e-05
2.112100e-10,5.283603e-01,5.938786e+00,5.181724e-01,6.456958e+00,6.456958e+00,1.728996e-05
2.112200e-10,5.283597e-01,5.938788e+00,5.181717e-01,6.456959e+00,6.456959e+00,1.729004e-05
2.112300e-10,5.283591e-01,5.938789e+00,5.181710e-01,6.456960e+00,6.456960e+00,1.729012e-05
2.112400e-10,5.283585e-01,5.938791e+00,5.181704e-01,6.456961e+00,6.456961e+00,1.729020e-05
2.112500e-10,5.283579e-01,5.938792e+00,5.181697e-01,6.456962e+00,6.456962e+00,1.729028e-05
2.112600e-10,5.283573e-01,5.938794e+00,5.181690e-01,6.456963e+00,6.456963e+00,1.729036e-05
2.112700e-10,5.283567e-01,5.938795e+00,5.181683e-01,6.456963e+00,6.456963e+00,1.729044e-05
2.112800e-10,5.283561e-01,5.938796e+00,5.181676e-01,6.456964e+00,6.456964e+00,1.729052e-05
2.112900e-10,5.283555e-01,5.938798e+00,5.181670e-01,6.456965e+00,6.456965e+00,1.729060e-05
2.113000e-10,5.283548e-01,5.938799e+00,5.181663e-01,6.456966e+00,6.456966e+00,1.729068e-05
2.113100e-10,5.283542e-01,5.938801e+00,5.181656e-01,6.456967e+00,6.456967e+00,1.729076e-05
2.113200e-10,5.283536e-01,5.938802e+00,5.181649e-01,6.456967e+00,6.456967e+00,1.729084e-05
2.113300e-10,5.283530e-01,5.938804e+00,5.181643e-01,6.456968e+00,6.456968e+00,1.729092e-05
2.113400e-10,5.283525e-01,5.938805e+00,5.181636e-01,6.456969e+00,6.456969e+00,1.729100e-05
2.113500e-10,5.283519e-01,5.938807e+00,5.181629e-01,6.456970e+00,6.456970e+00,1.729108e-05
2.113600e-10,5.283513e-01,5.938808e+00,5.181622e-01,6.456971e+00,6.456971e+00,1.729116e-05
2.113700e-10,5.283507e-01,5.938810e+00,5.181616e-01,6.456971e+00,6.456971e+00,1.729124e-05
2.113800e-10,5.283501e-01,5.938811e+00,5.181609e-01,6.456972e+00,6.456972e+00,1.729132e-05
2.113900e-10,5.283495e-01,5.938813e+00,5.181602e-01,6.456973e+00,6.456973e+00,1.729140e-05
2.114000e-10,5.283489e-01,5.938814e+00,5.181596e-01,6.456974e+00,6.456974e+00,1.729148e-05
2.114100e-10,5.283483e-01,5.938816e+00,5.181589e-01,6.456975e+00,6.456975e+00,1.729156e-05
2.114200e-10,5.283477e-01,5.938817e+00,5.181582e-01,6.456975e+00,6.456975e+00,1.729164e-05
2.114300e-10,5.283471e-01,5.938819e+00,5.181576e-01,6.456976e+00,6.456976e+00,1.729172e-05
2.114400e-10,5.283465e-01,5.938820e+00,5.181569e-01,6.456977e+00,6.456977e+00,1.729179e-05
2.114500e-10,5.283459e-01,5.938822e+00,5.181562e-01,6.456978e+00,6.456978e+00,1.729187e-05
2.114600e-10,5.283453e-01,5.938823e+00,5.181556e-01,6.456979e+00,6.456979e+00,1.729195e-05
2.114700e-10,5.283447e-01,5.938825e+00,5.181549e-01,6.456979e+00,6.456979e+00,1.729203e-05
2.114800e-10,5.283441e-01,5.938826e+00,5.181542e-01,6.456980e+00,6.456980e+00,1.729211e-05
2.114900e-10,5.283435e-01,5.938827e+00,5.181536e-01,6.456981e+00,6.456981e+00,1.729219e-05
2.115000e-10,5.283430e-01,5.938829e+00,5.181529e-01,6.456982e+00,6.456982e+00,1.729226e-05
2.115100e-10,5.283424e-01,5.938830e+00,5.181522e-01,6.456983e+00,6.456983e+00,1.729234e-05
2.115200e-10,5.283418e-01,5.938832e+00,5.181516e-01,6.456983e+00,6.456983e+00,1.729242e-05
2.115300e-10,5.283412e-01,5.938833e+00,5.181509e-01,6.456984e+00,6.456984e+00,1.729250e-05
2.115400e-10,5.283406e-01,5.938835e+00,5.181503e-01,6.456985e+00,6.456985e+00,1.729258e-05
2.115500e-10,5.283400e-01,5.938836e+00,5.181496e-01,6.456986e+00,6.456986e+00,1.729265e-05
2.115600e-10,5.283394e-01,5.938838e+00,5.181489e-01,6.456987e+00,6.456987e+00,1.729273e-05
2.115700e-10,5.283388e-01,5.938839e+00,5.181483e-01,6.456987e+00,6.456987e+00,1.729281e-05
2.115800e-10,5.283383e-01,5.938840e+00,5.181476e-01,6.456988e+00,6.456988e+00,1.729289e-05
2.115900e-10,5.283377e-01,5.938842e+00,5.181470e-01,6.456989e+00,6.456989e+00,1.729296e-05
2.116000e-10,5.283371e-01,5.938843e+00,5.181463e-01,6.456990e+00,6.456990e+00,1.729304e-05
2.116100e-10,5.283365e-01,5.938845e+00,5.181457e-01,6.456990e+00,6.456990e+00,1.729312e-05
2.116200e-10,5.283359e-01,5.938846e+00,5.181450e-01,6.456991e+00,6.456991e+00,1.729320e-05
2.116300e-10,5.283354e-01,5.938848e+00,5.181444e-01,6.456992e+00,6.456992e+00,1.729327e-05
2.116400e-10,5.283348e-01,5.938849e+00,5.181437e-01,6.456993e+00,6.456993e+00,1.729335e-05
2.116500e-10,5.283342e-01,5.938851e+00,5.181430e-01,6.456994e+00,6.456994e+00,1.729343e-05
2.116600e-10,5.283336e-01,5.938852e+00,5.181424e-01,6.456994e+00,6.456994e+00,1.729351e-05
2.116700e-10,5.283330e-01,5.938853e+00,5.181417e-01,6.456995e+00,6.456995e+00,1.729358e-05
2.116800e-10,5.283325e-01,5.938855e+00,5.181411e-01,6.456996e+00,6.456996e+00,1.729366e-05
2.116900e-10,5.283319e-01,5.938856e+00,5.181404e-01,6.456997e+00,6.456997e+00,1.729374e-05
2.117000e-10,5.283313e-01,5.938858e+00,5.181398e-01,6.456997e+00,6.456997e+00,1.729381e-05
2.117100e-10,5.283307e-01,5.938859e+00,5.181391e-01,6.456998e+00,6.456998e+00,1.729389e-05
2.117200e-10,5.283301e-01,5.938861e+00,5.181385e-01,6.456999e+00,6.456999e+00,1.729397e-05
2.117300e-10,5.283296e-01,5.938862e+00,5.181379e-01,6.457000e+00,6.457000e+00,1.729404e-05
2.117400e-10,5.283290e-01,5.938863e+00,5.181372e-01,6.457001e+00,6.457001e+00,1.729412e-05
2.117500e-10,5.283284e-01,5.938865e+00,5.181366e-01,6.457001e+00,6.457001e+00,1.729419e-05
2.117600e-10,5.283278e-01,5.938866e+00,5.181359e-01,6.457002e+00,6.457002e+00,1.729427e-05
2.117700e-10,5.283273e-01,5.938868e+00,5.181353e-01,6.457003e+00,6.457003e+00,1.729435e-05
2.117800e-10,5.283267e-01,5.938869e+00,5.181346e-01,6.457004e+00,6.457004e+00,1.729442e-05
2.117900e-10,5.283261e-01,5.938870e+00,5.181340e-01,6.457004e+00,6.457004e+00,1.729450e-05
2.118000e-10,5.283256e-01,5.938872e+00,5.181333e-01,6.457005e+00,6.457005e+00,1.729457e-05
2.118100e-10,5.283250e-01,5.938873e+00,5.181327e-01,6.457006e+00,6.457006e+00,1.729465e-05
2.118200e-10,5.283244e-01,5.938875e+00,5.181321e-01,6.457007e+00,6.457007e+00,1.729473e-05
2.118300e-10,5.283238e-01,5.938876e+00,5.181314e-01,6.457008e+00,6.457008e+00,1.729480e-05
2.118400e-10,5.283233e-01,5.938878e+00,5.181308e-01,6.457008e+00,6.457008e+00,1.729488e-05
2.118500e-10,5.283227e-01,5.938879e+00,5.181301e-01,6.457009e+00,6.457009e+00,1.729495e-05
2.118600e-10,5.283221e-01,5.938880e+00,5.181295e-01,6.457010e+00,6.457010e+00,1.729503e-05
2.118700e-10,5.283216e-01,5.938882e+00,5.181289e-01,6.457011e+00,6.457011e+00,1.729510e-05
2.118800e-10,5.283210e-01,5.938883e+00,5.181282e-01,6.457011e+00,6.457011e+00,1.729518e-05
2.118900e-10,5.283204e-01,5.938885e+00,5.181276e-01,6.457012e+00,6.457012e+00,1.729525e-05
2.119000e-10,5.283199e-01,5.938886e+00,5.181269e-01,6.457013e+00,6.457013e+00,1.729533e-05
2.119100e-10,5.283193e-01,5.938887e+00,5.181263e-01,6.457014e+00,6.457014e+00,1.729540e-05
2.119200e-10,5.283187e-01,5.938889e+00,5.181257e-01,6.457014e+00,6.457014e+00,1.729548e-05
2.119300e-10,5.283182e-01,5.938890e+00,5.181250e-01,6.457015e+00,6.457015e+00,1.729555e-05
2.119400e-10,5.283176e-01,5.938892e+00,5.181244e-01,6.457016e+00,6.457016e+00,1.729563e-05
2.119500e-10,5.283171e-01,5.938893e+00,5.181238e-01,6.457017e+00,6.457017e+00,1.729570e-05
2.119600e-10,5.283165e-01,5.938894e+00,5.181231e-01,6.457017e+00,6.457017e+00,1.729578e-05
2.119700e-10,5.283159e-01,5.938896e+00,5.181225e-01,6.457018e+00,6.457018e+00,1.729585e-05
2.119800e-10,5.283154e-01,5.938897e+00,5.181219e-01,6.457019e+00,6.457019e+00,1.729593e-05
2.119900e-10,5.283148e-01,5.938898e+00,5.181213e-01,6.457020e+00,6.457020e+00,1.729600e-05
2.120000e-10,5.283143e-01,5.938900e+00,5.181206e-01,6.457020e+00,6.457020e+00,1.729608e-05
2.120100e-10,5.283137e-01,5.938901e+00,5.181200e-01,6.457021e+00,6.457021e+00,1.729615e-05
2.120200e-10,5.283131e-01,5.938903e+00,5.181194e-01,6.457022e+00,6.457022e+00,1.729622e-05
2.120300e-10,5.283126e-01,5.938904e+00,5.181187e-01,6.457023e+00,6.457023e+00,1.729630e-05
2.120400e-10,5.283120e-01,5.938905e+00,5.181181e-01,6.457023e+00,6.457023e+00,1.729637e-05
2.120500e-10,5.283115e-01,5.938907e+00,5.181175e-01,6.457024e+00,6.457024e+00,1.729645e-05
2.120600e-10,5.283109e-01,5.938908e+00,5.181169e-01,6.457025e+00,6.457025e+00,1.729652e-05
2.120700e-10,5.283104e-01,5.938909e+00,5.181162e-01,6.457026e+00,6.457026e+00,1.729659e-05
2.120800e-10,5.283098e-01,5.938911e+00,5.181156e-01,6.457026e+00,6.457026e+00,1.729667e-05
2.120900e-10,5.283092e-01,5.938912e+00,5.181150e-01,6.457027e+00,6.457027e+00,1.729674e-05
2.121000e-10,5.283087e-01,5.938914e+00,5.181144e-01,6.457028e+00,6.457028e+00,1.729681e-05
2.121100e-10,5.283081e-01,5.938915e+00,5.181137e-01,6.457029e+00,6.457029e+00,1.729689e-05
2.121200e-10,5.283076e-01,5.938916e+00,5.181131e-01,6.457029e+00,6.457029e+00,1.729696e-05
2.121300e-10,5.283070e-01,5.938918e+00,5.181125e-01,6.457030e+00,6.457030e+00,1.729704e-05
2.121400e-10,5.283065e-01,5.938919e+00,5.181119e-01,6.457031e+00,6.457031e+00,1.729711e-05
2.121500e-10,5.283059e-01,5.938920e+00,5.181113e-01,6.457032e+00,6.457032e+00,1.729718e-05
2.121600e-10,5.283054e-01,5.938922e+00,5.181106e-01,6.457032e+00,6.457032e+00,1.729725e-05
2.121700e-10,5.283048e-01,5.938923e+00,5.181100e-01,6.457033e+00,6.457033e+00,1.729733e-05
2.121800e-10,5.283043e-01,5.938925e+00,5.181094e-01,6.457034e+00,6.457034e+00,1.729740e-05
2.121900e-10,5.283037e-01,5.938926e+00,5.181088e-01,6.457035e+00,6.457035e+00,1.729747e-05
2.122000e-10,5.283032e-01,5.938927e+00,5.181082e-01,6.457035e+00,6.457035e+00,1.729755e-05
2.122100e-10,5.283026e-01,5.938929e+00,5.181075e-01,6.457036e+00,6.457036e+00,1.729762e-05
2.122200e-10,5.283021e-01,5.938930e+00,5.181069e-01,6.457037e+00,6.457037e+00,1.729769e-05
2.122300e-10,5.283015e-01,5.938931e+00,5.181063e-01,6.457038e+00,6.457038e+00,1.729776e-05
2.122400e-10,5.283010e-01,5.938933e+00,5.181057e-01,6.457038e+00,6.457038e+00,1.729784e-05
2.122500e-10,5.283004e-01,5.938934e+00,5.181051e-01,6.457039e+00,6.457039e+00,1.729791e-05
2.122600e-10,5.282999e-01,5.938935e+00,5.181045e-01,6.457040e+00,6.457040e+00,1.729798e-05
2.122700e-10,5.282994e-01,5.938937e+00,5.181039e-01,6.457041e+00,6.457041e+00,1.729805e-05
2.122800e-10,5.282988e-01,5.938938e+00,5.181033e-01,6.457041e+00,6.457041e+00,1.729813e-05
2.122900e-10,5.282983e-01,5.938939e+00,5.181026e-01,6.457042e+00,6.457042e+00,1.729820e-05
2.123000e-10,5.282977e-01,5.938941e+00,5.181020e-01,6.457043e+00,6.457043e+00,1.729827e-05
2.123100e-10,5.282972e-01,5.938942e+00,5.181014e-01,6.457043e+00,6.457043e+00,1.729834e-05
2.123200e-10,5.282966e-01,5.938943e+00,5.181008e-01,6.457044e+00,6.457044e+00,1.729841e-05
2.123300e-10,5.282961e-01,5.938945e+00,5.181002e-01,6.457045e+00,6.457045e+00,1.729849e-05
2.123400e-10,5.282956e-01,5.938946e+00,5.180996e-01,6.457046e+00,6.457046e+00,1.729856e-05
2.123500e-10,5.282950e-01,5.938947e+00,5.180990e-01,6.457046e+00,6.457046e+00,1.729863e-05
2.123600e-10,5.282945e-01,5.938949e+00,5.180984e-01,6.457047e+00,6.457047e+00,1.729870e-05
2.123700e-10,5.282939e-01,5.938950e+00,5.180978e-01,6.457048e+00,6.457048e+00,1.729877e-05
2.123800e-10,5.282934e-01,5.938951e+00,5.180972e-01,6.457049e+00,6.457049e+00,1.729885e-05
2.123900e-10,5.282929e-01,5.938953e+00,5.180966e-01,6.457049e+00,6.457049e+00,1.729892e-05
2.124000e-10,5.282923e-01,5.938954e+00,5.180960e-01,6.457050e+00,6.457050e+00,1.729899e-05
2.124100e-10,5.282918e-01,5.938955e+00,5.180954e-01,6.457051e+00,6.457051e+00,1.729906e-05
2.124200e-10,5.282913e-01,5.938957e+00,5.180947e-01,6.457051e+00,6.457051e+00,1.729913e-05
2.124300e-10,5.282907e-01,5.938958e+00,5.180941e-01,6.457052e+00,6.457052e+00,1.729920e-05
2.124400e-10,5.282902e-01,5.938959e+00,5.180935e-01,6.457053e+00,6.457053e+00,1.729927e-05
2.124500e-10,5.282896e-01,5.938961e+00,5.180929e-01,6.457054e+00,6.457054e+00,1.729934e-05
2.124600e-10,5.282891e-01,5.938962e+00,5.180923e-01,6.457054e+00,6.457054e+00,1.729941e-05
2.124700e-10,5.282886e-01,5.938963e+00,5.180917e-01,6.457055e+00,6.457055e+00,1.729949e-05
2.124800e-10,5.282880e-01,5.938965e+00,5.180911e-01,6.457056e+00,6.457056e+00,1.729956e-05
2.124900e-10,5.282875e-01,5.938966e+00,5.180905e-01,6.457057e+00,6.457057e+00,1.729963e-05
2.125000e-10,5.282870e-01,5.938967e+00,5.180899e-01,6.457057e+00,6.457057e+00,1.729970e-05
2.125100e-10,5.282864e-01,5.938969e+00,5.180893e-01,6.457058e+00,6.457058e+00,1.729977e-05
2.125200e-10,5.282859e-01,5.938970e+00,5.180888e-01,6.457059e+00,6.457059e+00,1.729984e-05
2.125300e-10,5.282854e-01,5.938971e+00,5.180882e-01,6.457059e+00,6.457059e+00,1.729991e-05
2.125400e-10,5.282849e-01,5.938973e+00,5.180876e-01,6.457060e+00,6.457060e+00,1.729998e-05
2.125500e-10,5.282843e-01,5.938974e+00,5.180870e-01,6.457061e+00,6.457061e+00,1.730005e-05
2.125600e-10,5.282838e-01,5.938975e+00,5.180864e-01,6.457062e+00,6.457062e+00,1.730012e-05
2.125700e-10,5.282833e-01,5.938976e+00,5.180858e-01,6.457062e+00,6.457062e+00,1.730019e-05
2.125800e-10,5.282827e-01,5.938978e+00,5.180852e-01,6.457063e+00,6.457063e+00,1.730026e-05
2.125900e-10,5.282822e-01,5.938979e+00,5.180846e-01,6.457064e+00,6.457064e+00,1.730033e-05
2.126000e-10,5.282817e-01,5.938980e+00,5.180840e-01,6.457064e+00,6.457064e+00,1.730040e-05
2.126100e-10,5.282812e-01,5.938982e+00,5.180834e-01,6.457065e+00,6.457065e+00,1.730047e-05
2.126200e-10,5.282806e-01,5.938983e+00,5.180828e-01,6.457066e+00,6.457066e+00,1.730054e-05
2.126300e-10,5.282801e-01,5.938984e+00,5.180822e-01,6.457066e+00,6.457066e+00,1.730061e-05
2.126400e-10,5.282796e-01,5.938986e+00,5.180816e-01,6.457067e+00,6.457067e+00,1.730068e-05
2.126500e-10,5.282791e-01,5.938987e+00,5.180810e-01,6.457068e+00,6.457068e+00,1.730075e-05
2.126600e-10,5.282785e-01,5.938988e+00,5.180805e-01,6.457069e+00,6.457069e+00,1.730082e-05
2.126700e-10,5.282780e-01,5.938989e+00,5.180799e-01,6.457069e+00,6.457069e+00,1.730089e-05
2.126800e-10,5.282775e-01,5.938991e+00,5.180793e-01,6.457070e+00,6.457070e+00,1.730096e-05
2.126900e-10,5.282770e-01,5.938992e+00,5.180787e-01,6.457071e+00,6.457071e+00,1.730103e-05
2.127000e-10,5.282765e-01,5.938993e+00,5.180781e-01,6.457071e+00,6.457071e+00,1.730110e-05
2.127100e-10,5.282759e-01,5.938995e+00,5.180775e-01,6.457072e+00,6.457072e+00,1.730116e-05
2.127200e-10,5.282754e-01,5.938996e+00,5.180769e-01,6.457073e+00,6.457073e+00,1.730123e-05
2.127300e-10,5.282749e-01,5.938997e+00,5.180763e-01,6.457074e+00,6.457074e+00,1.730130e-05
2.127400e-10,5.282744e-01,5.938998e+00,5.180758e-01,6.457074e+00,6.457074e+00,1.730137e-05
2.127500e-10,5.282739e-01,5.939000e+00,5.180752e-01,6.457075e+00,6.457075e+00,1.730144e-05
2.127600e-10,5.282733e-01,5.939001e+00,5.180746e-01,6.457076e+00,6.457076e+00,1.730151e-05
2.127700e-10,5.282728e-01,5.939002e+00,5.180740e-01,6.457076e+00,6.457076e+00,1.730158e-05
2.127800e-10,5.282723e-01,5.939004e+00,5.180734e-01,6.457077e+00,6.457077e+00,1.730165e-05
2.127900e-10,5.282718e-01,5.939005e+00,5.180729e-01,6.457078e+00,6.457078e+00,1.730172e-05
2.128000e-10,5.282713e-01,5.939006e+00,5.180723e-01,6.457078e+00,6.457078e+00,1.730178e-05
2.128100e-10,5.282708e-01,5.939007e+00,5.180717e-01,6.457079e+00,6.457079e+00,1.730185e-05
2.128200e-10,5.282702e-01,5.939009e+00,5.180711e-01,6.457080e+00,6.457080e+00,1.730192e-05
2.128300e-10,5.282697e-01,5.939010e+00,5.180705e-01,6.457080e+00,6.457080e+00,1.730199e-05
2.128400e-10,5.282692e-01,5.939011e+00,5.180700e-01,6.457081e+00,6.457081e+00,1.730206e-05
2.128500e-10,5.282687e-01,5.939012e+00,5.180694e-01,6.457082e+00,6.457082e+00,1.730213e-05
2.128600e-10,5.282682e-01,5.939014e+00,5.180688e-01,6.457083e+00,6.457083e+00,1.730219e-05
2.128700e-10,5.282677e-01,5.939015e+00,5.180682e-01,6.457083e+00,6.457083e+00,1.730226e-05
2.128800e-10,5.282672e-01,5.939016e+00,5.180677e-01,6.457084e+00,6.457084e+00,1.730233e-05
2.128900e-10,5.282667e-01,5.939018e+00,5.180671e-01,6.457085e+00,6.457085e+00,1.730240e-05
2.129000e-10,5.282661e-01,5.939019e+00,5.180665e-01,6.457085e+00,6.457085e+00,1.730247e-05
2.129100e-10,5.282656e-01,5.939020e+00,5.180659e-01,6.457086e+00,6.457086e+00,1.730253e-05
2.129200e-10,5.282651e-01,5.939021e+00,5.180654e-01,6.457087e+00,6.457087e+00,1.730260e-05
2.129300e-10,5.282646e-01,5.939023e+00,5.180648e-01,6.457087e+00,6.457087e+00,1.730267e-05
2.129400e-10,5.282641e-01,5.939024e+00,5.180642e-01,6.457088e+00,6.457088e+00,1.730274e-05
2.129500e-10,5.282636e-01,5.939025e+00,5.180636e-01,6.457089e+00,6.457089e+00,1.730280e-05
2.129600e-10,5.282631e-01,5.939026e+00,5.180631e-01,6.457089e+00,6.457089e+00,1.730287e-05
2.129700e-10,5.282626e-01,5.939028e+00,5.180625e-01,6.457090e+00,6.457090e+00,1.730294e-05
2.129800e-10,5.282621e-01,5.939029e+00,5.180619e-01,6.457091e+00,6.457091e+00,1.730301e-05
2.129900e-10,5.282616e-01,5.939030e+00,5.180614e-01,6.457091e+00,6.457091e+00,1.730307e-05
2.130000e-10,5.282611e-01,5.939031e+00,5.180608e-01,6.457092e+00,6.457092e+00,1.730314e-05
2.130100e-10,5.282606e-01,5.939033e+00,5.180602e-01,6.457093e+00,6.457093e+00,1.730321e-05
2.130200e-10,5.282601e-01,5.939034e+00,5.180597e-01,6.457094e+00,6.457094e+00,1.730327e-05
2.130300e-10,5.282595e-01,5.939035e+00,5.180591e-01,6.457094e+00,6.457094e+00,1.730334e-05
2.130400e-10,5.282590e-01,5.939036e+00,5.180585e-01,6.457095e+00,6.457095e+00,1.730341e-05
2.130500e-10,5.282585e-01,5.939038e+00,5.180580e-01,6.457096e+00,6.457096e+00,1.730347e-05
2.130600e-10,5.282580e-01,5.939039e+00,5.180574e-01,6.457096e+00,6.457096e+00,1.730354e-05
2.130700e-10,5.282575e-01,5.939040e+00,5.180568e-01,6.457097e+00,6.457097e+00,1.730361e-05
2.130800e-10,5.282570e-01,5.939041e+00,5.180563e-01,6.457098e+00,6.457098e+00,1.730367e-05
2.130900e-10,5.282565e-01,5.939043e+00,5.180557e-01,6.457098e+00,6.457098e+00,1.730374e-05
2.131000e-10,5.282560e-01,5.939044e+00,5.180551e-01,6.457099e+00,6.457099e+00,1.730381e-05
2.131100e-10,5.282555e-01,5.939045e+00,5.180546e-01,6.457100e+00,6.457100e+00,1.730387e-05
2.131200e-10,5.282550e-01,5.939046e+00,5.180540e-01,6.457100e+00,6.457100e+00,1.730394e-05
2.131300e-10,5.282545e-01,5.939048e+00,5.180534e-01,6.457101e+00,6.457101e+00,1.730401e-05
2.131400e-10,5.282540e-01,5.939049e+00,5.180529e-01,6.457102e+00,6.457102e+00,1.730407e-05
2.131500e-10,5.282535e-01,5.939050e+00,5.180523e-01,6.457102e+00,6.457102e+00,1.730414e-05
2.131600e-10,5.282530e-01,5.939051e+00,5.180518e-01,6.457103e+00,6.457103e+00,1.730421e-05
