time,"V(A)","I(ROUT)","P(A)","P(OUT)"
1.463700e-10,5.528946e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.463800e-10,-1.104474e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.463900e-10,-6.057287e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.464000e-10,5.794212e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.464100e-10,1.953327e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.464200e-10,-3.818963e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.464300e-10,-1.766983e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.464400e-10,-4.603801e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.464500e-10,8.229842e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.464600e-10,-1.321510e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.464700e-10,1.040459e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.464800e-10,-1.253988e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.464900e-10,-2.130902e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.465000e-10,4.851529e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.465100e-10,-5.827097e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.465200e-10,3.099893e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.465300e-10,-1.049009e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.465400e-10,1.115435e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.465500e-10,-1.222200e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.465600e-10,1.138673e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.465700e-10,2.670205e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.465800e-10,-1.090443e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.465900e-10,5.857789e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.466000e-10,4.978682e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.466100e-10,1.166296e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.466200e-10,-6.511090e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.466300e-10,-5.458793e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.466400e-10,4.454726e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.466500e-10,5.577176e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.466600e-10,1.756021e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.466700e-10,-7.892230e-16,6.302860e-08,7.167482e+00,8.824217e-01
1.466800e-10,-1.931404e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.466900e-10,7.975537e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.467000e-10,2.218594e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.467100e-10,-5.520177e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.467200e-10,6.375168e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.467300e-10,-8.223266e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.467400e-10,1.342556e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.467500e-10,-4.095191e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.467600e-10,2.880664e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.467700e-10,4.934836e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.467800e-10,1.137797e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.467900e-10,-7.124930e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.468000e-10,3.463812e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.468100e-10,3.389274e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.468200e-10,5.441254e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.468300e-10,1.635445e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.468400e-10,8.589377e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.468500e-10,-5.029105e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.468600e-10,1.907289e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.468700e-10,-1.909481e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.468800e-10,1.091320e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.468900e-10,-4.678339e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.469000e-10,-6.620704e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.469100e-10,1.115874e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.469200e-10,1.455678e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.469300e-10,5.349178e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.469400e-10,-4.270573e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.469500e-10,9.512330e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.469600e-10,2.722819e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.469700e-10,8.352610e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.469800e-10,-1.058874e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.469900e-10,1.174188e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.470000e-10,-9.382985e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.470100e-10,-3.805809e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.470200e-10,7.030662e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.470300e-10,4.134652e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.470400e-10,-1.692445e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.470500e-10,6.210747e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.470600e-10,-7.458158e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.470700e-10,1.118943e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.470800e-10,-2.481668e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.470900e-10,9.304063e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.471000e-10,3.474774e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.471100e-10,1.565292e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.471200e-10,-3.858424e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.471300e-10,3.573426e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.471400e-10,2.630743e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.471500e-10,-3.233622e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.471600e-10,4.634493e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.471700e-10,2.692127e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.471800e-10,5.638560e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.471900e-10,-1.207950e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.472000e-10,7.892230e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.472100e-10,7.804539e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.472200e-10,9.610983e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.472300e-10,7.914153e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.472400e-10,-6.057287e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.472500e-10,1.157089e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.472600e-10,8.023767e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.472700e-10,-6.041941e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.472800e-10,5.667060e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.472900e-10,2.744742e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.473000e-10,-1.951135e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.473100e-10,3.687425e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.473200e-10,2.709666e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.473300e-10,-3.183200e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.473400e-10,-1.253988e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.473500e-10,4.603801e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.473600e-10,-3.025355e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.473700e-10,9.446561e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.473800e-10,-5.261487e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.473900e-10,7.445004e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.474000e-10,-1.394294e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.474100e-10,5.129950e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.474200e-10,3.435312e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.474300e-10,-3.455043e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.474400e-10,7.278390e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.474500e-10,-1.578446e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.474600e-10,-1.141743e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.474700e-10,1.010425e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.474800e-10,-4.636685e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.474900e-10,1.001436e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.475000e-10,-2.790780e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.475100e-10,1.359217e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.475200e-10,3.020970e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.475300e-10,-6.831164e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.475400e-10,7.813308e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.475500e-10,-2.043211e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.475600e-10,-3.073585e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.475700e-10,-2.141864e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.475800e-10,1.249384e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.475900e-10,-1.595546e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.476000e-10,9.448753e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.476100e-10,5.853404e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.476200e-10,4.432803e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.476300e-10,3.398044e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.476400e-10,-1.133412e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.476500e-10,-6.423399e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.476600e-10,9.128680e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.476700e-10,-6.629473e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.476800e-10,-2.762281e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.476900e-10,1.074220e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.477000e-10,7.894423e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.477100e-10,-9.788558e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.477200e-10,8.966451e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.477300e-10,-1.093951e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.477400e-10,4.715608e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.477500e-10,-2.543052e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.477600e-10,-1.108639e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.477700e-10,1.582831e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.477800e-10,4.463495e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.477900e-10,-6.370784e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.478000e-10,5.336025e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.478100e-10,-6.050710e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.478200e-10,-5.568407e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.478300e-10,5.156257e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.478400e-10,-9.606598e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.478500e-10,6.015633e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.478600e-10,-8.900682e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.478700e-10,-8.795452e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.478800e-10,2.906971e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.478900e-10,-3.027547e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.479000e-10,8.418379e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.479100e-10,-3.137162e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.479200e-10,-2.216401e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.479300e-10,6.552743e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.479400e-10,-5.235179e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.479500e-10,-5.300948e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.479600e-10,4.450341e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.479700e-10,-4.406495e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.479800e-10,-2.516745e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.479900e-10,3.946115e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.480000e-10,-3.569042e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.480100e-10,2.718435e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.480200e-10,-6.590012e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.480300e-10,1.000998e-13,6.302861e-08,7.167482e+00,8.824217e-01
1.480400e-10,-1.255742e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.480500e-10,-8.462225e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.480600e-10,8.896297e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.480700e-10,-1.267141e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.480800e-10,7.848385e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.480900e-10,-8.823952e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.481000e-10,3.840885e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.481100e-10,-4.972105e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.481200e-10,-3.056047e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.481300e-10,-1.403063e-15,6.302861e-08,7.167482e+00,8.824217e-01
1.481400e-10,-4.099575e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.481500e-10,8.600339e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.481600e-10,-1.589627e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.481700e-10,8.549916e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.481800e-10,-1.204004e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.481900e-10,4.597224e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.482000e-10,6.489167e-15,6.302861e-08,7.167482e+00,8.824217e-01
1.482100e-10,-8.181612e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.482200e-10,5.963018e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.482300e-10,1.578446e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.482400e-10,-2.376438e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.482500e-10,1.545562e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.482600e-10,5.502638e-15,6.302861e-08,7.167482e+00,8.824217e-01
1.482700e-10,-5.340409e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.482800e-10,-3.393659e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.482900e-10,2.464130e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.483000e-10,-5.368909e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.483100e-10,2.450976e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.483200e-10,-2.446591e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.483300e-10,-7.359505e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.483400e-10,3.424351e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.483500e-10,-2.475091e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.483600e-10,-4.421841e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.483700e-10,-5.195718e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.483800e-10,1.026648e-13,6.302861e-08,7.167482e+00,8.824217e-01
1.483900e-10,-8.321918e-14,6.302861e-08,7.167482e+00,8.824217e-01
1.484000e-10,-6.390514e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.484100e-10,3.424351e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.484200e-10,4.976490e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.484300e-10,-5.393024e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.484400e-10,2.455361e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.484500e-10,-8.297803e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.484600e-10,6.403668e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.484700e-10,-3.389274e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.484800e-10,1.492947e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.484900e-10,-5.300948e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.485000e-10,-4.165344e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.485100e-10,4.496379e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.485200e-10,-3.902269e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.485300e-10,-5.259295e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.485400e-10,-3.284045e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.485500e-10,2.608821e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.485600e-10,-5.217641e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.485700e-10,1.146127e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.485800e-10,-8.104882e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.485900e-10,-2.433438e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.486000e-10,-1.210142e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.486100e-10,-4.108344e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.486200e-10,-3.130585e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.486300e-10,8.663915e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.486400e-10,-1.126835e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.486500e-10,-2.069518e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.486600e-10,-6.940778e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.486700e-10,3.858424e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.486800e-10,3.897885e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.486900e-10,-2.933279e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.487000e-10,-9.624136e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.487100e-10,-9.361062e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.487200e-10,2.045403e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.487300e-10,4.016268e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.487400e-10,-5.726252e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.487500e-10,1.578446e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.487600e-10,-6.666742e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.487700e-10,7.078892e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.487800e-10,3.200738e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.487900e-10,-1.145908e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.488000e-10,1.108858e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.488100e-10,-6.504513e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.488200e-10,3.314737e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.488300e-10,-1.556523e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.488400e-10,5.349178e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.488500e-10,4.757261e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.488600e-10,-4.386765e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.488700e-10,5.327255e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.488800e-10,-4.231112e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.488900e-10,-3.301583e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.489000e-10,6.489167e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.489100e-10,-2.271208e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.489200e-10,-3.231430e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.489300e-10,6.611935e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.489400e-10,-5.140911e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.489500e-10,3.718117e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.489600e-10,1.784521e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.489700e-10,-4.044768e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.489800e-10,6.734703e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.489900e-10,-2.036634e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.490000e-10,-5.927942e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.490100e-10,1.074220e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.490200e-10,-8.819567e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.490300e-10,2.001557e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.490400e-10,2.988086e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.490500e-10,-9.119911e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.490600e-10,3.060432e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.490700e-10,5.026912e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.490800e-10,-4.722184e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.490900e-10,4.108344e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.491000e-10,-6.647012e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.491100e-10,5.140911e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.491200e-10,-3.656733e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.491300e-10,-1.679291e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.491400e-10,7.155622e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.491500e-10,1.302218e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.491600e-10,-3.566850e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.491700e-10,1.341679e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.491800e-10,9.203217e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.491900e-10,-2.525514e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.492000e-10,-5.450023e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.492100e-10,-5.327255e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.492200e-10,1.442524e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.492300e-10,1.222857e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.492400e-10,-3.413390e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.492500e-10,-2.424669e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.492600e-10,7.383620e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.492700e-10,-4.349496e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.492800e-10,-4.340727e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.492900e-10,5.458793e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.493000e-10,-6.252400e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.493100e-10,5.507023e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.493200e-10,5.502638e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.493300e-10,-1.015905e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.493400e-10,1.533066e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.493500e-10,-1.209265e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.493600e-10,6.445321e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.493700e-10,4.581878e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.493800e-10,5.574984e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.493900e-10,-7.166584e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.494000e-10,2.637320e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.494100e-10,3.626041e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.494200e-10,-3.227045e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.494300e-10,4.616955e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.494400e-10,2.670205e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.494500e-10,-3.220468e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.494600e-10,4.634493e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.494700e-10,2.665820e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.494800e-10,-1.203127e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.494900e-10,1.051420e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.495000e-10,-1.260565e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.495100e-10,-5.167219e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.495200e-10,8.565262e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.495300e-10,-1.253988e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.495400e-10,6.971470e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.495500e-10,-2.236132e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.495600e-10,7.563387e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.495700e-10,-1.007794e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.495800e-10,6.574666e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.495900e-10,2.648282e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.496000e-10,-3.227045e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.496100e-10,4.595032e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.496200e-10,-3.257737e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.496300e-10,1.652984e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.496400e-10,3.593157e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.496500e-10,-9.154987e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.496600e-10,6.535205e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.496700e-10,-3.463812e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.496800e-10,6.226093e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.496900e-10,6.182247e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.497000e-10,6.500129e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.497100e-10,-7.243314e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.497200e-10,-3.880347e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.497300e-10,1.565292e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.497400e-10,5.568407e-15,6.302860e-08,7.167482e+00,8.824217e-01
1.497500e-10,3.512042e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.497600e-10,2.497014e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.497700e-10,-1.220665e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.497800e-10,1.032567e-13,6.302860e-08,7.167482e+00,8.824217e-01
1.497900e-10,1.490755e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.498000e-10,-3.415582e-14,6.302860e-08,7.167482e+00,8.824217e-01
1.498100e-10,1.468832e-14,6.302860e-08,7.167482e+00,8.824217e-01
