time,"V(A)","I(L4|XLOADINA)","I(RL|XSTORAGE)","V(Q)"
1.007300e-10,1.268947e-07,9.663996e-06,1.980051e-09,9.900256e-10
1.007400e-10,1.323958e-07,9.664125e-06,2.085392e-09,1.042696e-09
1.007500e-10,1.380835e-07,9.664259e-06,2.195342e-09,1.097671e-09
1.007600e-10,1.439619e-07,9.664399e-06,2.310058e-09,1.155029e-09
1.007700e-10,1.500356e-07,9.664545e-06,2.429700e-09,1.214850e-09
1.007800e-10,1.563089e-07,9.664697e-06,2.554434e-09,1.277217e-09
1.007900e-10,1.627862e-07,9.664855e-06,2.684427e-09,1.342213e-09
1.008000e-10,1.694720e-07,9.665020e-06,2.819850e-09,1.409925e-09
1.008100e-10,1.763706e-07,9.665191e-06,2.960880e-09,1.480440e-09
1.008200e-10,1.834867e-07,9.665370e-06,3.107696e-09,1.553848e-09
1.008300e-10,1.908247e-07,9.665556e-06,3.260480e-09,1.630240e-09
1.008400e-10,1.983890e-07,9.665749e-06,3.419419e-09,1.709710e-09
1.008500e-10,2.061843e-07,9.665949e-06,3.584704e-09,1.792352e-09
1.008600e-10,2.142151e-07,9.666158e-06,3.756529e-09,1.878265e-09
1.008700e-10,2.224859e-07,9.666374e-06,3.935092e-09,1.967546e-09
1.008800e-10,2.310013e-07,9.666599e-06,4.120595e-09,2.060298e-09
1.008900e-10,2.397659e-07,9.666832e-06,4.313243e-09,2.156621e-09
1.009000e-10,2.487841e-07,9.667074e-06,4.513246e-09,2.256623e-09
1.009100e-10,2.580606e-07,9.667325e-06,4.720816e-09,2.360408e-09
1.009200e-10,2.675999e-07,9.667586e-06,4.936171e-09,2.468085e-09
1.009300e-10,2.774065e-07,9.667856e-06,5.159531e-09,2.579765e-09
1.009400e-10,2.874849e-07,9.668136e-06,5.391121e-09,2.695560e-09
1.009500e-10,2.978397e-07,9.668426e-06,5.631168e-09,2.815584e-09
1.009600e-10,3.084753e-07,9.668726e-06,5.879904e-09,2.939952e-09
1.009700e-10,3.193962e-07,9.669037e-06,6.137566e-09,3.068783e-09
1.009800e-10,3.306069e-07,9.669359e-06,6.404390e-09,3.202195e-09
1.009900e-10,3.421117e-07,9.669692e-06,6.680622e-09,3.340311e-09
1.010000e-10,3.539150e-07,9.670037e-06,6.966506e-09,3.483253e-09
1.010100e-10,3.660212e-07,9.670393e-06,7.262292e-09,3.631146e-09
1.010200e-10,3.784345e-07,9.670762e-06,7.568235e-09,3.784117e-09
1.010300e-10,3.911593e-07,9.671143e-06,7.884589e-09,3.942295e-09
1.010400e-10,4.041996e-07,9.671537e-06,8.211617e-09,4.105808e-09
1.010500e-10,4.175597e-07,9.671944e-06,8.549580e-09,4.274790e-09
1.010600e-10,4.312437e-07,9.672364e-06,8.898747e-09,4.449374e-09
1.010700e-10,4.452556e-07,9.672797e-06,9.259387e-09,4.629694e-09
1.010800e-10,4.595993e-07,9.673245e-06,9.631774e-09,4.815887e-09
1.010900e-10,4.742789e-07,9.673707e-06,1.001618e-08,5.008092e-09
1.011000e-10,4.892981e-07,9.674184e-06,1.041290e-08,5.206448e-09
1.011100e-10,5.046606e-07,9.674676e-06,1.082219e-08,5.411096e-09
1.011200e-10,5.203703e-07,9.675183e-06,1.124436e-08,5.622180e-09
1.011300e-10,5.364307e-07,9.675706e-06,1.167969e-08,5.839844e-09
1.011400e-10,5.528453e-07,9.676244e-06,1.212846e-08,6.064232e-09
1.011500e-10,5.696175e-07,9.676800e-06,1.259099e-08,6.295493e-09
1.011600e-10,5.867507e-07,9.677371e-06,1.306755e-08,6.533774e-09
1.011700e-10,6.042482e-07,9.677960e-06,1.355845e-08,6.779224e-09
1.011800e-10,6.221130e-07,9.678567e-06,1.406399e-08,7.031995e-09
1.011900e-10,6.403482e-07,9.679191e-06,1.458448e-08,7.292238e-09
1.012000e-10,6.589567e-07,9.679833e-06,1.512021e-08,7.560106e-09
1.012100e-10,6.779414e-07,9.680494e-06,1.567151e-08,7.835753e-09
1.012200e-10,6.973049e-07,9.681174e-06,1.623867e-08,8.119334e-09
1.012300e-10,7.170497e-07,9.681873e-06,1.682201e-08,8.411005e-09
1.012400e-10,7.371785e-07,9.682591e-06,1.742185e-08,8.710924e-09
1.012500e-10,7.576933e-07,9.683330e-06,1.803849e-08,9.019247e-09
1.012600e-10,7.785965e-07,9.684089e-06,1.867227e-08,9.336133e-09
1.012700e-10,7.998901e-07,9.684869e-06,1.932348e-08,9.661742e-09
1.012800e-10,8.215760e-07,9.685670e-06,1.999247e-08,9.996233e-09
1.012900e-10,8.436560e-07,9.686493e-06,2.067953e-08,1.033977e-08
1.013000e-10,8.661317e-07,9.687337e-06,2.138501e-08,1.069250e-08
1.013100e-10,8.890045e-07,9.688204e-06,2.210921e-08,1.105461e-08
1.013200e-10,9.122758e-07,9.689093e-06,2.285247e-08,1.142623e-08
1.013300e-10,9.359467e-07,9.690006e-06,2.361510e-08,1.180755e-08
1.013400e-10,9.600182e-07,9.690942e-06,2.439744e-08,1.219872e-08
1.013500e-10,9.844912e-07,9.691902e-06,2.519980e-08,1.259990e-08
1.013600e-10,1.009366e-06,9.692886e-06,2.602251e-08,1.301126e-08
1.013700e-10,1.034644e-06,9.693895e-06,2.686590e-08,1.343295e-08
1.013800e-10,1.060325e-06,9.694929e-06,2.773030e-08,1.386515e-08
1.013900e-10,1.086408e-06,9.695988e-06,2.861601e-08,1.430801e-08
1.014000e-10,1.112895e-06,9.697074e-06,2.952338e-08,1.476169e-08
1.014100e-10,1.139785e-06,9.698185e-06,3.045272e-08,1.522636e-08
1.014200e-10,1.167076e-06,9.699323e-06,3.140436e-08,1.570218e-08
1.014300e-10,1.194770e-06,9.700488e-06,3.237861e-08,1.618931e-08
1.014400e-10,1.222865e-06,9.701681e-06,3.337580e-08,1.668790e-08
1.014500e-10,1.251360e-06,9.702901e-06,3.439625e-08,1.719813e-08
1.014600e-10,1.280254e-06,9.704149e-06,3.544028e-08,1.772014e-08
1.014700e-10,1.309545e-06,9.705426e-06,3.650819e-08,1.825409e-08
1.014800e-10,1.339232e-06,9.706732e-06,3.760031e-08,1.880015e-08
1.014900e-10,1.369314e-06,9.708068e-06,3.871694e-08,1.935847e-08
1.015000e-10,1.399788e-06,9.709433e-06,3.985840e-08,1.992920e-08
1.015100e-10,1.430652e-06,9.710828e-06,4.102499e-08,2.051249e-08
1.015200e-10,1.461903e-06,9.712253e-06,4.221702e-08,2.110851e-08
1.015300e-10,1.493540e-06,9.713710e-06,4.343478e-08,2.171739e-08
1.015400e-10,1.525559e-06,9.715197e-06,4.467859e-08,2.233929e-08
1.015500e-10,1.557958e-06,9.716716e-06,4.594873e-08,2.297436e-08
1.015600e-10,1.590733e-06,9.718268e-06,4.724549e-08,2.362275e-08
1.015700e-10,1.623880e-06,9.719851e-06,4.856917e-08,2.428459e-08
1.015800e-10,1.657397e-06,9.721467e-06,4.992005e-08,2.496003e-08
1.015900e-10,1.691279e-06,9.723116e-06,5.129841e-08,2.564921e-08
1.016000e-10,1.725522e-06,9.724799e-06,5.270453e-08,2.635226e-08
1.016100e-10,1.760122e-06,9.726515e-06,5.413868e-08,2.706934e-08
1.016200e-10,1.795075e-06,9.728265e-06,5.560112e-08,2.780056e-08
1.016300e-10,1.830375e-06,9.730050e-06,5.709213e-08,2.854606e-08
1.016400e-10,1.866019e-06,9.731869e-06,5.861196e-08,2.930598e-08
1.016500e-10,1.902000e-06,9.733724e-06,6.016086e-08,3.008043e-08
1.016600e-10,1.938314e-06,9.735613e-06,6.173908e-08,3.086954e-08
1.016700e-10,1.974955e-06,9.737539e-06,6.334686e-08,3.167343e-08
1.016800e-10,2.011918e-06,9.739500e-06,6.498445e-08,3.249223e-08
1.016900e-10,2.049196e-06,9.741498e-06,6.665207e-08,3.332604e-08
1.017000e-10,2.086783e-06,9.743532e-06,6.834995e-08,3.417497e-08
1.017100e-10,2.124673e-06,9.745603e-06,7.007830e-08,3.503915e-08
1.017200e-10,2.162859e-06,9.747712e-06,7.183735e-08,3.591867e-08
1.017300e-10,2.201336e-06,9.749858e-06,7.362729e-08,3.681364e-08
1.017400e-10,2.240095e-06,9.752041e-06,7.544832e-08,3.772416e-08
1.017500e-10,2.279129e-06,9.754263e-06,7.730064e-08,3.865032e-08
1.017600e-10,2.318433e-06,9.756522e-06,7.918443e-08,3.959221e-08
1.017700e-10,2.357997e-06,9.758821e-06,8.109987e-08,4.054994e-08
1.017800e-10,2.397814e-06,9.761158e-06,8.304714e-08,4.152357e-08
1.017900e-10,2.437876e-06,9.763533e-06,8.502638e-08,4.251319e-08
1.018000e-10,2.478176e-06,9.765948e-06,8.703777e-08,4.351889e-08
1.018100e-10,2.518705e-06,9.768403e-06,8.908145e-08,4.454072e-08
1.018200e-10,2.559455e-06,9.770897e-06,9.115755e-08,4.557877e-08
1.018300e-10,2.600416e-06,9.773431e-06,9.326621e-08,4.663310e-08
1.018400e-10,2.641582e-06,9.776005e-06,9.540755e-08,4.770377e-08
1.018500e-10,2.682941e-06,9.778619e-06,9.758168e-08,4.879084e-08
1.018600e-10,2.724487e-06,9.781273e-06,9.978872e-08,4.989436e-08
1.018700e-10,2.766208e-06,9.783968e-06,1.020288e-07,5.101438e-08
1.018800e-10,2.808097e-06,9.786704e-06,1.043019e-07,5.215094e-08
1.018900e-10,2.850144e-06,9.789480e-06,1.066082e-07,5.330408e-08
1.019000e-10,2.892338e-06,9.792298e-06,1.089477e-07,5.447384e-08
1.019100e-10,2.934671e-06,9.795156e-06,1.113205e-07,5.566025e-08
1.019200e-10,2.977132e-06,9.798056e-06,1.137267e-07,5.686334e-08
1.019300e-10,3.019712e-06,9.800997e-06,1.161662e-07,5.808312e-08
1.019400e-10,3.062400e-06,9.803979e-06,1.186392e-07,5.931961e-08
1.019500e-10,3.105186e-06,9.807003e-06,1.211456e-07,6.057282e-08
1.019600e-10,3.148061e-06,9.810068e-06,1.236855e-07,6.184277e-08
1.019700e-10,3.191013e-06,9.813175e-06,1.262589e-07,6.312944e-08
1.019800e-10,3.234032e-06,9.816324e-06,1.288657e-07,6.443285e-08
1.019900e-10,3.277108e-06,9.819515e-06,1.315060e-07,6.575298e-08
1.020000e-10,3.320230e-06,9.822747e-06,1.341796e-07,6.708981e-08
1.020100e-10,3.363388e-06,9.826021e-06,1.368867e-07,6.844333e-08
1.020200e-10,3.406570e-06,9.829337e-06,1.396270e-07,6.981352e-08
1.020300e-10,3.449766e-06,9.832695e-06,1.424007e-07,7.120035e-08
1.020400e-10,3.492965e-06,9.836094e-06,1.452076e-07,7.260378e-08
1.020500e-10,3.536157e-06,9.839535e-06,1.480476e-07,7.402378e-08
1.020600e-10,3.579330e-06,9.843018e-06,1.509206e-07,7.546030e-08
1.020700e-10,3.622473e-06,9.846543e-06,1.538266e-07,7.691330e-08
1.020800e-10,3.665576e-06,9.850109e-06,1.567654e-07,7.838272e-08
1.020900e-10,3.708628e-06,9.853717e-06,1.597370e-07,7.986850e-08
1.021000e-10,3.751618e-06,9.857367e-06,1.627411e-07,8.137057e-08
1.021100e-10,3.794534e-06,9.861058e-06,1.657778e-07,8.288888e-08
1.021200e-10,3.837367e-06,9.864790e-06,1.688467e-07,8.442334e-08
1.021300e-10,3.880105e-06,9.868563e-06,1.719478e-07,8.597388e-08
1.021400e-10,3.922737e-06,9.872378e-06,1.750808e-07,8.754042e-08
1.021500e-10,3.965253e-06,9.876234e-06,1.782457e-07,8.912285e-08
1.021600e-10,4.007641e-06,9.880130e-06,1.814422e-07,9.072109e-08
1.021700e-10,4.049892e-06,9.884067e-06,1.846701e-07,9.233505e-08
1.021800e-10,4.091995e-06,9.888045e-06,1.879292e-07,9.396460e-08
1.021900e-10,4.133939e-06,9.892063e-06,1.912193e-07,9.560966e-08
1.022000e-10,4.175714e-06,9.896122e-06,1.945402e-07,9.727010e-08
1.022100e-10,4.217310e-06,9.900220e-06,1.978916e-07,9.894580e-08
1.022200e-10,4.258716e-06,9.904358e-06,2.012733e-07,1.006366e-07
1.022300e-10,4.299922e-06,9.908536e-06,2.046850e-07,1.023425e-07
1.022400e-10,4.340919e-06,9.912753e-06,2.081265e-07,1.040632e-07
1.022500e-10,4.381697e-06,9.917009e-06,2.115975e-07,1.057987e-07
1.022600e-10,4.422245e-06,9.921305e-06,2.150976e-07,1.075488e-07
1.022700e-10,4.462555e-06,9.925639e-06,2.186267e-07,1.093134e-07
1.022800e-10,4.502617e-06,9.930011e-06,2.221844e-07,1.110922e-07
1.022900e-10,4.542423e-06,9.934421e-06,2.257705e-07,1.128852e-07
1.023000e-10,4.581962e-06,9.938870e-06,2.293845e-07,1.146922e-07
1.023100e-10,4.621226e-06,9.943356e-06,2.330261e-07,1.165131e-07
1.023200e-10,4.660207e-06,9.947879e-06,2.366951e-07,1.183476e-07
1.023300e-10,4.698897e-06,9.952439e-06,2.403911e-07,1.201955e-07
1.023400e-10,4.737286e-06,9.957036e-06,2.441137e-07,1.220569e-07
1.023500e-10,4.775368e-06,9.961669e-06,2.478626e-07,1.239313e-07
1.023600e-10,4.813134e-06,9.966338e-06,2.516374e-07,1.258187e-07
1.023700e-10,4.850577e-06,9.971043e-06,2.554378e-07,1.277189e-07
1.023800e-10,4.887691e-06,9.975784e-06,2.592634e-07,1.296317e-07
1.023900e-10,4.924467e-06,9.980559e-06,2.631137e-07,1.315569e-07
1.024000e-10,4.960899e-06,9.985369e-06,2.669885e-07,1.334942e-07
1.024100e-10,4.996981e-06,9.990214e-06,2.708872e-07,1.354436e-07
1.024200e-10,5.032707e-06,9.995092e-06,2.748096e-07,1.374048e-07
1.024300e-10,5.068071e-06,1.000000e-05,2.787552e-07,1.393776e-07
1.024400e-10,5.103067e-06,1.000495e-05,2.827236e-07,1.413618e-07
1.024500e-10,5.137691e-06,1.000993e-05,2.867143e-07,1.433572e-07
1.024600e-10,5.171937e-06,1.001494e-05,2.907270e-07,1.453635e-07
1.024700e-10,5.205801e-06,1.001998e-05,2.947613e-07,1.473806e-07
1.024800e-10,5.239279e-06,1.002505e-05,2.988166e-07,1.494083e-07
1.024900e-10,5.272367e-06,1.003016e-05,3.028927e-07,1.514463e-07
1.025000e-10,5.305061e-06,1.003530e-05,3.069889e-07,1.534945e-07
1.025100e-10,5.337358e-06,1.004046e-05,3.111050e-07,1.555525e-07
1.025200e-10,5.369256e-06,1.004566e-05,3.152405e-07,1.576202e-07
1.025300e-10,5.400751e-06,1.005088e-05,3.193948e-07,1.596974e-07
1.025400e-10,5.431843e-06,1.005614e-05,3.235677e-07,1.617838e-07
1.025500e-10,5.462530e-06,1.006142e-05,3.277586e-07,1.638793e-07
1.025600e-10,5.492809e-06,1.006674e-05,3.319671e-07,1.659835e-07
1.025700e-10,5.522681e-06,1.007208e-05,3.361927e-07,1.680964e-07
1.025800e-10,5.552145e-06,1.007745e-05,3.404350e-07,1.702175e-07
1.025900e-10,5.581201e-06,1.008284e-05,3.446936e-07,1.723468e-07
1.026000e-10,5.609849e-06,1.008826e-05,3.489680e-07,1.744840e-07
1.026100e-10,5.638091e-06,1.009371e-05,3.532578e-07,1.766289e-07
1.026200e-10,5.665927e-06,1.009919e-05,3.575624e-07,1.787812e-07
1.026300e-10,5.693359e-06,1.010469e-05,3.618815e-07,1.809408e-07
1.026400e-10,5.720389e-06,1.011021e-05,3.662147e-07,1.831074e-07
1.026500e-10,5.747021e-06,1.011576e-05,3.705615e-07,1.852807e-07
1.026600e-10,5.773256e-06,1.012133e-05,3.749214e-07,1.874607e-07
1.026700e-10,5.799099e-06,1.012693e-05,3.792941e-07,1.896470e-07
1.026800e-10,5.824553e-06,1.013255e-05,3.836790e-07,1.918395e-07
1.026900e-10,5.849623e-06,1.013820e-05,3.880758e-07,1.940379e-07
1.027000e-10,5.874314e-06,1.014386e-05,3.924841e-07,1.962421e-07
1.027100e-10,5.898631e-06,1.014955e-05,3.969034e-07,1.984517e-07
1.027200e-10,5.922580e-06,1.015526e-05,4.013334e-07,2.006667e-07
1.027300e-10,5.946168e-06,1.016099e-05,4.057736e-07,2.028868e-07
1.027400e-10,5.969400e-06,1.016675e-05,4.102236e-07,2.051118e-07
1.027500e-10,5.992285e-06,1.017252e-05,4.146831e-07,2.073415e-07
1.027600e-10,6.014830e-06,1.017832e-05,4.191516e-07,2.095758e-07
1.027700e-10,6.037043e-06,1.018413e-05,4.236288e-07,2.118144e-07
1.027800e-10,6.058934e-06,1.018997e-05,4.281143e-07,2.140571e-07
1.027900e-10,6.080511e-06,1.019582e-05,4.326078e-07,2.163039e-07
1.028000e-10,6.101785e-06,1.020170e-05,4.371089e-07,2.185544e-07
1.028100e-10,6.122765e-06,1.020759e-05,4.416172e-07,2.208086e-07
1.028200e-10,6.143462e-06,1.021350e-05,4.461325e-07,2.230663e-07
1.028300e-10,6.163888e-06,1.021943e-05,4.506544e-07,2.253272e-07
1.028400e-10,6.184053e-06,1.022538e-05,4.551827e-07,2.275913e-07
1.028500e-10,6.203972e-06,1.023134e-05,4.597169e-07,2.298584e-07
1.028600e-10,6.223656e-06,1.023732e-05,4.642568e-07,2.321284e-07
1.028700e-10,6.243118e-06,1.024332e-05,4.688022e-07,2.344011e-07
1.028800e-10,6.262372e-06,1.024934e-05,4.733528e-07,2.366764e-07
1.028900e-10,6.281433e-06,1.025538e-05,4.779084e-07,2.389542e-07
1.029000e-10,6.300316e-06,1.026143e-05,4.824686e-07,2.412343e-07
1.029100e-10,6.319034e-06,1.026749e-05,4.870333e-07,2.435167e-07
1.029200e-10,6.337606e-06,1.027358e-05,4.916023e-07,2.458012e-07
1.029300e-10,6.356045e-06,1.027968e-05,4.961754e-07,2.480877e-07
1.029400e-10,6.374370e-06,1.028579e-05,5.007523e-07,2.503762e-07
1.029500e-10,6.392598e-06,1.029193e-05,5.053331e-07,2.526665e-07
1.029600e-10,6.410746e-06,1.029807e-05,5.099174e-07,2.549587e-07
1.029700e-10,6.428832e-06,1.030424e-05,5.145052e-07,2.572526e-07
1.029800e-10,6.446876e-06,1.031042e-05,5.190963e-07,2.595482e-07
1.029900e-10,6.464896e-06,1.031661e-05,5.236907e-07,2.618454e-07
1.030000e-10,6.482912e-06,1.032282e-05,5.282883e-07,2.641441e-07
1.030100e-10,6.493897e-06,1.032904e-05,5.328883e-07,2.664441e-07
1.030200e-10,6.514225e-06,1.033528e-05,5.374905e-07,2.687452e-07
1.030300e-10,6.532225e-06,1.034154e-05,5.420950e-07,2.710475e-07
1.030400e-10,6.550254e-06,1.034780e-05,5.467019e-07,2.733509e-07
1.030500e-10,6.568334e-06,1.035409e-05,5.513114e-07,2.756557e-07
1.030600e-10,6.586485e-06,1.036039e-05,5.559236e-07,2.779618e-07
1.030700e-10,6.604730e-06,1.036671e-05,5.605385e-07,2.802692e-07
1.030800e-10,6.623091e-06,1.037304e-05,5.651563e-07,2.825781e-07
1.030900e-10,6.641591e-06,1.037939e-05,5.697771e-07,2.848885e-07
1.031000e-10,6.660253e-06,1.038575e-05,5.744010e-07,2.872005e-07
1.031100e-10,6.679100e-06,1.039213e-05,5.790281e-07,2.895140e-07
1.031200e-10,6.698155e-06,1.039853e-05,5.836585e-07,2.918293e-07
1.031300e-10,6.717442e-06,1.040495e-05,5.882925e-07,2.941463e-07
1.031400e-10,6.736986e-06,1.041138e-05,5.929302e-07,2.964651e-07
1.031500e-10,6.756809e-06,1.041783e-05,5.975717e-07,2.987858e-07
1.031600e-10,6.776938e-06,1.042429e-05,6.022173e-07,3.011086e-07
1.031700e-10,6.797395e-06,1.043078e-05,6.068672e-07,3.034336e-07
1.031800e-10,6.818207e-06,1.043728e-05,6.115216e-07,3.057608e-07
1.031900e-10,6.839397e-06,1.044381e-05,6.161809e-07,3.080904e-07
1.032000e-10,6.860992e-06,1.045035e-05,6.208453e-07,3.104226e-07
1.032100e-10,6.883016e-06,1.045691e-05,6.255151e-07,3.127576e-07
1.032200e-10,6.905495e-06,1.046349e-05,6.301907e-07,3.150954e-07
1.032300e-10,6.928455e-06,1.047009e-05,6.348725e-07,3.174363e-07
1.032400e-10,6.951922e-06,1.047671e-05,6.395608e-07,3.197804e-07
1.032500e-10,6.975922e-06,1.048335e-05,6.442560e-07,3.221280e-07
1.032600e-10,7.000480e-06,1.049002e-05,6.489586e-07,3.244793e-07
1.032700e-10,7.025623e-06,1.049671e-05,6.536691e-07,3.268345e-07
1.032800e-10,7.051378e-06,1.050342e-05,6.583878e-07,3.291939e-07
1.032900e-10,7.077771e-06,1.051015e-05,6.631154e-07,3.315577e-07
1.033000e-10,7.104828e-06,1.051691e-05,6.678523e-07,3.339262e-07
1.033100e-10,7.132576e-06,1.052369e-05,6.725991e-07,3.362996e-07
1.033200e-10,7.161041e-06,1.053050e-05,6.773564e-07,3.386782e-07
1.033300e-10,7.190251e-06,1.053734e-05,6.821247e-07,3.410624e-07
1.033400e-10,7.220232e-06,1.054420e-05,6.869047e-07,3.434524e-07
1.033500e-10,7.251011e-06,1.055109e-05,6.916971e-07,3.458486e-07
1.033600e-10,7.282615e-06,1.055801e-05,6.965025e-07,3.482512e-07
1.033700e-10,7.315069e-06,1.056496e-05,7.013216e-07,3.506608e-07
1.033800e-10,7.348402e-06,1.057194e-05,7.061551e-07,3.530775e-07
1.033900e-10,7.382640e-06,1.057895e-05,7.110038e-07,3.555019e-07
1.034000e-10,7.417809e-06,1.058600e-05,7.158684e-07,3.579342e-07
1.034100e-10,7.453936e-06,1.059307e-05,7.207497e-07,3.603748e-07
1.034200e-10,7.491048e-06,1.060019e-05,7.256486e-07,3.628243e-07
1.034300e-10,7.529171e-06,1.060733e-05,7.305658e-07,3.652829e-07
1.034400e-10,7.568331e-06,1.061451e-05,7.355022e-07,3.677511e-07
1.034500e-10,7.608555e-06,1.062173e-05,7.404588e-07,3.702294e-07
1.034600e-10,7.649868e-06,1.062899e-05,7.454364e-07,3.727182e-07
1.034700e-10,7.692297e-06,1.063629e-05,7.504359e-07,3.752180e-07
1.034800e-10,7.735868e-06,1.064363e-05,7.554583e-07,3.777292e-07
1.034900e-10,7.780605e-06,1.065101e-05,7.605046e-07,3.802523e-07
1.035000e-10,7.826535e-06,1.065843e-05,7.655758e-07,3.827879e-07
1.035100e-10,7.873683e-06,1.066590e-05,7.706728e-07,3.853364e-07
1.035200e-10,7.922073e-06,1.067341e-05,7.757967e-07,3.878984e-07
1.035300e-10,7.971730e-06,1.068096e-05,7.809487e-07,3.904743e-07
1.035400e-10,8.022679e-06,1.068857e-05,7.861296e-07,3.930648e-07
1.035500e-10,8.074945e-06,1.069623e-05,7.913408e-07,3.956704e-07
1.035600e-10,8.128550e-06,1.070393e-05,7.965832e-07,3.982916e-07
1.035700e-10,8.183520e-06,1.071169e-05,8.018580e-07,4.009290e-07
1.035800e-10,8.239876e-06,1.071950e-05,8.071664e-07,4.035832e-07
1.035900e-10,8.297643e-06,1.072736e-05,8.125096e-07,4.062548e-07
1.036000e-10,8.356843e-06,1.073528e-05,8.178888e-07,4.089444e-07
1.036100e-10,8.417498e-06,1.074326e-05,8.233051e-07,4.116526e-07
1.036200e-10,8.479630e-06,1.075129e-05,8.287599e-07,4.143800e-07
1.036300e-10,8.543262e-06,1.075939e-05,8.342544e-07,4.171272e-07
1.036400e-10,8.608413e-06,1.076755e-05,8.397898e-07,4.198949e-07
1.036500e-10,8.675106e-06,1.077577e-05,8.453675e-07,4.226837e-07
1.036600e-10,8.743360e-06,1.078405e-05,8.509887e-07,4.254944e-07
1.036700e-10,8.813196e-06,1.079241e-05,8.566549e-07,4.283274e-07
1.036800e-10,8.884633e-06,1.080083e-05,8.623673e-07,4.311836e-07
1.036900e-10,8.957690e-06,1.080931e-05,8.681272e-07,4.340636e-07
1.037000e-10,9.032385e-06,1.081787e-05,8.739362e-07,4.369681e-07
1.037100e-10,9.108738e-06,1.082651e-05,8.797955e-07,4.398977e-07
1.037200e-10,9.186765e-06,1.083521e-05,8.857065e-07,4.428533e-07
1.037300e-10,9.266483e-06,1.084400e-05,8.916708e-07,4.458354e-07
1.037400e-10,9.347910e-06,1.085286e-05,8.976896e-07,4.488448e-07
1.037500e-10,9.431062e-06,1.086180e-05,9.037645e-07,4.518822e-07
1.037600e-10,9.515953e-06,1.087082e-05,9.098969e-07,4.549484e-07
1.037700e-10,9.602599e-06,1.087992e-05,9.160882e-07,4.580441e-07
1.037800e-10,9.691015e-06,1.088911e-05,9.223400e-07,4.611700e-07
1.037900e-10,9.781214e-06,1.089838e-05,9.286538e-07,4.643269e-07
1.038000e-10,9.873209e-06,1.090774e-05,9.350309e-07,4.675155e-07
1.038100e-10,9.967014e-06,1.091719e-05,9.414730e-07,4.707365e-07
1.038200e-10,1.006264e-05,1.092674e-05,9.479816e-07,4.739908e-07
1.038300e-10,1.016010e-05,1.093637e-05,9.545582e-07,4.772791e-07
1.038400e-10,1.025940e-05,1.094611e-05,9.612043e-07,4.806021e-07
1.038500e-10,1.036056e-05,1.095593e-05,9.679214e-07,4.839607e-07
1.038600e-10,1.046358e-05,1.096586e-05,9.747112e-07,4.873556e-07
1.038700e-10,1.056847e-05,1.097589e-05,9.815751e-07,4.907875e-07
1.038800e-10,1.067524e-05,1.098602e-05,9.885147e-07,4.942574e-07
1.038900e-10,1.078390e-05,1.099625e-05,9.955316e-07,4.977658e-07
1.039000e-10,1.089446e-05,1.100659e-05,1.002627e-06,5.013137e-07
1.039100e-10,1.100692e-05,1.101704e-05,1.009804e-06,5.049018e-07
1.039200e-10,1.112128e-05,1.102760e-05,1.017062e-06,5.085309e-07
1.039300e-10,1.123756e-05,1.103827e-05,1.024404e-06,5.122018e-07
1.039400e-10,1.135575e-05,1.104905e-05,1.031830e-06,5.159152e-07
1.039500e-10,1.147586e-05,1.105995e-05,1.039344e-06,5.196720e-07
1.039600e-10,1.159790e-05,1.107096e-05,1.046946e-06,5.234730e-07
1.039700e-10,1.172186e-05,1.108210e-05,1.054638e-06,5.273189e-07
1.039800e-10,1.184774e-05,1.109336e-05,1.062421e-06,5.312105e-07
1.039900e-10,1.197556e-05,1.110473e-05,1.070297e-06,5.351486e-07
1.040000e-10,1.210530e-05,1.111624e-05,1.078268e-06,5.391341e-07
1.040100e-10,1.223696e-05,1.112787e-05,1.086335e-06,5.431676e-07
1.040200e-10,1.237055e-05,1.113963e-05,1.094500e-06,5.472499e-07
1.040300e-10,1.250606e-05,1.115152e-05,1.102764e-06,5.513820e-07
1.040400e-10,1.264349e-05,1.116354e-05,1.111129e-06,5.555644e-07
1.040500e-10,1.278284e-05,1.117569e-05,1.119596e-06,5.597981e-07
1.040600e-10,1.292410e-05,1.118799e-05,1.128167e-06,5.640837e-07
1.040700e-10,1.306727e-05,1.120042e-05,1.136844e-06,5.684220e-07
1.040800e-10,1.321234e-05,1.121299e-05,1.145628e-06,5.728139e-07
1.040900e-10,1.335930e-05,1.122570e-05,1.154520e-06,5.772600e-07
1.041000e-10,1.350815e-05,1.123855e-05,1.163522e-06,5.817611e-07
1.041100e-10,1.365888e-05,1.125155e-05,1.172636e-06,5.863180e-07
1.041200e-10,1.381147e-05,1.126470e-05,1.181863e-06,5.909314e-07
1.041300e-10,1.396594e-05,1.127799e-05,1.191204e-06,5.956020e-07
1.041400e-10,1.412225e-05,1.129144e-05,1.200661e-06,6.003306e-07
1.041500e-10,1.428040e-05,1.130504e-05,1.210236e-06,6.051179e-07
1.041600e-10,1.444039e-05,1.131879e-05,1.219929e-06,6.099646e-07
1.041700e-10,1.460219e-05,1.133270e-05,1.229743e-06,6.148715e-07
1.041800e-10,1.476580e-05,1.134677e-05,1.239678e-06,6.198392e-07
1.041900e-10,1.493120e-05,1.136100e-05,1.249737e-06,6.248685e-07
1.042000e-10,1.509837e-05,1.137538e-05,1.259920e-06,6.299599e-07
