time,"P(A)","I(L1)","I(BS)","P(Q)"
1.784700e-10,7.430940e+00,-8.978094e-06,3.282751e-05,9.368408e-01
1.784850e-10,7.430843e+00,-8.969691e-06,3.279886e-05,9.369367e-01
1.785000e-10,7.430746e+00,-8.961291e-06,3.277021e-05,9.370325e-01
1.785150e-10,7.430649e+00,-8.952895e-06,3.274157e-05,9.371283e-01
1.785300e-10,7.430552e+00,-8.944503e-06,3.271295e-05,9.372241e-01
1.785450e-10,7.430455e+00,-8.936115e-06,3.268433e-05,9.373199e-01
1.785600e-10,7.430358e+00,-8.927731e-06,3.265571e-05,9.374156e-01
1.785750e-10,7.430261e+00,-8.919351e-06,3.262711e-05,9.375113e-01
1.785900e-10,7.430165e+00,-8.910975e-06,3.259852e-05,9.376069e-01
1.786050e-10,7.430068e+00,-8.902604e-06,3.256993e-05,9.377025e-01
1.786200e-10,7.429972e+00,-8.894236e-06,3.254135e-05,9.377981e-01
1.786350e-10,7.429875e+00,-8.885872e-06,3.251278e-05,9.378936e-01
1.786500e-10,7.429779e+00,-8.877512e-06,3.248422e-05,9.379891e-01
1.786650e-10,7.429682e+00,-8.869157e-06,3.245567e-05,9.380846e-01
1.786800e-10,7.429586e+00,-8.860805e-06,3.242713e-05,9.381801e-01
1.786950e-10,7.429489e+00,-8.852458e-06,3.239859e-05,9.382754e-01
1.787100e-10,7.429393e+00,-8.844115e-06,3.237007e-05,9.383708e-01
1.787250e-10,7.429297e+00,-8.835776e-06,3.234155e-05,9.384661e-01
1.787400e-10,7.429201e+00,-8.827441e-06,3.231304e-05,9.385614e-01
1.787550e-10,7.429104e+00,-8.819110e-06,3.228454e-05,9.386567e-01
1.787700e-10,7.429008e+00,-8.810784e-06,3.225606e-05,9.387519e-01
1.787850e-10,7.428912e+00,-8.802461e-06,3.222758e-05,9.388471e-01
1.788000e-10,7.428816e+00,-8.794143e-06,3.219910e-05,9.389422e-01
1.788150e-10,7.428720e+00,-8.785830e-06,3.217064e-05,9.390373e-01
1.788300e-10,7.428625e+00,-8.777520e-06,3.214219e-05,9.391323e-01
1.788450e-10,7.428529e+00,-8.769215e-06,3.211375e-05,9.392274e-01
1.788600e-10,7.428433e+00,-8.760914e-06,3.208531e-05,9.393223e-01
1.788750e-10,7.428337e+00,-8.752617e-06,3.205689e-05,9.394173e-01
1.788900e-10,7.428241e+00,-8.744325e-06,3.202848e-05,9.395121e-01
1.789050e-10,7.428146e+00,-8.736037e-06,3.200007e-05,9.396070e-01
1.789200e-10,7.428050e+00,-8.727754e-06,3.197168e-05,9.397018e-01
1.789350e-10,7.427955e+00,-8.719475e-06,3.194329e-05,9.397966e-01
1.789500e-10,7.427859e+00,-8.711200e-06,3.191491e-05,9.398913e-01
1.789650e-10,7.427764e+00,-8.702930e-06,3.188655e-05,9.399860e-01
1.789800e-10,7.427668e+00,-8.694664e-06,3.185819e-05,9.400806e-01
1.789950e-10,7.427573e+00,-8.686403e-06,3.182985e-05,9.401752e-01
1.790100e-10,7.427478e+00,-8.678146e-06,3.180151e-05,9.402697e-01
1.790250e-10,7.427382e+00,-8.669894e-06,3.177318e-05,9.403642e-01
1.790400e-10,7.427287e+00,-8.661646e-06,3.174487e-05,9.404587e-01
1.790550e-10,7.427192e+00,-8.653403e-06,3.171656e-05,9.405531e-01
1.790700e-10,7.427097e+00,-8.645164e-06,3.168827e-05,9.406475e-01
1.790850e-10,7.427002e+00,-8.636930e-06,3.165998e-05,9.407418e-01
1.791000e-10,7.426907e+00,-8.628700e-06,3.163171e-05,9.408361e-01
1.791150e-10,7.426812e+00,-8.620475e-06,3.160344e-05,9.409303e-01
1.791300e-10,7.426717e+00,-8.612255e-06,3.157519e-05,9.410245e-01
1.791450e-10,7.426622e+00,-8.604039e-06,3.154695e-05,9.411186e-01
1.791600e-10,7.426527e+00,-8.595828e-06,3.151871e-05,9.412127e-01
1.791750e-10,7.426432e+00,-8.587622e-06,3.149049e-05,9.413067e-01
1.791900e-10,7.426338e+00,-8.579420e-06,3.146228e-05,9.414007e-01
1.792050e-10,7.426243e+00,-8.571224e-06,3.143408e-05,9.414947e-01
1.792200e-10,7.426148e+00,-8.563031e-06,3.140589e-05,9.415886e-01
1.792350e-10,7.426054e+00,-8.554844e-06,3.137771e-05,9.416824e-01
1.792500e-10,7.425959e+00,-8.546661e-06,3.134954e-05,9.417762e-01
1.792650e-10,7.425865e+00,-8.538483e-06,3.132138e-05,9.418700e-01
1.792800e-10,7.425770e+00,-8.530310e-06,3.129323e-05,9.419637e-01
1.792950e-10,7.425676e+00,-8.522142e-06,3.126510e-05,9.420573e-01
1.793100e-10,7.425581e+00,-8.513979e-06,3.123697e-05,9.421509e-01
1.793250e-10,7.425487e+00,-8.505820e-06,3.120886e-05,9.422445e-01
1.793400e-10,7.425393e+00,-8.497666e-06,3.118076e-05,9.423380e-01
1.793550e-10,7.425299e+00,-8.489517e-06,3.115267e-05,9.424314e-01
1.793700e-10,7.425205e+00,-8.481373e-06,3.112459e-05,9.425248e-01
1.793850e-10,7.425110e+00,-8.473234e-06,3.109652e-05,9.426181e-01
1.794000e-10,7.425016e+00,-8.465100e-06,3.106846e-05,9.427114e-01
1.794150e-10,7.424922e+00,-8.456971e-06,3.104041e-05,9.428047e-01
1.794300e-10,7.424828e+00,-8.448846e-06,3.101238e-05,9.428979e-01
1.794450e-10,7.424734e+00,-8.440727e-06,3.098436e-05,9.429910e-01
1.794600e-10,7.424640e+00,-8.432612e-06,3.095634e-05,9.430841e-01
1.794750e-10,7.424547e+00,-8.424503e-06,3.092834e-05,9.431772e-01
1.794900e-10,7.424453e+00,-8.416398e-06,3.090036e-05,9.432702e-01
1.795050e-10,7.424359e+00,-8.408299e-06,3.087238e-05,9.433631e-01
1.795200e-10,7.424265e+00,-8.400204e-06,3.084442e-05,9.434560e-01
1.795350e-10,7.424172e+00,-8.392115e-06,3.081646e-05,9.435488e-01
1.795500e-10,7.424078e+00,-8.384030e-06,3.078852e-05,9.436416e-01
1.795650e-10,7.423985e+00,-8.375951e-06,3.076059e-05,9.437343e-01
1.795800e-10,7.423891e+00,-8.367876e-06,3.073268e-05,9.438270e-01
1.795950e-10,7.423798e+00,-8.359807e-06,3.070477e-05,9.439196e-01
1.796100e-10,7.423704e+00,-8.351743e-06,3.067688e-05,9.440122e-01
1.796250e-10,7.423611e+00,-8.343683e-06,3.064900e-05,9.441047e-01
1.796400e-10,7.423517e+00,-8.335629e-06,3.062113e-05,9.441972e-01
1.796550e-10,7.423424e+00,-8.327580e-06,3.059327e-05,9.442896e-01
1.796700e-10,7.423331e+00,-8.319536e-06,3.056543e-05,9.443820e-01
1.796850e-10,7.423238e+00,-8.311497e-06,3.053759e-05,9.444743e-01
1.797000e-10,7.423145e+00,-8.303464e-06,3.050977e-05,9.445666e-01
1.797150e-10,7.423052e+00,-8.295435e-06,3.048197e-05,9.446588e-01
1.797300e-10,7.422958e+00,-8.287411e-06,3.045417e-05,9.447509e-01
1.797450e-10,7.422866e+00,-8.279393e-06,3.042639e-05,9.448430e-01
1.797600e-10,7.422773e+00,-8.271380e-06,3.039862e-05,9.449351e-01
1.797750e-10,7.422680e+00,-8.263372e-06,3.037086e-05,9.450271e-01
1.797900e-10,7.422587e+00,-8.255369e-06,3.034312e-05,9.451190e-01
1.798050e-10,7.422494e+00,-8.247371e-06,3.031538e-05,9.452109e-01
1.798200e-10,7.422401e+00,-8.239379e-06,3.028767e-05,9.453027e-01
1.798350e-10,7.422309e+00,-8.231391e-06,3.025996e-05,9.453945e-01
1.798500e-10,7.422216e+00,-8.223409e-06,3.023226e-05,9.454863e-01
1.798650e-10,7.422123e+00,-8.215432e-06,3.020458e-05,9.455779e-01
1.798800e-10,7.422031e+00,-8.207460e-06,3.017691e-05,9.456696e-01
1.798950e-10,7.421938e+00,-8.199493e-06,3.014926e-05,9.457611e-01
1.799100e-10,7.421846e+00,-8.191532e-06,3.012162e-05,9.458527e-01
1.799250e-10,7.421754e+00,-8.183575e-06,3.009399e-05,9.459441e-01
1.799400e-10,7.421661e+00,-8.175624e-06,3.006637e-05,9.460356e-01
1.799550e-10,7.421569e+00,-8.167678e-06,3.003877e-05,9.461269e-01
1.799700e-10,7.421477e+00,-8.159738e-06,3.001118e-05,9.462182e-01
1.799850e-10,7.421385e+00,-8.151802e-06,2.998360e-05,9.463095e-01
1.800000e-10,7.421293e+00,-8.143872e-06,2.995604e-05,9.464007e-01
1.800150e-10,7.421201e+00,-8.135947e-06,2.992849e-05,9.464919e-01
1.800300e-10,7.421109e+00,-8.128027e-06,2.990095e-05,9.465830e-01
1.800450e-10,7.421017e+00,-8.120112e-06,2.987343e-05,9.466740e-01
1.800600e-10,7.420925e+00,-8.112203e-06,2.984591e-05,9.467650e-01
1.800750e-10,7.420833e+00,-8.104299e-06,2.981842e-05,9.468560e-01
1.800900e-10,7.420741e+00,-8.096400e-06,2.979093e-05,9.469469e-01
1.801050e-10,7.420650e+00,-8.088506e-06,2.976346e-05,9.470377e-01
1.801200e-10,7.420558e+00,-8.080618e-06,2.973601e-05,9.471285e-01
1.801350e-10,7.420466e+00,-8.072735e-06,2.970856e-05,9.472193e-01
1.801500e-10,7.420375e+00,-8.064857e-06,2.968113e-05,9.473100e-01
1.801650e-10,7.420283e+00,-8.056984e-06,2.965372e-05,9.474006e-01
1.801800e-10,7.420192e+00,-8.049116e-06,2.962632e-05,9.474912e-01
1.801950e-10,7.420101e+00,-8.041254e-06,2.959893e-05,9.475818e-01
1.802100e-10,7.420009e+00,-8.033397e-06,2.957155e-05,9.476722e-01
1.802250e-10,7.419918e+00,-8.025545e-06,2.954419e-05,9.477627e-01
1.802400e-10,7.419827e+00,-8.017699e-06,2.951684e-05,9.478531e-01
1.802550e-10,7.419736e+00,-8.009858e-06,2.948951e-05,9.479434e-01
1.802700e-10,7.419645e+00,-8.002022e-06,2.946219e-05,9.480337e-01
1.802850e-10,7.419554e+00,-7.994191e-06,2.943489e-05,9.481239e-01
1.803000e-10,7.419463e+00,-7.986366e-06,2.940759e-05,9.482141e-01
1.803150e-10,7.419372e+00,-7.978545e-06,2.938032e-05,9.483042e-01
1.803300e-10,7.419281e+00,-7.970730e-06,2.935305e-05,9.483943e-01
1.803450e-10,7.419190e+00,-7.962921e-06,2.932580e-05,9.484843e-01
1.803600e-10,7.419100e+00,-7.955116e-06,2.929857e-05,9.485743e-01
1.803750e-10,7.419009e+00,-7.947317e-06,2.927135e-05,9.486642e-01
1.803900e-10,7.418918e+00,-7.939524e-06,2.924414e-05,9.487541e-01
1.804050e-10,7.418828e+00,-7.931735e-06,2.921695e-05,9.488439e-01
1.804200e-10,7.418737e+00,-7.923952e-06,2.918977e-05,9.489337e-01
1.804350e-10,7.418647e+00,-7.916174e-06,2.916260e-05,9.490234e-01
1.804500e-10,7.418557e+00,-7.908401e-06,2.913545e-05,9.491130e-01
1.804650e-10,7.418466e+00,-7.900634e-06,2.910832e-05,9.492027e-01
1.804800e-10,7.418376e+00,-7.892872e-06,2.908120e-05,9.492922e-01
1.804950e-10,7.418286e+00,-7.885115e-06,2.905409e-05,9.493817e-01
1.805100e-10,7.418196e+00,-7.877363e-06,2.902700e-05,9.494712e-01
1.805250e-10,7.418106e+00,-7.869617e-06,2.899992e-05,9.495606e-01
1.805400e-10,7.418016e+00,-7.861876e-06,2.897285e-05,9.496499e-01
1.805550e-10,7.417926e+00,-7.854141e-06,2.894580e-05,9.497393e-01
1.805700e-10,7.417836e+00,-7.846410e-06,2.891877e-05,9.498285e-01
1.805850e-10,7.417747e+00,-7.838685e-06,2.889175e-05,9.499177e-01
1.806000e-10,7.417657e+00,-7.830966e-06,2.886474e-05,9.500069e-01
1.806150e-10,7.417567e+00,-7.823251e-06,2.883775e-05,9.500960e-01
1.806300e-10,7.417478e+00,-7.815542e-06,2.881078e-05,9.501850e-01
1.806450e-10,7.417388e+00,-7.807839e-06,2.878382e-05,9.502740e-01
1.806600e-10,7.417299e+00,-7.800140e-06,2.875687e-05,9.503629e-01
1.806750e-10,7.417210e+00,-7.792447e-06,2.872994e-05,9.504518e-01
1.806900e-10,7.417120e+00,-7.784760e-06,2.870302e-05,9.505407e-01
1.807050e-10,7.417031e+00,-7.777077e-06,2.867612e-05,9.506295e-01
1.807200e-10,7.416942e+00,-7.769400e-06,2.864923e-05,9.507182e-01
1.807350e-10,7.416853e+00,-7.761729e-06,2.862236e-05,9.508069e-01
1.807500e-10,7.416764e+00,-7.754063e-06,2.859550e-05,9.508955e-01
1.807650e-10,7.416675e+00,-7.746402e-06,2.856865e-05,9.509841e-01
1.807800e-10,7.416586e+00,-7.738746e-06,2.854183e-05,9.510726e-01
1.807950e-10,7.416497e+00,-7.731096e-06,2.851501e-05,9.511611e-01
1.808100e-10,7.416408e+00,-7.723452e-06,2.848822e-05,9.512495e-01
1.808250e-10,7.416320e+00,-7.715812e-06,2.846143e-05,9.513378e-01
1.808400e-10,7.416231e+00,-7.708178e-06,2.843466e-05,9.514261e-01
1.808550e-10,7.416142e+00,-7.700550e-06,2.840791e-05,9.515144e-01
1.808700e-10,7.416054e+00,-7.692927e-06,2.838117e-05,9.516026e-01
1.808850e-10,7.415965e+00,-7.685309e-06,2.835445e-05,9.516908e-01
1.809000e-10,7.415877e+00,-7.677697e-06,2.832774e-05,9.517788e-01
1.809150e-10,7.415789e+00,-7.670090e-06,2.830105e-05,9.518669e-01
1.809300e-10,7.415701e+00,-7.662488e-06,2.827437e-05,9.519549e-01
1.809450e-10,7.415612e+00,-7.654892e-06,2.824771e-05,9.520428e-01
1.809600e-10,7.415524e+00,-7.647302e-06,2.822106e-05,9.521307e-01
1.809750e-10,7.415436e+00,-7.639717e-06,2.819443e-05,9.522185e-01
1.809900e-10,7.415348e+00,-7.632137e-06,2.816782e-05,9.523063e-01
1.810050e-10,7.415260e+00,-7.624563e-06,2.814122e-05,9.523940e-01
1.810200e-10,7.415172e+00,-7.616994e-06,2.811463e-05,9.524816e-01
1.810350e-10,7.415085e+00,-7.609431e-06,2.808806e-05,9.525692e-01
1.810500e-10,7.414997e+00,-7.601873e-06,2.806151e-05,9.526568e-01
1.810650e-10,7.414909e+00,-7.594321e-06,2.803497e-05,9.527443e-01
1.810800e-10,7.414822e+00,-7.586774e-06,2.800844e-05,9.528317e-01
1.810950e-10,7.414734e+00,-7.579233e-06,2.798193e-05,9.529191e-01
1.811100e-10,7.414647e+00,-7.571697e-06,2.795544e-05,9.530064e-01
1.811250e-10,7.414559e+00,-7.564167e-06,2.792896e-05,9.530937e-01
1.811400e-10,7.414472e+00,-7.556642e-06,2.790250e-05,9.531809e-01
1.811550e-10,7.414385e+00,-7.549123e-06,2.787606e-05,9.532680e-01
1.811700e-10,7.414297e+00,-7.541609e-06,2.784963e-05,9.533551e-01
1.811850e-10,7.414210e+00,-7.534101e-06,2.782321e-05,9.534421e-01
1.812000e-10,7.414123e+00,-7.526598e-06,2.779681e-05,9.535291e-01
1.812150e-10,7.414036e+00,-7.519101e-06,2.777043e-05,9.536160e-01
1.812300e-10,7.413949e+00,-7.511609e-06,2.774406e-05,9.537029e-01
1.812450e-10,7.413862e+00,-7.504123e-06,2.771771e-05,9.537897e-01
1.812600e-10,7.413775e+00,-7.496643e-06,2.769137e-05,9.538764e-01
1.812750e-10,7.413689e+00,-7.489168e-06,2.766505e-05,9.539631e-01
1.812900e-10,7.413602e+00,-7.481698e-06,2.763875e-05,9.540497e-01
1.813050e-10,7.413515e+00,-7.474235e-06,2.761246e-05,9.541363e-01
1.813200e-10,7.413429e+00,-7.466777e-06,2.758619e-05,9.542228e-01
1.813350e-10,7.413342e+00,-7.459324e-06,2.755993e-05,9.543093e-01
1.813500e-10,7.413256e+00,-7.451877e-06,2.753369e-05,9.543956e-01
1.813650e-10,7.413169e+00,-7.444436e-06,2.750746e-05,9.544820e-01
1.813800e-10,7.413083e+00,-7.437000e-06,2.748125e-05,9.545682e-01
1.813950e-10,7.412997e+00,-7.429570e-06,2.745506e-05,9.546545e-01
1.814100e-10,7.412911e+00,-7.422145e-06,2.742888e-05,9.547406e-01
1.814250e-10,7.412824e+00,-7.414726e-06,2.740272e-05,9.548267e-01
1.814400e-10,7.412738e+00,-7.407313e-06,2.737658e-05,9.549127e-01
1.814550e-10,7.412652e+00,-7.399905e-06,2.735045e-05,9.549987e-01
1.814700e-10,7.412566e+00,-7.392503e-06,2.732433e-05,9.550846e-01
1.814850e-10,7.412480e+00,-7.385106e-06,2.729824e-05,9.551704e-01
1.815000e-10,7.412395e+00,-7.377716e-06,2.727216e-05,9.552562e-01
1.815150e-10,7.412309e+00,-7.370331e-06,2.724609e-05,9.553419e-01
1.815300e-10,7.412223e+00,-7.362951e-06,2.722004e-05,9.554276e-01
1.815450e-10,7.412138e+00,-7.355577e-06,2.719401e-05,9.555132e-01
1.815600e-10,7.412052e+00,-7.348209e-06,2.716800e-05,9.555987e-01
1.815750e-10,7.411966e+00,-7.340846e-06,2.714200e-05,9.556842e-01
1.815900e-10,7.411881e+00,-7.333489e-06,2.711601e-05,9.557696e-01
1.816050e-10,7.411795e+00,-7.326138e-06,2.709004e-05,9.558550e-01
1.816200e-10,7.411710e+00,-7.318793e-06,2.706409e-05,9.559403e-01
1.816350e-10,7.411625e+00,-7.311453e-06,2.703816e-05,9.560255e-01
1.816500e-10,7.411540e+00,-7.304118e-06,2.701224e-05,9.561106e-01
1.816650e-10,7.411454e+00,-7.296790e-06,2.698634e-05,9.561957e-01
1.816800e-10,7.411369e+00,-7.289467e-06,2.696045e-05,9.562808e-01
1.816950e-10,7.411284e+00,-7.282150e-06,2.693458e-05,9.563657e-01
1.817100e-10,7.411199e+00,-7.274838e-06,2.690873e-05,9.564507e-01
1.817250e-10,7.411114e+00,-7.267532e-06,2.688289e-05,9.565355e-01
1.817400e-10,7.411029e+00,-7.260232e-06,2.685707e-05,9.566203e-01
1.817550e-10,7.410945e+00,-7.252938e-06,2.683127e-05,9.567050e-01
1.817700e-10,7.410860e+00,-7.245649e-06,2.680548e-05,9.567897e-01
1.817850e-10,7.410775e+00,-7.238366e-06,2.677971e-05,9.568743e-01
1.818000e-10,7.410691e+00,-7.231088e-06,2.675396e-05,9.569588e-01
1.818150e-10,7.410606e+00,-7.223817e-06,2.672822e-05,9.570433e-01
1.818300e-10,7.410522e+00,-7.216551e-06,2.670250e-05,9.571277e-01
1.818450e-10,7.410437e+00,-7.209290e-06,2.667680e-05,9.572120e-01
1.818600e-10,7.410353e+00,-7.202036e-06,2.665111e-05,9.572963e-01
1.818750e-10,7.410268e+00,-7.194787e-06,2.662544e-05,9.573805e-01
1.818900e-10,7.410184e+00,-7.187543e-06,2.659979e-05,9.574646e-01
1.819050e-10,7.410100e+00,-7.180306e-06,2.657415e-05,9.575487e-01
1.819200e-10,7.410016e+00,-7.173074e-06,2.654853e-05,9.576327e-01
1.819350e-10,7.409932e+00,-7.165848e-06,2.652293e-05,9.577167e-01
1.819500e-10,7.409848e+00,-7.158627e-06,2.649734e-05,9.578006e-01
1.819650e-10,7.409764e+00,-7.151412e-06,2.647177e-05,9.578844e-01
1.819800e-10,7.409680e+00,-7.144203e-06,2.644622e-05,9.579682e-01
1.819950e-10,7.409596e+00,-7.137000e-06,2.642068e-05,9.580519e-01
1.820100e-10,7.409512e+00,-7.129802e-06,2.639516e-05,9.581355e-01
1.820250e-10,7.409428e+00,-7.122610e-06,2.636966e-05,9.582191e-01
1.820400e-10,7.409345e+00,-7.115423e-06,2.634417e-05,9.583026e-01
1.820550e-10,7.409261e+00,-7.108243e-06,2.631870e-05,9.583860e-01
1.820700e-10,7.409178e+00,-7.101068e-06,2.629325e-05,9.584694e-01
1.820850e-10,7.409094e+00,-7.093898e-06,2.626781e-05,9.585527e-01
1.821000e-10,7.409011e+00,-7.086735e-06,2.624239e-05,9.586359e-01
1.821150e-10,7.408927e+00,-7.079577e-06,2.621699e-05,9.587191e-01
1.821300e-10,7.408844e+00,-7.072424e-06,2.619161e-05,9.588022e-01
1.821450e-10,7.408761e+00,-7.065278e-06,2.616624e-05,9.588853e-01
1.821600e-10,7.408678e+00,-7.058137e-06,2.614089e-05,9.589683e-01
1.821750e-10,7.408595e+00,-7.051002e-06,2.611556e-05,9.590512e-01
1.821900e-10,7.408512e+00,-7.043872e-06,2.609024e-05,9.591341e-01
1.822050e-10,7.408429e+00,-7.036748e-06,2.606494e-05,9.592169e-01
1.822200e-10,7.408346e+00,-7.029630e-06,2.603966e-05,9.592996e-01
1.822350e-10,7.408263e+00,-7.022517e-06,2.601439e-05,9.593823e-01
1.822500e-10,7.408180e+00,-7.015411e-06,2.598914e-05,9.594649e-01
1.822650e-10,7.408097e+00,-7.008309e-06,2.596391e-05,9.595475e-01
1.822800e-10,7.408015e+00,-7.001214e-06,2.593870e-05,9.596299e-01
1.822950e-10,7.407932e+00,-6.994124e-06,2.591350e-05,9.597124e-01
1.823100e-10,7.407850e+00,-6.987040e-06,2.588832e-05,9.597947e-01
1.823250e-10,7.407767e+00,-6.979961e-06,2.586316e-05,9.598770e-01
1.823400e-10,7.407685e+00,-6.972889e-06,2.583801e-05,9.599592e-01
1.823550e-10,7.407602e+00,-6.965821e-06,2.581289e-05,9.600414e-01
1.823700e-10,7.407520e+00,-6.958760e-06,2.578778e-05,9.601235e-01
1.823850e-10,7.407438e+00,-6.951704e-06,2.576268e-05,9.602056e-01
1.824000e-10,7.407356e+00,-6.944654e-06,2.573760e-05,9.602875e-01
1.824150e-10,7.407274e+00,-6.937609e-06,2.571255e-05,9.603695e-01
1.824300e-10,7.407192e+00,-6.930570e-06,2.568750e-05,9.604513e-01
1.824450e-10,7.407110e+00,-6.923537e-06,2.566248e-05,9.605331e-01
1.824600e-10,7.407028e+00,-6.916510e-06,2.563747e-05,9.606148e-01
1.824750e-10,7.406946e+00,-6.909488e-06,2.561248e-05,9.606965e-01
1.824900e-10,7.406864e+00,-6.902472e-06,2.558751e-05,9.607781e-01
1.825050e-10,7.406783e+00,-6.895461e-06,2.556255e-05,9.608596e-01
1.825200e-10,7.406701e+00,-6.888456e-06,2.553761e-05,9.609411e-01
1.825350e-10,7.406620e+00,-6.881457e-06,2.551269e-05,9.610225e-01
1.825500e-10,7.406538e+00,-6.874463e-06,2.548779e-05,9.611039e-01
1.825650e-10,7.406457e+00,-6.867475e-06,2.546290e-05,9.611852e-01
1.825800e-10,7.406375e+00,-6.860493e-06,2.543804e-05,9.612664e-01
1.825950e-10,7.406294e+00,-6.853517e-06,2.541318e-05,9.613476e-01
1.826100e-10,7.406213e+00,-6.846546e-06,2.538835e-05,9.614287e-01
1.826250e-10,7.406132e+00,-6.839580e-06,2.536353e-05,9.615097e-01
1.826400e-10,7.406051e+00,-6.832621e-06,2.533874e-05,9.615907e-01
1.826550e-10,7.405970e+00,-6.825667e-06,2.531395e-05,9.616716e-01
1.826700e-10,7.405889e+00,-6.818718e-06,2.528919e-05,9.617525e-01
1.826850e-10,7.405808e+00,-6.811776e-06,2.526444e-05,9.618333e-01
1.827000e-10,7.405727e+00,-6.804839e-06,2.523971e-05,9.619140e-01
1.827150e-10,7.405646e+00,-6.797907e-06,2.521500e-05,9.619947e-01
1.827300e-10,7.405565e+00,-6.790982e-06,2.519031e-05,9.620753e-01
1.827450e-10,7.405485e+00,-6.784062e-06,2.516563e-05,9.621558e-01
1.827600e-10,7.405404e+00,-6.777147e-06,2.514097e-05,9.622363e-01
1.827750e-10,7.405324e+00,-6.770238e-06,2.511633e-05,9.623167e-01
1.827900e-10,7.405243e+00,-6.763335e-06,2.509171e-05,9.623971e-01
1.828050e-10,7.405163e+00,-6.756438e-06,2.506710e-05,9.624774e-01
1.828200e-10,7.405083e+00,-6.749546e-06,2.504251e-05,9.625577e-01
1.828350e-10,7.405003e+00,-6.742660e-06,2.501794e-05,9.626378e-01
1.828500e-10,7.404922e+00,-6.735780e-06,2.499339e-05,9.627180e-01
1.828650e-10,7.404842e+00,-6.728905e-06,2.496885e-05,9.627980e-01
1.828800e-10,7.404762e+00,-6.722036e-06,2.494433e-05,9.628780e-01
1.828950e-10,7.404683e+00,-6.715173e-06,2.491983e-05,9.629580e-01
1.829100e-10,7.404603e+00,-6.708315e-06,2.489535e-05,9.630379e-01
1.829250e-10,7.404523e+00,-6.701463e-06,2.487088e-05,9.631177e-01
1.829400e-10,7.404443e+00,-6.694617e-06,2.484643e-05,9.631974e-01
1.829550e-10,7.404363e+00,-6.687776e-06,2.482200e-05,9.632771e-01
1.829700e-10,7.404284e+00,-6.680941e-06,2.479759e-05,9.633568e-01
1.829850e-10,7.404204e+00,-6.674112e-06,2.477320e-05,9.634363e-01
1.830000e-10,7.404125e+00,-6.667288e-06,2.474882e-05,9.635159e-01
1.830150e-10,7.404046e+00,-6.660470e-06,2.472446e-05,9.635953e-01
1.830300e-10,7.403966e+00,-6.653658e-06,2.470012e-05,9.636747e-01
1.830450e-10,7.403887e+00,-6.646851e-06,2.467579e-05,9.637540e-01
1.830600e-10,7.403808e+00,-6.640051e-06,2.465148e-05,9.638333e-01
1.830750e-10,7.403729e+00,-6.633255e-06,2.462720e-05,9.639125e-01
1.830900e-10,7.403650e+00,-6.626466e-06,2.460292e-05,9.639917e-01
1.831050e-10,7.403571e+00,-6.619682e-06,2.457867e-05,9.640708e-01
1.831200e-10,7.403492e+00,-6.612904e-06,2.455444e-05,9.641498e-01
1.831350e-10,7.403413e+00,-6.606132e-06,2.453022e-05,9.642288e-01
1.831500e-10,7.403334e+00,-6.599365e-06,2.450602e-05,9.643077e-01
1.831650e-10,7.403256e+00,-6.592604e-06,2.448183e-05,9.643865e-01
1.831800e-10,7.403177e+00,-6.585849e-06,2.445767e-05,9.644653e-01
1.831950e-10,7.403098e+00,-6.579099e-06,2.443352e-05,9.645440e-01
1.832100e-10,7.403020e+00,-6.572356e-06,2.440939e-05,9.646227e-01
1.832250e-10,7.402941e+00,-6.565617e-06,2.438528e-05,9.647013e-01
1.832400e-10,7.402863e+00,-6.558885e-06,2.436119e-05,9.647799e-01
1.832550e-10,7.402785e+00,-6.552158e-06,2.433711e-05,9.648583e-01
1.832700e-10,7.402707e+00,-6.545437e-06,2.431305e-05,9.649368e-01
1.832850e-10,7.402628e+00,-6.538722e-06,2.428901e-05,9.650151e-01
1.833000e-10,7.402550e+00,-6.532013e-06,2.426499e-05,9.650934e-01
1.833150e-10,7.402472e+00,-6.525309e-06,2.424099e-05,9.651717e-01
1.833300e-10,7.402394e+00,-6.518611e-06,2.421700e-05,9.652498e-01
1.833450e-10,7.402316e+00,-6.511919e-06,2.419303e-05,9.653279e-01
1.833600e-10,7.402239e+00,-6.505232e-06,2.416908e-05,9.654060e-01
1.833750e-10,7.402161e+00,-6.498551e-06,2.414515e-05,9.654840e-01
1.833900e-10,7.402083e+00,-6.491876e-06,2.412123e-05,9.655619e-01
1.834050e-10,7.402006e+00,-6.485207e-06,2.409733e-05,9.656398e-01
1.834200e-10,7.401928e+00,-6.478543e-06,2.407346e-05,9.657176e-01
1.834350e-10,7.401851e+00,-6.471885e-06,2.404959e-05,9.657954e-01
1.834500e-10,7.401773e+00,-6.465233e-06,2.402575e-05,9.658730e-01
1.834650e-10,7.401696e+00,-6.458587e-06,2.400192e-05,9.659507e-01
1.834800e-10,7.401618e+00,-6.451946e-06,2.397812e-05,9.660282e-01
1.834950e-10,7.401541e+00,-6.445311e-06,2.395433e-05,9.661057e-01
1.835100e-10,7.401464e+00,-6.438682e-06,2.393055e-05,9.661832e-01
1.835250e-10,7.401387e+00,-6.432059e-06,2.390680e-05,9.662605e-01
1.835400e-10,7.401310e+00,-6.425441e-06,2.388306e-05,9.663378e-01
1.835550e-10,7.401233e+00,-6.418829e-06,2.385935e-05,9.664151e-01
