time,"V(L4|XLOADINA)","V(L4|XLOADINB)","I(R1|XSINKOUTQ)","P(4|XDUT)"
5.653000e-11,-2.008519e-08,-4.849629e-09,-1.486743e-09,3.078674e-01
5.654000e-11,-2.007549e-08,-4.844016e-09,-1.485789e-09,3.078667e-01
5.655000e-11,-2.006579e-08,-4.838409e-09,-1.484836e-09,3.078659e-01
5.656000e-11,-2.005609e-08,-4.832809e-09,-1.483884e-09,3.078651e-01
5.657000e-11,-2.004640e-08,-4.827216e-09,-1.482932e-09,3.078643e-01
5.658000e-11,-2.003671e-08,-4.821629e-09,-1.481982e-09,3.078636e-01
5.659000e-11,-2.002702e-08,-4.816049e-09,-1.481032e-09,3.078628e-01
5.660000e-11,-2.001734e-08,-4.810476e-09,-1.480082e-09,3.078620e-01
5.661000e-11,-2.000766e-08,-4.804909e-09,-1.479134e-09,3.078612e-01
5.662000e-11,-1.999799e-08,-4.799348e-09,-1.478186e-09,3.078604e-01
5.663000e-11,-1.998832e-08,-4.793795e-09,-1.477238e-09,3.078597e-01
5.664000e-11,-1.997866e-08,-4.788247e-09,-1.476292e-09,3.078589e-01
5.665000e-11,-1.996900e-08,-4.782706e-09,-1.475346e-09,3.078581e-01
5.666000e-11,-1.995934e-08,-4.777172e-09,-1.474401e-09,3.078574e-01
5.667000e-11,-1.994969e-08,-4.771644e-09,-1.473457e-09,3.078566e-01
5.668000e-11,-1.994004e-08,-4.766123e-09,-1.472513e-09,3.078558e-01
5.669000e-11,-1.993040e-08,-4.760608e-09,-1.471571e-09,3.078550e-01
5.670000e-11,-1.992076e-08,-4.755099e-09,-1.470628e-09,3.078543e-01
5.671000e-11,-1.991113e-08,-4.749597e-09,-1.469687e-09,3.078535e-01
5.672000e-11,-1.990150e-08,-4.744101e-09,-1.468746e-09,3.078527e-01
5.673000e-11,-1.989187e-08,-4.738611e-09,-1.467806e-09,3.078520e-01
5.674000e-11,-1.988224e-08,-4.733128e-09,-1.466867e-09,3.078512e-01
5.675000e-11,-1.987263e-08,-4.727651e-09,-1.465929e-09,3.078504e-01
5.676000e-11,-1.986301e-08,-4.722180e-09,-1.464991e-09,3.078496e-01
5.677000e-11,-1.985340e-08,-4.716715e-09,-1.464054e-09,3.078489e-01
5.678000e-11,-1.984379e-08,-4.711257e-09,-1.463117e-09,3.078481e-01
5.679000e-11,-1.983419e-08,-4.705805e-09,-1.462182e-09,3.078473e-01
5.680000e-11,-1.982459e-08,-4.700359e-09,-1.461247e-09,3.078466e-01
5.681000e-11,-1.981499e-08,-4.694920e-09,-1.460312e-09,3.078458e-01
5.682000e-11,-1.980540e-08,-4.689486e-09,-1.459379e-09,3.078450e-01
5.683000e-11,-1.979581e-08,-4.684059e-09,-1.458446e-09,3.078443e-01
5.684000e-11,-1.978623e-08,-4.678638e-09,-1.457514e-09,3.078435e-01
5.685000e-11,-1.977665e-08,-4.673223e-09,-1.456583e-09,3.078427e-01
5.686000e-11,-1.976708e-08,-4.667815e-09,-1.455652e-09,3.078420e-01
5.687000e-11,-1.975750e-08,-4.662412e-09,-1.454722e-09,3.078412e-01
5.688000e-11,-1.974794e-08,-4.657016e-09,-1.453793e-09,3.078405e-01
5.689000e-11,-1.973837e-08,-4.651625e-09,-1.452864e-09,3.078397e-01
5.690000e-11,-1.972881e-08,-4.646241e-09,-1.451936e-09,3.078389e-01
5.691000e-11,-1.971926e-08,-4.640863e-09,-1.451009e-09,3.078382e-01
5.692000e-11,-1.970970e-08,-4.635491e-09,-1.450083e-09,3.078374e-01
5.693000e-11,-1.970016e-08,-4.630126e-09,-1.449157e-09,3.078367e-01
5.694000e-11,-1.969061e-08,-4.624766e-09,-1.448232e-09,3.078359e-01
5.695000e-11,-1.968107e-08,-4.619412e-09,-1.447308e-09,3.078351e-01
5.696000e-11,-1.967154e-08,-4.614065e-09,-1.446384e-09,3.078344e-01
5.697000e-11,-1.966200e-08,-4.608723e-09,-1.445461e-09,3.078336e-01
5.698000e-11,-1.965248e-08,-4.603388e-09,-1.444539e-09,3.078329e-01
5.699000e-11,-1.964295e-08,-4.598059e-09,-1.443618e-09,3.078321e-01
5.700000e-11,-1.963343e-08,-4.592736e-09,-1.442697e-09,3.078313e-01
5.701000e-11,-1.962391e-08,-4.587419e-09,-1.441777e-09,3.078306e-01
5.702000e-11,-1.961440e-08,-4.582108e-09,-1.440858e-09,3.078298e-01
5.703000e-11,-1.960489e-08,-4.576803e-09,-1.439939e-09,3.078291e-01
5.704000e-11,-1.959539e-08,-4.571505e-09,-1.439021e-09,3.078283e-01
5.705000e-11,-1.958589e-08,-4.566212e-09,-1.438104e-09,3.078276e-01
5.706000e-11,-1.957639e-08,-4.560926e-09,-1.437187e-09,3.078268e-01
5.707000e-11,-1.956690e-08,-4.555646e-09,-1.436271e-09,3.078261e-01
5.708000e-11,-1.955741e-08,-4.550371e-09,-1.435356e-09,3.078253e-01
5.709000e-11,-1.954793e-08,-4.545103e-09,-1.434442e-09,3.078245e-01
5.710000e-11,-1.953845e-08,-4.539841e-09,-1.433528e-09,3.078238e-01
5.711000e-11,-1.952897e-08,-4.534585e-09,-1.432615e-09,3.078230e-01
5.712000e-11,-1.951950e-08,-4.529336e-09,-1.431702e-09,3.078223e-01
5.713000e-11,-1.951003e-08,-4.524092e-09,-1.430791e-09,3.078215e-01
5.714000e-11,-1.950057e-08,-4.518855e-09,-1.429880e-09,3.078208e-01
5.715000e-11,-1.949111e-08,-4.513623e-09,-1.428969e-09,3.078200e-01
5.716000e-11,-1.948166e-08,-4.508398e-09,-1.428060e-09,3.078193e-01
5.717000e-11,-1.947221e-08,-4.503179e-09,-1.427151e-09,3.078185e-01
5.718000e-11,-1.946276e-08,-4.497966e-09,-1.426243e-09,3.078178e-01
5.719000e-11,-1.945332e-08,-4.492760e-09,-1.425335e-09,3.078170e-01
5.720000e-11,-1.944388e-08,-4.487559e-09,-1.424428e-09,3.078163e-01
5.721000e-11,-1.943444e-08,-4.482365e-09,-1.423522e-09,3.078155e-01
5.722000e-11,-1.942501e-08,-4.477177e-09,-1.422617e-09,3.078148e-01
5.723000e-11,-1.941559e-08,-4.471995e-09,-1.421712e-09,3.078141e-01
5.724000e-11,-1.940617e-08,-4.466819e-09,-1.420808e-09,3.078133e-01
5.725000e-11,-1.939675e-08,-4.461650e-09,-1.419904e-09,3.078126e-01
5.726000e-11,-1.938734e-08,-4.456487e-09,-1.419002e-09,3.078118e-01
5.727000e-11,-1.937793e-08,-4.451330e-09,-1.418100e-09,3.078111e-01
5.728000e-11,-1.936852e-08,-4.446179e-09,-1.417198e-09,3.078103e-01
5.729000e-11,-1.935912e-08,-4.441034e-09,-1.416298e-09,3.078096e-01
5.730000e-11,-1.934973e-08,-4.435896e-09,-1.415398e-09,3.078088e-01
5.731000e-11,-1.934034e-08,-4.430764e-09,-1.414498e-09,3.078081e-01
5.732000e-11,-1.933095e-08,-4.425638e-09,-1.413600e-09,3.078074e-01
5.733000e-11,-1.932157e-08,-4.420518e-09,-1.412702e-09,3.078066e-01
5.734000e-11,-1.931219e-08,-4.415405e-09,-1.411805e-09,3.078059e-01
5.735000e-11,-1.930281e-08,-4.410298e-09,-1.410908e-09,3.078051e-01
5.736000e-11,-1.929344e-08,-4.405197e-09,-1.410012e-09,3.078044e-01
5.737000e-11,-1.928408e-08,-4.400103e-09,-1.409117e-09,3.078037e-01
5.738000e-11,-1.927472e-08,-4.395014e-09,-1.408222e-09,3.078029e-01
5.739000e-11,-1.926536e-08,-4.389932e-09,-1.407328e-09,3.078022e-01
5.740000e-11,-1.925601e-08,-4.384857e-09,-1.406435e-09,3.078014e-01
5.741000e-11,-1.924666e-08,-4.379787e-09,-1.405543e-09,3.078007e-01
5.742000e-11,-1.923732e-08,-4.374724e-09,-1.404651e-09,3.078000e-01
5.743000e-11,-1.922798e-08,-4.369667e-09,-1.403760e-09,3.077992e-01
5.744000e-11,-1.921865e-08,-4.364616e-09,-1.402869e-09,3.077985e-01
5.745000e-11,-1.920932e-08,-4.359572e-09,-1.401979e-09,3.077977e-01
5.746000e-11,-1.919999e-08,-4.354534e-09,-1.401090e-09,3.077970e-01
5.747000e-11,-1.919067e-08,-4.349502e-09,-1.400202e-09,3.077963e-01
5.748000e-11,-1.918135e-08,-4.344477e-09,-1.399314e-09,3.077955e-01
5.749000e-11,-1.917204e-08,-4.339458e-09,-1.398427e-09,3.077948e-01
5.750000e-11,-1.916273e-08,-4.334445e-09,-1.397541e-09,3.077941e-01
5.751000e-11,-1.915343e-08,-4.329438e-09,-1.396655e-09,3.077933e-01
5.752000e-11,-1.914413e-08,-4.324438e-09,-1.395770e-09,3.077926e-01
5.753000e-11,-1.913484e-08,-4.319444e-09,-1.394885e-09,3.077919e-01
5.754000e-11,-1.912555e-08,-4.314456e-09,-1.394001e-09,3.077911e-01
5.755000e-11,-1.911626e-08,-4.309475e-09,-1.393118e-09,3.077904e-01
5.756000e-11,-1.910698e-08,-4.304499e-09,-1.392236e-09,3.077897e-01
5.757000e-11,-1.909771e-08,-4.299530e-09,-1.391354e-09,3.077889e-01
5.758000e-11,-1.908844e-08,-4.294568e-09,-1.390473e-09,3.077882e-01
5.759000e-11,-1.907917e-08,-4.289611e-09,-1.389593e-09,3.077875e-01
5.760000e-11,-1.906991e-08,-4.284661e-09,-1.388713e-09,3.077868e-01
5.761000e-11,-1.906065e-08,-4.279717e-09,-1.387834e-09,3.077860e-01
5.762000e-11,-1.905140e-08,-4.274779e-09,-1.386955e-09,3.077853e-01
5.763000e-11,-1.904215e-08,-4.269847e-09,-1.386077e-09,3.077846e-01
5.764000e-11,-1.903290e-08,-4.264922e-09,-1.385200e-09,3.077838e-01
5.765000e-11,-1.902366e-08,-4.260003e-09,-1.384324e-09,3.077831e-01
5.766000e-11,-1.901443e-08,-4.255090e-09,-1.383448e-09,3.077824e-01
5.767000e-11,-1.900519e-08,-4.250183e-09,-1.382573e-09,3.077817e-01
5.768000e-11,-1.899597e-08,-4.245283e-09,-1.381698e-09,3.077809e-01
5.769000e-11,-1.898675e-08,-4.240388e-09,-1.380825e-09,3.077802e-01
5.770000e-11,-1.897753e-08,-4.235499e-09,-1.379951e-09,3.077795e-01
5.771000e-11,-1.896831e-08,-4.230617e-09,-1.379079e-09,3.077788e-01
5.772000e-11,-1.895911e-08,-4.225741e-09,-1.378207e-09,3.077780e-01
5.773000e-11,-1.894990e-08,-4.220871e-09,-1.377336e-09,3.077773e-01
5.774000e-11,-1.894070e-08,-4.216007e-09,-1.376465e-09,3.077766e-01
5.775000e-11,-1.893150e-08,-4.211149e-09,-1.375595e-09,3.077759e-01
5.776000e-11,-1.892231e-08,-4.206297e-09,-1.374726e-09,3.077751e-01
5.777000e-11,-1.891313e-08,-4.201451e-09,-1.373858e-09,3.077744e-01
5.778000e-11,-1.890394e-08,-4.196611e-09,-1.372990e-09,3.077737e-01
5.779000e-11,-1.889477e-08,-4.191778e-09,-1.372122e-09,3.077730e-01
5.780000e-11,-1.888559e-08,-4.186950e-09,-1.371256e-09,3.077723e-01
5.781000e-11,-1.887642e-08,-4.182128e-09,-1.370390e-09,3.077715e-01
5.782000e-11,-1.886726e-08,-4.177313e-09,-1.369525e-09,3.077708e-01
5.783000e-11,-1.885810e-08,-4.172502e-09,-1.368660e-09,3.077701e-01
5.784000e-11,-1.884894e-08,-4.167699e-09,-1.367796e-09,3.077694e-01
5.785000e-11,-1.883979e-08,-4.162901e-09,-1.366932e-09,3.077687e-01
5.786000e-11,-1.883064e-08,-4.158108e-09,-1.366070e-09,3.077679e-01
5.787000e-11,-1.882149e-08,-4.153322e-09,-1.365208e-09,3.077672e-01
5.788000e-11,-1.881235e-08,-4.148542e-09,-1.364346e-09,3.077665e-01
5.789000e-11,-1.880322e-08,-4.143767e-09,-1.363485e-09,3.077658e-01
5.790000e-11,-1.879409e-08,-4.138999e-09,-1.362625e-09,3.077651e-01
5.791000e-11,-1.878496e-08,-4.134235e-09,-1.361766e-09,3.077644e-01
5.792000e-11,-1.877584e-08,-4.129479e-09,-1.360907e-09,3.077636e-01
5.793000e-11,-1.876672e-08,-4.124727e-09,-1.360049e-09,3.077629e-01
5.794000e-11,-1.875761e-08,-4.119981e-09,-1.359191e-09,3.077622e-01
5.795000e-11,-1.874850e-08,-4.115242e-09,-1.358334e-09,3.077615e-01
5.796000e-11,-1.873939e-08,-4.110507e-09,-1.357478e-09,3.077608e-01
5.797000e-11,-1.873029e-08,-4.105779e-09,-1.356622e-09,3.077601e-01
5.798000e-11,-1.872119e-08,-4.101056e-09,-1.355767e-09,3.077594e-01
5.799000e-11,-1.871210e-08,-4.096339e-09,-1.354913e-09,3.077586e-01
5.800000e-11,-1.870301e-08,-4.091628e-09,-1.354059e-09,3.077579e-01
5.801000e-11,-1.869392e-08,-4.086922e-09,-1.353206e-09,3.077572e-01
5.802000e-11,-1.868484e-08,-4.082222e-09,-1.352354e-09,3.077565e-01
5.803000e-11,-1.867576e-08,-4.077527e-09,-1.351502e-09,3.077558e-01
5.804000e-11,-1.866669e-08,-4.072838e-09,-1.350651e-09,3.077551e-01
5.805000e-11,-1.865762e-08,-4.068155e-09,-1.349800e-09,3.077544e-01
5.806000e-11,-1.864856e-08,-4.063477e-09,-1.348950e-09,3.077537e-01
5.807000e-11,-1.863950e-08,-4.058804e-09,-1.348101e-09,3.077530e-01
5.808000e-11,-1.863044e-08,-4.054138e-09,-1.347253e-09,3.077523e-01
5.809000e-11,-1.862139e-08,-4.049476e-09,-1.346405e-09,3.077515e-01
5.810000e-11,-1.861234e-08,-4.044820e-09,-1.345557e-09,3.077508e-01
5.811000e-11,-1.860329e-08,-4.040170e-09,-1.344711e-09,3.077501e-01
5.812000e-11,-1.859425e-08,-4.035525e-09,-1.343864e-09,3.077494e-01
5.813000e-11,-1.858521e-08,-4.030885e-09,-1.343019e-09,3.077487e-01
5.814000e-11,-1.857618e-08,-4.026251e-09,-1.342174e-09,3.077480e-01
5.815000e-11,-1.856715e-08,-4.021623e-09,-1.341330e-09,3.077473e-01
5.816000e-11,-1.855813e-08,-4.016999e-09,-1.340486e-09,3.077466e-01
5.817000e-11,-1.854910e-08,-4.012381e-09,-1.339644e-09,3.077459e-01
5.818000e-11,-1.854009e-08,-4.007769e-09,-1.338801e-09,3.077452e-01
5.819000e-11,-1.853107e-08,-4.003161e-09,-1.337960e-09,3.077445e-01
5.820000e-11,-1.852206e-08,-3.998560e-09,-1.337119e-09,3.077438e-01
5.821000e-11,-1.851306e-08,-3.993963e-09,-1.336278e-09,3.077431e-01
5.822000e-11,-1.850406e-08,-3.989372e-09,-1.335438e-09,3.077424e-01
5.823000e-11,-1.849506e-08,-3.984786e-09,-1.334599e-09,3.077417e-01
5.824000e-11,-1.848607e-08,-3.980205e-09,-1.333761e-09,3.077410e-01
5.825000e-11,-1.847708e-08,-3.975630e-09,-1.332923e-09,3.077403e-01
5.826000e-11,-1.846809e-08,-3.971060e-09,-1.332086e-09,3.077396e-01
5.827000e-11,-1.845911e-08,-3.966495e-09,-1.331249e-09,3.077389e-01
5.828000e-11,-1.845013e-08,-3.961935e-09,-1.330413e-09,3.077382e-01
5.829000e-11,-1.844115e-08,-3.957381e-09,-1.329577e-09,3.077375e-01
5.830000e-11,-1.843218e-08,-3.952832e-09,-1.328743e-09,3.077368e-01
5.831000e-11,-1.842322e-08,-3.948288e-09,-1.327909e-09,3.077361e-01
5.832000e-11,-1.841425e-08,-3.943750e-09,-1.327075e-09,3.077354e-01
5.833000e-11,-1.840529e-08,-3.939216e-09,-1.326242e-09,3.077347e-01
5.834000e-11,-1.839634e-08,-3.934688e-09,-1.325410e-09,3.077340e-01
5.835000e-11,-1.838739e-08,-3.930165e-09,-1.324578e-09,3.077333e-01
5.836000e-11,-1.837844e-08,-3.925647e-09,-1.323747e-09,3.077326e-01
5.837000e-11,-1.836950e-08,-3.921135e-09,-1.322917e-09,3.077319e-01
5.838000e-11,-1.836056e-08,-3.916627e-09,-1.322087e-09,3.077312e-01
5.839000e-11,-1.835162e-08,-3.912125e-09,-1.321258e-09,3.077305e-01
5.840000e-11,-1.834269e-08,-3.907628e-09,-1.320429e-09,3.077298e-01
5.841000e-11,-1.833376e-08,-3.903136e-09,-1.319601e-09,3.077291e-01
5.842000e-11,-1.832484e-08,-3.898650e-09,-1.318774e-09,3.077284e-01
5.843000e-11,-1.831592e-08,-3.894168e-09,-1.317947e-09,3.077277e-01
5.844000e-11,-1.830700e-08,-3.889692e-09,-1.317121e-09,3.077270e-01
5.845000e-11,-1.829809e-08,-3.885221e-09,-1.316296e-09,3.077263e-01
5.846000e-11,-1.828918e-08,-3.880755e-09,-1.315471e-09,3.077256e-01
5.847000e-11,-1.828027e-08,-3.876294e-09,-1.314646e-09,3.077250e-01
5.848000e-11,-1.827137e-08,-3.871838e-09,-1.313823e-09,3.077243e-01
5.849000e-11,-1.826247e-08,-3.867388e-09,-1.313000e-09,3.077236e-01
5.850000e-11,-1.825358e-08,-3.862942e-09,-1.312177e-09,3.077229e-01
5.851000e-11,-1.824469e-08,-3.858502e-09,-1.311356e-09,3.077222e-01
5.852000e-11,-1.823581e-08,-3.854067e-09,-1.310534e-09,3.077215e-01
5.853000e-11,-1.822692e-08,-3.849637e-09,-1.309714e-09,3.077208e-01
5.854000e-11,-1.821805e-08,-3.845213e-09,-1.308894e-09,3.077201e-01
5.855000e-11,-1.820917e-08,-3.840793e-09,-1.308074e-09,3.077194e-01
5.856000e-11,-1.820030e-08,-3.836379e-09,-1.307256e-09,3.077187e-01
5.857000e-11,-1.819144e-08,-3.831969e-09,-1.306438e-09,3.077181e-01
5.858000e-11,-1.818257e-08,-3.827566e-09,-1.305620e-09,3.077174e-01
5.859000e-11,-1.817372e-08,-3.823167e-09,-1.304803e-09,3.077167e-01
5.860000e-11,-1.816486e-08,-3.818773e-09,-1.303987e-09,3.077160e-01
5.861000e-11,-1.815601e-08,-3.814385e-09,-1.303171e-09,3.077153e-01
5.862000e-11,-1.814717e-08,-3.810001e-09,-1.302356e-09,3.077146e-01
5.863000e-11,-1.813832e-08,-3.805623e-09,-1.301541e-09,3.077139e-01
5.864000e-11,-1.812949e-08,-3.801250e-09,-1.300728e-09,3.077133e-01
5.865000e-11,-1.812065e-08,-3.796882e-09,-1.299914e-09,3.077126e-01
5.866000e-11,-1.811182e-08,-3.792520e-09,-1.299102e-09,3.077119e-01
5.867000e-11,-1.810300e-08,-3.788162e-09,-1.298290e-09,3.077112e-01
5.868000e-11,-1.809417e-08,-3.783810e-09,-1.297478e-09,3.077105e-01
5.869000e-11,-1.808536e-08,-3.779463e-09,-1.296667e-09,3.077098e-01
5.870000e-11,-1.807654e-08,-3.775121e-09,-1.295857e-09,3.077092e-01
5.871000e-11,-1.806773e-08,-3.770785e-09,-1.295047e-09,3.077085e-01
5.872000e-11,-1.805893e-08,-3.766453e-09,-1.294238e-09,3.077078e-01
5.873000e-11,-1.805012e-08,-3.762127e-09,-1.293430e-09,3.077071e-01
5.874000e-11,-1.804133e-08,-3.757806e-09,-1.292622e-09,3.077064e-01
5.875000e-11,-1.803253e-08,-3.753490e-09,-1.291815e-09,3.077058e-01
5.876000e-11,-1.802374e-08,-3.749179e-09,-1.291008e-09,3.077051e-01
5.877000e-11,-1.801496e-08,-3.744874e-09,-1.290202e-09,3.077044e-01
5.878000e-11,-1.800618e-08,-3.740573e-09,-1.289396e-09,3.077037e-01
5.879000e-11,-1.799740e-08,-3.736278e-09,-1.288591e-09,3.077030e-01
5.880000e-11,-1.798862e-08,-3.731988e-09,-1.287787e-09,3.077024e-01
5.881000e-11,-1.797986e-08,-3.727704e-09,-1.286983e-09,3.077017e-01
5.882000e-11,-1.797109e-08,-3.723424e-09,-1.286180e-09,3.077010e-01
5.883000e-11,-1.796233e-08,-3.719151e-09,-1.285378e-09,3.077003e-01
5.884000e-11,-1.795357e-08,-3.714881e-09,-1.284576e-09,3.076996e-01
5.885000e-11,-1.794482e-08,-3.710618e-09,-1.283775e-09,3.076990e-01
5.886000e-11,-1.793607e-08,-3.706359e-09,-1.282974e-09,3.076983e-01
5.887000e-11,-1.792733e-08,-3.702106e-09,-1.282174e-09,3.076976e-01
5.888000e-11,-1.791859e-08,-3.697858e-09,-1.281374e-09,3.076969e-01
5.889000e-11,-1.790985e-08,-3.693615e-09,-1.280575e-09,3.076963e-01
5.890000e-11,-1.790112e-08,-3.689377e-09,-1.279777e-09,3.076956e-01
5.891000e-11,-1.789239e-08,-3.685145e-09,-1.278979e-09,3.076949e-01
5.892000e-11,-1.788367e-08,-3.680918e-09,-1.278182e-09,3.076943e-01
5.893000e-11,-1.787495e-08,-3.676695e-09,-1.277385e-09,3.076936e-01
5.894000e-11,-1.786623e-08,-3.672479e-09,-1.276589e-09,3.076929e-01
5.895000e-11,-1.785752e-08,-3.668267e-09,-1.275794e-09,3.076922e-01
5.896000e-11,-1.784881e-08,-3.664061e-09,-1.274999e-09,3.076916e-01
5.897000e-11,-1.784011e-08,-3.659859e-09,-1.274205e-09,3.076909e-01
5.898000e-11,-1.783141e-08,-3.655664e-09,-1.273411e-09,3.076902e-01
5.899000e-11,-1.782271e-08,-3.651472e-09,-1.272618e-09,3.076896e-01
5.900000e-11,-1.781402e-08,-3.647287e-09,-1.271826e-09,3.076889e-01
5.901000e-11,-1.780534e-08,-3.643107e-09,-1.271034e-09,3.076882e-01
5.902000e-11,-1.779666e-08,-3.638931e-09,-1.270243e-09,3.076875e-01
5.903000e-11,-1.778798e-08,-3.634761e-09,-1.269452e-09,3.076869e-01
5.904000e-11,-1.777930e-08,-3.630596e-09,-1.268662e-09,3.076862e-01
5.905000e-11,-1.777063e-08,-3.626436e-09,-1.267872e-09,3.076855e-01
5.906000e-11,-1.776197e-08,-3.622282e-09,-1.267083e-09,3.076849e-01
5.907000e-11,-1.775331e-08,-3.618132e-09,-1.266295e-09,3.076842e-01
5.908000e-11,-1.774465e-08,-3.613988e-09,-1.265507e-09,3.076835e-01
5.909000e-11,-1.773600e-08,-3.609849e-09,-1.264720e-09,3.076829e-01
5.910000e-11,-1.772735e-08,-3.605715e-09,-1.263933e-09,3.076822e-01
5.911000e-11,-1.771870e-08,-3.601586e-09,-1.263147e-09,3.076815e-01
5.912000e-11,-1.771006e-08,-3.597462e-09,-1.262361e-09,3.076809e-01
5.913000e-11,-1.770143e-08,-3.593343e-09,-1.261577e-09,3.076802e-01
5.914000e-11,-1.769279e-08,-3.589230e-09,-1.260792e-09,3.076795e-01
5.915000e-11,-1.768417e-08,-3.585121e-09,-1.260008e-09,3.076789e-01
5.916000e-11,-1.767554e-08,-3.581018e-09,-1.259225e-09,3.076782e-01
5.917000e-11,-1.766692e-08,-3.576920e-09,-1.258443e-09,3.076776e-01
5.918000e-11,-1.765831e-08,-3.572826e-09,-1.257661e-09,3.076769e-01
5.919000e-11,-1.764969e-08,-3.568738e-09,-1.256879e-09,3.076762e-01
5.920000e-11,-1.764109e-08,-3.564655e-09,-1.256098e-09,3.076756e-01
5.921000e-11,-1.763248e-08,-3.560577e-09,-1.255318e-09,3.076749e-01
5.922000e-11,-1.762388e-08,-3.556503e-09,-1.254538e-09,3.076742e-01
5.923000e-11,-1.761529e-08,-3.552435e-09,-1.253759e-09,3.076736e-01
5.924000e-11,-1.760670e-08,-3.548372e-09,-1.252980e-09,3.076729e-01
5.925000e-11,-1.759811e-08,-3.544314e-09,-1.252202e-09,3.076723e-01
5.926000e-11,-1.758952e-08,-3.540261e-09,-1.251425e-09,3.076716e-01
5.927000e-11,-1.758095e-08,-3.536213e-09,-1.250648e-09,3.076709e-01
5.928000e-11,-1.757237e-08,-3.532169e-09,-1.249872e-09,3.076703e-01
5.929000e-11,-1.756380e-08,-3.528131e-09,-1.249096e-09,3.076696e-01
5.930000e-11,-1.755523e-08,-3.524098e-09,-1.248321e-09,3.076690e-01
5.931000e-11,-1.754667e-08,-3.520069e-09,-1.247546e-09,3.076683e-01
5.932000e-11,-1.753811e-08,-3.516046e-09,-1.246772e-09,3.076677e-01
5.933000e-11,-1.752956e-08,-3.512027e-09,-1.245999e-09,3.076670e-01
5.934000e-11,-1.752100e-08,-3.508013e-09,-1.245226e-09,3.076663e-01
5.935000e-11,-1.751246e-08,-3.504004e-09,-1.244454e-09,3.076657e-01
5.936000e-11,-1.750391e-08,-3.500000e-09,-1.243682e-09,3.076650e-01
5.937000e-11,-1.749538e-08,-3.496001e-09,-1.242911e-09,3.076644e-01
5.938000e-11,-1.748684e-08,-3.492007e-09,-1.242140e-09,3.076637e-01
5.939000e-11,-1.747831e-08,-3.488017e-09,-1.241370e-09,3.076631e-01
5.940000e-11,-1.746978e-08,-3.484032e-09,-1.240600e-09,3.076624e-01
5.941000e-11,-1.746126e-08,-3.480052e-09,-1.239832e-09,3.076618e-01
5.942000e-11,-1.745274e-08,-3.476077e-09,-1.239063e-09,3.076611e-01
5.943000e-11,-1.744422e-08,-3.472107e-09,-1.238295e-09,3.076605e-01
5.944000e-11,-1.743571e-08,-3.468141e-09,-1.237528e-09,3.076598e-01
5.945000e-11,-1.742720e-08,-3.464180e-09,-1.236761e-09,3.076591e-01
5.946000e-11,-1.741870e-08,-3.460224e-09,-1.235995e-09,3.076585e-01
5.947000e-11,-1.741020e-08,-3.456273e-09,-1.235230e-09,3.076578e-01
5.948000e-11,-1.740171e-08,-3.452326e-09,-1.234465e-09,3.076572e-01
5.949000e-11,-1.739321e-08,-3.448383e-09,-1.233700e-09,3.076565e-01
5.950000e-11,-1.738473e-08,-3.444446e-09,-1.232936e-09,3.076559e-01
5.951000e-11,-1.737624e-08,-3.440513e-09,-1.232173e-09,3.076552e-01
5.952000e-11,-1.736776e-08,-3.436585e-09,-1.231410e-09,3.076546e-01
5.953000e-11,-1.735928e-08,-3.432662e-09,-1.230648e-09,3.076539e-01
5.954000e-11,-1.735081e-08,-3.428743e-09,-1.229886e-09,3.076533e-01
5.955000e-11,-1.734234e-08,-3.424829e-09,-1.229125e-09,3.076527e-01
5.956000e-11,-1.733388e-08,-3.420919e-09,-1.228365e-09,3.076520e-01
5.957000e-11,-1.732542e-08,-3.417014e-09,-1.227605e-09,3.076514e-01
5.958000e-11,-1.731696e-08,-3.413114e-09,-1.226845e-09,3.076507e-01
5.959000e-11,-1.730850e-08,-3.409218e-09,-1.226086e-09,3.076501e-01
5.960000e-11,-1.730005e-08,-3.405327e-09,-1.225328e-09,3.076494e-01
5.961000e-11,-1.729161e-08,-3.401440e-09,-1.224570e-09,3.076488e-01
5.962000e-11,-1.728317e-08,-3.397558e-09,-1.223813e-09,3.076481e-01
5.963000e-11,-1.727473e-08,-3.393680e-09,-1.223057e-09,3.076475e-01
5.964000e-11,-1.726629e-08,-3.389807e-09,-1.222300e-09,3.076468e-01
5.965000e-11,-1.725786e-08,-3.385939e-09,-1.221545e-09,3.076462e-01
5.966000e-11,-1.724943e-08,-3.382074e-09,-1.220790e-09,3.076455e-01
5.967000e-11,-1.724101e-08,-3.378215e-09,-1.220035e-09,3.076449e-01
5.968000e-11,-1.723259e-08,-3.374360e-09,-1.219281e-09,3.076443e-01
5.969000e-11,-1.722418e-08,-3.370509e-09,-1.218528e-09,3.076436e-01
5.970000e-11,-1.721576e-08,-3.366663e-09,-1.217775e-09,3.076430e-01
5.971000e-11,-1.720735e-08,-3.362822e-09,-1.217023e-09,3.076423e-01
5.972000e-11,-1.719895e-08,-3.358984e-09,-1.216271e-09,3.076417e-01
5.973000e-11,-1.719055e-08,-3.355151e-09,-1.215520e-09,3.076411e-01
5.974000e-11,-1.718215e-08,-3.351323e-09,-1.214770e-09,3.076404e-01
5.975000e-11,-1.717376e-08,-3.347499e-09,-1.214020e-09,3.076398e-01
5.976000e-11,-1.716537e-08,-3.343680e-09,-1.213270e-09,3.076391e-01
