time,"V(L4|XLOADINA)","V(L4|XLOADINB)","I(R1|XSINKOUTQ)","P(4|XDUT)"
3.480000e-12,7.532885e-06,7.378683e-06,2.223123e-05,1.952094e-01
3.490000e-12,7.570140e-06,7.414540e-06,2.225945e-05,1.959165e-01
3.500000e-12,7.606241e-06,7.449305e-06,2.228747e-05,1.966225e-01
3.510000e-12,7.641143e-06,7.482930e-06,2.231527e-05,1.973274e-01
3.520000e-12,7.674803e-06,7.515368e-06,2.234287e-05,1.980313e-01
3.530000e-12,7.707179e-06,7.546577e-06,2.237027e-05,1.987342e-01
3.540000e-12,7.738232e-06,7.576517e-06,2.239746e-05,1.994362e-01
3.550000e-12,7.767929e-06,7.605149e-06,2.242444e-05,2.001374e-01
3.560000e-12,7.796234e-06,7.632438e-06,2.245123e-05,2.008377e-01
3.570000e-12,7.823118e-06,7.658351e-06,2.247781e-05,2.015374e-01
3.580000e-12,7.848554e-06,7.682859e-06,2.250420e-05,2.022363e-01
3.590000e-12,7.872516e-06,7.705934e-06,2.253038e-05,2.029347e-01
3.600000e-12,7.894982e-06,7.727551e-06,2.255638e-05,2.036325e-01
3.610000e-12,7.915935e-06,7.747689e-06,2.258218e-05,2.043299e-01
3.620000e-12,7.935356e-06,7.766329e-06,2.260778e-05,2.050268e-01
3.630000e-12,7.953233e-06,7.783454e-06,2.263320e-05,2.057235e-01
3.640000e-12,7.969556e-06,7.799052e-06,2.265844e-05,2.064199e-01
3.650000e-12,7.984315e-06,7.813112e-06,2.268348e-05,2.071161e-01
3.660000e-12,7.997508e-06,7.825626e-06,2.270835e-05,2.078123e-01
3.670000e-12,8.009130e-06,7.836590e-06,2.273304e-05,2.085084e-01
3.680000e-12,8.019184e-06,7.846000e-06,2.275755e-05,2.092046e-01
3.690000e-12,8.027672e-06,7.853859e-06,2.278188e-05,2.099010e-01
3.700000e-12,8.034601e-06,7.860169e-06,2.280605e-05,2.105975e-01
3.710000e-12,8.039980e-06,7.864937e-06,2.283004e-05,2.112944e-01
3.720000e-12,8.043820e-06,7.868171e-06,2.285387e-05,2.119917e-01
3.730000e-12,8.046136e-06,7.869882e-06,2.287753e-05,2.126895e-01
3.740000e-12,8.046944e-06,7.870086e-06,2.290104e-05,2.133877e-01
3.750000e-12,8.046264e-06,7.868798e-06,2.292438e-05,2.140867e-01
3.760000e-12,8.044118e-06,7.866038e-06,2.294757e-05,2.147863e-01
3.770000e-12,8.040530e-06,7.861828e-06,2.297061e-05,2.154867e-01
3.780000e-12,8.035526e-06,7.856190e-06,2.299350e-05,2.161879e-01
3.790000e-12,8.029136e-06,7.849153e-06,2.301625e-05,2.168901e-01
3.800000e-12,8.021391e-06,7.840743e-06,2.303885e-05,2.175933e-01
3.810000e-12,8.012323e-06,7.830992e-06,2.306131e-05,2.182975e-01
3.820000e-12,8.001969e-06,7.819933e-06,2.308363e-05,2.190029e-01
3.830000e-12,7.990366e-06,7.807601e-06,2.310582e-05,2.197095e-01
3.840000e-12,7.977552e-06,7.794032e-06,2.312787e-05,2.204174e-01
3.850000e-12,7.963569e-06,7.779266e-06,2.314980e-05,2.211266e-01
3.860000e-12,7.948459e-06,7.763343e-06,2.317161e-05,2.218372e-01
3.870000e-12,7.932268e-06,7.746304e-06,2.319329e-05,2.225492e-01
3.880000e-12,7.915040e-06,7.728195e-06,2.321485e-05,2.232628e-01
3.890000e-12,7.896823e-06,7.709059e-06,2.323629e-05,2.239779e-01
3.900000e-12,7.877667e-06,7.688945e-06,2.325763e-05,2.246947e-01
3.910000e-12,7.857619e-06,7.667900e-06,2.327885e-05,2.254131e-01
3.920000e-12,7.836733e-06,7.645973e-06,2.329996e-05,2.261332e-01
3.930000e-12,7.815059e-06,7.623214e-06,2.332097e-05,2.268550e-01
3.940000e-12,7.792651e-06,7.599676e-06,2.334188e-05,2.275786e-01
3.950000e-12,7.769562e-06,7.575410e-06,2.336269e-05,2.283040e-01
3.960000e-12,7.745847e-06,7.550470e-06,2.338341e-05,2.290313e-01
3.970000e-12,7.721561e-06,7.524909e-06,2.340403e-05,2.297605e-01
3.980000e-12,7.696760e-06,7.498782e-06,2.342456e-05,2.304915e-01
3.990000e-12,7.671500e-06,7.472144e-06,2.344500e-05,2.312244e-01
4.000000e-12,7.645837e-06,7.445050e-06,2.346536e-05,2.319593e-01
4.010000e-12,7.619826e-06,7.417555e-06,2.348564e-05,2.326962e-01
4.020000e-12,7.593526e-06,7.389716e-06,2.350583e-05,2.334349e-01
4.030000e-12,7.566993e-06,7.361588e-06,2.352595e-05,2.341757e-01
4.040000e-12,7.540282e-06,7.333227e-06,2.354600e-05,2.349184e-01
4.050000e-12,7.513449e-06,7.304688e-06,2.356597e-05,2.356631e-01
4.060000e-12,7.486552e-06,7.276028e-06,2.358587e-05,2.364097e-01
4.070000e-12,7.459645e-06,7.247301e-06,2.360571e-05,2.371583e-01
4.080000e-12,7.432782e-06,7.218561e-06,2.362548e-05,2.379088e-01
4.090000e-12,7.406018e-06,7.189864e-06,2.364519e-05,2.386612e-01
4.100000e-12,7.379407e-06,7.161261e-06,2.366483e-05,2.394155e-01
4.110000e-12,7.353000e-06,7.132807e-06,2.368442e-05,2.401718e-01
4.120000e-12,7.326850e-06,7.104553e-06,2.370396e-05,2.409298e-01
4.130000e-12,7.301008e-06,7.076550e-06,2.372344e-05,2.416897e-01
4.140000e-12,7.275522e-06,7.048848e-06,2.374286e-05,2.424514e-01
4.150000e-12,7.250442e-06,7.021496e-06,2.376224e-05,2.432149e-01
4.160000e-12,7.225814e-06,6.994542e-06,2.378157e-05,2.439801e-01
4.170000e-12,7.201684e-06,6.968032e-06,2.380085e-05,2.447469e-01
4.180000e-12,7.178097e-06,6.942012e-06,2.382009e-05,2.455154e-01
4.190000e-12,7.155095e-06,6.916525e-06,2.383929e-05,2.462855e-01
4.200000e-12,7.132721e-06,6.891614e-06,2.385844e-05,2.470571e-01
4.210000e-12,7.111013e-06,6.867320e-06,2.387756e-05,2.478303e-01
4.220000e-12,7.090010e-06,6.843681e-06,2.389663e-05,2.486048e-01
4.230000e-12,7.069748e-06,6.820737e-06,2.391568e-05,2.493807e-01
4.240000e-12,7.050262e-06,6.798521e-06,2.393468e-05,2.501580e-01
4.250000e-12,7.031585e-06,6.777070e-06,2.395365e-05,2.509365e-01
4.260000e-12,7.013748e-06,6.756414e-06,2.397259e-05,2.517162e-01
4.270000e-12,6.996779e-06,6.736585e-06,2.399150e-05,2.524970e-01
4.280000e-12,6.980705e-06,6.717611e-06,2.401039e-05,2.532788e-01
4.290000e-12,6.965553e-06,6.699519e-06,2.402924e-05,2.540617e-01
4.300000e-12,6.951344e-06,6.682333e-06,2.404806e-05,2.548455e-01
4.310000e-12,6.938100e-06,6.666077e-06,2.406686e-05,2.556301e-01
4.320000e-12,6.925840e-06,6.650771e-06,2.408564e-05,2.564156e-01
4.330000e-12,6.914580e-06,6.636434e-06,2.410439e-05,2.572017e-01
4.340000e-12,6.904336e-06,6.623082e-06,2.412311e-05,2.579885e-01
4.350000e-12,6.895120e-06,6.610730e-06,2.414182e-05,2.587758e-01
4.360000e-12,6.886942e-06,6.599391e-06,2.416051e-05,2.595636e-01
4.370000e-12,6.879812e-06,6.589075e-06,2.417917e-05,2.603518e-01
4.380000e-12,6.873735e-06,6.579790e-06,2.419781e-05,2.611403e-01
4.390000e-12,6.868716e-06,6.571543e-06,2.421644e-05,2.619291e-01
4.400000e-12,6.864757e-06,6.564338e-06,2.423505e-05,2.627181e-01
4.410000e-12,6.861858e-06,6.558176e-06,2.425364e-05,2.635071e-01
4.420000e-12,6.860017e-06,6.553059e-06,2.427221e-05,2.642962e-01
4.430000e-12,6.859230e-06,6.548984e-06,2.429077e-05,2.650853e-01
4.440000e-12,6.859491e-06,6.545947e-06,2.430931e-05,2.658742e-01
4.450000e-12,6.860792e-06,6.543943e-06,2.432784e-05,2.666629e-01
4.460000e-12,6.863124e-06,6.542963e-06,2.434635e-05,2.674514e-01
4.470000e-12,6.866474e-06,6.542998e-06,2.436485e-05,2.682395e-01
4.480000e-12,6.870829e-06,6.544036e-06,2.438333e-05,2.690273e-01
4.490000e-12,6.876173e-06,6.546063e-06,2.440181e-05,2.698145e-01
4.500000e-12,6.882489e-06,6.549065e-06,2.442026e-05,2.706012e-01
4.510000e-12,6.889758e-06,6.553024e-06,2.443871e-05,2.713873e-01
4.520000e-12,6.897960e-06,6.557922e-06,2.445714e-05,2.721727e-01
4.530000e-12,6.907071e-06,6.563738e-06,2.447557e-05,2.729574e-01
4.540000e-12,6.917068e-06,6.570450e-06,2.449398e-05,2.737413e-01
4.550000e-12,6.927927e-06,6.578035e-06,2.451238e-05,2.745244e-01
4.560000e-12,6.939619e-06,6.586468e-06,2.453076e-05,2.753065e-01
4.570000e-12,6.952117e-06,6.595722e-06,2.454914e-05,2.760877e-01
4.580000e-12,6.965391e-06,6.605769e-06,2.456751e-05,2.768679e-01
4.590000e-12,6.979410e-06,6.616581e-06,2.458586e-05,2.776470e-01
4.600000e-12,6.994143e-06,6.628127e-06,2.460421e-05,2.784251e-01
4.610000e-12,7.009557e-06,6.640375e-06,2.462254e-05,2.792020e-01
4.620000e-12,7.025617e-06,6.653294e-06,2.464086e-05,2.799777e-01
4.630000e-12,7.042289e-06,6.666849e-06,2.465918e-05,2.807522e-01
4.640000e-12,7.059537e-06,6.681007e-06,2.467748e-05,2.815254e-01
4.650000e-12,7.077324e-06,6.695731e-06,2.469578e-05,2.822973e-01
4.660000e-12,7.095612e-06,6.710987e-06,2.471407e-05,2.830680e-01
4.670000e-12,7.114365e-06,6.726736e-06,2.473234e-05,2.838373e-01
4.680000e-12,7.133542e-06,6.742942e-06,2.475061e-05,2.846052e-01
4.690000e-12,7.153106e-06,6.759566e-06,2.476887e-05,2.853718e-01
4.700000e-12,7.173016e-06,6.776571e-06,2.478711e-05,2.861370e-01
4.710000e-12,7.193234e-06,6.793917e-06,2.480535e-05,2.869008e-01
4.720000e-12,7.213719e-06,6.811566e-06,2.482358e-05,2.876631e-01
4.730000e-12,7.234431e-06,6.829478e-06,2.484181e-05,2.884241e-01
4.740000e-12,7.255330e-06,6.847613e-06,2.486002e-05,2.891836e-01
4.750000e-12,7.276375e-06,6.865933e-06,2.487822e-05,2.899418e-01
4.760000e-12,7.297528e-06,6.884397e-06,2.489642e-05,2.906985e-01
4.770000e-12,7.318747e-06,6.902966e-06,2.491461e-05,2.914538e-01
4.780000e-12,7.339993e-06,6.921601e-06,2.493278e-05,2.922077e-01
4.790000e-12,7.361227e-06,6.940263e-06,2.495096e-05,2.929603e-01
4.800000e-12,7.382410e-06,6.958913e-06,2.496912e-05,2.937115e-01
4.810000e-12,7.403504e-06,6.977513e-06,2.498727e-05,2.944613e-01
4.820000e-12,7.424470e-06,6.996025e-06,2.500542e-05,2.952099e-01
4.830000e-12,7.445272e-06,7.014412e-06,2.502356e-05,2.959571e-01
4.840000e-12,7.465872e-06,7.032638e-06,2.504169e-05,2.967031e-01
4.850000e-12,7.486235e-06,7.050665e-06,2.505982e-05,2.974479e-01
4.860000e-12,7.506326e-06,7.068460e-06,2.507794e-05,2.981915e-01
4.870000e-12,7.526111e-06,7.085987e-06,2.509605e-05,2.989339e-01
4.880000e-12,7.545557e-06,7.103214e-06,2.511415e-05,2.996753e-01
4.890000e-12,7.564631e-06,7.120107e-06,2.513225e-05,3.004156e-01
4.900000e-12,7.583302e-06,7.136635e-06,2.515034e-05,3.011548e-01
4.910000e-12,7.601540e-06,7.152768e-06,2.516843e-05,3.018932e-01
4.920000e-12,7.619317e-06,7.168476e-06,2.518651e-05,3.026306e-01
4.930000e-12,7.636605e-06,7.183730e-06,2.520459e-05,3.033671e-01
4.940000e-12,7.653378e-06,7.198504e-06,2.522266e-05,3.041029e-01
4.950000e-12,7.669610e-06,7.212772e-06,2.524072e-05,3.048379e-01
4.960000e-12,7.685278e-06,7.226510e-06,2.525879e-05,3.055722e-01
4.970000e-12,7.700359e-06,7.239693e-06,2.527684e-05,3.063059e-01
4.980000e-12,7.714834e-06,7.252301e-06,2.529490e-05,3.070391e-01
4.990000e-12,7.728681e-06,7.264313e-06,2.531295e-05,3.077718e-01
5.000000e-12,7.741885e-06,7.275710e-06,2.533099e-05,3.085040e-01
5.010000e-12,4.334392e-06,3.867064e-06,2.531732e-05,3.092205e-01
5.020000e-12,5.456793e-06,4.988699e-06,2.530381e-05,3.099378e-01
5.030000e-12,5.441929e-06,4.973110e-06,2.529040e-05,3.106559e-01
5.040000e-12,5.422811e-06,4.953084e-06,2.527702e-05,3.113746e-01
5.050000e-12,5.399204e-06,4.928287e-06,2.526360e-05,3.120939e-01
5.060000e-12,5.370922e-06,4.898507e-06,2.525005e-05,3.128136e-01
5.070000e-12,5.337814e-06,4.863604e-06,2.523630e-05,3.135336e-01
5.080000e-12,5.299755e-06,4.823476e-06,2.522226e-05,3.142537e-01
5.090000e-12,5.256645e-06,4.778047e-06,2.520786e-05,3.149740e-01
5.100000e-12,5.208404e-06,4.727262e-06,2.519303e-05,3.156943e-01
5.110000e-12,5.154971e-06,4.671083e-06,2.517769e-05,3.164145e-01
5.120000e-12,5.096305e-06,4.609487e-06,2.516177e-05,3.171346e-01
5.130000e-12,5.032383e-06,4.542469e-06,2.514520e-05,3.178545e-01
5.140000e-12,4.963202e-06,4.470039e-06,2.512790e-05,3.185742e-01
5.150000e-12,4.888773e-06,4.392222e-06,2.510982e-05,3.192936e-01
5.160000e-12,4.809124e-06,4.309058e-06,2.509088e-05,3.200128e-01
5.170000e-12,4.724301e-06,4.220602e-06,2.507103e-05,3.207315e-01
5.180000e-12,4.634361e-06,4.126920e-06,2.505020e-05,3.214499e-01
5.190000e-12,4.539378e-06,4.028094e-06,2.502832e-05,3.221679e-01
5.200000e-12,4.439438e-06,3.924215e-06,2.500535e-05,3.228854e-01
5.210000e-12,4.334641e-06,3.815389e-06,2.498122e-05,3.236024e-01
5.220000e-12,4.225098e-06,3.701730e-06,2.495589e-05,3.243190e-01
5.230000e-12,4.110933e-06,3.583366e-06,2.492930e-05,3.250351e-01
5.240000e-12,3.992280e-06,3.460432e-06,2.490139e-05,3.257506e-01
5.250000e-12,3.869282e-06,3.333074e-06,2.487213e-05,3.264655e-01
5.260000e-12,3.742095e-06,3.201449e-06,2.484147e-05,3.271798e-01
5.270000e-12,3.610880e-06,3.065717e-06,2.480936e-05,3.278935e-01
5.280000e-12,3.475809e-06,2.926052e-06,2.477576e-05,3.286064e-01
5.290000e-12,3.337062e-06,2.782631e-06,2.474063e-05,3.293187e-01
5.300000e-12,3.194824e-06,2.635639e-06,2.470394e-05,3.300302e-01
5.310000e-12,3.049288e-06,2.485269e-06,2.466565e-05,3.307408e-01
5.320000e-12,2.900654e-06,2.331718e-06,2.462572e-05,3.314506e-01
5.330000e-12,2.749126e-06,2.175188e-06,2.458413e-05,3.321594e-01
5.340000e-12,2.594912e-06,2.015887e-06,2.454085e-05,3.328672e-01
5.350000e-12,2.438228e-06,1.854027e-06,2.449585e-05,3.335739e-01
5.360000e-12,2.279289e-06,1.689822e-06,2.444911e-05,3.342794e-01
5.370000e-12,2.118318e-06,1.523491e-06,2.440060e-05,3.349837e-01
5.380000e-12,1.955537e-06,1.355255e-06,2.435031e-05,3.356866e-01
5.390000e-12,1.791171e-06,1.185338e-06,2.429822e-05,3.363880e-01
5.400000e-12,1.625448e-06,1.013965e-06,2.424431e-05,3.370879e-01
5.410000e-12,1.458597e-06,8.413620e-07,2.418857e-05,3.377861e-01
5.420000e-12,1.290847e-06,6.677564e-07,2.413098e-05,3.384825e-01
5.430000e-12,1.122426e-06,4.933757e-07,2.407155e-05,3.391770e-01
5.440000e-12,9.535640e-07,3.184473e-07,2.401025e-05,3.398694e-01
5.450000e-12,7.844889e-07,1.431981e-07,2.394710e-05,3.405596e-01
5.460000e-12,6.154278e-07,-3.214624e-08,2.388207e-05,3.412474e-01
5.470000e-12,4.466061e-07,-2.073612e-07,2.381518e-05,3.419327e-01
5.480000e-12,2.782471e-07,-3.822243e-07,2.374642e-05,3.426153e-01
5.490000e-12,1.105715e-07,-5.565152e-07,2.367580e-05,3.432950e-01
5.500000e-12,-5.620275e-08,-7.300162e-07,2.360332e-05,3.439717e-01
5.510000e-12,-2.218610e-07,-9.025128e-07,2.352898e-05,3.446451e-01
5.520000e-12,-3.861924e-07,-1.073794e-06,2.345280e-05,3.453150e-01
5.530000e-12,-5.489901e-07,-1.243651e-06,2.337478e-05,3.459814e-01
5.540000e-12,-7.100514e-07,-1.411882e-06,2.329494e-05,3.466439e-01
5.550000e-12,-8.691788e-07,-1.578288e-06,2.321329e-05,3.473023e-01
5.560000e-12,-1.026179e-06,-1.742674e-06,2.312984e-05,3.479564e-01
5.570000e-12,-1.180866e-06,-1.904851e-06,2.304462e-05,3.486060e-01
5.580000e-12,-1.333057e-06,-2.064635e-06,2.295764e-05,3.492509e-01
5.590000e-12,-1.482576e-06,-2.221850e-06,2.286892e-05,3.498908e-01
5.600000e-12,-1.629255e-06,-2.376321e-06,2.277848e-05,3.505255e-01
5.610000e-12,-1.772929e-06,-2.527884e-06,2.268635e-05,3.511548e-01
5.620000e-12,-1.913443e-06,-2.676379e-06,2.259255e-05,3.517783e-01
5.630000e-12,-2.050648e-06,-2.821652e-06,2.249711e-05,3.523958e-01
5.640000e-12,-2.184400e-06,-2.963559e-06,2.240005e-05,3.530072e-01
5.650000e-12,-2.314565e-06,-3.101959e-06,2.230140e-05,3.536120e-01
5.660000e-12,-2.441015e-06,-3.236721e-06,2.220119e-05,3.542102e-01
5.670000e-12,-2.563630e-06,-3.367722e-06,2.209946e-05,3.548013e-01
5.680000e-12,-2.682299e-06,-3.494843e-06,2.199623e-05,3.553852e-01
5.690000e-12,-2.796917e-06,-3.617975e-06,2.189154e-05,3.559615e-01
5.700000e-12,-2.907387e-06,-3.737018e-06,2.178542e-05,3.565301e-01
5.710000e-12,-3.013622e-06,-3.851877e-06,2.167792e-05,3.570906e-01
5.720000e-12,-3.115542e-06,-3.962468e-06,2.156905e-05,3.576428e-01
5.730000e-12,-3.213074e-06,-4.068713e-06,2.145887e-05,3.581864e-01
5.740000e-12,-3.306155e-06,-4.170541e-06,2.134740e-05,3.587212e-01
5.750000e-12,-3.394731e-06,-4.267893e-06,2.123470e-05,3.592469e-01
5.760000e-12,-3.478754e-06,-4.360716e-06,2.112079e-05,3.597632e-01
5.770000e-12,-3.558186e-06,-4.448963e-06,2.100573e-05,3.602699e-01
5.780000e-12,-3.632995e-06,-4.532599e-06,2.088954e-05,3.607667e-01
5.790000e-12,-3.703161e-06,-4.611595e-06,2.077227e-05,3.612535e-01
5.800000e-12,-3.768670e-06,-4.685930e-06,2.065397e-05,3.617299e-01
5.810000e-12,-3.829515e-06,-4.755593e-06,2.053468e-05,3.621957e-01
5.820000e-12,-3.885700e-06,-4.820579e-06,2.041444e-05,3.626506e-01
5.830000e-12,-3.937233e-06,-4.880891e-06,2.029329e-05,3.630946e-01
5.840000e-12,-3.984135e-06,-4.936541e-06,2.017127e-05,3.635272e-01
5.850000e-12,-4.026430e-06,-4.987548e-06,2.004845e-05,3.639484e-01
5.860000e-12,-4.064152e-06,-5.033940e-06,1.992484e-05,3.643579e-01
5.870000e-12,-4.097342e-06,-5.075749e-06,1.980052e-05,3.647555e-01
5.880000e-12,-4.126049e-06,-5.113019e-06,1.967551e-05,3.651411e-01
5.890000e-12,-4.150328e-06,-5.145797e-06,1.954986e-05,3.655143e-01
5.900000e-12,-4.170241e-06,-5.174140e-06,1.942362e-05,3.658752e-01
5.910000e-12,-4.185858e-06,-5.198110e-06,1.929684e-05,3.662234e-01
5.920000e-12,-4.197255e-06,-5.217776e-06,1.916956e-05,3.665589e-01
5.930000e-12,-4.204514e-06,-5.233216e-06,1.904182e-05,3.668815e-01
5.940000e-12,-4.207723e-06,-5.244510e-06,1.891368e-05,3.671911e-01
5.950000e-12,-4.206976e-06,-5.251746e-06,1.878517e-05,3.674875e-01
5.960000e-12,-4.202373e-06,-5.255020e-06,1.865635e-05,3.677706e-01
5.970000e-12,-4.194020e-06,-5.254429e-06,1.852725e-05,3.680403e-01
5.980000e-12,-4.182028e-06,-5.250080e-06,1.839793e-05,3.682966e-01
5.990000e-12,-4.166511e-06,-5.242082e-06,1.826842e-05,3.685394e-01
6.000000e-12,-4.147589e-06,-5.230549e-06,1.813878e-05,3.687685e-01
6.010000e-12,-4.125389e-06,-5.215601e-06,1.800904e-05,3.689840e-01
6.020000e-12,-4.100036e-06,-5.197363e-06,1.787925e-05,3.691857e-01
6.030000e-12,-4.071665e-06,-5.175960e-06,1.774946e-05,3.693737e-01
6.040000e-12,-4.040412e-06,-5.151525e-06,1.761970e-05,3.695480e-01
6.050000e-12,-4.006414e-06,-5.124193e-06,1.749003e-05,3.697084e-01
6.060000e-12,-3.969815e-06,-5.094101e-06,1.736047e-05,3.698552e-01
6.070000e-12,-3.930758e-06,-5.061390e-06,1.723108e-05,3.699882e-01
6.080000e-12,-3.889392e-06,-5.026204e-06,1.710189e-05,3.701074e-01
6.090000e-12,-3.845865e-06,-4.988689e-06,1.697295e-05,3.702131e-01
6.100000e-12,-3.800328e-06,-4.948991e-06,1.684429e-05,3.703051e-01
6.110000e-12,-3.752933e-06,-4.907262e-06,1.671596e-05,3.703836e-01
6.120000e-12,-3.703833e-06,-4.863650e-06,1.658798e-05,3.704487e-01
6.130000e-12,-3.653183e-06,-4.818309e-06,1.646041e-05,3.705005e-01
6.140000e-12,-3.601138e-06,-4.771391e-06,1.633327e-05,3.705390e-01
6.150000e-12,-3.547852e-06,-4.723049e-06,1.620661e-05,3.705644e-01
6.160000e-12,-3.493481e-06,-4.673436e-06,1.608046e-05,3.705769e-01
6.170000e-12,-3.438178e-06,-4.622706e-06,1.595485e-05,3.705765e-01
6.180000e-12,-3.382098e-06,-4.571012e-06,1.582983e-05,3.705635e-01
6.190000e-12,-3.325393e-06,-4.518505e-06,1.570541e-05,3.705381e-01
6.200000e-12,-3.268216e-06,-4.465338e-06,1.558164e-05,3.705003e-01
6.210000e-12,-3.210717e-06,-4.411660e-06,1.545854e-05,3.704505e-01
6.220000e-12,-3.153043e-06,-4.357620e-06,1.533616e-05,3.703888e-01
6.230000e-12,-3.095342e-06,-4.303365e-06,1.521451e-05,3.703155e-01
6.240000e-12,-3.037758e-06,-4.249039e-06,1.509363e-05,3.702307e-01
6.250000e-12,-2.980431e-06,-4.194786e-06,1.497354e-05,3.701348e-01
6.260000e-12,-2.923501e-06,-4.140744e-06,1.485427e-05,3.700280e-01
6.270000e-12,-2.867104e-06,-4.087052e-06,1.473585e-05,3.699105e-01
6.280000e-12,-2.811372e-06,-4.033843e-06,1.461831e-05,3.697827e-01
6.290000e-12,-2.756434e-06,-3.981248e-06,1.450167e-05,3.696448e-01
6.300000e-12,-2.702415e-06,-3.929396e-06,1.438595e-05,3.694971e-01
6.310000e-12,-2.649437e-06,-3.878409e-06,1.427117e-05,3.693400e-01
6.320000e-12,-2.597617e-06,-3.828408e-06,1.415736e-05,3.691737e-01
6.330000e-12,-2.547068e-06,-3.779508e-06,1.404454e-05,3.689985e-01
6.340000e-12,-2.497898e-06,-3.731822e-06,1.393273e-05,3.688149e-01
6.350000e-12,-2.450211e-06,-3.685456e-06,1.382194e-05,3.686230e-01
6.360000e-12,-2.404106e-06,-3.640513e-06,1.371220e-05,3.684233e-01
6.370000e-12,-2.359678e-06,-3.597092e-06,1.360352e-05,3.682162e-01
6.380000e-12,-2.317016e-06,-3.555284e-06,1.349592e-05,3.680019e-01
6.390000e-12,-2.276202e-06,-3.515179e-06,1.338941e-05,3.677809e-01
6.400000e-12,-2.237317e-06,-3.476858e-06,1.328401e-05,3.675534e-01
6.410000e-12,-2.200432e-06,-3.440400e-06,1.317973e-05,3.673199e-01
6.420000e-12,-2.165616e-06,-3.405876e-06,1.307658e-05,3.670808e-01
6.430000e-12,-2.132931e-06,-3.373354e-06,1.297457e-05,3.668364e-01
6.440000e-12,-2.102432e-06,-3.342894e-06,1.287372e-05,3.665871e-01
6.450000e-12,-2.074171e-06,-3.314553e-06,1.277403e-05,3.663333e-01
6.460000e-12,-2.048192e-06,-3.288380e-06,1.267552e-05,3.660754e-01
6.470000e-12,-2.024534e-06,-3.264420e-06,1.257818e-05,3.658137e-01
6.480000e-12,-2.003231e-06,-3.242711e-06,1.248203e-05,3.655487e-01
6.490000e-12,-1.984310e-06,-3.223286e-06,1.238707e-05,3.652807e-01
6.500000e-12,-1.967792e-06,-3.206172e-06,1.229331e-05,3.650101e-01
6.510000e-12,-1.953693e-06,-3.191390e-06,1.220075e-05,3.647373e-01
6.520000e-12,-1.942023e-06,-3.178956e-06,1.210940e-05,3.644628e-01
6.530000e-12,-1.932786e-06,-3.168880e-06,1.201925e-05,3.641868e-01
6.540000e-12,-1.925981e-06,-3.161165e-06,1.193031e-05,3.639097e-01
6.550000e-12,-1.921599e-06,-3.155810e-06,1.184258e-05,3.636320e-01
6.560000e-12,-1.919629e-06,-3.152807e-06,1.175606e-05,3.633540e-01
6.570000e-12,-1.920051e-06,-3.152145e-06,1.167074e-05,3.630761e-01
6.580000e-12,-1.922842e-06,-3.153804e-06,1.158663e-05,3.627987e-01
6.590000e-12,-1.927972e-06,-3.157761e-06,1.150372e-05,3.625220e-01
6.600000e-12,-1.935407e-06,-3.163987e-06,1.142202e-05,3.622465e-01
6.610000e-12,-1.945107e-06,-3.172448e-06,1.134150e-05,3.619726e-01
6.620000e-12,-1.957026e-06,-3.183104e-06,1.126218e-05,3.617005e-01
6.630000e-12,-1.971117e-06,-3.195912e-06,1.118405e-05,3.614306e-01
6.640000e-12,-1.987322e-06,-3.210822e-06,1.110709e-05,3.611633e-01
6.650000e-12,-2.005585e-06,-3.227781e-06,1.103131e-05,3.608988e-01
6.660000e-12,-2.025841e-06,-3.246730e-06,1.095669e-05,3.606375e-01
6.670000e-12,-2.048023e-06,-3.267607e-06,1.088323e-05,3.603797e-01
6.680000e-12,-2.072058e-06,-3.290344e-06,1.081091e-05,3.601256e-01
6.690000e-12,-2.097870e-06,-3.314871e-06,1.073974e-05,3.598757e-01
6.700000e-12,-2.125381e-06,-3.341113e-06,1.066969e-05,3.596301e-01
6.710000e-12,-2.154506e-06,-3.368992e-06,1.060076e-05,3.593892e-01
6.720000e-12,-2.185159e-06,-3.398424e-06,1.053294e-05,3.591531e-01
6.730000e-12,-2.217250e-06,-3.429325e-06,1.046621e-05,3.589222e-01
6.740000e-12,-2.250687e-06,-3.461607e-06,1.040056e-05,3.586967e-01
6.750000e-12,-2.285373e-06,-3.495177e-06,1.033599e-05,3.584768e-01
6.760000e-12,-2.321211e-06,-3.529941e-06,1.027247e-05,3.582627e-01
6.770000e-12,-2.358101e-06,-3.565803e-06,1.021000e-05,3.580547e-01
6.780000e-12,-2.395939e-06,-3.602664e-06,1.014856e-05,3.578530e-01
6.790000e-12,-2.434621e-06,-3.640422e-06,1.008813e-05,3.576576e-01
6.800000e-12,-2.474041e-06,-3.678975e-06,1.002870e-05,3.574689e-01
6.810000e-12,-2.514092e-06,-3.718218e-06,9.970261e-06,3.572870e-01
6.820000e-12,-2.554664e-06,-3.758044e-06,9.912790e-06,3.571119e-01
6.830000e-12,-2.595648e-06,-3.798347e-06,9.856273e-06,3.569439e-01
6.840000e-12,-2.636933e-06,-3.839019e-06,9.800695e-06,3.567832e-01
6.850000e-12,-2.678408e-06,-3.879950e-06,9.746038e-06,3.566297e-01
6.860000e-12,-2.719962e-06,-3.921031e-06,9.692287e-06,3.564836e-01
