time,"V(L1|XLOADINA)","V(L1|XLOADINB)","V(ROUT)","P(B5|XDUT)"
1.523700e-10,1.653188e-07,3.370556e-08,-2.414388e-09,4.312802e-01
1.523800e-10,1.638549e-07,3.505453e-08,-2.418506e-09,4.312369e-01
1.523900e-10,1.621648e-07,3.636883e-08,-2.422700e-09,4.311938e-01
1.524000e-10,1.602505e-07,3.764758e-08,-2.426964e-09,4.311507e-01
1.524100e-10,1.581141e-07,3.888993e-08,-2.431295e-09,4.311076e-01
1.524200e-10,1.557579e-07,4.009505e-08,-2.435688e-09,4.310646e-01
1.524300e-10,1.531844e-07,4.126216e-08,-2.440138e-09,4.310217e-01
1.524400e-10,1.503962e-07,4.239050e-08,-2.444640e-09,4.309788e-01
1.524500e-10,1.473960e-07,4.347935e-08,-2.449189e-09,4.309360e-01
1.524600e-10,1.441869e-07,4.452801e-08,-2.453782e-09,4.308933e-01
1.524700e-10,1.407719e-07,4.553584e-08,-2.458412e-09,4.308506e-01
1.524800e-10,1.371543e-07,4.650219e-08,-2.463076e-09,4.308079e-01
1.524900e-10,1.333375e-07,4.742650e-08,-2.467768e-09,4.307653e-01
1.525000e-10,1.293251e-07,4.830819e-08,-2.472483e-09,4.307228e-01
1.525100e-10,1.251207e-07,4.914676e-08,-2.477217e-09,4.306803e-01
1.525200e-10,1.207282e-07,4.994171e-08,-2.481965e-09,4.306379e-01
1.525300e-10,1.161517e-07,5.069261e-08,-2.486723e-09,4.305955e-01
1.525400e-10,1.113951e-07,5.139902e-08,-2.491484e-09,4.305531e-01
1.525500e-10,1.064627e-07,5.206059e-08,-2.496245e-09,4.305108e-01
1.525600e-10,1.013591e-07,5.267696e-08,-2.501001e-09,4.304686e-01
1.525700e-10,9.608849e-08,5.324783e-08,-2.505746e-09,4.304264e-01
1.525800e-10,9.065568e-08,5.377294e-08,-2.510477e-09,4.303843e-01
1.525900e-10,8.506536e-08,5.425204e-08,-2.515188e-09,4.303421e-01
1.526000e-10,7.932236e-08,5.468495e-08,-2.519875e-09,4.303001e-01
1.526100e-10,7.343165e-08,5.507150e-08,-2.524532e-09,4.302580e-01
1.526200e-10,6.739829e-08,5.541158e-08,-2.529156e-09,4.302161e-01
1.526300e-10,6.122742e-08,5.570509e-08,-2.533742e-09,4.301741e-01
1.526400e-10,5.492431e-08,5.595198e-08,-2.538285e-09,4.301322e-01
1.526500e-10,4.849429e-08,5.615224e-08,-2.542781e-09,4.300903e-01
1.526600e-10,4.194280e-08,5.630590e-08,-2.547225e-09,4.300485e-01
1.526700e-10,3.527533e-08,5.641301e-08,-2.551613e-09,4.300067e-01
1.526800e-10,2.849748e-08,5.647366e-08,-2.555940e-09,4.299649e-01
1.526900e-10,2.161490e-08,5.648798e-08,-2.560202e-09,4.299232e-01
1.527000e-10,1.463332e-08,5.645615e-08,-2.564395e-09,4.298815e-01
1.527100e-10,7.558524e-09,5.637835e-08,-2.568515e-09,4.298398e-01
1.527200e-10,3.963632e-10,5.625483e-08,-2.572557e-09,4.297981e-01
1.527300e-10,-6.847266e-09,5.608585e-08,-2.576517e-09,4.297565e-01
1.527400e-10,-1.416642e-08,5.587172e-08,-2.580393e-09,4.297149e-01
1.527500e-10,-2.155509e-08,5.561277e-08,-2.584178e-09,4.296733e-01
1.527600e-10,-2.900727e-08,5.530939e-08,-2.587871e-09,4.296318e-01
1.527700e-10,-3.651688e-08,5.496196e-08,-2.591466e-09,4.295902e-01
1.527800e-10,-4.407784e-08,5.457093e-08,-2.594961e-09,4.295487e-01
1.527900e-10,-5.168402e-08,5.413678e-08,-2.598351e-09,4.295072e-01
1.528000e-10,-5.932928e-08,5.365999e-08,-2.601634e-09,4.294657e-01
1.528100e-10,-6.700749e-08,5.314110e-08,-2.604806e-09,4.294243e-01
1.528200e-10,-7.471247e-08,5.258068e-08,-2.607863e-09,4.293828e-01
1.528300e-10,-8.243807e-08,5.197931e-08,-2.610802e-09,4.293414e-01
1.528400e-10,-9.017811e-08,5.133763e-08,-2.613620e-09,4.293000e-01
1.528500e-10,-9.792644e-08,5.065628e-08,-2.616315e-09,4.292586e-01
1.528600e-10,-1.056769e-07,4.993594e-08,-2.618883e-09,4.292171e-01
1.528700e-10,-1.134234e-07,4.917732e-08,-2.621321e-09,4.291757e-01
1.528800e-10,-1.211598e-07,4.838116e-08,-2.623626e-09,4.291344e-01
1.528900e-10,-1.288799e-07,4.754822e-08,-2.625797e-09,4.290930e-01
1.529000e-10,-1.365778e-07,4.667929e-08,-2.627830e-09,4.290516e-01
1.529100e-10,-1.442475e-07,4.577517e-08,-2.629724e-09,4.290102e-01
1.529200e-10,-1.518828e-07,4.483671e-08,-2.631475e-09,4.289688e-01
1.529300e-10,-1.594779e-07,4.386477e-08,-2.633082e-09,4.289274e-01
1.529400e-10,-1.670270e-07,4.286023e-08,-2.634542e-09,4.288861e-01
1.529500e-10,-1.745240e-07,4.182399e-08,-2.635854e-09,4.288447e-01
1.529600e-10,-1.819633e-07,4.075699e-08,-2.637016e-09,4.288033e-01
1.529700e-10,-1.893391e-07,3.966017e-08,-2.638025e-09,4.287619e-01
1.529800e-10,-1.966458e-07,3.853449e-08,-2.638882e-09,4.287205e-01
1.529900e-10,-2.038778e-07,3.738096e-08,-2.639583e-09,4.286791e-01
1.530000e-10,-2.110295e-07,3.620056e-08,-2.640128e-09,4.286377e-01
1.530100e-10,-2.180955e-07,3.499432e-08,-2.640515e-09,4.285963e-01
1.530200e-10,-2.250704e-07,3.376328e-08,-2.640744e-09,4.285549e-01
1.530300e-10,-2.319491e-07,3.250850e-08,-2.640813e-09,4.285134e-01
1.530400e-10,-2.387262e-07,3.123103e-08,-2.640721e-09,4.284720e-01
1.530500e-10,-2.453968e-07,2.993197e-08,-2.640468e-09,4.284305e-01
1.530600e-10,-2.519558e-07,2.861241e-08,-2.640053e-09,4.283890e-01
1.530700e-10,-2.583983e-07,2.727346e-08,-2.639475e-09,4.283475e-01
1.530800e-10,-2.647196e-07,2.591622e-08,-2.638735e-09,4.283060e-01
1.530900e-10,-2.709150e-07,2.454185e-08,-2.637832e-09,4.282645e-01
1.531000e-10,-2.769799e-07,2.315146e-08,-2.636765e-09,4.282229e-01
1.531100e-10,-2.829099e-07,2.174620e-08,-2.635535e-09,4.281814e-01
1.531200e-10,-2.887006e-07,2.032724e-08,-2.634142e-09,4.281398e-01
1.531300e-10,-2.943479e-07,1.889573e-08,-2.632585e-09,4.280982e-01
1.531400e-10,-2.998476e-07,1.745283e-08,-2.630867e-09,4.280566e-01
1.531500e-10,-3.051958e-07,1.599972e-08,-2.628986e-09,4.280149e-01
1.531600e-10,-3.103888e-07,1.453757e-08,-2.626943e-09,4.279732e-01
1.531700e-10,-3.154227e-07,1.306756e-08,-2.624740e-09,4.279316e-01
1.531800e-10,-3.202940e-07,1.159086e-08,-2.622377e-09,4.278898e-01
1.531900e-10,-3.249994e-07,1.010866e-08,-2.619855e-09,4.278481e-01
1.532000e-10,-3.295355e-07,8.622132e-09,-2.617174e-09,4.278063e-01
1.532100e-10,-3.338993e-07,7.132461e-09,-2.614337e-09,4.277646e-01
1.532200e-10,-3.380876e-07,5.640824e-09,-2.611345e-09,4.277227e-01
1.532300e-10,-3.420977e-07,4.148394e-09,-2.608198e-09,4.276809e-01
1.532400e-10,-3.459269e-07,2.656343e-09,-2.604899e-09,4.276390e-01
1.532500e-10,-3.495726e-07,1.165837e-09,-2.601449e-09,4.275971e-01
1.532600e-10,-3.530325e-07,-3.219611e-10,-2.597849e-09,4.275552e-01
1.532700e-10,-3.563042e-07,-1.805898e-09,-2.594102e-09,4.275133e-01
1.532800e-10,-3.593857e-07,-3.284824e-09,-2.590210e-09,4.274713e-01
1.532900e-10,-3.622752e-07,-4.757599e-09,-2.586175e-09,4.274293e-01
1.533000e-10,-3.649707e-07,-6.223093e-09,-2.581998e-09,4.273872e-01
1.533100e-10,-3.674707e-07,-7.680184e-09,-2.577682e-09,4.273452e-01
1.533200e-10,-3.697737e-07,-9.127759e-09,-2.573230e-09,4.273031e-01
1.533300e-10,-3.718785e-07,-1.056472e-08,-2.568644e-09,4.272610e-01
1.533400e-10,-3.737838e-07,-1.198998e-08,-2.563926e-09,4.272188e-01
1.533500e-10,-3.754888e-07,-1.340246e-08,-2.559079e-09,4.271766e-01
1.533600e-10,-3.769925e-07,-1.480111e-08,-2.554106e-09,4.271344e-01
1.533700e-10,-3.782944e-07,-1.618487e-08,-2.549010e-09,4.270922e-01
1.533800e-10,-3.793939e-07,-1.755271e-08,-2.543793e-09,4.270499e-01
1.533900e-10,-3.802907e-07,-1.890362e-08,-2.538459e-09,4.270076e-01
1.534000e-10,-3.809847e-07,-2.023661e-08,-2.533010e-09,4.269653e-01
1.534100e-10,-3.814757e-07,-2.155068e-08,-2.527450e-09,4.269229e-01
1.534200e-10,-3.817640e-07,-2.284488e-08,-2.521782e-09,4.268806e-01
1.534300e-10,-3.818499e-07,-2.411827e-08,-2.516009e-09,4.268382e-01
1.534400e-10,-3.817338e-07,-2.536991e-08,-2.510135e-09,4.267957e-01
1.534500e-10,-3.814164e-07,-2.659890e-08,-2.504163e-09,4.267532e-01
1.534600e-10,-3.808983e-07,-2.780437e-08,-2.498097e-09,4.267107e-01
1.534700e-10,-3.801807e-07,-2.898544e-08,-2.491939e-09,4.266682e-01
1.534800e-10,-3.792644e-07,-3.014129e-08,-2.485695e-09,4.266257e-01
1.534900e-10,-3.781509e-07,-3.127108e-08,-2.479367e-09,4.265831e-01
1.535000e-10,-3.768415e-07,-3.237403e-08,-2.472959e-09,4.265405e-01
1.535100e-10,-3.753377e-07,-3.344937e-08,-2.466475e-09,4.264979e-01
1.535200e-10,-3.736412e-07,-3.449634e-08,-2.459919e-09,4.264552e-01
1.535300e-10,-3.717539e-07,-3.551423e-08,-2.453294e-09,4.264125e-01
1.535400e-10,-3.696778e-07,-3.650234e-08,-2.446605e-09,4.263698e-01
1.535500e-10,-3.674149e-07,-3.746001e-08,-2.439856e-09,4.263271e-01
1.535600e-10,-3.649677e-07,-3.838657e-08,-2.433050e-09,4.262844e-01
1.535700e-10,-3.623383e-07,-3.928142e-08,-2.426192e-09,4.262416e-01
1.535800e-10,-3.595295e-07,-4.014397e-08,-2.419285e-09,4.261988e-01
1.535900e-10,-3.565439e-07,-4.097364e-08,-2.412335e-09,4.261560e-01
1.536000e-10,-3.533844e-07,-4.176991e-08,-2.405344e-09,4.261132e-01
1.536100e-10,-3.500537e-07,-4.253226e-08,-2.398317e-09,4.260703e-01
1.536200e-10,-3.465551e-07,-4.326021e-08,-2.391258e-09,4.260275e-01
1.536300e-10,-3.428918e-07,-4.395331e-08,-2.384171e-09,4.259846e-01
1.536400e-10,-3.390669e-07,-4.461114e-08,-2.377061e-09,4.259417e-01
1.536500e-10,-3.350841e-07,-4.523330e-08,-2.369932e-09,4.258987e-01
1.536600e-10,-3.309467e-07,-4.581942e-08,-2.362787e-09,4.258558e-01
1.536700e-10,-3.266586e-07,-4.636917e-08,-2.355631e-09,4.258129e-01
1.536800e-10,-3.222234e-07,-4.688224e-08,-2.348469e-09,4.257699e-01
1.536900e-10,-3.176450e-07,-4.735835e-08,-2.341304e-09,4.257269e-01
1.537000e-10,-3.129274e-07,-4.779726e-08,-2.334141e-09,4.256839e-01
1.537100e-10,-3.080747e-07,-4.819875e-08,-2.326983e-09,4.256409e-01
1.537200e-10,-3.030911e-07,-4.856262e-08,-2.319835e-09,4.255979e-01
1.537300e-10,-2.979807e-07,-4.888873e-08,-2.312701e-09,4.255549e-01
1.537400e-10,-2.927481e-07,-4.917694e-08,-2.305585e-09,4.255119e-01
1.537500e-10,-2.873975e-07,-4.942716e-08,-2.298492e-09,4.254689e-01
1.537600e-10,-2.819335e-07,-4.963931e-08,-2.291425e-09,4.254258e-01
1.537700e-10,-2.763607e-07,-4.981335e-08,-2.284388e-09,4.253828e-01
1.537800e-10,-2.706838e-07,-4.994929e-08,-2.277386e-09,4.253397e-01
1.537900e-10,-2.649075e-07,-5.004714e-08,-2.270421e-09,4.252967e-01
1.538000e-10,-2.590367e-07,-5.010694e-08,-2.263499e-09,4.252536e-01
1.538100e-10,-2.530760e-07,-5.012879e-08,-2.256624e-09,4.252106e-01
1.538200e-10,-2.470306e-07,-5.011278e-08,-2.249798e-09,4.251675e-01
1.538300e-10,-2.409053e-07,-5.005906e-08,-2.243026e-09,4.251245e-01
1.538400e-10,-2.347052e-07,-4.996779e-08,-2.236311e-09,4.250814e-01
1.538500e-10,-2.284353e-07,-4.983917e-08,-2.229658e-09,4.250384e-01
1.538600e-10,-2.221008e-07,-4.967342e-08,-2.223070e-09,4.249954e-01
1.538700e-10,-2.157068e-07,-4.947080e-08,-2.216550e-09,4.249523e-01
1.538800e-10,-2.092584e-07,-4.923158e-08,-2.210102e-09,4.249093e-01
1.538900e-10,-2.027610e-07,-4.895607e-08,-2.203730e-09,4.248663e-01
1.539000e-10,-1.962196e-07,-4.864460e-08,-2.197437e-09,4.248233e-01
1.539100e-10,-1.896396e-07,-4.829755e-08,-2.191226e-09,4.247803e-01
1.539200e-10,-1.830261e-07,-4.791528e-08,-2.185100e-09,4.247373e-01
1.539300e-10,-1.763846e-07,-4.749823e-08,-2.179064e-09,4.246943e-01
1.539400e-10,-1.697203e-07,-4.704682e-08,-2.173119e-09,4.246514e-01
1.539500e-10,-1.630384e-07,-4.656152e-08,-2.167269e-09,4.246084e-01
1.539600e-10,-1.563443e-07,-4.604282e-08,-2.161517e-09,4.245655e-01
1.539700e-10,-1.496432e-07,-4.549124e-08,-2.155866e-09,4.245226e-01
1.539800e-10,-1.429404e-07,-4.490730e-08,-2.150319e-09,4.244797e-01
1.539900e-10,-1.362412e-07,-4.429158e-08,-2.144878e-09,4.244368e-01
1.540000e-10,-1.295508e-07,-4.364465e-08,-2.139546e-09,4.243939e-01
1.540100e-10,-1.228744e-07,-4.296712e-08,-2.134325e-09,4.243511e-01
1.540200e-10,-1.162173e-07,-4.225962e-08,-2.129219e-09,4.243083e-01
1.540300e-10,-1.095845e-07,-4.152279e-08,-2.124229e-09,4.242655e-01
1.540400e-10,-1.029812e-07,-4.075730e-08,-2.119358e-09,4.242228e-01
1.540500e-10,-9.641259e-08,-3.996385e-08,-2.114608e-09,4.241800e-01
1.540600e-10,-8.988363e-08,-3.914313e-08,-2.109981e-09,4.241373e-01
1.540700e-10,-8.339933e-08,-3.829588e-08,-2.105479e-09,4.240946e-01
1.540800e-10,-7.696467e-08,-3.742285e-08,-2.101104e-09,4.240520e-01
1.540900e-10,-7.058455e-08,-3.652478e-08,-2.096858e-09,4.240093e-01
1.541000e-10,-6.426381e-08,-3.560247e-08,-2.092743e-09,4.239667e-01
1.541100e-10,-5.800725e-08,-3.465671e-08,-2.088759e-09,4.239242e-01
1.541200e-10,-5.181960e-08,-3.368831e-08,-2.084910e-09,4.238816e-01
1.541300e-10,-4.570550e-08,-3.269809e-08,-2.081195e-09,4.238391e-01
1.541400e-10,-3.966955e-08,-3.168690e-08,-2.077617e-09,4.237967e-01
1.541500e-10,-3.371625e-08,-3.065558e-08,-2.074177e-09,4.237543e-01
1.541600e-10,-2.785004e-08,-2.960500e-08,-2.070875e-09,4.237119e-01
1.541700e-10,-2.207529e-08,-2.853605e-08,-2.067713e-09,4.236695e-01
1.541800e-10,-1.639624e-08,-2.744960e-08,-2.064691e-09,4.236272e-01
1.541900e-10,-1.081710e-08,-2.634656e-08,-2.061811e-09,4.235849e-01
1.542000e-10,-5.341938e-09,-2.522784e-08,-2.059073e-09,4.235426e-01
1.542100e-10,2.523242e-11,-2.409435e-08,-2.056478e-09,4.235004e-01
1.542200e-10,5.280513e-09,-2.294702e-08,-2.054025e-09,4.234583e-01
1.542300e-10,1.042010e-08,-2.178679e-08,-2.051717e-09,4.234162e-01
1.542400e-10,1.544029e-08,-2.061460e-08,-2.049552e-09,4.233741e-01
1.542500e-10,2.033749e-08,-1.943139e-08,-2.047530e-09,4.233320e-01
1.542600e-10,2.510821e-08,-1.823811e-08,-2.045653e-09,4.232900e-01
1.542700e-10,2.974907e-08,-1.703573e-08,-2.043920e-09,4.232481e-01
1.542800e-10,3.425679e-08,-1.582519e-08,-2.042330e-09,4.232062e-01
1.542900e-10,3.862822e-08,-1.460747e-08,-2.040884e-09,4.231643e-01
1.543000e-10,4.286033e-08,-1.338353e-08,-2.039581e-09,4.231225e-01
1.543100e-10,4.695019e-08,-1.215434e-08,-2.038420e-09,4.230807e-01
1.543200e-10,5.089500e-08,-1.092086e-08,-2.037402e-09,4.230390e-01
1.543300e-10,5.469209e-08,-9.684066e-09,-2.036524e-09,4.229973e-01
1.543400e-10,5.833889e-08,-8.444920e-09,-2.035788e-09,4.229557e-01
1.543500e-10,6.183299e-08,-7.204388e-09,-2.035190e-09,4.229141e-01
1.543600e-10,6.517207e-08,-5.963434e-09,-2.034732e-09,4.228725e-01
1.543700e-10,6.835396e-08,-4.723017e-09,-2.034411e-09,4.228310e-01
1.543800e-10,7.137662e-08,-3.484094e-09,-2.034226e-09,4.227896e-01
1.543900e-10,7.423814e-08,-2.247616e-09,-2.034176e-09,4.227482e-01
1.544000e-10,7.693674e-08,-1.014530e-09,-2.034260e-09,4.227069e-01
1.544100e-10,7.947077e-08,2.142238e-10,-2.034476e-09,4.226656e-01
1.544200e-10,8.183872e-08,1.437711e-09,-2.034823e-09,4.226243e-01
1.544300e-10,8.403920e-08,2.655005e-09,-2.035298e-09,4.225831e-01
1.544400e-10,8.607098e-08,3.865188e-09,-2.035901e-09,4.225420e-01
1.544500e-10,8.793296e-08,5.067349e-09,-2.036629e-09,4.225009e-01
1.544600e-10,8.962415e-08,6.260589e-09,-2.037481e-09,4.224598e-01
1.544700e-10,9.114374e-08,7.444016e-09,-2.038454e-09,4.224188e-01
1.544800e-10,9.249103e-08,8.616752e-09,-2.039546e-09,4.223779e-01
1.544900e-10,9.366546e-08,9.777927e-09,-2.040756e-09,4.223370e-01
1.545000e-10,9.466662e-08,1.092669e-08,-2.042080e-09,4.222961e-01
1.545100e-10,9.549422e-08,1.206219e-08,-2.043516e-09,4.222553e-01
1.545200e-10,9.614811e-08,1.318359e-08,-2.045063e-09,4.222146e-01
1.545300e-10,9.662831e-08,1.429010e-08,-2.046718e-09,4.221739e-01
1.545400e-10,9.693492e-08,1.538089e-08,-2.048477e-09,4.221332e-01
1.545500e-10,9.706823e-08,1.645519e-08,-2.050339e-09,4.220926e-01
1.545600e-10,9.702863e-08,1.751222e-08,-2.052300e-09,4.220521e-01
1.545700e-10,9.681667e-08,1.855123e-08,-2.054359e-09,4.220116e-01
1.545800e-10,9.643301e-08,1.957147e-08,-2.056511e-09,4.219711e-01
1.545900e-10,9.587846e-08,2.057223e-08,-2.058755e-09,4.219307e-01
1.546000e-10,9.515397e-08,2.155281e-08,-2.061086e-09,4.218904e-01
1.546100e-10,9.426059e-08,2.251251e-08,-2.063504e-09,4.218501e-01
1.546200e-10,9.319953e-08,2.345067e-08,-2.066003e-09,4.218098e-01
1.546300e-10,9.197212e-08,2.436665e-08,-2.068581e-09,4.217696e-01
1.546400e-10,9.057981e-08,2.525980e-08,-2.071235e-09,4.217294e-01
1.546500e-10,8.902419e-08,2.612953e-08,-2.073962e-09,4.216893e-01
1.546600e-10,8.730696e-08,2.697525e-08,-2.076758e-09,4.216493e-01
1.546700e-10,8.542995e-08,2.779639e-08,-2.079621e-09,4.216092e-01
1.546800e-10,8.339511e-08,2.859239e-08,-2.082546e-09,4.215693e-01
1.546900e-10,8.120450e-08,2.936275e-08,-2.085530e-09,4.215293e-01
1.547000e-10,7.886031e-08,3.010694e-08,-2.088571e-09,4.214894e-01
1.547100e-10,7.636485e-08,3.082450e-08,-2.091663e-09,4.214496e-01
1.547200e-10,7.372052e-08,3.151496e-08,-2.094805e-09,4.214098e-01
1.547300e-10,7.092985e-08,3.217789e-08,-2.097993e-09,4.213700e-01
1.547400e-10,6.799547e-08,3.281287e-08,-2.101223e-09,4.213303e-01
1.547500e-10,6.492012e-08,3.341952e-08,-2.104491e-09,4.212906e-01
1.547600e-10,6.170664e-08,3.399746e-08,-2.107794e-09,4.212510e-01
1.547700e-10,5.835796e-08,3.454636e-08,-2.111128e-09,4.212114e-01
1.547800e-10,5.487714e-08,3.506589e-08,-2.114490e-09,4.211718e-01
1.547900e-10,5.126730e-08,3.555575e-08,-2.117876e-09,4.211323e-01
1.548000e-10,4.753168e-08,3.601569e-08,-2.121283e-09,4.210929e-01
1.548100e-10,4.367359e-08,3.644544e-08,-2.124707e-09,4.210534e-01
1.548200e-10,3.969644e-08,3.684480e-08,-2.128144e-09,4.210140e-01
1.548300e-10,3.560373e-08,3.721355e-08,-2.131591e-09,4.209746e-01
1.548400e-10,3.139901e-08,3.755152e-08,-2.135044e-09,4.209353e-01
1.548500e-10,2.708595e-08,3.785857e-08,-2.138499e-09,4.208960e-01
1.548600e-10,2.266826e-08,3.813458e-08,-2.141954e-09,4.208568e-01
1.548700e-10,1.814975e-08,3.837943e-08,-2.145404e-09,4.208175e-01
1.548800e-10,1.353428e-08,3.859305e-08,-2.148845e-09,4.207783e-01
1.548900e-10,8.825779e-09,3.877540e-08,-2.152275e-09,4.207392e-01
1.549000e-10,4.028247e-09,3.892645e-08,-2.155689e-09,4.207000e-01
1.549100e-10,-8.542652e-10,3.904619e-08,-2.159085e-09,4.206609e-01
1.549200e-10,-5.817650e-09,3.913465e-08,-2.162458e-09,4.206219e-01
1.549300e-10,-1.085774e-08,3.919187e-08,-2.165805e-09,4.205828e-01
1.549400e-10,-1.597034e-08,3.921792e-08,-2.169123e-09,4.205438e-01
1.549500e-10,-2.115118e-08,3.921290e-08,-2.172409e-09,4.205048e-01
1.549600e-10,-2.639597e-08,3.917693e-08,-2.175658e-09,4.204659e-01
1.549700e-10,-3.170038e-08,3.911014e-08,-2.178869e-09,4.204269e-01
1.549800e-10,-3.706003e-08,3.901271e-08,-2.182036e-09,4.203880e-01
1.549900e-10,-4.247051e-08,3.888482e-08,-2.185158e-09,4.203491e-01
1.550000e-10,-4.792741e-08,3.872668e-08,-2.188231e-09,4.203102e-01
1.550100e-10,-5.342627e-08,3.853852e-08,-2.191251e-09,4.202714e-01
1.550200e-10,-5.896262e-08,3.832062e-08,-2.194217e-09,4.202326e-01
1.550300e-10,-6.453195e-08,3.807323e-08,-2.197123e-09,4.201938e-01
1.550400e-10,-7.012977e-08,3.779667e-08,-2.199969e-09,4.201550e-01
1.550500e-10,-7.575157e-08,3.749126e-08,-2.202750e-09,4.201162e-01
1.550600e-10,-8.139281e-08,3.715734e-08,-2.205464e-09,4.200775e-01
1.550700e-10,-8.704899e-08,3.679528e-08,-2.208108e-09,4.200387e-01
1.550800e-10,-9.271557e-08,3.640545e-08,-2.210679e-09,4.200000e-01
1.550900e-10,-9.838803e-08,3.598828e-08,-2.213174e-09,4.199613e-01
1.551000e-10,-1.040619e-07,3.554417e-08,-2.215591e-09,4.199226e-01
1.551100e-10,-1.097326e-07,3.507359e-08,-2.217928e-09,4.198840e-01
1.551200e-10,-1.153957e-07,3.457699e-08,-2.220181e-09,4.198453e-01
1.551300e-10,-1.210467e-07,3.405485e-08,-2.222348e-09,4.198066e-01
1.551400e-10,-1.266813e-07,3.350767e-08,-2.224428e-09,4.197680e-01
1.551500e-10,-1.322948e-07,3.293599e-08,-2.226416e-09,4.197294e-01
1.551600e-10,-1.378831e-07,3.234032e-08,-2.228313e-09,4.196908e-01
1.551700e-10,-1.434417e-07,3.172122e-08,-2.230114e-09,4.196522e-01
1.551800e-10,-1.489663e-07,3.107926e-08,-2.231819e-09,4.196136e-01
1.551900e-10,-1.544526e-07,3.041504e-08,-2.233424e-09,4.195750e-01
1.552000e-10,-1.598963e-07,2.972913e-08,-2.234929e-09,4.195364e-01
1.552100e-10,-1.652934e-07,2.902217e-08,-2.236332e-09,4.194978e-01
1.552200e-10,-1.706396e-07,2.829478e-08,-2.237630e-09,4.194592e-01
1.552300e-10,-1.759308e-07,2.754759e-08,-2.238822e-09,4.194206e-01
1.552400e-10,-1.811630e-07,2.678128e-08,-2.239906e-09,4.193821e-01
1.552500e-10,-1.863322e-07,2.599650e-08,-2.240881e-09,4.193435e-01
1.552600e-10,-1.914345e-07,2.519394e-08,-2.241746e-09,4.193050e-01
1.552700e-10,-1.964660e-07,2.437428e-08,-2.242499e-09,4.192664e-01
1.552800e-10,-2.014230e-07,2.353824e-08,-2.243139e-09,4.192278e-01
1.552900e-10,-2.063017e-07,2.268652e-08,-2.243664e-09,4.191893e-01
1.553000e-10,-2.110985e-07,2.181984e-08,-2.244075e-09,4.191507e-01
1.553100e-10,-2.158097e-07,2.093894e-08,-2.244369e-09,4.191122e-01
1.553200e-10,-2.204320e-07,2.004456e-08,-2.244546e-09,4.190736e-01
1.553300e-10,-2.249618e-07,1.913744e-08,-2.244605e-09,4.190350e-01
1.553400e-10,-2.293958e-07,1.821834e-08,-2.244545e-09,4.189965e-01
1.553500e-10,-2.337309e-07,1.728803e-08,-2.244366e-09,4.189579e-01
1.553600e-10,-2.379637e-07,1.634727e-08,-2.244068e-09,4.189193e-01
1.553700e-10,-2.420913e-07,1.539683e-08,-2.243649e-09,4.188808e-01
1.553800e-10,-2.461107e-07,1.443749e-08,-2.243110e-09,4.188422e-01
1.553900e-10,-2.500189e-07,1.347004e-08,-2.242450e-09,4.188036e-01
1.554000e-10,-2.538132e-07,1.249526e-08,-2.241669e-09,4.187650e-01
1.554100e-10,-2.574909e-07,1.151393e-08,-2.240767e-09,4.187264e-01
1.554200e-10,-2.610493e-07,1.052686e-08,-2.239745e-09,4.186878e-01
1.554300e-10,-2.644861e-07,9.534830e-09,-2.238601e-09,4.186492e-01
1.554400e-10,-2.677987e-07,8.538638e-09,-2.237337e-09,4.186106e-01
1.554500e-10,-2.709849e-07,7.539077e-09,-2.235953e-09,4.185720e-01
1.554600e-10,-2.740426e-07,6.536943e-09,-2.234449e-09,4.185333e-01
1.554700e-10,-2.769696e-07,5.533028e-09,-2.232826e-09,4.184947e-01
1.554800e-10,-2.797639e-07,4.528125e-09,-2.231083e-09,4.184560e-01
1.554900e-10,-2.824238e-07,3.523023e-09,-2.229223e-09,4.184174e-01
1.555000e-10,-2.849474e-07,2.518510e-09,-2.227245e-09,4.183787e-01
1.555100e-10,-2.873331e-07,1.515370e-09,-2.225151e-09,4.183401e-01
1.555200e-10,-2.895795e-07,5.143828e-10,-2.222941e-09,4.183014e-01
1.555300e-10,-2.916851e-07,-4.836748e-10,-2.220616e-09,4.182627e-01
1.555400e-10,-2.936485e-07,-1.478032e-09,-2.218178e-09,4.182240e-01
1.555500e-10,-2.954687e-07,-2.467924e-09,-2.215627e-09,4.181853e-01
1.555600e-10,-2.971446e-07,-3.452592e-09,-2.212965e-09,4.181466e-01
1.555700e-10,-2.986752e-07,-4.431283e-09,-2.210194e-09,4.181079e-01
1.555800e-10,-3.000597e-07,-5.403251e-09,-2.207314e-09,4.180691e-01
1.555900e-10,-3.012974e-07,-6.367761e-09,-2.204327e-09,4.180304e-01
1.556000e-10,-3.023876e-07,-7.324083e-09,-2.201234e-09,4.179916e-01
1.556100e-10,-3.033300e-07,-8.271496e-09,-2.198038e-09,4.179529e-01
1.556200e-10,-3.041241e-07,-9.209292e-09,-2.194740e-09,4.179141e-01
1.556300e-10,-3.047698e-07,-1.013677e-08,-2.191342e-09,4.178753e-01
1.556400e-10,-3.052669e-07,-1.105324e-08,-2.187846e-09,4.178365e-01
1.556500e-10,-3.056153e-07,-1.195802e-08,-2.184253e-09,4.177977e-01
1.556600e-10,-3.058152e-07,-1.285044e-08,-2.180565e-09,4.177589e-01
1.556700e-10,-3.058669e-07,-1.372986e-08,-2.176785e-09,4.177201e-01
