time,"I(L6|XSOURCEA)","I(L6|XSOURCEB)","I(RSINK)","P(B3|XDUT)","P(B1|XLOADCIRCUIT)"
4.622500e-10,2.313530e-06,2.313529e-06,1.431441e-12,6.924341e+00,6.968042e+00
4.625000e-10,2.313530e-06,2.313529e-06,1.505143e-12,6.924341e+00,6.968042e+00
4.627500e-10,2.313530e-06,2.313529e-06,1.593672e-12,6.924341e+00,6.968042e+00
4.630000e-10,2.313530e-06,2.313529e-06,1.674359e-12,6.924341e+00,6.968042e+00
4.632500e-10,2.313530e-06,2.313529e-06,1.727216e-12,6.924342e+00,6.968042e+00
4.635000e-10,2.313530e-06,2.313530e-06,1.738475e-12,6.924342e+00,6.968042e+00
4.637500e-10,2.313531e-06,2.313530e-06,1.702825e-12,6.924342e+00,6.968042e+00
4.640000e-10,2.313531e-06,2.313530e-06,1.623958e-12,6.924342e+00,6.968042e+00
4.642500e-10,2.313531e-06,2.313530e-06,1.513445e-12,6.924342e+00,6.968042e+00
4.645000e-10,2.313531e-06,2.313530e-06,1.388203e-12,6.924342e+00,6.968042e+00
4.647500e-10,2.313531e-06,2.313530e-06,1.267121e-12,6.924342e+00,6.968042e+00
4.650000e-10,2.313531e-06,2.313530e-06,1.167473e-12,6.924342e+00,6.968042e+00
4.652500e-10,2.313531e-06,2.313530e-06,1.101818e-12,6.924342e+00,6.968042e+00
4.655000e-10,2.313531e-06,2.313530e-06,1.075914e-12,6.924342e+00,6.968042e+00
4.657500e-10,2.313531e-06,2.313530e-06,1.088004e-12,6.924342e+00,6.968042e+00
4.660000e-10,2.313531e-06,2.313531e-06,1.129503e-12,6.924342e+00,6.968042e+00
4.662500e-10,2.313531e-06,2.313531e-06,1.186920e-12,6.924342e+00,6.968042e+00
4.665000e-10,2.313531e-06,2.313531e-06,1.244589e-12,6.924342e+00,6.968042e+00
4.667500e-10,2.313532e-06,2.313531e-06,1.287657e-12,6.924342e+00,6.968042e+00
4.670000e-10,2.313532e-06,2.313531e-06,1.304780e-12,6.924342e+00,6.968042e+00
4.672500e-10,2.313532e-06,2.313531e-06,1.290037e-12,6.924342e+00,6.968042e+00
4.675000e-10,2.313532e-06,2.313531e-06,1.243749e-12,6.924342e+00,6.968042e+00
4.677500e-10,2.313532e-06,2.313531e-06,1.172108e-12,6.924342e+00,6.968042e+00
4.680000e-10,2.313532e-06,2.313531e-06,1.085740e-12,6.924342e+00,6.968042e+00
4.682500e-10,2.313532e-06,2.313531e-06,9.975314e-13,6.924342e+00,6.968042e+00
4.685000e-10,2.313532e-06,2.313532e-06,9.201350e-13,6.924342e+00,6.968042e+00
4.687500e-10,2.313532e-06,2.313532e-06,8.636547e-13,6.924342e+00,6.968042e+00
4.690000e-10,2.313532e-06,2.313532e-06,8.339045e-13,6.924342e+00,6.968042e+00
4.692500e-10,2.313532e-06,2.313532e-06,8.315570e-13,6.924342e+00,6.968042e+00
4.695000e-10,2.313532e-06,2.313532e-06,8.522627e-13,6.924342e+00,6.968042e+00
4.697500e-10,2.313532e-06,2.313532e-06,8.877163e-13,6.924342e+00,6.968042e+00
4.700000e-10,2.313533e-06,2.313532e-06,9.273651e-13,6.924342e+00,6.968042e+00
4.702500e-10,2.313533e-06,2.313532e-06,9.604730e-13,6.924342e+00,6.968042e+00
4.705000e-10,2.313533e-06,2.313532e-06,9.781069e-13,6.924342e+00,6.968042e+00
4.707500e-10,2.313533e-06,2.313532e-06,9.746852e-13,6.924342e+00,6.968042e+00
4.710000e-10,2.313533e-06,2.313532e-06,9.488451e-13,6.924342e+00,6.968042e+00
4.712500e-10,2.313533e-06,2.313532e-06,9.034745e-13,6.924342e+00,6.968042e+00
4.715000e-10,2.313533e-06,2.313533e-06,8.449790e-13,6.924342e+00,6.968042e+00
4.717500e-10,2.313533e-06,2.313533e-06,7.819122e-13,6.924342e+00,6.968042e+00
4.720000e-10,2.313533e-06,2.313533e-06,7.233027e-13,6.924342e+00,6.968042e+00
4.722500e-10,2.313533e-06,2.313533e-06,6.769604e-13,6.924342e+00,6.968042e+00
4.725000e-10,2.313533e-06,2.313533e-06,6.481003e-13,6.924342e+00,6.968042e+00
4.727500e-10,2.313533e-06,2.313533e-06,6.385095e-13,6.924342e+00,6.968042e+00
4.730000e-10,2.313533e-06,2.313533e-06,6.463859e-13,6.924342e+00,6.968042e+00
4.732500e-10,2.313533e-06,2.313533e-06,6.668496e-13,6.924342e+00,6.968042e+00
4.735000e-10,2.313533e-06,2.313533e-06,6.929931e-13,6.924342e+00,6.968042e+00
4.737500e-10,2.313533e-06,2.313533e-06,7.172547e-13,6.924342e+00,6.968042e+00
4.740000e-10,2.313533e-06,2.313533e-06,7.328444e-13,6.924342e+00,6.968042e+00
4.742500e-10,2.313534e-06,2.313533e-06,7.349490e-13,6.924342e+00,6.968042e+00
4.745000e-10,2.313534e-06,2.313533e-06,7.215279e-13,6.924342e+00,6.968042e+00
4.747500e-10,2.313534e-06,2.313533e-06,6.935438e-13,6.924342e+00,6.968042e+00
4.750000e-10,2.313534e-06,2.313533e-06,6.546386e-13,6.924342e+00,6.968042e+00
4.752500e-10,2.313534e-06,2.313533e-06,6.103272e-13,6.924342e+00,6.968042e+00
4.755000e-10,2.313534e-06,2.313533e-06,5.668884e-13,6.924342e+00,6.968042e+00
4.757500e-10,2.313534e-06,2.313533e-06,5.301676e-13,6.924342e+00,6.968042e+00
4.760000e-10,2.313534e-06,2.313533e-06,5.045231e-13,6.924342e+00,6.968042e+00
4.762500e-10,2.313534e-06,2.313534e-06,4.920928e-13,6.924342e+00,6.968042e+00
4.765000e-10,2.313534e-06,2.313534e-06,4.925164e-13,6.924342e+00,6.968042e+00
4.767500e-10,2.313534e-06,2.313534e-06,5.031183e-13,6.924342e+00,6.968042e+00
4.770000e-10,2.313534e-06,2.313534e-06,5.195218e-13,6.924342e+00,6.968042e+00
4.772500e-10,2.313534e-06,2.313534e-06,5.365322e-13,6.924342e+00,6.968042e+00
4.775000e-10,2.313534e-06,2.313534e-06,5.491396e-13,6.924342e+00,6.968042e+00
4.777500e-10,2.313534e-06,2.313534e-06,5.534295e-13,6.924342e+00,6.968042e+00
4.780000e-10,2.313534e-06,2.313534e-06,5.472455e-13,6.924342e+00,6.968042e+00
4.782500e-10,2.313534e-06,2.313534e-06,5.305078e-13,6.924342e+00,6.968042e+00
4.785000e-10,2.313534e-06,2.313534e-06,5.051124e-13,6.924342e+00,6.968042e+00
4.787500e-10,2.313534e-06,2.313534e-06,4.744923e-13,6.924342e+00,6.968042e+00
4.790000e-10,2.313534e-06,2.313534e-06,4.428997e-13,6.924342e+00,6.968042e+00
4.792500e-10,2.313534e-06,2.313534e-06,4.145876e-13,6.924342e+00,6.968042e+00
4.795000e-10,2.313534e-06,2.313534e-06,3.930278e-13,6.924342e+00,6.968042e+00
4.797500e-10,2.313534e-06,2.313534e-06,3.802976e-13,6.924342e+00,6.968042e+00
4.800000e-10,2.313534e-06,2.313534e-06,3.767821e-13,6.924342e+00,6.968042e+00
4.802500e-10,2.313534e-06,2.313534e-06,3.811728e-13,6.924342e+00,6.968042e+00
4.805000e-10,2.313534e-06,2.313534e-06,3.908022e-13,6.924342e+00,6.968042e+00
4.807500e-10,2.313534e-06,2.313534e-06,4.021942e-13,6.924342e+00,6.968042e+00
4.810000e-10,2.313534e-06,2.313534e-06,4.117552e-13,6.924342e+00,6.968042e+00
4.812500e-10,2.313535e-06,2.313534e-06,4.164256e-13,6.924342e+00,6.968042e+00
4.815000e-10,2.313535e-06,2.313534e-06,4.142325e-13,6.924342e+00,6.968042e+00
4.817500e-10,2.313535e-06,2.313534e-06,4.045899e-13,6.924342e+00,6.968042e+00
4.820000e-10,2.313535e-06,2.313534e-06,3.883346e-13,6.924342e+00,6.968042e+00
4.822500e-10,2.313535e-06,2.313534e-06,3.675096e-13,6.924342e+00,6.968042e+00
4.825000e-10,2.313535e-06,2.313534e-06,3.449194e-13,6.924342e+00,6.968042e+00
4.827500e-10,2.313535e-06,2.313534e-06,3.235806e-13,6.924342e+00,6.968042e+00
4.830000e-10,2.313535e-06,2.313535e-06,3.061501e-13,6.924342e+00,6.968042e+00
4.832500e-10,2.313535e-06,2.313535e-06,2.944565e-13,6.924342e+00,6.968042e+00
4.835000e-10,2.313535e-06,2.313535e-06,2.892038e-13,6.924342e+00,6.968042e+00
4.837500e-10,2.313535e-06,2.313535e-06,2.898956e-13,6.924342e+00,6.968042e+00
4.840000e-10,2.313535e-06,2.313535e-06,2.949888e-13,6.924342e+00,6.968042e+00
4.842500e-10,2.313535e-06,2.313535e-06,3.022251e-13,6.924342e+00,6.968042e+00
4.845000e-10,2.313535e-06,2.313535e-06,3.090860e-13,6.924342e+00,6.968042e+00
4.847500e-10,2.313535e-06,2.313535e-06,3.132689e-13,6.924342e+00,6.968042e+00
4.850000e-10,2.313535e-06,2.313535e-06,3.130971e-13,6.924342e+00,6.968042e+00
4.852500e-10,2.313535e-06,2.313535e-06,3.078022e-13,6.924342e+00,6.968042e+00
4.855000e-10,2.313535e-06,2.313535e-06,2.976134e-13,6.924342e+00,6.968042e+00
4.857500e-10,2.313535e-06,2.313535e-06,2.836713e-13,6.924342e+00,6.968042e+00
4.860000e-10,2.313535e-06,2.313535e-06,2.677711e-13,6.924342e+00,6.968042e+00
4.862500e-10,2.313535e-06,2.313535e-06,2.519937e-13,6.924342e+00,6.968042e+00
4.865000e-10,2.313535e-06,2.313535e-06,2.383155e-13,6.924342e+00,6.968042e+00
4.867500e-10,2.313535e-06,2.313535e-06,2.282442e-13,6.924342e+00,6.968042e+00
4.870000e-10,2.313535e-06,2.313535e-06,2.225635e-13,6.924342e+00,6.968042e+00
4.872500e-10,2.313535e-06,2.313535e-06,2.212297e-13,6.924342e+00,6.968042e+00
4.875000e-10,2.313535e-06,2.313535e-06,2.234141e-13,6.924342e+00,6.968042e+00
4.877500e-10,2.313535e-06,2.313535e-06,2.276987e-13,6.924342e+00,6.968042e+00
4.880000e-10,2.313535e-06,2.313535e-06,2.323666e-13,6.924342e+00,6.968042e+00
4.882500e-10,2.313535e-06,2.313535e-06,2.357278e-13,6.924342e+00,6.968042e+00
4.885000e-10,2.313535e-06,2.313535e-06,2.364354e-13,6.924342e+00,6.968042e+00
4.887500e-10,2.313535e-06,2.313535e-06,2.337144e-13,6.924342e+00,6.968042e+00
4.890000e-10,2.313535e-06,2.313535e-06,2.274707e-13,6.924342e+00,6.968042e+00
4.892500e-10,2.313535e-06,2.313535e-06,2.182798e-13,6.924342e+00,6.968042e+00
4.895000e-10,2.313535e-06,2.313535e-06,2.072500e-13,6.924342e+00,6.968042e+00
4.897500e-10,2.313535e-06,2.313535e-06,1.957808e-13,6.924342e+00,6.968042e+00
4.900000e-10,2.313535e-06,2.313535e-06,1.853008e-13,6.924342e+00,6.968042e+00
4.902500e-10,2.313535e-06,2.313535e-06,1.769973e-13,6.924342e+00,6.968042e+00
4.905000e-10,2.313535e-06,2.313535e-06,1.716113e-13,6.924342e+00,6.968042e+00
4.907500e-10,2.313535e-06,2.313535e-06,1.693225e-13,6.924342e+00,6.968042e+00
4.910000e-10,2.313535e-06,2.313535e-06,1.697417e-13,6.924342e+00,6.968042e+00
4.912500e-10,2.313535e-06,2.313535e-06,1.720155e-13,6.924342e+00,6.968042e+00
4.915000e-10,2.313535e-06,2.313535e-06,1.750032e-13,6.924342e+00,6.968042e+00
4.917500e-10,2.313535e-06,2.313535e-06,1.774998e-13,6.924342e+00,6.968042e+00
4.920000e-10,2.313535e-06,2.313535e-06,1.784644e-13,6.924342e+00,6.968042e+00
4.922500e-10,2.313535e-06,2.313535e-06,1.771981e-13,6.924342e+00,6.968042e+00
4.925000e-10,2.313535e-06,2.313535e-06,1.734642e-13,6.924342e+00,6.968042e+00
4.927500e-10,2.313535e-06,2.313535e-06,1.674994e-13,6.924342e+00,6.968042e+00
4.930000e-10,2.313535e-06,2.313535e-06,1.599527e-13,6.924342e+00,6.968042e+00
4.932500e-10,2.313535e-06,2.313535e-06,1.517404e-13,6.924342e+00,6.968042e+00
4.935000e-10,2.313535e-06,2.313535e-06,1.438701e-13,6.924342e+00,6.968042e+00
4.937500e-10,2.313535e-06,2.313535e-06,1.372415e-13,6.924342e+00,6.968042e+00
4.940000e-10,2.313535e-06,2.313535e-06,1.324965e-13,6.924342e+00,6.968042e+00
4.942500e-10,2.313535e-06,2.313535e-06,1.299044e-13,6.924342e+00,6.968042e+00
4.945000e-10,2.313535e-06,2.313535e-06,1.293326e-13,6.924342e+00,6.968042e+00
4.947500e-10,2.313535e-06,2.313535e-06,1.302981e-13,6.924342e+00,6.968042e+00
4.950000e-10,2.313535e-06,2.313535e-06,1.320642e-13,6.924342e+00,6.968042e+00
4.952500e-10,2.313535e-06,2.313535e-06,1.337908e-13,6.924342e+00,6.968042e+00
4.955000e-10,2.313535e-06,2.313535e-06,1.347020e-13,6.924342e+00,6.968042e+00
4.957500e-10,2.313535e-06,2.313535e-06,1.342118e-13,6.924342e+00,6.968042e+00
4.960000e-10,2.313535e-06,2.313535e-06,1.320370e-13,6.924342e+00,6.968042e+00
4.962500e-10,2.313536e-06,2.313535e-06,1.282242e-13,6.924342e+00,6.968042e+00
4.965000e-10,2.313536e-06,2.313535e-06,1.231267e-13,6.924342e+00,6.968042e+00
4.967500e-10,2.313536e-06,2.313535e-06,1.173259e-13,6.924342e+00,6.968042e+00
4.970000e-10,2.313536e-06,2.313535e-06,1.115155e-13,6.924342e+00,6.968042e+00
4.972500e-10,2.313536e-06,2.313535e-06,1.063566e-13,6.924342e+00,6.968042e+00
4.975000e-10,2.313536e-06,2.313535e-06,1.023736e-13,6.924342e+00,6.968042e+00
4.977500e-10,2.313536e-06,2.313535e-06,9.984811e-14,6.924342e+00,6.968042e+00
4.980000e-10,2.313536e-06,2.313535e-06,9.879318e-14,6.924342e+00,6.968042e+00
4.982500e-10,2.313536e-06,2.313536e-06,9.895278e-14,6.924342e+00,6.968042e+00
4.985000e-10,2.313536e-06,2.313536e-06,9.986916e-14,6.924342e+00,6.968042e+00
4.987500e-10,2.313536e-06,2.313536e-06,1.009758e-13,6.924342e+00,6.968042e+00
4.990000e-10,2.313536e-06,2.313536e-06,1.017045e-13,6.924342e+00,6.968042e+00
4.992500e-10,2.313536e-06,2.313536e-06,1.015914e-13,6.924342e+00,6.968042e+00
4.995000e-10,2.313536e-06,2.313536e-06,1.003602e-13,6.924342e+00,6.968042e+00
4.997500e-10,2.313536e-06,2.313536e-06,9.795661e-14,6.924342e+00,6.968042e+00
